loc_id,lat,lon,alt_cm_obs,sqrt_tdd,pred_PHYS_const,pred_PHYS_soil,pred_PHYS_nn,E_soil,E_nn
12769,64.85929701416666,-163.69129255,38.44444444444444,37.661927411740194,58.61739735219639,64.53642821166133,38.792606353759766,1.7135721044256396,1.0072342157363892
12770,64.8593557726389,-163.69131464166665,55.5,37.661927411740194,58.61739735219639,64.53642821166133,39.427757263183594,1.7135721044256396,1.02385413646698
12771,64.8594284466667,-163.6913605,32.0,37.661927411740194,58.61739735219639,64.53642821166133,38.91032791137695,1.7135721044256396,1.0102442502975464
12772,64.8595598791667,-163.69142845,50.333333333333336,37.661927411740194,58.61739735219639,64.53642821166133,39.53521728515625,1.7135721044256396,1.0268173217773438
12773,64.84099515041665,-163.6967612,28.0,37.94831344616257,58.98831670578082,64.89907569698474,38.00293731689453,1.7101965753776467,0.9785786867141724
12774,64.841152105,-163.6967521,25.0,37.94831344616257,58.98831670578082,64.89907569698474,38.002933502197266,1.7101965753776467,0.9785784482955933
12775,64.84130905958335,-163.696743,31.5,37.94831344616257,58.98831670578082,64.89907569698474,37.517127990722656,1.7101965753776467,0.9659579992294312
12776,64.84090546208336,-163.6967664,36.5,37.94831344616257,58.98831670578082,64.89907569698474,37.35283660888672,1.7101965753776467,0.9616143107414246
12777,64.84108483874999,-163.696756,30.25,37.94831344616257,58.98831670578082,64.89907569698474,38.002933502197266,1.7101965753776467,0.9785785675048828
12778,64.84098733041665,-163.6959216208335,35.75,37.94831344616257,58.98831670578082,64.89907569698474,37.28807830810547,1.7101965753776467,0.9599367380142212
12779,64.84139092791665,-163.6958982958335,31.75,37.94831344616257,58.98831670578082,64.89907569698474,37.704345703125,1.7101965753776467,0.9708850979804993
12780,64.84089764208335,-163.6959268041665,31.25,37.94831344616257,58.98831670578082,64.89907569698474,37.85064697265625,1.7101965753776467,0.9747728109359741
14333,64.8442,-163.7202,68.5909090909091,37.94831344616257,58.98831670578082,64.89907569698474,39.764976501464844,1.7101965753776467,1.0246145725250244
