cond,target,anchor,pseudo,r,resid,lam,rmse,bias,n,n_fold,n_seed
covonly,Canada,cci_cal,stefan,10.0,ridge,0.5,29.572333333333333,-8.005666666666666,370,1,3
covonly,Canada,cci_cal,stefan,10.0,ridge,0.75,29.369333333333334,-7.907666666666667,370,1,3
covonly,Canada,cci_cal,stefan,10.0,ridge,1.0,29.320000000000004,-7.809666666666668,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,catboost_lo,0.0,30.422,-8.202,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,catboost_lo,0.25,30.980666666666668,-9.247,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,catboost_lo,0.5,31.695999999999998,-10.292,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,catboost_lo,0.75,32.55733333333333,-11.336999999999998,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,catboost_lo,1.0,33.553666666666665,-12.382333333333333,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,mlp,0.0,30.422,-8.202,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,mlp,0.25,30.747,-9.229999999999999,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,mlp,0.5,31.235,-10.257333333333333,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,mlp,0.75,31.878666666666664,-11.285333333333334,370,1,3
covonly,Canada,cci_cal,tddlin,10.0,mlp,1.0,32.66866666666667,-12.313,370,1,3
