lat,lon,region,alt_cm,alt_sd,alt_min,alt_max,n_obs,year_min,year_max,n_years,qc_flag
71.5549,130.0262,Lena_RU,75.0,0.0,75.0,75.0,1,2012,2012,1,0
71.5558,130.0271,Lena_RU,60.0,0.0,60.0,60.0,1,2012,2012,1,0
71.5563,130.0266,Lena_RU,78.0,0.0,78.0,78.0,1,2012,2012,1,0
71.5567,130.0256,Lena_RU,85.0,0.0,85.0,85.0,1,2012,2012,1,0
71.5568,130.0254,Lena_RU,65.0,0.0,65.0,65.0,1,2012,2012,1,0
71.5578,130.0248,Lena_RU,38.0,0.0,38.0,38.0,1,2012,2012,1,0
71.5579,130.0248,Lena_RU,68.0,0.0,68.0,68.0,1,2012,2012,1,0
71.5583,130.0249,Lena_RU,68.0,0.0,68.0,68.0,1,2012,2012,1,0
71.5585,130.0248,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5587,130.0248,Lena_RU,95.0,0.0,95.0,95.0,1,2012,2012,1,0
71.559,130.0246,Lena_RU,52.0,0.0,52.0,52.0,1,2012,2012,1,0
71.5596,130.0246,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5601,130.0246,Lena_RU,72.0,0.0,72.0,72.0,1,2012,2012,1,0
71.5602,130.02,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5603,130.0193,Lena_RU,60.0,0.0,60.0,60.0,1,2012,2012,1,0
71.5606,130.0246,Lena_RU,65.0,0.0,65.0,65.0,1,2012,2012,1,0
71.5608,130.0244,Lena_RU,65.0,0.0,65.0,65.0,1,2012,2012,1,0
71.561,130.0242,Lena_RU,42.0,0.0,42.0,42.0,2,2012,2012,1,0
71.5612,130.0246,Lena_RU,68.0,0.0,68.0,68.0,1,2012,2012,1,0
71.5615,130.0245,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5618,130.0244,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.562,130.0188,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.562,130.025,Lena_RU,62.0,0.0,62.0,62.0,1,2012,2012,1,0
71.5622,130.025,Lena_RU,75.0,0.0,75.0,75.0,1,2012,2012,1,0
71.5625,130.0251,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5626,130.025,Lena_RU,58.0,0.0,58.0,58.0,1,2012,2012,1,0
71.5629,130.025,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.5631,130.025,Lena_RU,43.0,0.0,43.0,43.0,1,2012,2012,1,0
71.5634,130.0249,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5636,130.0244,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5638,130.0238,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.564,130.0233,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5643,130.0234,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5646,130.0233,Lena_RU,70.0,0.0,70.0,70.0,1,2012,2012,1,0
71.5648,130.0178,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.565,130.0223,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5652,130.0233,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.5654,130.0173,Lena_RU,51.0,0.0,51.0,51.0,1,2012,2012,1,0
71.5661,130.0328,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5663,130.0232,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.5664,130.0261,Lena_RU,65.0,0.0,65.0,65.0,1,2012,2012,1,0
71.5665,130.0167,Lena_RU,73.0,0.0,73.0,73.0,1,2012,2012,1,0
71.5667,130.0207,Lena_RU,23.0,0.0,23.0,23.0,1,2012,2012,1,0
71.5667,130.0216,Lena_RU,32.0,0.0,32.0,32.0,1,2012,2012,1,0
71.5668,130.0225,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5668,130.0234,Lena_RU,40.0,0.0,40.0,40.0,2,2012,2012,1,0
71.5669,130.0255,Lena_RU,82.0,0.0,82.0,82.0,1,2012,2012,1,0
71.567,130.0236,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5672,130.0247,Lena_RU,58.0,0.0,58.0,58.0,1,2012,2012,1,0
71.5675,130.0167,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5677,130.0231,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5678,130.024,Lena_RU,53.0,0.0,53.0,53.0,1,2012,2012,1,0
71.568,130.0167,Lena_RU,43.0,0.0,43.0,43.0,1,2012,2012,1,0
71.5683,130.0229,Lena_RU,47.0,0.0,47.0,47.0,1,2012,2012,1,0
71.5689,130.0167,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.569,130.0229,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.5696,130.0228,Lena_RU,47.0,0.0,47.0,47.0,1,2012,2012,1,0
71.5697,130.0167,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.5703,130.0227,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5704,130.0167,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5709,130.0167,Lena_RU,46.0,0.0,46.0,46.0,1,2012,2012,1,0
71.5709,130.0233,Lena_RU,27.0,0.0,27.0,27.0,1,2012,2012,1,0
71.5709,130.0239,Lena_RU,47.0,0.0,47.0,47.0,1,2012,2012,1,0
71.571,130.0226,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5715,130.0167,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.5715,130.0233,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5717,130.0228,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.572,130.0176,Lena_RU,25.0,0.0,25.0,25.0,1,2012,2012,1,0
71.572,130.0233,Lena_RU,42.0,0.0,42.0,42.0,1,2012,2012,1,0
71.5721,130.0167,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.5722,130.018,Lena_RU,50.0,0.0,50.0,50.0,3,2012,2012,1,0
71.5723,130.018,Lena_RU,56.0,0.0,56.0,56.0,1,2012,2012,1,0
71.5724,130.0228,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5725,130.0173,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5726,130.018,Lena_RU,26.0,0.0,26.0,26.0,1,2012,2012,1,0
71.5727,130.0167,Lena_RU,60.0,0.0,60.0,60.0,1,2012,2012,1,0
71.5727,130.0172,Lena_RU,40.0,0.0,40.0,40.0,2,2012,2012,1,0
71.5727,130.0233,Lena_RU,22.0,0.0,22.0,22.0,1,2012,2012,1,0
71.5731,130.0233,Lena_RU,33.0,0.0,33.0,33.0,1,2012,2012,1,0
71.5732,130.0167,Lena_RU,44.0,0.0,44.0,44.0,1,2012,2012,1,0
71.5732,130.0227,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5737,130.0167,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.5737,130.0233,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5738,130.0167,Lena_RU,70.0,0.0,70.0,70.0,1,2012,2012,1,0
71.574,130.0167,Lena_RU,53.0,0.0,53.0,53.0,1,2012,2012,1,0
71.5743,130.0233,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5745,130.0233,Lena_RU,43.0,0.0,43.0,43.0,1,2012,2012,1,0
71.5746,130.0207,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5747,130.0222,Lena_RU,52.0,0.0,52.0,52.0,1,2012,2012,1,0
71.5748,130.0233,Lena_RU,25.0,0.0,25.0,25.0,1,2012,2012,1,0
71.5751,130.0229,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5751,130.0233,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5753,130.0192,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5753,130.0233,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5755,130.0233,Lena_RU,25.0,0.0,25.0,25.0,1,2012,2012,1,0
71.5755,130.0238,Lena_RU,42.0,0.0,42.0,42.0,1,2012,2012,1,0
71.5758,130.0247,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.576,130.0175,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5767,130.0158,Lena_RU,18.0,0.0,18.0,18.0,1,2012,2012,1,0
71.5771,130.0248,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.5775,130.0144,Lena_RU,33.0,0.0,33.0,33.0,1,2012,2012,1,0
71.5782,130.0135,Lena_RU,32.0,0.0,32.0,32.0,1,2012,2012,1,0
71.5787,130.012,Lena_RU,32.0,0.0,32.0,32.0,1,2012,2012,1,0
71.5787,130.0247,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.579,130.0092,Lena_RU,25.0,0.0,25.0,25.0,1,2012,2012,1,0
71.5791,130.0051,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.5791,130.0066,Lena_RU,33.0,0.0,33.0,33.0,1,2012,2012,1,0
71.5791,130.0081,Lena_RU,38.0,0.0,38.0,38.0,1,2012,2012,1,0
71.5792,130.0045,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5792,130.0048,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.5792,130.0059,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5792,130.0073,Lena_RU,22.0,0.0,22.0,22.0,1,2012,2012,1,0
71.5794,130.004,Lena_RU,32.0,0.0,32.0,32.0,1,2012,2012,1,0
71.5794,130.0099,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5796,130.0034,Lena_RU,42.0,0.0,42.0,42.0,1,2012,2012,1,0
71.5796,130.0108,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5797,130.0026,Lena_RU,52.0,0.0,52.0,52.0,1,2012,2012,1,0
71.5798,129.9976,Lena_RU,85.0,0.0,85.0,85.0,1,2012,2012,1,0
71.5798,130.0005,Lena_RU,94.0,0.0,94.0,94.0,1,2012,2012,1,0
71.5798,130.0009,Lena_RU,74.0,0.0,74.0,74.0,1,2012,2012,1,0
71.5798,130.0248,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5799,130.0019,Lena_RU,62.0,0.0,62.0,62.0,1,2012,2012,1,0
71.58,129.999,Lena_RU,56.0,0.0,56.0,56.0,1,2012,2012,1,0
71.5802,130.0002,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5804,130.001,Lena_RU,54.0,0.0,54.0,54.0,1,2012,2012,1,0
71.5806,130.003,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5807,130.0017,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5809,130.0024,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5811,130.0028,Lena_RU,57.0,0.0,57.0,57.0,1,2012,2012,1,0
71.5812,130.0247,Lena_RU,80.0,0.0,80.0,80.0,1,2012,2012,1,0
71.5814,130.0039,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.5815,130.0035,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5818,130.0042,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.582,130.0248,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.5821,130.0046,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5823,130.005,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5823,130.025,Lena_RU,24.0,0.0,24.0,24.0,1,2012,2012,1,0
71.5824,130.0056,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5824,130.0251,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5826,130.0059,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5828,130.0256,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5829,130.0053,Lena_RU,35.0,0.0,35.0,35.0,2,2012,2012,1,0
71.5829,130.0057,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5831,130.0049,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5831,130.005,Lena_RU,36.0,0.0,36.0,36.0,1,2012,2012,1,0
71.5833,130.0048,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5835,130.0046,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5838,130.0043,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.584,130.0041,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5842,130.0039,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5844,130.0036,Lena_RU,77.0,0.0,77.0,77.0,1,2012,2012,1,0
71.5847,130.0034,Lena_RU,33.0,0.0,33.0,33.0,1,2012,2012,1,0
71.5849,130.0029,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.585,130.0036,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5851,130.0026,Lena_RU,18.0,0.0,18.0,18.0,1,2012,2012,1,0
71.5853,130.0022,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5856,130.0032,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5858,130.0017,Lena_RU,44.0,0.0,44.0,44.0,1,2012,2012,1,0
71.586,130.0014,Lena_RU,28.0,0.0,28.0,28.0,1,2012,2012,1,0
71.586,130.003,Lena_RU,47.0,0.0,47.0,47.0,1,2012,2012,1,0
71.5864,130.0026,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5869,130.0022,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5872,130.0018,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.5876,130.0015,Lena_RU,22.0,0.0,22.0,22.0,1,2012,2012,1,0
71.5878,128.6398,Lena_RU,22.4,0.0,22.4,22.4,1,2002,2002,1,0
71.5879,130.0015,Lena_RU,47.0,0.0,47.0,47.0,1,2012,2012,1,0
71.588,130.0014,Lena_RU,42.0,0.0,42.0,42.0,1,2012,2012,1,0
71.5882,130.0012,Lena_RU,43.0,0.0,43.0,43.0,2,2012,2012,1,0
71.5884,130.0009,Lena_RU,10.0,0.0,10.0,10.0,1,2012,2012,1,0
71.5886,130.0007,Lena_RU,34.0,0.0,34.0,34.0,1,2012,2012,1,0
71.5888,130.0004,Lena_RU,36.0,0.0,36.0,36.0,1,2012,2012,1,0
71.589,130.0002,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5892,129.9998,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5894,129.9995,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5896,129.9991,Lena_RU,25.0,0.0,25.0,25.0,1,2012,2012,1,0
71.5899,129.9988,Lena_RU,60.0,0.0,60.0,60.0,1,2012,2012,1,0
71.5901,129.9983,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5903,129.9979,Lena_RU,24.0,0.0,24.0,24.0,1,2012,2012,1,0
71.5905,129.9975,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5907,129.9971,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5909,129.9966,Lena_RU,56.0,0.0,56.0,56.0,2,2012,2012,1,0
71.5911,129.9964,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.5913,129.9958,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5915,129.9923,Lena_RU,39.0,0.0,39.0,39.0,1,2012,2012,1,0
71.5917,129.992,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.5919,129.9915,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5922,129.9912,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5924,129.9909,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5926,129.9786,Lena_RU,50.0,0.0,50.0,50.0,2,2012,2012,1,0
71.5926,129.9905,Lena_RU,58.0,0.0,58.0,58.0,1,2012,2012,1,0
71.5928,129.9833,Lena_RU,60.0,0.0,60.0,60.0,1,2012,2012,1,0
71.5928,129.9835,Lena_RU,62.0,0.0,62.0,62.0,1,2012,2012,1,0
71.5928,129.9903,Lena_RU,33.0,0.0,33.0,33.0,1,2012,2012,1,0
71.5929,129.9837,Lena_RU,62.0,0.0,62.0,62.0,1,2012,2012,1,0
71.5929,129.9838,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5929,129.984,Lena_RU,53.0,0.0,53.0,53.0,1,2012,2012,1,0
71.593,128.5805,Lena_RU,45.0,0.0,45.0,45.0,1,2002,2002,1,0
71.593,129.9846,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.593,129.9899,Lena_RU,65.0,0.0,65.0,65.0,1,2012,2012,1,0
71.5931,129.9848,Lena_RU,58.0,0.0,58.0,58.0,1,2012,2012,1,0
71.5931,129.9851,Lena_RU,62.0,0.0,62.0,62.0,1,2012,2012,1,0
71.5932,129.9858,Lena_RU,62.0,0.0,62.0,62.0,1,2012,2012,1,0
71.5932,129.9895,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.5933,128.8875,Lena_RU,28.0,0.0,28.0,28.0,1,2013,2013,1,0
71.5933,128.8909,Lena_RU,16.0,0.0,16.0,16.0,1,2013,2013,1,0
71.5934,128.8876,Lena_RU,60.0,0.0,60.0,60.0,1,2013,2013,1,0
71.5934,129.9863,Lena_RU,58.0,0.0,58.0,58.0,1,2012,2012,1,0
71.5935,128.8896,Lena_RU,28.0,0.0,28.0,28.0,1,2013,2013,1,0
71.5935,129.987,Lena_RU,73.0,0.0,73.0,73.0,1,2012,2012,1,0
71.5935,129.989,Lena_RU,62.0,0.0,62.0,62.0,1,2012,2012,1,0
71.5936,129.9875,Lena_RU,67.0,0.0,67.0,67.0,1,2012,2012,1,0
71.5936,129.9883,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.5937,128.8862,Lena_RU,77.0,0.0,77.0,77.0,1,2013,2013,1,0
71.5938,128.8877,Lena_RU,25.0,0.0,25.0,25.0,1,2013,2013,1,0
71.5938,129.9878,Lena_RU,70.0,0.0,70.0,70.0,1,2012,2012,1,0
71.5938,129.9882,Lena_RU,68.0,0.0,68.0,68.0,1,2012,2012,1,0
71.5939,128.8881,Lena_RU,50.0,0.0,50.0,50.0,1,2013,2013,1,0
71.5939,129.9888,Lena_RU,58.0,0.0,58.0,58.0,1,2012,2012,1,0
71.594,129.9874,Lena_RU,68.0,0.0,68.0,68.0,1,2012,2012,1,0
71.594,129.9895,Lena_RU,70.0,0.0,70.0,70.0,1,2012,2012,1,0
71.5941,129.9898,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5942,129.987,Lena_RU,94.0,0.0,94.0,94.0,1,2012,2012,1,0
71.5942,129.9902,Lena_RU,23.0,0.0,23.0,23.0,1,2012,2012,1,0
71.5945,129.9837,Lena_RU,82.0,0.0,82.0,82.0,2,2012,2012,1,0
71.5946,129.986,Lena_RU,91.0,0.0,91.0,91.0,1,2012,2012,1,0
71.5947,129.9832,Lena_RU,82.0,0.0,82.0,82.0,1,2012,2012,1,0
71.5947,129.9907,Lena_RU,60.0,0.0,60.0,60.0,1,2012,2012,1,0
71.5948,129.9855,Lena_RU,33.0,0.0,33.0,33.0,1,2012,2012,1,0
71.5948,129.9918,Lena_RU,32.0,0.0,32.0,32.0,1,2012,2012,1,0
71.5949,128.8857,Lena_RU,64.0,0.0,64.0,64.0,1,2013,2013,1,0
71.5949,129.9829,Lena_RU,56.0,0.0,56.0,56.0,1,2012,2012,1,0
71.5951,129.9852,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5952,128.8895,Lena_RU,46.0,0.0,46.0,46.0,1,2013,2013,1,0
71.5952,128.8909,Lena_RU,22.5,0.0,22.5,22.5,1,2013,2013,1,0
71.5953,128.8865,Lena_RU,68.0,0.0,68.0,68.0,1,2013,2013,1,0
71.5953,129.985,Lena_RU,83.0,0.0,83.0,83.0,1,2012,2012,1,0
71.5954,129.9924,Lena_RU,43.0,0.0,43.0,43.0,1,2012,2012,1,0
71.5954,129.993,Lena_RU,32.0,0.0,32.0,32.0,1,2012,2012,1,0
71.5955,128.8878,Lena_RU,56.0,0.0,56.0,56.0,1,2013,2013,1,0
71.5955,129.9826,Lena_RU,64.0,0.0,64.0,64.0,1,2012,2012,1,0
71.5955,129.9847,Lena_RU,71.0,0.0,71.0,71.0,1,2012,2012,1,0
71.5956,129.9751,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5957,129.9743,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5957,129.9844,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.5957,129.9931,Lena_RU,32.5,0.0,32.5,32.5,1,2012,2012,1,0
71.5957,129.9937,Lena_RU,52.0,0.0,52.0,52.0,1,2012,2012,1,0
71.5958,129.9736,Lena_RU,80.0,0.0,80.0,80.0,1,2012,2012,1,0
71.5959,129.9761,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.596,129.9822,Lena_RU,81.0,0.0,81.0,81.0,1,2012,2012,1,0
71.596,129.984,Lena_RU,82.0,0.0,82.0,82.0,1,2012,2012,1,0
71.5961,129.9918,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.5964,129.9816,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.5965,129.9956,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.5968,129.981,Lena_RU,60.0,0.0,60.0,60.0,1,2012,2012,1,0
71.5969,129.9966,Lena_RU,52.0,0.0,52.0,52.0,1,2012,2012,1,0
71.5973,129.9805,Lena_RU,70.0,0.0,70.0,70.0,2,2012,2012,1,0
71.5978,129.9801,Lena_RU,53.0,0.0,53.0,53.0,1,2012,2012,1,0
71.5981,129.9798,Lena_RU,73.0,0.0,73.0,73.0,1,2012,2012,1,0
71.5983,129.9794,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.5984,129.9803,Lena_RU,64.0,0.0,64.0,64.0,1,2012,2012,1,0
71.5987,129.9799,Lena_RU,60.0,0.0,60.0,60.0,1,2012,2012,1,0
71.5992,129.978,Lena_RU,46.0,0.0,46.0,46.0,1,2012,2012,1,0
71.5996,129.9776,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.5997,129.9784,Lena_RU,67.0,0.0,67.0,67.0,1,2012,2012,1,0
71.5998,129.9765,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.5998,129.977,Lena_RU,45.0,0.0,45.0,45.0,1,2012,2012,1,0
71.6001,129.9759,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.6002,129.9755,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.6005,129.9751,Lena_RU,57.0,0.0,57.0,57.0,1,2012,2012,1,0
71.6007,129.9748,Lena_RU,43.0,0.0,43.0,43.0,1,2012,2012,1,0
71.6008,129.9744,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.6012,129.972,Lena_RU,24.0,0.0,24.0,24.0,1,2012,2012,1,0
71.6014,129.9702,Lena_RU,38.0,0.0,38.0,38.0,1,2012,2012,1,0
71.6014,129.9716,Lena_RU,56.0,0.0,56.0,56.0,1,2012,2012,1,0
71.6018,129.9485,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.602,129.9762,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.6022,129.9703,Lena_RU,27.0,0.0,27.0,27.0,1,2012,2012,1,0
71.6022,129.9706,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.6025,129.9678,Lena_RU,47.0,0.0,47.0,47.0,1,2012,2012,1,0
71.6025,129.9703,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.6027,129.9768,Lena_RU,63.0,0.0,63.0,63.0,2,2012,2012,1,0
71.6032,129.9755,Lena_RU,65.0,0.0,65.0,65.0,1,2012,2012,1,0
71.6035,129.9669,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.6037,129.9482,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.6038,129.9663,Lena_RU,63.0,0.0,63.0,63.0,1,2012,2012,1,0
71.604,129.9658,Lena_RU,40.0,0.0,40.0,40.0,1,2012,2012,1,0
71.605,129.9768,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.6054,129.9552,Lena_RU,34.0,0.0,34.0,34.0,1,2012,2012,1,0
71.6055,129.9513,Lena_RU,33.0,0.0,33.0,33.0,2,2012,2012,1,0
71.6057,129.9699,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.6059,129.9565,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.606,129.963,Lena_RU,43.0,0.0,43.0,43.0,1,2012,2012,1,0
71.6061,129.9683,Lena_RU,27.5,0.0,27.5,27.5,1,2012,2012,1,0
71.6062,129.9598,Lena_RU,27.0,0.0,27.0,27.0,1,2012,2012,1,0
71.6064,129.9596,Lena_RU,41.0,0.0,41.0,41.0,1,2012,2012,1,0
71.6066,129.959,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.6067,129.954,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.6068,129.9586,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.6068,129.9622,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.607,129.9463,Lena_RU,57.0,0.0,57.0,57.0,1,2012,2012,1,0
71.607,129.9473,Lena_RU,41.0,0.0,41.0,41.0,1,2012,2012,1,0
71.607,129.9578,Lena_RU,37.0,0.0,37.0,37.0,1,2012,2012,1,0
71.6071,129.9574,Lena_RU,32.0,0.0,32.0,32.0,1,2012,2012,1,0
71.6073,129.977,Lena_RU,48.0,0.0,48.0,48.0,1,2012,2012,1,0
71.6076,129.9564,Lena_RU,30.0,0.0,30.0,30.0,1,2012,2012,1,0
71.6078,129.958,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.6078,129.9627,Lena_RU,35.0,0.0,35.0,35.0,1,2012,2012,1,0
71.6079,129.9542,Lena_RU,55.0,0.0,55.0,55.0,1,2012,2012,1,0
71.6079,129.9557,Lena_RU,50.0,0.0,50.0,50.0,1,2012,2012,1,0
71.608,129.955,Lena_RU,20.0,0.0,20.0,20.0,1,2012,2012,1,0
71.608,129.9707,Lena_RU,23.0,0.0,23.0,23.0,1,2012,2012,1,0
