proto,target,seed,lam,family,anchor,pseudo,resid,r,rmse_cm,bias_cm,n,ci_lo,ci_hi,error
half,Lena,2,1.0,direct,none,none,ftt,0.0,14.829,0.993,1518,12.26987369691537,25.670781906418064,
half,Lena,0,1.0,direct,none,stefan,ftt,5.0,16.479,7.995,1518,14.031802058564189,26.159753037436293,
half,Lena,1,1.0,direct,none,stefan,ftt,5.0,16.416,7.929,1518,14.021248708700046,26.488034957988052,
half,Lena,2,1.0,direct,none,stefan,ftt,5.0,16.497,8.044,1518,14.157851512533634,23.873680402978582,
half,Lena,0,1.0,direct,none,cci,ftt,2.0,,,1518,,,diverged
half,Lena,1,1.0,direct,none,cci,ftt,2.0,,,1518,,,diverged
half,Lena,2,1.0,direct,none,cci,ftt,2.0,,,1518,,,diverged
half,Lena,0,1.0,direct,none,stefan_cci,ftt,1.0,,,1518,,,diverged
half,Lena,1,1.0,direct,none,stefan_cci,ftt,1.0,,,1518,,,diverged
half,Lena,2,1.0,direct,none,stefan_cci,ftt,1.0,,,1518,,,diverged
half,Lena,0,1.0,direct,none,const,ftt,0.5,17.874,10.562,1518,15.51416170066794,26.14858117105643,
half,Lena,1,1.0,direct,none,const,ftt,0.5,17.973,10.86,1518,15.602212563499565,26.03295626540125,
half,Lena,2,1.0,direct,none,const,ftt,0.5,18.088,10.785,1518,15.73093540443236,24.19488616566628,
half,Lena,0,1.0,direct,none,const,ftt,10.0,18.183,11.159,1518,15.759779608973009,26.19825041397439,
half,Lena,1,1.0,direct,none,const,ftt,10.0,18.073,10.974,1518,15.595747354190387,26.18547240895428,
half,Lena,2,1.0,direct,none,const,ftt,10.0,18.151,11.105,1518,15.833885419721682,24.25678844993599,
half,Lena,0,1.0,direct,none,stefan,ridge,2.0,17.623,9.77,1518,15.638720245272738,26.86199925677905,
half,Lena,1,1.0,direct,none,stefan,ridge,2.0,17.635,9.792,1518,15.634306281756468,27.043882741257462,
half,Lena,2,1.0,direct,none,stefan,ridge,2.0,17.655,9.823,1518,15.753931330202246,24.281729540304138,
half,Lena,0,1.0,direct,none,cci,ridge,1.0,,,1518,,,Input y contains NaN.
half,Lena,1,1.0,direct,none,cci,ridge,1.0,,,1518,,,Input y contains NaN.
half,Lena,2,1.0,direct,none,cci,ridge,1.0,,,1518,,,Input y contains NaN.
half,Lena,0,1.0,direct,none,stefan_cci,ridge,0.5,,,1518,,,Input y contains NaN.
half,Lena,1,1.0,direct,none,stefan_cci,ridge,0.5,,,1518,,,Input y contains NaN.
half,Lena,2,1.0,direct,none,stefan_cci,ridge,0.5,,,1518,,,Input y contains NaN.
half,Lena,0,1.0,direct,none,stefan_cci,ridge,10.0,,,1518,,,Input y contains NaN.
half,Lena,1,1.0,direct,none,stefan_cci,ridge,10.0,,,1518,,,Input y contains NaN.
half,Lena,2,1.0,direct,none,stefan_cci,ridge,10.0,,,1518,,,Input y contains NaN.
half,Lena,0,1.0,direct,none,const,ridge,5.0,18.898,12.008,1518,17.12953137445461,26.628143775045483,
half,Lena,1,1.0,direct,none,const,ridge,5.0,18.889,11.996,1518,17.08656735905808,26.995245753330337,
half,Lena,2,1.0,direct,none,const,ridge,5.0,18.915,12.03,1518,17.24206506851485,24.72010991314026,
half,Lena,0,0.0,anchored,stefan,stefan,ridge,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,ridge,1.0,16.893,8.438,1518,14.611806625111486,26.410038196129396,
half,Lena,0,0.5,anchored,stefan,stefan,ridge,1.0,17.728,9.512,1518,15.670020565830963,26.58243222430049,
half,Lena,0,0.75,anchored,stefan,stefan,ridge,1.0,18.648,10.587,1518,16.76330015539107,26.886661253153125,
half,Lena,0,1.0,anchored,stefan,stefan,ridge,1.0,19.641,11.661,1518,17.98387245030285,27.16076632235841,
half,Lena,1,0.0,anchored,stefan,stefan,ridge,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,ridge,1.0,16.885,8.43,1518,14.60664535388341,26.78252823629346,
half,Lena,1,0.5,anchored,stefan,stefan,ridge,1.0,17.71,9.496,1518,15.603541200887365,26.683198702339443,
half,Lena,1,0.75,anchored,stefan,stefan,ridge,1.0,18.618,10.563,1518,16.71271167252266,26.896867056287316,
half,Lena,1,1.0,anchored,stefan,stefan,ridge,1.0,19.599,11.629,1518,17.917362548499707,27.207477416375816,
half,Lena,2,0.0,anchored,stefan,stefan,ridge,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,ridge,1.0,16.877,8.407,1518,14.672952569966716,24.142647264576244,
half,Lena,2,0.5,anchored,stefan,stefan,ridge,1.0,17.692,9.45,1518,15.659253433340725,24.37198601934978,
half,Lena,2,0.75,anchored,stefan,stefan,ridge,1.0,18.59,10.494,1518,16.762989670243304,24.836145337291143,
half,Lena,2,1.0,anchored,stefan,stefan,ridge,1.0,19.559,11.538,1518,17.95730152351153,25.28492822903527,
half,Lena,0,0.0,anchored,stefan,cci,ridge,0.5,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,ridge,0.5,15.587,5.2,1518,13.156870133940878,26.84750870807597,
half,Lena,0,0.5,anchored,stefan,cci,ridge,0.5,15.448,3.036,1518,12.917920526414536,27.827520360030892,
half,Lena,0,0.75,anchored,stefan,cci,ridge,0.5,15.753,0.873,1518,12.614525921594135,29.135343497139303,
half,Lena,0,1.0,anchored,stefan,cci,ridge,0.5,16.476,-1.291,1518,12.519872158214202,31.425056783186506,
half,Lena,1,0.0,anchored,stefan,cci,ridge,0.5,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,ridge,0.5,15.579,5.188,1518,13.323069171645312,27.272702671392505,
half,Lena,1,0.5,anchored,stefan,cci,ridge,0.5,15.433,3.012,1518,12.904402202340142,28.711116561494123,
half,Lena,1,0.75,anchored,stefan,cci,ridge,0.5,15.732,0.836,1518,12.54055422974986,30.662445364259167,
half,Lena,1,1.0,anchored,stefan,cci,ridge,0.5,16.452,-1.339,1518,12.155009826715931,33.028146838870384,
half,Lena,2,0.0,anchored,stefan,cci,ridge,0.5,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,ridge,0.5,15.574,5.168,1518,13.376137607148864,24.660218924790914,
half,Lena,2,0.5,anchored,stefan,cci,ridge,0.5,15.428,2.974,1518,13.115682517905544,25.865878605578423,
half,Lena,2,0.75,anchored,stefan,cci,ridge,0.5,15.732,0.779,1518,12.601590435730163,27.908094745348833,
half,Lena,2,1.0,anchored,stefan,cci,ridge,0.5,16.459,-1.415,1518,12.266778450089156,30.15183350690742,
half,Lena,0,0.0,anchored,stefan,cci,ridge,10.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,ridge,10.0,15.1,4.271,1518,12.667888327790388,27.000416806414044,
half,Lena,0,0.5,anchored,stefan,cci,ridge,10.0,14.687,1.18,1518,12.066108986371852,28.33621506661103,
half,Lena,0,0.75,anchored,stefan,cci,ridge,10.0,14.972,-1.912,1518,11.67523031944992,30.26032566224326,
half,Lena,0,1.0,anchored,stefan,cci,ridge,10.0,15.918,-5.003,1518,12.006793544316707,32.5995807536051,
half,Lena,1,0.0,anchored,stefan,cci,ridge,10.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,ridge,10.0,15.099,4.271,1518,12.81645904134112,27.39724202864723,
half,Lena,1,0.5,anchored,stefan,cci,ridge,10.0,14.686,1.178,1518,12.094747272823986,28.926809842114004,
half,Lena,1,0.75,anchored,stefan,cci,ridge,10.0,14.972,-1.914,1518,11.729503298217537,30.943041534693922,
half,Lena,1,1.0,anchored,stefan,cci,ridge,10.0,15.918,-5.007,1518,11.70839831595886,33.35570456456527,
half,Lena,2,0.0,anchored,stefan,cci,ridge,10.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,ridge,10.0,15.104,4.284,1518,12.893150164746032,24.736744712154863,
half,Lena,2,0.5,anchored,stefan,cci,ridge,10.0,14.691,1.204,1518,12.28046391646894,25.91053828274381,
half,Lena,2,0.75,anchored,stefan,cci,ridge,10.0,14.971,-1.875,1518,11.721006906953448,27.585093869156708,
half,Lena,2,1.0,anchored,stefan,cci,ridge,10.0,15.908,-4.954,1518,11.95457177419202,29.675749623305425,
half,Lena,0,0.0,anchored,stefan,stefan_cci,ridge,5.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,ridge,5.0,15.641,6.011,1518,13.23781138690125,26.603228229394723,
half,Lena,0,0.5,anchored,stefan,stefan_cci,ridge,5.0,15.248,4.66,1518,12.851573102975737,27.167231780769946,
half,Lena,0,0.75,anchored,stefan,stefan_cci,ridge,5.0,14.989,3.308,1518,12.573721405545761,27.831549377048567,
half,Lena,0,1.0,anchored,stefan,stefan_cci,ridge,5.0,14.87,1.956,1518,12.28518013391114,28.646151284640464,
half,Lena,1,0.0,anchored,stefan,stefan_cci,ridge,5.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,ridge,5.0,15.637,6.006,1518,13.350518615032598,27.104282407774253,
half,Lena,1,0.5,anchored,stefan,stefan_cci,ridge,5.0,15.241,4.648,1518,12.996281998008381,27.564755758575547,
half,Lena,1,0.75,anchored,stefan,stefan_cci,ridge,5.0,14.98,3.291,1518,12.612967863538234,28.26096914117526,
half,Lena,1,1.0,anchored,stefan,stefan_cci,ridge,5.0,14.86,1.933,1518,12.297189353140801,29.164795332123017,
half,Lena,2,0.0,anchored,stefan,stefan_cci,ridge,5.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,ridge,5.0,15.644,6.019,1518,13.404869096829778,24.32999021051143,
half,Lena,2,0.5,anchored,stefan,stefan_cci,ridge,5.0,15.254,4.675,1518,13.07936160741006,24.74015043103371,
half,Lena,2,0.75,anchored,stefan,stefan_cci,ridge,5.0,14.996,3.331,1518,12.814205044184096,25.253823986261274,
half,Lena,2,1.0,anchored,stefan,stefan_cci,ridge,5.0,14.878,1.987,1518,12.4892292232714,25.896529106541273,
half,Lena,0,0.0,anchored,stefan,stefan,catboost,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,catboost,1.0,16.169,7.472,1518,13.701411822269725,26.059087846975544,
half,Lena,0,0.5,anchored,stefan,stefan,catboost,1.0,16.189,7.581,1518,13.754071351643189,26.020396419241727,
half,Lena,0,0.75,anchored,stefan,stefan,catboost,1.0,16.216,7.69,1518,13.81849072678268,25.984377922256215,
half,Lena,0,1.0,anchored,stefan,stefan,catboost,1.0,16.251,7.799,1518,13.89450648797171,25.948873596615055,
half,Lena,1,0.0,anchored,stefan,stefan,catboost,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,catboost,1.0,16.186,7.504,1518,13.803265024889578,26.76145403442399,
half,Lena,1,0.5,anchored,stefan,stefan,catboost,1.0,16.224,7.644,1518,13.875693341786413,26.682067076309238,
half,Lena,1,0.75,anchored,stefan,stefan,catboost,1.0,16.271,7.784,1518,13.963513900581436,26.55500383787455,
half,Lena,1,1.0,anchored,stefan,stefan,catboost,1.0,16.326,7.925,1518,14.06643841050909,26.432637201339094,
half,Lena,2,0.0,anchored,stefan,stefan,catboost,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,catboost,1.0,16.148,7.443,1518,13.825245997326231,23.86186670673448,
half,Lena,2,0.5,anchored,stefan,stefan,catboost,1.0,16.147,7.522,1518,13.839131826951935,23.77532698365482,
half,Lena,2,0.75,anchored,stefan,stefan,catboost,1.0,16.153,7.602,1518,13.864999633741798,23.69246044877658,
half,Lena,2,1.0,anchored,stefan,stefan,catboost,1.0,16.167,7.681,1518,13.902782673450483,23.61330583877637,
half,Lena,0,0.0,anchored,stefan,cci,catboost,0.5,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,catboost,0.5,14.776,3.593,1518,12.264411914163675,26.799964554790208,
half,Lena,0,0.5,anchored,stefan,cci,catboost,0.5,14.298,-0.177,1518,11.660811080306326,27.870951410891717,
half,Lena,0,0.75,anchored,stefan,cci,catboost,0.5,14.811,-3.947,1518,11.507651358321642,29.562648124461294,
half,Lena,0,1.0,anchored,stefan,cci,catboost,0.5,16.221,-7.718,1518,12.546632250946706,31.69596663804543,
half,Lena,1,0.0,anchored,stefan,cci,catboost,0.5,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,catboost,0.5,14.799,3.532,1518,12.43876625211139,27.319979614933267,
half,Lena,1,0.5,anchored,stefan,cci,catboost,0.5,14.379,-0.299,1518,11.700242784361846,28.744204241990417,
half,Lena,1,0.75,anchored,stefan,cci,catboost,0.5,14.977,-4.131,1518,11.469473580515935,30.629221981611366,
half,Lena,1,1.0,anchored,stefan,cci,catboost,0.5,16.482,-7.962,1518,12.134885745867171,32.89592837230119,
half,Lena,2,0.0,anchored,stefan,cci,catboost,0.5,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,catboost,0.5,14.813,3.611,1518,12.550428096278264,24.667164803269085,
half,Lena,2,0.5,anchored,stefan,cci,catboost,0.5,14.367,-0.142,1518,11.800242986839043,25.85103071773091,
half,Lena,2,0.75,anchored,stefan,cci,catboost,0.5,14.899,-3.894,1518,11.543223317742303,27.588295974957532,
half,Lena,2,1.0,anchored,stefan,cci,catboost,0.5,16.314,-7.647,1518,12.296736727651979,29.7822774373317,
half,Lena,0,0.0,anchored,stefan,cci,catboost,10.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,catboost,10.0,14.853,3.552,1518,12.38306317802268,26.885290444589412,
half,Lena,0,0.5,anchored,stefan,cci,catboost,10.0,14.499,-0.26,1518,11.778739498199252,28.15437638421967,
half,Lena,0,0.75,anchored,stefan,cci,catboost,10.0,15.163,-4.071,1518,11.710274760933567,30.253871985136232,
half,Lena,0,1.0,anchored,stefan,cci,catboost,10.0,16.723,-7.882,1518,12.876973641385998,32.6554796588425,
half,Lena,1,0.0,anchored,stefan,cci,catboost,10.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,catboost,10.0,14.841,3.557,1518,12.50172060689537,27.36151935907232,
half,Lena,1,0.5,anchored,stefan,cci,catboost,10.0,14.466,-0.249,1518,11.741123066265919,28.878078165514243,
half,Lena,1,0.75,anchored,stefan,cci,catboost,10.0,15.102,-4.054,1518,11.522811229235693,30.894625172152185,
half,Lena,1,1.0,anchored,stefan,cci,catboost,10.0,16.633,-7.86,1518,12.269728020758283,33.32052488010426,
half,Lena,2,0.0,anchored,stefan,cci,catboost,10.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,catboost,10.0,14.89,3.587,1518,12.645580518241736,24.770646857264097,
half,Lena,2,0.5,anchored,stefan,cci,catboost,10.0,14.559,-0.188,1518,11.972222615961547,26.146795873300444,
half,Lena,2,0.75,anchored,stefan,cci,catboost,10.0,15.223,-3.964,1518,11.867647312949689,28.14078570055378,
half,Lena,2,1.0,anchored,stefan,cci,catboost,10.0,16.766,-7.739,1518,12.688447658179012,30.632200494129094,
half,Lena,0,0.0,anchored,stefan,stefan_cci,catboost,5.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,catboost,5.0,15.396,5.643,1518,13.014668858436208,26.383829283457136,
half,Lena,0,0.5,anchored,stefan,stefan_cci,catboost,5.0,14.832,3.923,1518,12.476516100748217,26.61131425621849,
half,Lena,0,0.75,anchored,stefan,stefan_cci,catboost,5.0,14.485,2.202,1518,12.121664239752576,27.00693846555583,
half,Lena,0,1.0,anchored,stefan,stefan_cci,catboost,5.0,14.373,0.482,1518,11.74323682463548,27.56913030064329,
half,Lena,1,0.0,anchored,stefan,stefan_cci,catboost,5.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,catboost,5.0,15.404,5.656,1518,13.144693780848428,26.814050220602137,
half,Lena,1,0.5,anchored,stefan,stefan_cci,catboost,5.0,14.839,3.95,1518,12.625297523745733,27.06420902343479,
half,Lena,1,0.75,anchored,stefan,stefan_cci,catboost,5.0,14.486,2.243,1518,12.104570720560693,27.604882898310834,
half,Lena,1,1.0,anchored,stefan,stefan_cci,catboost,5.0,14.359,0.536,1518,11.698546237175798,28.28432705932897,
half,Lena,2,0.0,anchored,stefan,stefan_cci,catboost,5.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,catboost,5.0,15.387,5.639,1518,13.163142514639974,24.18618716560952,
half,Lena,2,0.5,anchored,stefan,stefan_cci,catboost,5.0,14.817,3.914,1518,12.661713876637355,24.400027045745137,
half,Lena,2,0.75,anchored,stefan,stefan_cci,catboost,5.0,14.469,2.19,1518,12.261318571585297,24.771620471741677,
half,Lena,2,1.0,anchored,stefan,stefan_cci,catboost,5.0,14.36,0.466,1518,11.734187718871306,25.294840971175255,
half,Lena,0,0.0,anchored,stefan,stefan,mlp,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,mlp,1.0,16.131,7.333,1518,13.627471514205453,26.076274568370344,
half,Lena,0,0.5,anchored,stefan,stefan,mlp,1.0,16.107,7.303,1518,13.595492535159291,26.05326607648535,
half,Lena,0,0.75,anchored,stefan,stefan,mlp,1.0,16.084,7.273,1518,13.564719559892179,26.031417765435055,
half,Lena,0,1.0,anchored,stefan,stefan,mlp,1.0,16.062,7.243,1518,13.53516082497608,26.010732557290304,
half,Lena,1,0.0,anchored,stefan,stefan,mlp,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,mlp,1.0,16.167,7.372,1518,13.742567293637466,26.818495606142157,
half,Lena,1,0.5,anchored,stefan,stefan,mlp,1.0,16.177,7.381,1518,13.739389277272977,26.825427988745417,
half,Lena,1,0.75,anchored,stefan,stefan,mlp,1.0,16.188,7.391,1518,13.736938707000618,26.83295432664389,
half,Lena,1,1.0,anchored,stefan,stefan,mlp,1.0,16.199,7.4,1518,13.735215970526928,26.841074121696387,
half,Lena,2,0.0,anchored,stefan,stefan,mlp,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,mlp,1.0,16.162,7.37,1518,13.828997870554579,23.966268539431205,
half,Lena,2,0.5,anchored,stefan,stefan,mlp,1.0,16.169,7.376,1518,13.83704336988651,23.98449690169397,
half,Lena,2,0.75,anchored,stefan,stefan,mlp,1.0,16.178,7.382,1518,13.847510293152881,24.006221648464365,
half,Lena,2,1.0,anchored,stefan,stefan,mlp,1.0,16.188,7.389,1518,13.860393110180793,24.031306566534063,
half,Lena,0,0.0,anchored,stefan,cci,mlp,0.5,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,mlp,0.5,14.767,3.498,1518,12.203011762066927,26.872507821477274,
half,Lena,0,0.5,anchored,stefan,cci,mlp,0.5,14.444,-0.366,1518,11.579367678444536,28.34586552509389,
half,Lena,0,0.75,anchored,stefan,cci,mlp,0.5,15.256,-4.231,1518,11.682866254537675,30.19386933166166,
half,Lena,0,1.0,anchored,stefan,cci,mlp,0.5,17.041,-8.095,1518,13.172493153355676,32.57564108587375,
half,Lena,1,0.0,anchored,stefan,cci,mlp,0.5,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,mlp,0.5,14.743,3.494,1518,12.345698670373345,27.40263295644301,
half,Lena,1,0.5,anchored,stefan,cci,mlp,0.5,14.295,-0.374,1518,11.542540639026825,28.916672928185342,
half,Lena,1,0.75,anchored,stefan,cci,mlp,0.5,14.9,-4.243,1518,11.365572942791074,30.893582208840044,
half,Lena,1,1.0,anchored,stefan,cci,mlp,0.5,16.443,-8.111,1518,12.202300184375337,33.25089276369627,
half,Lena,2,0.0,anchored,stefan,cci,mlp,0.5,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,mlp,0.5,14.761,3.424,1518,12.409552551730075,24.782038370281622,
half,Lena,2,0.5,anchored,stefan,cci,mlp,0.5,14.38,-0.515,1518,11.816471271787576,26.023967012565564,
half,Lena,2,0.75,anchored,stefan,cci,mlp,0.5,15.092,-4.454,1518,11.780839358582066,27.766631701273823,
half,Lena,2,1.0,anchored,stefan,cci,mlp,0.5,16.759,-8.393,1518,12.795282897364872,29.92267089579454,
half,Lena,0,0.0,anchored,stefan,cci,mlp,10.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,mlp,10.0,14.877,3.624,1518,12.39004931664254,26.922543315093527,
half,Lena,0,0.5,anchored,stefan,cci,mlp,10.0,14.515,-0.116,1518,11.825235721714687,28.294639338959737,
half,Lena,0,0.75,anchored,stefan,cci,mlp,10.0,15.139,-3.855,1518,11.765850250250548,30.355142824521543,
half,Lena,0,1.0,anchored,stefan,cci,mlp,10.0,16.637,-7.594,1518,12.880281019174744,32.935883948578976,
half,Lena,1,0.0,anchored,stefan,cci,mlp,10.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,mlp,10.0,14.889,3.667,1518,12.567116062578277,27.389063023329566,
half,Lena,1,0.5,anchored,stefan,cci,mlp,10.0,14.515,-0.028,1518,11.802100918764722,28.940797777627832,
half,Lena,1,0.75,anchored,stefan,cci,mlp,10.0,15.1,-3.724,1518,11.533657922717854,30.997287344982926,
half,Lena,1,1.0,anchored,stefan,cci,mlp,10.0,16.544,-7.42,1518,12.206826775171248,33.46560569174346,
half,Lena,2,0.0,anchored,stefan,cci,mlp,10.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,mlp,10.0,14.91,3.714,1518,12.6935558305093,24.771745799155475,
half,Lena,2,0.5,anchored,stefan,cci,mlp,10.0,14.549,0.066,1518,11.945230086468976,26.107525587607622,
half,Lena,2,0.75,anchored,stefan,cci,mlp,10.0,15.136,-3.583,1518,11.784092314378285,28.02827565001561,
half,Lena,2,1.0,anchored,stefan,cci,mlp,10.0,16.571,-7.232,1518,12.697604698338,30.42340169428653,
half,Lena,0,0.0,anchored,stefan,stefan_cci,mlp,5.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,mlp,5.0,15.411,5.499,1518,12.938136328436503,26.511162819530046,
half,Lena,0,0.5,anchored,stefan,stefan_cci,mlp,5.0,14.888,3.635,1518,12.33920038687852,26.892440984169912,
half,Lena,0,0.75,anchored,stefan,stefan_cci,mlp,5.0,14.613,1.771,1518,11.941858289166108,27.656287569441943,
half,Lena,0,1.0,anchored,stefan,stefan_cci,mlp,5.0,14.598,-0.093,1518,11.742838706050607,28.400908860104966,
half,Lena,1,0.0,anchored,stefan,stefan_cci,mlp,5.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
