proto,target,seed,lam,family,anchor,pseudo,resid,r,rmse_cm,bias_cm,n,ci_lo,ci_hi,error
half,Lena,1,1.0,direct,none,stefan_cci,ftt,5.0,,,1518,,,diverged
half,Lena,2,1.0,direct,none,stefan_cci,ftt,5.0,,,1518,,,diverged
half,Lena,0,1.0,direct,none,const,ftt,2.0,18.247,11.253,1518,15.859319300404973,26.202763462941935,
half,Lena,1,1.0,direct,none,const,ftt,2.0,18.422,11.517,1518,15.9914081616788,26.211199470440153,
half,Lena,2,1.0,direct,none,const,ftt,2.0,18.297,11.32,1518,16.01261415867523,24.355522689351922,
half,Lena,0,1.0,direct,none,stefan,ridge,0.5,21.088,12.876,1518,19.6315115774948,27.573899351876562,
half,Lena,1,1.0,direct,none,stefan,ridge,0.5,21.003,12.786,1518,19.494781141148888,27.571840945174266,
half,Lena,2,1.0,direct,none,stefan,ridge,0.5,20.883,12.602,1518,19.40496320323858,25.997314976290546,
half,Lena,0,1.0,direct,none,stefan,ridge,10.0,16.877,8.564,1518,14.676998072909067,26.519569473090204,
half,Lena,1,1.0,direct,none,stefan,ridge,10.0,16.877,8.565,1518,14.686464525949008,26.83600795491241,
half,Lena,2,1.0,direct,none,stefan,ridge,10.0,16.888,8.584,1518,14.791021097431006,24.143980125271188,
half,Lena,0,1.0,direct,none,cci,ridge,5.0,,,1518,,,Input y contains NaN.
half,Lena,1,1.0,direct,none,cci,ridge,5.0,,,1518,,,Input y contains NaN.
half,Lena,2,1.0,direct,none,cci,ridge,5.0,,,1518,,,Input y contains NaN.
half,Lena,0,1.0,direct,none,stefan_cci,ridge,2.0,,,1518,,,Input y contains NaN.
half,Lena,1,1.0,direct,none,stefan_cci,ridge,2.0,,,1518,,,Input y contains NaN.
half,Lena,2,1.0,direct,none,stefan_cci,ridge,2.0,,,1518,,,Input y contains NaN.
half,Lena,0,1.0,direct,none,const,ridge,1.0,21.15,14.102,1518,19.54239491235531,27.047954960211783,
half,Lena,1,1.0,direct,none,const,ridge,1.0,21.133,14.108,1518,19.59445476437598,27.41030069347266,
half,Lena,2,1.0,direct,none,const,ridge,1.0,21.096,14.025,1518,19.533644608132086,25.75214539944141,
half,Lena,0,0.0,anchored,stefan,none,ridge,0.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,none,ridge,0.0,16.178,5.566,1518,13.740883441955912,26.939577647162295,
half,Lena,0,0.5,anchored,stefan,none,ridge,0.0,16.741,3.769,1518,14.12685138703947,27.964151391339595,
half,Lena,0,0.75,anchored,stefan,none,ridge,0.0,17.794,1.972,1518,14.763836370820162,30.246666588567354,
half,Lena,0,1.0,anchored,stefan,none,ridge,0.0,19.257,0.175,1518,15.35269905816046,33.95997189408258,
half,Lena,1,0.0,anchored,stefan,none,ridge,0.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,none,ridge,0.0,16.178,5.566,1518,13.881759979670264,27.38618451402966,
half,Lena,1,0.5,anchored,stefan,none,ridge,0.0,16.741,3.769,1518,14.21179333577345,29.20801293932091,
half,Lena,1,0.75,anchored,stefan,none,ridge,0.0,17.794,1.972,1518,14.671330643446137,31.72595176422589,
half,Lena,1,1.0,anchored,stefan,none,ridge,0.0,19.257,0.175,1518,15.239694857696588,34.51658519019121,
half,Lena,2,0.0,anchored,stefan,none,ridge,0.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,none,ridge,0.0,16.178,5.566,1518,13.946187594977948,24.783995467648854,
half,Lena,2,0.5,anchored,stefan,none,ridge,0.0,16.741,3.769,1518,14.377571349749397,26.74408204773888,
half,Lena,2,0.75,anchored,stefan,none,ridge,0.0,17.794,1.972,1518,14.891938607421618,29.451596635695584,
half,Lena,2,1.0,anchored,stefan,none,ridge,0.0,19.257,0.175,1518,15.213584541029466,33.31376972320897,
half,Lena,0,0.0,anchored,stefan,stefan,ridge,5.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,ridge,5.0,16.354,7.714,1518,13.935182381807516,26.284032215240504,
half,Lena,0,0.5,anchored,stefan,stefan,ridge,5.0,16.563,8.065,1518,14.226550751158074,26.478315619763528,
half,Lena,0,0.75,anchored,stefan,stefan,ridge,5.0,16.783,8.416,1518,14.534236722997228,26.554264986191438,
half,Lena,0,1.0,anchored,stefan,stefan,ridge,5.0,17.015,8.768,1518,14.857351217972315,26.62830789622467,
half,Lena,1,0.0,anchored,stefan,stefan,ridge,5.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,ridge,5.0,16.351,7.71,1518,13.995471395579067,26.91286247140352,
half,Lena,1,0.5,anchored,stefan,stefan,ridge,5.0,16.557,8.058,1518,14.261508230217292,26.883442171005417,
half,Lena,1,0.75,anchored,stefan,stefan,ridge,5.0,16.775,8.405,1518,14.543647809049281,26.8617736822021,
half,Lena,1,1.0,anchored,stefan,stefan,ridge,5.0,17.003,8.752,1518,14.840971779878432,26.952211016910102,
half,Lena,2,0.0,anchored,stefan,stefan,ridge,5.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,ridge,5.0,16.356,7.718,1518,14.08720259182798,23.965375370684324,
half,Lena,2,0.5,anchored,stefan,stefan,ridge,5.0,16.567,8.074,1518,14.360407691844326,23.985652832342737,
half,Lena,2,0.75,anchored,stefan,stefan,ridge,5.0,16.79,8.429,1518,14.650169779646086,24.102934614592087,
half,Lena,2,1.0,anchored,stefan,stefan,ridge,5.0,17.024,8.784,1518,14.95504497843172,24.246962628019535,
half,Lena,0,0.0,anchored,stefan,cci,ridge,2.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,ridge,2.0,15.127,4.497,1518,12.675840907009139,26.934488894002673,
half,Lena,0,0.5,anchored,stefan,cci,ridge,2.0,14.636,1.63,1518,12.072792908114446,28.075944393685816,
half,Lena,0,0.75,anchored,stefan,cci,ridge,2.0,14.738,-1.236,1518,11.597887895829691,29.70078979810617,
half,Lena,0,1.0,anchored,stefan,cci,ridge,2.0,15.423,-4.103,1518,11.600015903538983,31.698979664054544,
half,Lena,1,0.0,anchored,stefan,cci,ridge,2.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,ridge,2.0,15.125,4.495,1518,12.827234238788794,27.340118788870612,
half,Lena,1,0.5,anchored,stefan,cci,ridge,2.0,14.632,1.628,1518,12.09014444294016,28.6443105821374,
half,Lena,1,0.75,anchored,stefan,cci,ridge,2.0,14.735,-1.24,1518,11.598849817087178,30.413973400035708,
half,Lena,1,1.0,anchored,stefan,cci,ridge,2.0,15.419,-4.108,1518,11.371329136253266,32.535602955620504,
half,Lena,2,0.0,anchored,stefan,cci,ridge,2.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,ridge,2.0,15.144,4.542,1518,12.908751017412467,24.633115871299935,
half,Lena,2,0.5,anchored,stefan,cci,ridge,2.0,14.655,1.721,1518,12.298268567646081,25.608442319123235,
half,Lena,2,0.75,anchored,stefan,cci,ridge,2.0,14.742,-1.099,1518,11.618446185175111,27.011014966607643,
half,Lena,2,1.0,anchored,stefan,cci,ridge,2.0,15.396,-3.92,1518,11.623974053727009,28.778425332314168,
half,Lena,0,0.0,anchored,stefan,stefan_cci,ridge,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,ridge,1.0,16.079,6.711,1518,13.736381270453583,26.539710420780438,
half,Lena,0,0.5,anchored,stefan,stefan_cci,ridge,1.0,16.106,6.06,1518,13.86113217899501,27.03599990679151,
half,Lena,0,0.75,anchored,stefan,stefan_cci,ridge,1.0,16.236,5.408,1518,14.027799778955755,27.50342853657854,
half,Lena,0,1.0,anchored,stefan,stefan_cci,ridge,1.0,16.468,4.756,1518,14.230253409423053,28.116116719888375,
half,Lena,1,0.0,anchored,stefan,stefan_cci,ridge,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,ridge,1.0,16.071,6.7,1518,13.866805414690997,27.06288077115439,
half,Lena,1,0.5,anchored,stefan,stefan_cci,ridge,1.0,16.088,6.036,1518,13.977475448093946,27.40464182984636,
half,Lena,1,0.75,anchored,stefan,stefan_cci,ridge,1.0,16.209,5.373,1518,14.092145859726122,28.15887138925779,
half,Lena,1,1.0,anchored,stefan,stefan_cci,ridge,1.0,16.432,4.71,1518,14.134481109634521,29.089865116261965,
half,Lena,2,0.0,anchored,stefan,stefan_cci,ridge,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,ridge,1.0,16.074,6.698,1518,13.912737314731933,24.295230880182253,
half,Lena,2,0.5,anchored,stefan,stefan_cci,ridge,1.0,16.097,6.032,1518,14.034592431118833,24.708145476731875,
half,Lena,2,0.75,anchored,stefan,stefan_cci,ridge,1.0,16.224,5.367,1518,14.22473810726192,25.31185691930048,
half,Lena,2,1.0,anchored,stefan,stefan_cci,ridge,1.0,16.453,4.701,1518,14.38497100833896,26.11668935056113,
half,Lena,0,0.0,anchored,stefan,none,catboost,0.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,none,catboost,0.0,17.126,9.312,1518,14.707447520899983,26.339223505334985,
half,Lena,0,0.5,anchored,stefan,none,catboost,0.0,18.27,11.262,1518,15.788178998004451,26.419908901573052,
half,Lena,0,0.75,anchored,stefan,none,catboost,0.0,19.56,13.211,1518,17.08106293570973,26.718126095663855,
half,Lena,0,1.0,anchored,stefan,none,catboost,0.0,20.969,15.16,1518,18.535759455143037,27.657406916525154,
half,Lena,1,0.0,anchored,stefan,none,catboost,0.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,none,catboost,0.0,16.92,8.949,1518,14.351212556059213,26.54538565454738,
half,Lena,1,0.5,anchored,stefan,none,catboost,0.0,17.85,10.535,1518,15.148826942101786,26.43907843241383,
half,Lena,1,0.75,anchored,stefan,none,catboost,0.0,18.922,12.122,1518,16.180730163741398,26.926109333206746,
half,Lena,1,1.0,anchored,stefan,none,catboost,0.0,20.114,13.708,1518,17.367728483833858,27.61714215457451,
half,Lena,2,0.0,anchored,stefan,none,catboost,0.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,none,catboost,0.0,17.301,9.585,1518,14.936650306005662,24.2265044228943,
half,Lena,2,0.5,anchored,stefan,none,catboost,0.0,18.663,11.807,1518,16.325319352485327,24.898448768578366,
half,Lena,2,0.75,anchored,stefan,none,catboost,0.0,20.198,14.028,1518,17.862720285252596,26.253006084455276,
half,Lena,2,1.0,anchored,stefan,none,catboost,0.0,21.872,16.25,1518,19.561570904515246,27.784989497478637,
half,Lena,0,0.0,anchored,stefan,stefan,catboost,5.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,catboost,5.0,16.162,7.443,1518,13.699982530321769,26.034342705414723,
half,Lena,0,0.5,anchored,stefan,stefan,catboost,5.0,16.179,7.523,1518,13.757858438105393,25.971412860575814,
half,Lena,0,0.75,anchored,stefan,stefan,catboost,5.0,16.208,7.603,1518,13.834134217589034,25.91539163293184,
half,Lena,0,1.0,anchored,stefan,stefan,catboost,5.0,16.247,7.683,1518,13.928562392518584,25.869452292115096,
half,Lena,1,0.0,anchored,stefan,stefan,catboost,5.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,catboost,5.0,16.163,7.484,1518,13.772958280353263,26.73148489099584,
half,Lena,1,0.5,anchored,stefan,stefan,catboost,5.0,16.183,7.606,1518,13.821823278928601,26.522682838513862,
half,Lena,1,0.75,anchored,stefan,stefan,catboost,5.0,16.214,7.727,1518,13.892831109338601,26.323840917928727,
half,Lena,1,1.0,anchored,stefan,stefan,catboost,5.0,16.259,7.848,1518,13.985644505290884,26.13518916129813,
half,Lena,2,0.0,anchored,stefan,stefan,catboost,5.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,catboost,5.0,16.158,7.439,1518,13.838447268997838,23.848213342308565,
half,Lena,2,0.5,anchored,stefan,stefan,catboost,5.0,16.17,7.515,1518,13.871603433152377,23.75055991286032,
half,Lena,2,0.75,anchored,stefan,stefan,catboost,5.0,16.193,7.591,1518,13.922717578284354,23.659156052799997,
half,Lena,2,1.0,anchored,stefan,stefan,catboost,5.0,16.227,7.667,1518,13.99159306859695,23.561101282197292,
half,Lena,0,0.0,anchored,stefan,cci,catboost,2.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,catboost,2.0,14.815,3.617,1518,12.343807364184807,26.827250317617125,
half,Lena,0,0.5,anchored,stefan,cci,catboost,2.0,14.378,-0.13,1518,11.685851009294298,28.008271860843653,
half,Lena,0,0.75,anchored,stefan,cci,catboost,2.0,14.926,-3.876,1518,11.493676646344072,29.92188950343303,
half,Lena,0,1.0,anchored,stefan,cci,catboost,2.0,16.36,-7.622,1518,12.560922547332133,32.248176795440074,
half,Lena,1,0.0,anchored,stefan,cci,catboost,2.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,catboost,2.0,14.828,3.549,1518,12.494770868493449,27.388204106357975,
half,Lena,1,0.5,anchored,stefan,cci,catboost,2.0,14.445,-0.266,1518,11.730492722740744,28.923917184938507,
half,Lena,1,0.75,anchored,stefan,cci,catboost,2.0,15.079,-4.08,1518,11.50650762461452,30.952277204344306,
half,Lena,1,1.0,anchored,stefan,cci,catboost,2.0,16.615,-7.894,1518,12.30410244329952,33.38361820129021,
half,Lena,2,0.0,anchored,stefan,cci,catboost,2.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,catboost,2.0,14.838,3.568,1518,12.60435636636386,24.741248953569105,
half,Lena,2,0.5,anchored,stefan,cci,catboost,2.0,14.458,-0.227,1518,11.822684501277607,26.07531042124342,
half,Lena,2,0.75,anchored,stefan,cci,catboost,2.0,15.088,-4.022,1518,11.684060023827527,28.019117926407617,
half,Lena,2,1.0,anchored,stefan,cci,catboost,2.0,16.614,-7.817,1518,12.707151783330495,30.456147368240774,
half,Lena,0,0.0,anchored,stefan,stefan_cci,catboost,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,catboost,1.0,15.399,5.681,1518,13.00763647260916,26.35489720847819,
half,Lena,0,0.5,anchored,stefan,stefan_cci,catboost,1.0,14.815,3.999,1518,12.440648129784499,26.52293303195451,
half,Lena,0,0.75,anchored,stefan,stefan_cci,catboost,1.0,14.426,2.317,1518,12.041792385188701,26.82924259010262,
half,Lena,0,1.0,anchored,stefan,stefan_cci,catboost,1.0,14.248,0.635,1518,11.67304588784858,27.275236072856657,
half,Lena,1,0.0,anchored,stefan,stefan_cci,catboost,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,catboost,1.0,15.407,5.668,1518,13.13634875238255,26.83263430054043,
half,Lena,1,0.5,anchored,stefan,stefan_cci,catboost,1.0,14.841,3.972,1518,12.619251073163097,27.08791000229501,
half,Lena,1,0.75,anchored,stefan,stefan_cci,catboost,1.0,14.481,2.277,1518,12.081151233525016,27.624973592506947,
half,Lena,1,1.0,anchored,stefan,stefan_cci,catboost,1.0,14.341,0.582,1518,11.688097710976171,28.291259557161737,
half,Lena,2,0.0,anchored,stefan,stefan_cci,catboost,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,catboost,1.0,15.43,5.699,1518,13.180014009850384,24.199041118857814,
half,Lena,2,0.5,anchored,stefan,stefan_cci,catboost,1.0,14.875,4.035,1518,12.681707225570351,24.403933106216705,
half,Lena,2,0.75,anchored,stefan,stefan_cci,catboost,1.0,14.513,2.372,1518,12.313590901059163,24.745871188466293,
half,Lena,2,1.0,anchored,stefan,stefan_cci,catboost,1.0,14.358,0.708,1518,11.901080571722256,25.219984747026405,
half,Lena,0,0.0,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,0,0.25,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,0,0.5,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,0,0.75,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,0,1.0,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,1,0.0,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,1,0.25,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,1,0.5,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,1,0.75,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,1,1.0,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,2,0.0,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,2,0.25,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,2,0.5,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,2,0.75,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,2,1.0,anchored,stefan,none,mlp,0.0,,,1518,,,diverged
half,Lena,0,0.0,anchored,stefan,stefan,mlp,5.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,mlp,5.0,16.148,7.368,1518,13.645925240728403,26.09353044807042,
half,Lena,0,0.5,anchored,stefan,stefan,mlp,5.0,16.139,7.374,1518,13.632117711807375,26.08723328272463,
half,Lena,0,0.75,anchored,stefan,stefan,mlp,5.0,16.131,7.379,1518,13.619228215688018,26.08154913242293,
half,Lena,0,1.0,anchored,stefan,stefan,mlp,5.0,16.124,7.385,1518,13.60725936220146,26.07647841482257,
half,Lena,1,0.0,anchored,stefan,stefan,mlp,5.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,mlp,5.0,16.146,7.352,1518,13.727915805143738,26.77942232264906,
half,Lena,1,0.5,anchored,stefan,stefan,mlp,5.0,16.135,7.34,1518,13.709702240025814,26.746945459011318,
half,Lena,1,0.75,anchored,stefan,stefan,mlp,5.0,16.124,7.329,1518,13.691832924144254,26.71472799361757,
half,Lena,1,1.0,anchored,stefan,stefan,mlp,5.0,16.113,7.318,1518,13.674309206672223,26.68277086987299,
half,Lena,2,0.0,anchored,stefan,stefan,mlp,5.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,mlp,5.0,16.162,7.41,1518,13.83591978157051,23.90925056672212,
half,Lena,2,0.5,anchored,stefan,stefan,mlp,5.0,16.169,7.458,1518,13.84840241826157,23.86866987842317,
half,Lena,2,0.75,anchored,stefan,stefan,mlp,5.0,16.175,7.505,1518,13.861295753843216,23.830276632196068,
half,Lena,2,1.0,anchored,stefan,stefan,mlp,5.0,16.183,7.553,1518,13.87421091063445,23.794092194063644,
half,Lena,0,0.0,anchored,stefan,cci,mlp,2.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,mlp,2.0,14.801,3.52,1518,12.320671760986249,26.928386639850753,
half,Lena,0,0.5,anchored,stefan,cci,mlp,2.0,14.415,-0.323,1518,11.647775014706442,28.30836045488527,
half,Lena,0,0.75,anchored,stefan,cci,mlp,2.0,15.073,-4.166,1518,11.587252801827303,30.37796371677868,
half,Lena,0,1.0,anchored,stefan,cci,mlp,2.0,16.652,-8.009,1518,12.844669202534993,32.966281398970445,
half,Lena,1,0.0,anchored,stefan,cci,mlp,2.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,mlp,2.0,14.773,3.402,1518,12.396268814351734,27.466105296712584,
half,Lena,1,0.5,anchored,stefan,cci,mlp,2.0,14.411,-0.56,1518,11.590237363636748,29.130065796615007,
half,Lena,1,0.75,anchored,stefan,cci,mlp,2.0,15.144,-4.522,1518,11.449973081405199,31.322936391491094,
half,Lena,1,1.0,anchored,stefan,cci,mlp,2.0,16.83,-8.483,1518,12.42078509834546,33.94235946385737,
half,Lena,2,0.0,anchored,stefan,cci,mlp,2.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,mlp,2.0,14.903,3.635,1518,12.631217776750807,24.82549584043317,
half,Lena,2,0.5,anchored,stefan,cci,mlp,2.0,14.556,-0.094,1518,11.987592550277887,26.189295219940796,
half,Lena,2,0.75,anchored,stefan,cci,mlp,2.0,15.178,-3.822,1518,11.797492173466193,28.1143267114821,
half,Lena,2,1.0,anchored,stefan,cci,mlp,2.0,16.661,-7.551,1518,12.654742074710342,30.49448689245833,
half,Lena,0,0.0,anchored,stefan,stefan_cci,mlp,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,mlp,1.0,15.419,5.533,1518,12.912294495623064,26.55170644856318,
half,Lena,0,0.5,anchored,stefan,stefan_cci,mlp,1.0,14.913,3.703,1518,12.269381658164958,26.9600788107947,
half,Lena,0,0.75,anchored,stefan,stefan_cci,mlp,1.0,14.665,1.873,1518,11.897407732627595,27.76854647662727,
half,Lena,0,1.0,anchored,stefan,stefan_cci,mlp,1.0,14.686,0.043,1518,11.682117041415777,28.49402232785056,
half,Lena,1,0.0,anchored,stefan,stefan_cci,mlp,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,mlp,1.0,15.36,5.441,1518,13.010615982057551,26.984306058049114,
half,Lena,1,0.5,anchored,stefan,stefan_cci,mlp,1.0,14.785,3.518,1518,12.416114571218065,27.41656865328378,
half,Lena,1,0.75,anchored,stefan,stefan_cci,mlp,1.0,14.458,1.596,1518,11.944452732010221,28.131117459285676,
half,Lena,1,1.0,anchored,stefan,stefan_cci,mlp,1.0,14.397,-0.326,1518,11.63732656940006,28.979719776878955,
half,Lena,2,0.0,anchored,stefan,stefan_cci,mlp,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,mlp,1.0,15.404,5.419,1518,13.063665340394147,24.46194660288834,
half,Lena,2,0.5,anchored,stefan,stefan_cci,mlp,1.0,14.894,3.476,1518,12.50708970604938,25.007508938273496,
