proto,target,family,anchor,pseudo,resid,r,lam,rmse,bias,sd,n,nseed,name
half,Canada,anchored,stefan_cci,stefan_cci,ridge,10.0,1.0,28.497666666666664,1.468,0.0020816659994671123,371,3,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=10)
half,Canada,direct,none,cci,catboost,0.5,1.0,30.775000000000002,2.8000000000000003,0.17996944185055394,371,3,부스팅 · 위성제품 증강(r=0.5)
half,Canada,direct,none,cci,catboost,1.0,1.0,31.697333333333333,5.064,0.12522113772575777,371,3,부스팅 · 위성제품 증강(r=1)
half,Canada,direct,none,cci,catboost,2.0,1.0,31.322333333333333,4.757000000000001,0.41933797029762654,371,3,부스팅 · 위성제품 증강(r=2)
half,Canada,direct,none,cci,catboost,5.0,1.0,30.72,4.308333333333334,0.3215478191498118,371,3,부스팅 · 위성제품 증강(r=5)
half,Canada,direct,none,cci,catboost,10.0,1.0,30.545666666666666,5.539000000000001,0.11179147254300464,371,3,부스팅 · 위성제품 증강(r=10)
half,Canada,direct,none,cci,ftt,0.5,1.0,33.242333333333335,1.6193333333333328,1.5955545535434792,371,3,트랜스포머 · 위성제품 증강(r=0.5)
half,Canada,direct,none,cci,ftt,1.0,1.0,31.566333333333333,5.320666666666667,0.8960744016728357,371,3,트랜스포머 · 위성제품 증강(r=1)
half,Canada,direct,none,cci,ftt,2.0,1.0,31.733333333333334,5.516333333333333,1.0106801340351617,371,3,트랜스포머 · 위성제품 증강(r=2)
half,Canada,direct,none,cci,ftt,5.0,1.0,31.923666666666666,4.620666666666667,0.30072634293212996,371,3,트랜스포머 · 위성제품 증강(r=5)
half,Canada,direct,none,cci,ftt,10.0,1.0,33.34866666666667,7.45,0.6367278330129215,371,3,트랜스포머 · 위성제품 증강(r=10)
half,Canada,direct,none,cci,mlp,2.0,1.0,229.579,22.253,,371,1,다층퍼셉트론 · 위성제품 증강(r=2)
half,Canada,direct,none,cci,mlp,5.0,1.0,242.25833333333333,-0.8079999999999998,170.20753926408,371,3,다층퍼셉트론 · 위성제품 증강(r=5)
half,Canada,direct,none,cci,mlp,10.0,1.0,101.58166666666666,4.726666666666667,98.2176842545849,371,3,다층퍼셉트론 · 위성제품 증강(r=10)
half,Canada,direct,none,cci,ridge,0.5,1.0,32.49933333333333,6.4799999999999995,0.1388536399714947,371,3,선형 · 위성제품 증강(r=0.5)
half,Canada,direct,none,cci,ridge,1.0,1.0,33.91266666666667,7.623333333333334,0.10529165842237038,371,3,선형 · 위성제품 증강(r=1)
half,Canada,direct,none,cci,ridge,2.0,1.0,35.09133333333333,8.488999999999999,0.03817503547258673,371,3,선형 · 위성제품 증강(r=2)
half,Canada,direct,none,cci,ridge,5.0,1.0,36.25866666666667,9.472666666666667,0.0035118845842816255,371,3,선형 · 위성제품 증강(r=5)
half,Canada,direct,none,cci,ridge,10.0,1.0,36.85166666666667,10.029000000000002,0.017214335111566097,371,3,선형 · 위성제품 증강(r=10)
half,Canada,direct,none,const,catboost,0.5,1.0,41.94766666666666,-25.560666666666666,0.3337459113357537,371,3,부스팅 · 상수 증강(r=0.5)
half,Canada,direct,none,const,catboost,1.0,1.0,42.21,-25.804333333333332,0.3742312119532513,371,3,부스팅 · 상수 증강(r=1)
half,Canada,direct,none,const,catboost,2.0,1.0,41.90866666666667,-25.475333333333335,0.21081350367880355,371,3,부스팅 · 상수 증강(r=2)
half,Canada,direct,none,const,catboost,5.0,1.0,42.13966666666666,-25.77933333333333,0.07752633961005405,371,3,부스팅 · 상수 증강(r=5)
half,Canada,direct,none,const,catboost,10.0,1.0,42.01466666666667,-25.606333333333335,0.25701621219941284,371,3,부스팅 · 상수 증강(r=10)
half,Canada,direct,none,const,ftt,0.5,1.0,41.881,-25.712333333333333,0.6204780415131571,371,3,트랜스포머 · 상수 증강(r=0.5)
half,Canada,direct,none,const,ftt,1.0,1.0,42.473333333333336,-26.194666666666667,0.3022951096748563,371,3,트랜스포머 · 상수 증강(r=1)
half,Canada,direct,none,const,ftt,2.0,1.0,42.440666666666665,-26.057,0.11624256248609295,371,3,트랜스포머 · 상수 증강(r=2)
half,Canada,direct,none,const,ftt,5.0,1.0,42.285,-25.949333333333332,0.21392288330143794,371,3,트랜스포머 · 상수 증강(r=5)
half,Canada,direct,none,const,ftt,10.0,1.0,42.201,-25.890666666666664,0.18310925700248148,371,3,트랜스포머 · 상수 증강(r=10)
half,Canada,direct,none,const,mlp,5.0,1.0,52.1025,-24.788,9.816763443212835,371,2,다층퍼셉트론 · 상수 증강(r=5)
half,Canada,direct,none,const,mlp,10.0,1.0,42.3595,-26.0165,0.30476302269140265,371,2,다층퍼셉트론 · 상수 증강(r=10)
half,Canada,direct,none,const,ridge,0.5,1.0,38.34766666666667,-20.343666666666667,0.09667126425848713,371,3,선형 · 상수 증강(r=0.5)
half,Canada,direct,none,const,ridge,1.0,1.0,39.22866666666667,-21.66433333333333,0.06206716791777775,371,3,선형 · 상수 증강(r=1)
half,Canada,direct,none,const,ridge,2.0,1.0,40.201,-23.016666666666666,0.008000000000002672,371,3,선형 · 상수 증강(r=2)
half,Canada,direct,none,const,ridge,5.0,1.0,41.245,-24.437,0.001000000000000334,371,3,선형 · 상수 증강(r=5)
half,Canada,direct,none,const,ridge,10.0,1.0,41.731,-25.100666666666665,0.006928203230275259,371,3,선형 · 상수 증강(r=10)
half,Canada,direct,none,none,catboost,0.0,1.0,33.957,-14.924333333333331,0.7041725640778708,371,3,부스팅 · 증강없음
half,Canada,direct,none,none,ftt,0.0,1.0,35.160000000000004,-16.561,0.8380143196867221,371,3,트랜스포머 · 증강없음
half,Canada,direct,none,none,ridge,0.0,1.0,44.39000000000001,-30.922,0.0,371,3,선형 · 증강없음
half,Canada,direct,none,stefan,catboost,0.5,1.0,32.53066666666667,-10.580666666666666,0.1565641508562375,371,3,부스팅 · Stefan 증강(r=0.5)
half,Canada,direct,none,stefan,catboost,1.0,1.0,32.37266666666667,-10.397,0.18790511790085176,371,3,부스팅 · Stefan 증강(r=1)
half,Canada,direct,none,stefan,catboost,2.0,1.0,32.22833333333333,-10.279000000000002,0.2644566757208723,371,3,부스팅 · Stefan 증강(r=2)
half,Canada,direct,none,stefan,catboost,5.0,1.0,32.120666666666665,-11.122,0.11971772355559102,371,3,부스팅 · Stefan 증강(r=5)
half,Canada,direct,none,stefan,catboost,10.0,1.0,31.81266666666667,-11.158000000000001,0.29980716024360243,371,3,부스팅 · Stefan 증강(r=10)
half,Canada,direct,none,stefan,ftt,0.5,1.0,32.70033333333333,-10.016333333333334,0.5328154777531622,371,3,트랜스포머 · Stefan 증강(r=0.5)
half,Canada,direct,none,stefan,ftt,1.0,1.0,32.329,-10.097,0.39612245581385597,371,3,트랜스포머 · Stefan 증강(r=1)
half,Canada,direct,none,stefan,ftt,2.0,1.0,32.38399999999999,-10.238999999999999,0.38854729441858443,371,3,트랜스포머 · Stefan 증강(r=2)
half,Canada,direct,none,stefan,ftt,5.0,1.0,32.089666666666666,-9.848999999999998,0.16353083297449442,371,3,트랜스포머 · Stefan 증강(r=5)
half,Canada,direct,none,stefan,ftt,10.0,1.0,31.844333333333335,-9.861333333333333,0.036350149013910184,371,3,트랜스포머 · Stefan 증강(r=10)
half,Canada,direct,none,stefan,mlp,2.0,1.0,126.786,-2.496,,371,1,다층퍼셉트론 · Stefan 증강(r=2)
half,Canada,direct,none,stefan,mlp,5.0,1.0,32.41266666666667,-10.047666666666666,1.7794634959260454,371,3,다층퍼셉트론 · Stefan 증강(r=5)
half,Canada,direct,none,stefan,mlp,10.0,1.0,32.62566666666667,-9.955333333333334,0.8092430619618146,371,3,다층퍼셉트론 · Stefan 증강(r=10)
half,Canada,direct,none,stefan,ridge,0.5,1.0,30.935999999999996,-6.428666666666667,0.0017320508075691994,371,3,선형 · Stefan 증강(r=0.5)
half,Canada,direct,none,stefan,ridge,1.0,1.0,31.01266666666667,-7.088333333333334,0.002516611478423953,371,3,선형 · Stefan 증강(r=1)
half,Canada,direct,none,stefan,ridge,2.0,1.0,31.122333333333334,-7.649,0.009073771725877984,371,3,선형 · Stefan 증강(r=2)
half,Canada,direct,none,stefan,ridge,5.0,1.0,31.182,-8.077,0.0036055512754661788,371,3,선형 · Stefan 증강(r=5)
half,Canada,direct,none,stefan,ridge,10.0,1.0,31.169,-8.201,0.007211102550927677,371,3,선형 · Stefan 증강(r=10)
half,Canada,direct,none,stefan_cci,catboost,0.5,1.0,30.735333333333333,-5.523333333333333,0.27188294049707085,371,3,부스팅 · Stefan+위성 증강(r=0.5)
half,Canada,direct,none,stefan_cci,catboost,1.0,1.0,29.573333333333334,-3.2513333333333336,0.31333741132097975,371,3,부스팅 · Stefan+위성 증강(r=1)
half,Canada,direct,none,stefan_cci,catboost,2.0,1.0,29.039,-2.1656666666666666,0.10719608201795569,371,3,부스팅 · Stefan+위성 증강(r=2)
half,Canada,direct,none,stefan_cci,catboost,5.0,1.0,29.376,-2.3693333333333335,0.49574590265578566,371,3,부스팅 · Stefan+위성 증강(r=5)
half,Canada,direct,none,stefan_cci,catboost,10.0,1.0,28.368,-1.164,0.2082954632247181,371,3,부스팅 · Stefan+위성 증강(r=10)
half,Canada,direct,none,stefan_cci,ftt,0.5,1.0,31.823999999999998,-6.674333333333333,2.1730883553136993,371,3,트랜스포머 · Stefan+위성 증강(r=0.5)
half,Canada,direct,none,stefan_cci,ftt,1.0,1.0,29.941666666666666,-4.007666666666666,0.8139240341293111,371,3,트랜스포머 · Stefan+위성 증강(r=1)
half,Canada,direct,none,stefan_cci,ftt,2.0,1.0,30.323333333333334,-4.544666666666667,0.7702787374277777,371,3,트랜스포머 · Stefan+위성 증강(r=2)
half,Canada,direct,none,stefan_cci,ftt,5.0,1.0,29.79733333333333,-1.8736666666666668,1.4208942020197461,371,3,트랜스포머 · Stefan+위성 증강(r=5)
half,Canada,direct,none,stefan_cci,ftt,10.0,1.0,30.017333333333337,-1.7976666666666665,0.7030023707878466,371,3,트랜스포머 · Stefan+위성 증강(r=10)
half,Canada,direct,none,stefan_cci,mlp,2.0,1.0,140.246,7.238,,371,1,다층퍼셉트론 · Stefan+위성 증강(r=2)
half,Canada,direct,none,stefan_cci,mlp,5.0,1.0,30.19966666666667,-0.9826666666666667,1.424194275137114,371,3,다층퍼셉트론 · Stefan+위성 증강(r=5)
half,Canada,direct,none,stefan_cci,mlp,10.0,1.0,29.769666666666666,-0.5233333333333333,0.42254506662997793,371,3,다층퍼셉트론 · Stefan+위성 증강(r=10)
half,Canada,direct,none,stefan_cci,ridge,0.5,1.0,29.669333333333338,0.025333333333333336,0.012662279942147588,371,3,선형 · Stefan+위성 증강(r=0.5)
half,Canada,direct,none,stefan_cci,ridge,1.0,1.0,29.889333333333337,0.26733333333333337,0.013428824718990059,371,3,선형 · Stefan+위성 증강(r=1)
half,Canada,direct,none,stefan_cci,ridge,2.0,1.0,30.105666666666668,0.42,0.007505553499463796,371,3,선형 · Stefan+위성 증강(r=2)
half,Canada,direct,none,stefan_cci,ridge,5.0,1.0,30.310000000000002,0.698,0.002000000000001556,371,3,선형 · Stefan+위성 증강(r=5)
half,Canada,direct,none,stefan_cci,ridge,10.0,1.0,30.415333333333333,0.9136666666666667,0.00461880215351701,371,3,선형 · Stefan+위성 증강(r=10)
half,Lena,analytic,cci,none,none,0.0,0.0,16.485,-7.016,,1518,1,위성제품
half,Lena,analytic,cci_cal,none,none,0.0,0.0,15.559,5.617,,1518,1,위성제품(보정)
half,Lena,analytic,stefan,none,none,0.0,0.0,16.157,7.363,,1518,1,Stefan
half,Lena,analytic,stefan_cci,none,none,0.0,0.0,14.568,0.172,,1518,1,Stefan+위성제품
half,Lena,analytic,stefan_cci_w,none,none,0.0,0.0,16.158,7.361,,1518,1,Stefan+위성제품(가중학습)
half,Lena,anchored,stefan,cci,catboost,0.5,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,catboost,0.5,0.25,14.796,3.578666666666667,0.01868154169226995,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,catboost,0.5,0.5,14.347999999999999,-0.206,0.0437149859887887,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,catboost,0.5,0.75,14.895666666666665,-3.9906666666666673,0.08305018563093859,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,catboost,0.5,1.0,16.339,-7.775666666666666,0.13228378585450193,1518,3,Stefan 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,catboost,1.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,catboost,1.0,0.25,14.805333333333332,3.534333333333333,0.0066583281184795715,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,catboost,1.0,0.5,14.399333333333333,-0.29433333333333334,0.006506407098647234,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,catboost,1.0,0.75,15.015666666666666,-4.123,0.026689573494781495,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,catboost,1.0,1.0,16.541,-7.951666666666667,0.058506409905241634,1518,3,Stefan 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,catboost,2.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,catboost,2.0,0.25,14.826999999999998,3.578,0.01153256259466997,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,catboost,2.0,0.5,14.427,-0.20766666666666667,0.04293017586733158,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,catboost,2.0,0.75,15.031,-3.9926666666666666,0.09104394543296028,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,catboost,2.0,1.0,16.529666666666667,-7.777666666666666,0.1469364942188761,1518,3,Stefan 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,catboost,5.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,catboost,5.0,0.25,14.852333333333334,3.5753333333333335,0.013503086067018352,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,catboost,5.0,0.5,14.485999999999999,-0.21266666666666667,0.01833030277982386,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,catboost,5.0,0.75,15.126666666666665,-4.001,0.017387735140993663,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,catboost,5.0,1.0,16.658666666666665,-7.788666666666667,0.02107921567168301,1518,3,Stefan 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,catboost,10.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,catboost,10.0,0.25,14.861333333333334,3.5653333333333332,0.02554081700598825,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,catboost,10.0,0.5,14.508000000000001,-0.23233333333333336,0.04714870093650524,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,catboost,10.0,0.75,15.162666666666667,-4.0296666666666665,0.06050068870131469,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,catboost,10.0,1.0,16.707333333333334,-7.827000000000001,0.0678699737242715,1518,3,Stefan 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,mlp,0.5,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,mlp,0.5,0.25,14.757,3.472,0.012489995996795919,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,mlp,0.5,0.5,14.373,-0.4183333333333333,0.07474623736349588,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,mlp,0.5,0.75,15.082666666666668,-4.309333333333334,0.17818342609045645,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,mlp,0.5,1.0,16.747666666666667,-8.199666666666667,0.2991610491580296,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,mlp,1.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,mlp,1.0,0.25,14.800666666666666,3.549,0.07564610587025206,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,mlp,1.0,0.5,14.405000000000001,-0.2653333333333333,0.10708407911543158,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,mlp,1.0,0.75,15.046,-4.0793333333333335,0.09241753080449717,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,mlp,1.0,1.0,16.604,-7.8933333333333335,0.08201829064300303,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,mlp,2.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,mlp,2.0,0.25,14.825666666666669,3.519,0.06842026990105639,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,mlp,2.0,0.5,14.460666666666667,-0.32566666666666666,0.08258530942808914,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,mlp,2.0,0.75,15.131666666666668,-4.170000000000001,0.05357549190939308,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,mlp,2.0,1.0,16.714333333333332,-8.014333333333333,0.10027129865187222,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,mlp,5.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,mlp,5.0,0.25,14.852666666666666,3.5909999999999997,0.03385754470326138,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,mlp,5.0,0.5,14.485333333333335,-0.18133333333333335,0.04645786621588907,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,mlp,5.0,0.75,15.123666666666665,-3.953333333333333,0.08119318526411719,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,mlp,5.0,1.0,16.652,-7.726,0.15305227865013957,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,mlp,10.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,mlp,10.0,0.25,14.892000000000001,3.668333333333333,0.01670329308849054,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,mlp,10.0,0.5,14.526333333333334,-0.026,0.019629909152446653,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,mlp,10.0,0.75,15.125,-3.720666666666667,0.021702534414210443,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,mlp,10.0,1.0,16.584,-7.415333333333334,0.047843494855621484,1518,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,ridge,0.5,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,ridge,0.5,0.25,15.58,5.185333333333333,0.006557438524301888,1518,3,Stefan 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,ridge,0.5,0.5,15.436333333333332,3.0073333333333334,0.010408329997330584,1518,3,Stefan 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,ridge,0.5,0.75,15.738999999999999,0.8293333333333334,0.012124355652982472,1518,3,Stefan 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,ridge,0.5,1.0,16.462333333333333,-1.3483333333333334,0.01234233905438025,1518,3,Stefan 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=0.5)
half,Lena,anchored,stefan,cci,ridge,1.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,ridge,1.0,0.25,15.420000000000002,4.989,0.006244997998398813,1518,3,Stefan 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,ridge,1.0,0.5,15.123333333333333,2.6146666666666665,0.01059874206372271,1518,3,Stefan 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,ridge,1.0,0.75,15.292666666666667,0.24066666666666667,0.012055427546684275,1518,3,Stefan 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,ridge,1.0,1.0,15.912333333333335,-2.1336666666666666,0.011503622617824295,1518,3,Stefan 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=1)
half,Lena,anchored,stefan,cci,ridge,2.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,ridge,2.0,0.25,15.132,4.511333333333333,0.01044030650890974,1518,3,Stefan 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,ridge,2.0,0.5,14.641,1.6596666666666666,0.012288205727443985,1518,3,Stefan 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,ridge,2.0,0.75,14.738333333333335,-1.1916666666666667,0.003511884584284998,1518,3,Stefan 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,ridge,2.0,1.0,15.412666666666667,-4.043666666666667,0.014571661996262026,1518,3,Stefan 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=2)
half,Lena,anchored,stefan,cci,ridge,5.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,ridge,5.0,0.25,15.092666666666666,4.3069999999999995,0.004509249752823054,1518,3,Stefan 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,ridge,5.0,0.5,14.649000000000001,1.2510000000000001,0.005567764362829967,1518,3,Stefan 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,ridge,5.0,0.75,14.881333333333332,-1.805,0.0028867513459476827,1518,3,Stefan 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,ridge,5.0,1.0,15.761000000000001,-4.860666666666667,0.00435889894354111,1518,3,Stefan 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=5)
half,Lena,anchored,stefan,cci,ridge,10.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,ridge,10.0,0.25,15.100999999999999,4.275333333333333,0.002645751311064551,1518,3,Stefan 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,ridge,10.0,0.5,14.688,1.1873333333333334,0.00264575131106581,1518,3,Stefan 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,ridge,10.0,0.75,14.971666666666666,-1.9003333333333332,0.0005773502691890494,1518,3,Stefan 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,cci,ridge,10.0,1.0,15.914666666666667,-4.9879999999999995,0.005773502691895878,1518,3,Stefan 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=10)
half,Lena,anchored,stefan,none,catboost,0.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0)
half,Lena,anchored,stefan,none,catboost,0.0,0.25,17.115666666666666,9.282,0.19071007664340237,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.25)
half,Lena,anchored,stefan,none,catboost,0.0,0.5,18.261,11.201333333333332,0.4065747163806412,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.5)
half,Lena,anchored,stefan,none,catboost,0.0,0.75,19.56,13.120333333333335,0.6380000000000003,1518,3,Stefan 앵커 + 부스팅 잔차(λ=0.75)
half,Lena,anchored,stefan,none,catboost,0.0,1.0,20.985,15.039333333333333,0.8791092082329703,1518,3,Stefan 앵커 + 부스팅 잔차(λ=1)
half,Lena,anchored,stefan,none,ridge,0.0,0.0,16.157,7.363,0.0,1518,3,Stefan 앵커 + 선형 잔차(λ=0)
half,Lena,anchored,stefan,none,ridge,0.0,0.25,16.178,5.566,0.0,1518,3,Stefan 앵커 + 선형 잔차(λ=0.25)
half,Lena,anchored,stefan,none,ridge,0.0,0.5,16.741,3.769,0.0,1518,3,Stefan 앵커 + 선형 잔차(λ=0.5)
