proto,target,family,anchor,pseudo,resid,r,lam,rmse,bias,sd,n,nseed,name
loro,Canada,anchored,stefan,stefan_cci,catboost,5.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 부스팅 잔차(λ=0) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,catboost,5.0,0.25,26.81566666666667,3.308666666666667,0.002081665999466117,742,3,Stefan 앵커 + 부스팅 잔차(λ=0.25) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,catboost,5.0,0.5,26.455333333333332,4.309,0.0032145502536640104,742,3,Stefan 앵커 + 부스팅 잔차(λ=0.5) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,catboost,5.0,0.75,26.423666666666666,5.309333333333334,0.005507570547285307,742,3,Stefan 앵커 + 부스팅 잔차(λ=0.75) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,catboost,5.0,1.0,26.721999999999998,6.31,0.007810249675908239,742,3,Stefan 앵커 + 부스팅 잔차(λ=1) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,catboost,10.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 부스팅 잔차(λ=0) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,catboost,10.0,0.25,26.820333333333334,3.308666666666667,0.002886751345949093,742,3,Stefan 앵커 + 부스팅 잔차(λ=0.25) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,catboost,10.0,0.5,26.465999999999998,4.309333333333333,0.006082762530299959,742,3,Stefan 앵커 + 부스팅 잔차(λ=0.5) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,catboost,10.0,0.75,26.441333333333333,5.309333333333333,0.008962886439832373,742,3,Stefan 앵커 + 부스팅 잔차(λ=0.75) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,catboost,10.0,1.0,26.74666666666667,6.309,0.011846237095943133,742,3,Stefan 앵커 + 부스팅 잔차(λ=1) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,mlp,0.5,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,mlp,0.5,0.25,26.881666666666664,3.3219999999999996,0.15142765049135973,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,mlp,0.5,0.5,26.590666666666667,4.3356666666666674,0.3124489291601644,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,mlp,0.5,0.75,26.629333333333335,5.349,0.4774854273518039,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,mlp,0.5,1.0,26.996,6.362666666666667,0.6400164060397178,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,mlp,1.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,mlp,1.0,0.25,26.910666666666668,3.285,0.07777746031681167,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,mlp,1.0,0.5,26.645333333333337,4.261,0.1753919420421979,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,mlp,1.0,0.75,26.70566666666667,5.236666666666667,0.2894690541894481,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,mlp,1.0,1.0,27.089,6.212666666666666,0.41638443774954065,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,mlp,2.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,mlp,2.0,0.25,26.887333333333334,3.296333333333333,0.1255760062007614,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,mlp,2.0,0.5,26.613333333333333,4.284,0.24850821582662674,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,mlp,2.0,0.75,26.679666666666666,5.271333333333334,0.36351662043616634,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,mlp,2.0,1.0,27.08366666666667,6.258666666666667,0.4664293444170664,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,mlp,5.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,mlp,5.0,0.25,26.904,3.267666666666667,0.08346855695410182,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,mlp,5.0,0.5,26.637666666666664,4.227,0.1698126418537021,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,mlp,5.0,0.75,26.703666666666667,5.186,0.2574380184303283,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,mlp,5.0,1.0,27.098,6.145333333333333,0.3440043604374813,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,mlp,10.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,mlp,10.0,0.25,26.875333333333334,3.3296666666666668,0.08850047080854076,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,mlp,10.0,0.5,26.581,4.3500000000000005,0.1830327839486693,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,mlp,10.0,0.75,26.618333333333336,5.3709999999999996,0.28017197099876395,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,mlp,10.0,1.0,26.986666666666668,6.391333333333333,0.3754268681558815,742,3,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,ridge,0.5,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,ridge,0.5,0.25,26.751666666666665,3.236,0.003055050463303654,742,3,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,ridge,0.5,0.5,26.294666666666668,4.163666666666667,0.003511884584283269,742,3,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,ridge,0.5,0.75,26.13366666666667,5.0906666666666665,0.003785938897199335,742,3,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,ridge,0.5,1.0,26.275333333333332,6.018000000000001,0.009504384952923132,742,3,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=0.5)
loro,Canada,anchored,stefan,stefan_cci,ridge,1.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,ridge,1.0,0.25,26.789666666666665,3.2706666666666666,0.0030550504633033632,742,3,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,ridge,1.0,0.5,26.386333333333337,4.232333333333333,0.005131601439445396,742,3,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,ridge,1.0,0.75,26.294666666666668,5.194,0.005033222956848318,742,3,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,ridge,1.0,1.0,26.518666666666665,6.156,0.0041633319989336556,742,3,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=1)
loro,Canada,anchored,stefan,stefan_cci,ridge,2.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,ridge,2.0,0.25,26.819,3.2876666666666665,0.00264575131106346,742,3,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,ridge,2.0,0.5,26.453999999999997,4.267,0.0036055512754643313,742,3,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,ridge,2.0,0.75,26.41,5.2459999999999996,0.003605551275464947,742,3,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,ridge,2.0,1.0,26.688,6.2250000000000005,0.0030000000000001137,742,3,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=2)
loro,Canada,anchored,stefan,stefan_cci,ridge,5.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,ridge,5.0,0.25,26.837666666666667,3.298666666666667,0.0011547005383798934,742,3,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,ridge,5.0,0.5,26.497666666666664,4.288333333333333,0.002081665999467041,742,3,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,ridge,5.0,0.75,26.483999999999998,5.277666666666667,0.00264575131106346,742,3,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,ridge,5.0,1.0,26.797,6.267666666666666,0.002645751311065474,742,3,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=5)
loro,Canada,anchored,stefan,stefan_cci,ridge,10.0,0.0,27.492,2.309,0.0,742,3,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,ridge,10.0,0.25,26.845333333333333,3.3013333333333335,0.0005773502691913569,742,3,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,ridge,10.0,0.5,26.515,4.2940000000000005,0.0009999999999998899,742,3,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,ridge,10.0,0.75,26.513666666666666,5.287,0.0011547005383798934,742,3,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan,stefan_cci,ridge,10.0,1.0,26.840333333333334,6.279333333333334,0.001527525231653232,742,3,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,catboost,0.5,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,catboost,0.5,0.25,26.37233333333333,7.587,0.010214368964030511,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,catboost,0.5,0.5,27.268666666666665,8.585333333333333,0.020599352740641157,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,catboost,0.5,0.75,28.435666666666666,9.583333333333334,0.031182259913825776,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,catboost,0.5,1.0,29.84166666666667,10.581666666666667,0.04271221527073195,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,catboost,1.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,catboost,1.0,0.25,26.38633333333333,7.5906666666666665,0.00503322295684626,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,catboost,1.0,0.5,27.30033333333333,8.591666666666667,0.010598742063719933,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,catboost,1.0,0.75,28.488,9.593333333333334,0.016093476939430165,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,catboost,1.0,1.0,29.917333333333332,10.594333333333333,0.02212088003071827,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,catboost,2.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,catboost,2.0,0.25,26.394666666666666,7.591333333333334,0.002309401076759018,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,catboost,2.0,0.5,27.320000000000004,8.592666666666666,0.005196152422706829,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,catboost,2.0,0.75,28.522000000000002,9.594333333333333,0.00781024967590568,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,catboost,2.0,1.0,29.968,10.596333333333334,0.010392304845413657,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,catboost,5.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,catboost,5.0,0.25,26.407,7.592333333333333,0.0010000000000012221,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,catboost,5.0,0.5,27.346999999999998,8.595,0.002000000000001556,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,catboost,5.0,0.75,28.564000000000004,9.598,0.0030000000000001137,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,catboost,5.0,1.0,30.024666666666665,10.601333333333335,0.003511884584283185,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,catboost,10.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,catboost,10.0,0.25,26.412333333333333,7.592666666666666,0.0005773502691903314,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,catboost,10.0,0.5,27.35766666666667,8.596333333333334,0.0011547005383806628,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,catboost,10.0,0.75,28.581,9.599666666666666,0.00173205080756843,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,catboost,10.0,1.0,30.048000000000002,10.603,0.002645751311062453,742,3,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,mlp,0.5,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,mlp,0.5,0.25,26.403333333333336,7.5889999999999995,0.013503086067020385,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,mlp,0.5,0.5,27.332333333333334,8.589,0.04247744499535353,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,mlp,0.5,0.75,28.533,9.588666666666667,0.08478797084492674,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,mlp,0.5,1.0,29.973,10.588666666666667,0.1379818828687314,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,mlp,1.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,mlp,1.0,0.25,26.402,7.593,0.010392304845413657,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,mlp,1.0,0.5,27.331666666666667,8.596666666666666,0.02419366308216578,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,mlp,1.0,0.75,28.535666666666668,9.599666666666666,0.04266536456346336,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,mlp,1.0,1.0,29.979666666666663,10.603666666666667,0.06425988899253834,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,mlp,2.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,mlp,2.0,0.25,26.400000000000002,7.577333333333333,0.007549834435271447,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,mlp,2.0,0.5,27.326999999999998,8.565,0.008717797887080795,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,mlp,2.0,0.75,28.527,9.552666666666667,0.012999999999999422,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,mlp,2.0,1.0,29.967,10.540000000000001,0.026514147167124778,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,mlp,5.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,mlp,5.0,0.25,26.41333333333333,7.597333333333334,0.008082903768653102,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,mlp,5.0,0.5,27.357666666666663,8.604666666666667,0.011150485789120352,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,mlp,5.0,0.75,28.578,9.612666666666668,0.011532562594671643,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,mlp,5.0,1.0,30.04133333333333,10.620666666666667,0.011930353445447949,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,mlp,10.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,mlp,10.0,0.25,26.414666666666665,7.6049999999999995,0.006658328118478949,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,mlp,10.0,0.5,27.354333333333333,8.620666666666667,0.01823001188516608,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,mlp,10.0,0.75,28.566000000000003,9.635666666666667,0.03318132004607397,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,mlp,10.0,1.0,30.016000000000002,10.651333333333334,0.05168171823769153,742,3,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=10)
loro,Canada,anchored,stefan_cci,cci,ridge,0.5,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,ridge,0.5,0.25,26.07166666666667,7.493666666666666,0.006806859285553622,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,ridge,0.5,0.5,26.626,8.398000000000001,0.018520259177451603,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,ridge,0.5,0.75,27.422666666666668,9.302666666666667,0.03401960219246114,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,ridge,0.5,1.0,28.441333333333333,10.207333333333333,0.052937069557479205,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=0.5)
loro,Canada,anchored,stefan_cci,cci,ridge,1.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,ridge,1.0,0.25,26.208,7.537,0.00173205080756843,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,ridge,1.0,0.5,26.921000000000003,8.485,0.003605551275464947,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,ridge,1.0,0.75,27.892666666666667,9.432666666666668,0.008504900548115125,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,ridge,1.0,1.0,29.09766666666667,10.381,0.014294521094927338,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=1)
loro,Canada,anchored,stefan_cci,cci,ridge,2.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,ridge,2.0,0.25,26.295333333333332,7.563333333333333,0.002516611478423365,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,ridge,2.0,0.5,27.109333333333336,8.537666666666667,0.006110100926606145,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,ridge,2.0,0.75,28.191666666666666,9.511666666666667,0.011015141094571475,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,ridge,2.0,1.0,29.512333333333334,10.485666666666667,0.016502525059317808,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=2)
loro,Canada,anchored,stefan_cci,cci,ridge,5.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,ridge,5.0,0.25,26.356333333333335,7.581333333333333,0.0011547005383770732,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,ridge,5.0,0.5,27.240666666666666,8.573,0.00251661147842313,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,ridge,5.0,0.75,28.398666666666667,9.565,0.004509249752822726,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,ridge,5.0,1.0,29.799333333333333,10.557333333333332,0.007023769168569489,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=5)
loro,Canada,anchored,stefan_cci,cci,ridge,10.0,0.0,25.774999999999995,6.589000000000001,0.0,742,3,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=10)
