cond,target,fold,seed,anchor,pseudo,r,resid,lam,rmse_cm,bias_cm,n
noinfo,Canada,0,2,ku_cal,none,0.0,mlp,0.0,33.057,22.797,749
noinfo,Canada,0,2,ku_cal,none,0.0,mlp,0.25,31.356,19.512,749
noinfo,Canada,0,2,ku_cal,none,0.0,mlp,0.5,30.926,16.227,749
noinfo,Canada,0,2,ku_cal,none,0.0,mlp,0.75,31.819,12.942,749
noinfo,Canada,0,2,ku_cal,none,0.0,mlp,1.0,33.93,9.657,749
noinfo,Canada,0,0,stefan_ku,none,0.0,ridge,0.0,27.015,12.49,749
noinfo,Canada,0,0,stefan_ku,none,0.0,ridge,0.25,26.338,4.266,749
noinfo,Canada,0,0,stefan_ku,none,0.0,ridge,0.5,31.583,-3.957,749
noinfo,Canada,0,0,stefan_ku,none,0.0,ridge,0.75,40.514,-12.181,749
noinfo,Canada,0,0,stefan_ku,none,0.0,ridge,1.0,51.237,-20.404,749
noinfo,Canada,0,1,stefan_ku,none,0.0,ridge,0.0,27.015,12.49,749
noinfo,Canada,0,1,stefan_ku,none,0.0,ridge,0.25,26.338,4.266,749
noinfo,Canada,0,1,stefan_ku,none,0.0,ridge,0.5,31.583,-3.957,749
noinfo,Canada,0,1,stefan_ku,none,0.0,ridge,0.75,40.514,-12.181,749
noinfo,Canada,0,1,stefan_ku,none,0.0,ridge,1.0,51.237,-20.404,749
noinfo,Canada,0,2,stefan_ku,none,0.0,ridge,0.0,27.015,12.49,749
noinfo,Canada,0,2,stefan_ku,none,0.0,ridge,0.25,26.338,4.266,749
noinfo,Canada,0,2,stefan_ku,none,0.0,ridge,0.5,31.583,-3.957,749
noinfo,Canada,0,2,stefan_ku,none,0.0,ridge,0.75,40.514,-12.181,749
noinfo,Canada,0,2,stefan_ku,none,0.0,ridge,1.0,51.237,-20.404,749
noinfo,Canada,0,0,stefan_ku,none,0.0,catboost_lo,0.0,27.015,12.49,749
noinfo,Canada,0,0,stefan_ku,none,0.0,catboost_lo,0.25,26.342,11.514,749
noinfo,Canada,0,0,stefan_ku,none,0.0,catboost_lo,0.5,25.745,10.539,749
noinfo,Canada,0,0,stefan_ku,none,0.0,catboost_lo,0.75,25.227,9.563,749
noinfo,Canada,0,0,stefan_ku,none,0.0,catboost_lo,1.0,24.795,8.588,749
noinfo,Canada,0,1,stefan_ku,none,0.0,catboost_lo,0.0,27.015,12.49,749
noinfo,Canada,0,1,stefan_ku,none,0.0,catboost_lo,0.25,26.554,11.38,749
noinfo,Canada,0,1,stefan_ku,none,0.0,catboost_lo,0.5,26.169,10.271,749
noinfo,Canada,0,1,stefan_ku,none,0.0,catboost_lo,0.75,25.863,9.162,749
noinfo,Canada,0,1,stefan_ku,none,0.0,catboost_lo,1.0,25.639,8.052,749
noinfo,Canada,0,2,stefan_ku,none,0.0,catboost_lo,0.0,27.015,12.49,749
noinfo,Canada,0,2,stefan_ku,none,0.0,catboost_lo,0.25,26.477,11.586,749
noinfo,Canada,0,2,stefan_ku,none,0.0,catboost_lo,0.5,26.008,10.683,749
noinfo,Canada,0,2,stefan_ku,none,0.0,catboost_lo,0.75,25.612,9.779,749
noinfo,Canada,0,2,stefan_ku,none,0.0,catboost_lo,1.0,25.292,8.876,749
noinfo,Canada,0,0,stefan_ku,none,0.0,mlp,0.0,27.015,12.49,749
noinfo,Canada,0,0,stefan_ku,none,0.0,mlp,0.25,26.637,10.606,749
noinfo,Canada,0,0,stefan_ku,none,0.0,mlp,0.5,26.763,8.723,749
noinfo,Canada,0,0,stefan_ku,none,0.0,mlp,0.75,27.387,6.839,749
noinfo,Canada,0,0,stefan_ku,none,0.0,mlp,1.0,28.476,4.955,749
noinfo,Canada,0,1,stefan_ku,none,0.0,mlp,0.0,27.015,12.49,749
noinfo,Canada,0,1,stefan_ku,none,0.0,mlp,0.25,26.13,9.494,749
noinfo,Canada,0,1,stefan_ku,none,0.0,mlp,0.5,25.753,6.499,749
noinfo,Canada,0,1,stefan_ku,none,0.0,mlp,0.75,25.905,3.503,749
noinfo,Canada,0,1,stefan_ku,none,0.0,mlp,1.0,26.578,0.508,749
noinfo,Canada,0,2,stefan_ku,none,0.0,mlp,0.0,27.015,12.49,749
noinfo,Canada,0,2,stefan_ku,none,0.0,mlp,0.25,27.148,10.211,749
noinfo,Canada,0,2,stefan_ku,none,0.0,mlp,0.5,28.557,7.932,749
noinfo,Canada,0,2,stefan_ku,none,0.0,mlp,0.75,31.07,5.653,749
noinfo,Canada,0,2,stefan_ku,none,0.0,mlp,1.0,34.445,3.374,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,ridge,0.0,26.681,11.732,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,ridge,0.25,25.791,3.392,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,ridge,0.5,30.763,-4.947,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,ridge,0.75,39.439,-13.287,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,ridge,1.0,49.923,-21.626,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,ridge,0.0,26.681,11.732,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,ridge,0.25,25.791,3.392,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,ridge,0.5,30.763,-4.947,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,ridge,0.75,39.439,-13.287,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,ridge,1.0,49.923,-21.626,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,ridge,0.0,26.681,11.732,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,ridge,0.25,25.791,3.392,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,ridge,0.5,30.763,-4.947,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,ridge,0.75,39.439,-13.287,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,ridge,1.0,49.923,-21.626,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,catboost_lo,0.0,26.681,11.732,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,catboost_lo,0.25,25.991,10.688,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,catboost_lo,0.5,25.433,9.645,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,catboost_lo,0.75,25.015,8.601,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,catboost_lo,1.0,24.745,7.558,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,catboost_lo,0.0,26.681,11.732,749
