part,cv,region,model,featset,lam,seed,n,rmse_cm,mae_cm,bias_cm,r2,target_sd_cm,skill_over_mean,coverage_90,width_90,delta_rmse,ci_lo,ci_hi
A_loro,LORO,Lena,catboost,shared25,0.75,1.0,3037.0,36.026,32.877,29.985,-1.917,21.094,-0.7079,,,,,
A_loro,LORO,Lena,catboost,shared25,1.0,1.0,3037.0,43.14,40.069,38.121,-3.1827,21.094,-1.0452,,,,,
A_loro,LORO,Lena,catboost,shared25,0.0,2.0,3037.0,21.722,15.632,5.578,-0.0605,21.094,-0.0298,,,,,
A_loro,LORO,Lena,catboost,shared25,0.25,2.0,3037.0,24.546,20.24,13.725,-0.3541,21.094,-0.1637,,,,,
A_loro,LORO,Lena,catboost,shared25,0.5,2.0,3037.0,29.625,26.154,21.872,-0.9724,21.094,-0.4044,,,,,
A_loro,LORO,Lena,catboost,shared25,0.75,2.0,3037.0,36.016,32.878,30.02,-1.9154,21.094,-0.7074,,,,,
A_loro,LORO,Lena,catboost,shared25,1.0,2.0,3037.0,43.142,40.096,38.167,-3.183,21.094,-1.0452,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shared25,0.0,,3.0,21.264333333333337,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shared25,0.25,,3.0,22.348444444444443,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shared25,0.5,,3.0,26.555555555555557,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shared25,0.75,,3.0,32.294000000000004,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shared25,1.0,,3.0,38.88811111111111,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shift14,0.0,,3.0,21.264333333333337,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shift14,0.25,,3.0,21.887111111111114,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shift14,0.5,,3.0,24.712777777777777,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shift14,0.75,,3.0,28.447333333333333,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost,shift14,1.0,,3.0,32.61044444444445,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shared25,0.0,,3.0,21.264333333333337,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shared25,0.25,,3.0,21.956000000000003,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shared25,0.5,,3.0,25.532555555555557,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shared25,0.75,,3.0,30.622555555555554,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shared25,1.0,,3.0,36.58744444444445,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shift14,0.0,,3.0,21.264333333333337,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shift14,0.25,,3.0,21.832333333333334,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shift14,0.5,,3.0,24.454777777777778,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shift14,0.75,,3.0,27.774,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,catboost_lo,shift14,1.0,,3.0,31.376333333333335,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shared25,0.0,,3.0,21.264333333333333,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shared25,0.25,,3.0,22.894333333333332,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shared25,0.5,,3.0,28.572333333333336,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shared25,0.75,,3.0,35.448,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shared25,1.0,,3.0,42.954,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shift14,0.0,,3.0,21.264333333333333,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shift14,0.25,,3.0,22.975333333333335,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shift14,0.5,,3.0,29.376,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shift14,0.75,,3.0,37.291333333333334,,,,,,,,,,
A_loro,LORO_gate,UNWEIGHTED_MEAN,ridge,shift14,1.0,,3.0,45.852666666666664,,,,,,,,,,
B_autolam,LORO_autolam,Canada,ridge,shift14,0.25,,742.0,27.556,21.154,-0.355,0.2035,30.877,0.1075,,,,,
B_autolam,LORO_autolam,Canada,catboost_lo,shift14,0.25,,742.0,26.547,20.709,0.818,0.2608,30.877,0.1402,,,,,
B_autolam,LORO_autolam,Canada,catboost,shift14,0.25,,742.0,26.662,20.965,1.741,0.2544,30.877,0.1365,,,,,
B_autolam,LORO_autolam,Canada,ridge,shared25,0.25,,742.0,27.301,20.433,-2.837,0.2182,30.877,0.1158,,,,,
B_autolam,LORO_autolam,Canada,catboost_lo,shared25,0.25,,742.0,25.93,20.525,5.368,0.2948,30.877,0.1602,,,,,
B_autolam,LORO_autolam,Canada,catboost,shared25,0.25,,742.0,25.918,20.751,5.025,0.2954,30.877,0.1606,,,,,
B_autolam,LORO_autolam,Alaska,ridge,shift14,0.0,,13606.0,14.602,10.674,-4.047,0.2943,17.382,0.1599,,,,,
B_autolam,LORO_autolam,Alaska,catboost_lo,shift14,0.75,,13606.0,37.35,29.77,26.441,-3.6173,17.382,-1.1488,,,,,
B_autolam,LORO_autolam,Alaska,catboost,shift14,0.75,,13606.0,33.958,27.453,24.357,-2.8167,17.382,-0.9536,,,,,
B_autolam,LORO_autolam,Alaska,ridge,shared25,0.0,,13606.0,14.602,10.674,-4.047,0.2943,17.382,0.1599,,,,,
B_autolam,LORO_autolam,Alaska,catboost_lo,shared25,0.75,,13606.0,35.37,28.313,25.944,-3.1406,17.382,-1.0349,,,,,
B_autolam,LORO_autolam,Alaska,catboost,shared25,0.75,,13606.0,34.928,28.958,27.31,-3.0379,17.382,-1.0095,,,,,
B_autolam,LORO_autolam,Lena,ridge,shift14,0.25,,3037.0,21.705,13.125,-3.9,-0.0588,21.094,-0.029,,,,,
B_autolam,LORO_autolam,Lena,catboost_lo,shift14,0.25,,3037.0,21.354,15.058,4.561,-0.0249,21.094,-0.0124,,,,,
B_autolam,LORO_autolam,Lena,catboost,shift14,0.25,,3037.0,22.502,17.264,9.088,-0.138,21.094,-0.0668,,,,,
B_autolam,LORO_autolam,Lena,ridge,shared25,0.25,,3037.0,21.675,14.781,2.121,-0.0559,21.094,-0.0276,,,,,
B_autolam,LORO_autolam,Lena,catboost_lo,shared25,0.5,,3037.0,24.516,20.072,13.449,-0.3508,21.094,-0.1622,,,,,
B_autolam,LORO_autolam,Lena,catboost,shared25,0.5,,3037.0,29.12,25.62,21.184,-0.9058,21.094,-0.3805,,,,,
B_autolam,LORO_autolam_gate,UNWEIGHTED_MEAN,catboost,shared25,0.5,,3.0,29.988666666666663,,,,,,,,,,
B_autolam,LORO_autolam_gate,UNWEIGHTED_MEAN,catboost,shift14,0.4166666666666667,,3.0,27.707333333333334,,,,,,,,,,
B_autolam,LORO_autolam_gate,UNWEIGHTED_MEAN,catboost_lo,shared25,0.5,,3.0,28.605333333333334,,,,,,,,,,
B_autolam,LORO_autolam_gate,UNWEIGHTED_MEAN,catboost_lo,shift14,0.4166666666666667,,3.0,28.417,,,,,,,,,,
B_autolam,LORO_autolam_gate,UNWEIGHTED_MEAN,ridge,shared25,0.16666666666666666,,3.0,21.192666666666668,,,,,,,,,,
B_autolam,LORO_autolam_gate,UNWEIGHTED_MEAN,ridge,shift14,0.16666666666666666,,3.0,21.287666666666667,,,,,,,,,,
C_boot,LORO_boot,Canada,catboost_lo,shift14,0.25,,,,,,,,,,,0.9105705481013043,0.4323807724998309,1.5906207402449961
C_boot,LORO_boot,Canada,catboost_lo,shift14,0.5,,,,,,,,,,,1.7672701088699478,0.6131207056599544,3.1425062237405554
C_boot,LORO_boot,Canada,catboost_lo,shift14,0.75,,,,,,,,,,,2.499694041611668,0.9561686472304376,4.401878609174785
C_boot,LORO_boot,Canada,catboost_lo,shift14,1.0,,,,,,,,,,,3.162794749448464,1.1384836419892306,5.849489620581043
C_boot,LORO_boot,Alaska,catboost_lo,shift14,0.25,,,,,,,,,,,-3.3841540064057885,-6.996461484556718,-0.8080953437990813
C_boot,LORO_boot,Alaska,catboost_lo,shift14,0.5,,,,,,,,,,,-12.278431019069048,-20.74584588182858,-5.4208901027196585
C_boot,LORO_boot,Alaska,catboost_lo,shift14,0.75,,,,,,,,,,,-23.23106892762331,-36.28232772228106,-11.520506591500304
C_boot,LORO_boot,Alaska,catboost_lo,shift14,1.0,,,,,,,,,,,-35.342982951126004,-52.07133424128531,-19.099363892560664
C_boot,LORO_boot,Lena,catboost_lo,shift14,0.25,,,,,,,,,,,0.3860606945195594,0.13105501762608177,0.6774195155999809
C_boot,LORO_boot,Lena,catboost_lo,shift14,0.5,,,,,,,,,,,0.655765662348763,0.10219432954351558,1.3114161484850972
C_boot,LORO_boot,Lena,catboost_lo,shift14,0.75,,,,,,,,,,,0.9178667398358038,0.32855512408676235,1.730229114260343
C_boot,LORO_boot,Lena,catboost_lo,shift14,1.0,,,,,,,,,,,0.9966204575318643,0.08199016087159212,2.032936326825379
D_indomain,spatial_block_AK,Alaska,ridge,shift14,0.0,0.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shift14,0.25,0.0,13606.0,13.855,10.177,0.767,0.3647,17.382,0.2029,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shift14,0.5,0.0,13606.0,14.503,10.759,2.528,0.3038,17.382,0.1656,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shift14,0.75,0.0,13606.0,16.254,12.561,4.288,0.1256,17.382,0.0649,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shift14,1.0,0.0,13606.0,18.801,14.937,6.049,-0.1699,17.382,-0.0816,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.0,0.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.25,0.0,13606.0,13.902,10.216,-0.314,0.3603,17.382,0.2002,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.5,0.0,13606.0,13.709,10.004,0.365,0.378,17.382,0.2113,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.75,0.0,13606.0,13.89,10.092,1.044,0.3614,17.382,0.2009,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,1.0,0.0,13606.0,14.434,10.532,1.723,0.3105,17.382,0.1696,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.0,1.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.25,1.0,13606.0,13.953,10.291,-0.203,0.3556,17.382,0.1973,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.5,1.0,13606.0,13.852,10.175,0.588,0.3649,17.382,0.2031,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.75,1.0,13606.0,14.163,10.367,1.378,0.3361,17.382,0.1852,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,1.0,1.0,13606.0,14.859,10.885,2.168,0.2692,17.382,0.1452,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.0,2.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.25,2.0,13606.0,13.903,10.219,-0.293,0.3603,17.382,0.2002,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.5,2.0,13606.0,13.704,10.005,0.408,0.3784,17.382,0.2116,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,0.75,2.0,13606.0,13.877,10.089,1.108,0.3626,17.382,0.2016,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shift14,1.0,2.0,13606.0,14.408,10.501,1.809,0.3129,17.382,0.1711,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.0,0.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.25,0.0,13606.0,13.851,10.15,-0.47,0.365,17.382,0.2032,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.5,0.0,13606.0,13.562,9.828,0.054,0.3912,17.382,0.2198,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.75,0.0,13606.0,13.611,9.817,0.577,0.3868,17.382,0.2169,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,1.0,0.0,13606.0,13.994,10.134,1.101,0.3518,17.382,0.1949,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.0,1.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.25,1.0,13606.0,13.913,10.222,-0.593,0.3593,17.382,0.1995,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.5,1.0,13606.0,13.653,9.937,-0.193,0.3831,17.382,0.2146,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.75,1.0,13606.0,13.69,9.906,0.208,0.3797,17.382,0.2124,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,1.0,1.0,13606.0,14.023,10.165,0.608,0.3491,17.382,0.1932,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.0,2.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.25,2.0,13606.0,13.893,10.203,-0.541,0.3612,17.382,0.2007,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.5,2.0,13606.0,13.625,9.913,-0.089,0.3856,17.382,0.2162,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,0.75,2.0,13606.0,13.67,9.891,0.364,0.3815,17.382,0.2135,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shift14,1.0,2.0,13606.0,14.027,10.167,0.816,0.3488,17.382,0.193,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shared25,0.0,0.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shared25,0.25,0.0,13606.0,13.788,10.165,-0.451,0.3708,17.382,0.2068,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shared25,0.5,0.0,13606.0,13.404,9.84,0.091,0.4054,17.382,0.2289,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shared25,0.75,0.0,13606.0,13.33,9.752,0.633,0.4119,17.382,0.2331,,,,,
D_indomain,spatial_block_AK,Alaska,ridge,shared25,1.0,0.0,13606.0,13.571,9.951,1.175,0.3904,17.382,0.2192,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.0,0.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.25,0.0,13606.0,13.915,10.263,-0.451,0.3592,17.382,0.1995,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.5,0.0,13606.0,13.743,10.079,0.091,0.3749,17.382,0.2093,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.75,0.0,13606.0,13.956,10.194,0.633,0.3553,17.382,0.1971,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,1.0,0.0,13606.0,14.536,10.649,1.175,0.3006,17.382,0.1637,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.0,1.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.25,1.0,13606.0,13.959,10.307,-0.497,0.3551,17.382,0.1969,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.5,1.0,13606.0,13.769,10.134,-0.001,0.3725,17.382,0.2079,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.75,1.0,13606.0,13.9,10.175,0.495,0.3605,17.382,0.2003,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,1.0,1.0,13606.0,14.342,10.471,0.991,0.3192,17.382,0.1749,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.0,2.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.25,2.0,13606.0,13.957,10.285,-0.553,0.3553,17.382,0.1971,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.5,2.0,13606.0,13.746,10.079,-0.114,0.3746,17.382,0.2092,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,0.75,2.0,13606.0,13.838,10.102,0.326,0.3662,17.382,0.2039,,,,,
D_indomain,spatial_block_AK,Alaska,catboost_lo,shared25,1.0,2.0,13606.0,14.227,10.401,0.766,0.3301,17.382,0.1815,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.0,0.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.25,0.0,13606.0,14.011,10.32,-0.836,0.3503,17.382,0.194,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.5,0.0,13606.0,13.773,10.065,-0.679,0.3722,17.382,0.2076,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.75,0.0,13606.0,13.754,9.974,-0.521,0.3739,17.382,0.2087,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,1.0,0.0,13606.0,13.955,10.059,-0.364,0.3555,17.382,0.1972,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.0,1.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.25,1.0,13606.0,14.081,10.398,-1.18,0.3437,17.382,0.1899,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.5,1.0,13606.0,13.859,10.175,-1.366,0.3642,17.382,0.2027,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.75,1.0,13606.0,13.798,10.074,-1.553,0.3699,17.382,0.2062,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,1.0,1.0,13606.0,13.9,10.119,-1.739,0.3606,17.382,0.2003,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.0,2.0,13606.0,14.457,10.731,-0.993,0.3083,17.382,0.1683,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.25,2.0,13606.0,14.035,10.339,-1.053,0.348,17.382,0.1925,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.5,2.0,13606.0,13.787,10.074,-1.113,0.3709,17.382,0.2068,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,0.75,2.0,13606.0,13.72,9.951,-1.173,0.377,17.382,0.2107,,,,,
D_indomain,spatial_block_AK,Alaska,catboost,shared25,1.0,2.0,13606.0,13.837,9.991,-1.233,0.3663,17.382,0.2039,,,,,
