source,site,lat,lon,depth_m,temp_c,year,elev_m,gtnp_id
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.82202,1997.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,14.56,-1.71885,2002.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.25,-1.23825,2009.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,1.0,-1.95002,2004.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,5.56,-0.55575,2015.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.25,0.22964,2014.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,5.56,-1.43197,2004.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.5,-0.22013,2021.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.76064,2005.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,14.56,-2.06697,1990.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,15.57,-1.61885,2005.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.57258,2004.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,18.57,-1.71988,2000.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,9.55,-1.87283,1992.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.5,-0.06942,2006.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.73134,2006.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,9.55,-1.69858,1997.0,2670.2,CH 13
PERMOS,COR_0200,46.4285,9.822,1.0,-2.23624,2008.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,0.5,-2.45865,2006.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,2.5,-1.5318,2015.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,61.0,-0.10867,2008.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,30.0,-0.36859,2015.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,40.0,-0.45022,2022.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,42.0,-0.12671,2001.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,60.0,0.12183,2012.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,59.0,0.04871,2004.0,2672.3,CH 14
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.75928,1996.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,6.55,-1.35523,1993.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,13.56,-1.5962,1995.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.25,-2.12714,2004.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,0.5,-1.05371,2017.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,0.25,0.17025,2003.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.65658,1997.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,9.55,-2.258,1996.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.5,-0.37849,2005.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,15.57,-1.81715,2007.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,13.56,-1.89467,1992.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.83066,2000.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.60193,2002.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,8.55,-0.80625,2015.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.5,-0.63718,2018.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,5.56,-2.36163,1996.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.5,-2.06423,2004.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,2.55,-0.68679,2009.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,7.55,-1.36691,2018.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.25,-0.03734,2007.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,6.55,-1.78538,1991.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,5.56,-1.54522,2012.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,9.55,-1.7062,2017.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,12.56,-1.4644,2012.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.5,0.21367,2003.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,0.5,0.00116,2014.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,0.5,-0.21976,2006.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,0.5,-1.33797,2009.0,2394.0,CH 05
PERMOS,GEM_0106,46.6012,8.6104,0.25,0.79201,2012.0,2940.0,CH 06
PERMOS,GEM_0106,46.6012,8.6104,3.0,0.21672,2007.0,2940.0,CH 06
PERMOS,COR_0200,46.4285,9.822,1.5,-1.65065,2015.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,2.5,-2.4795,2006.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,5.0,-0.95877,2019.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,4.0,-2.00002,2007.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,4.0,-1.10707,2014.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,5.0,-1.95515,2008.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,2.5,-2.92349,2016.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,3.5,-2.17421,2012.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,3.0,-1.6406,2011.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,20.0,-0.51518,2003.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,52.0,0.16599,2012.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,58.0,0.11801,2005.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,25.0,-0.187,2017.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,50.0,-0.05802,2007.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,46.0,-0.07828,2021.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,54.0,-0.01373,2018.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,57.0,0.04211,2001.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,42.0,-0.12581,2020.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,50.0,-0.09725,2015.0,2672.3,CH 14
PERMOS,GEM_0106,46.6012,8.6104,28.0,2.11226,2013.0,2940.0,CH 06
PERMOS,FLU_0102,46.7489,9.9436,1.0,-0.23026,2021.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,1.5,-1.17345,2019.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,1.5,-0.75166,2017.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,12.56,-0.9813,2021.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.57377,2012.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,5.56,-1.83853,2005.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.75397,2007.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,12.56,-1.24471,2016.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.88818,2008.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.74667,1992.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,12.56,-1.58253,2004.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.0,-0.07426,2014.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,0.25,-0.83199,2005.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.76776,1997.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,12.56,-2.13106,1990.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.7163,2008.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.0,-1.39166,2019.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.89933,1992.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,11.56,-2.22681,1989.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.48078,2004.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.86624,2005.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.61948,1993.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,12.56,-2.2075,1989.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,7.55,-2.03125,1988.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.0,0.23454,2003.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,6.55,-2.1151,2006.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.0,-0.09464,2007.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.75467,1999.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,2.55,-0.99189,1991.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,9.55,-0.94636,2019.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,7.55,-1.62166,1995.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.92485,1990.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,11.56,-2.14792,1988.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,0.5,-0.55147,2008.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.5171,2004.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.5,-0.65838,2018.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,18.57,-1.60724,1998.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.89189,1999.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,19.57,-1.60364,1996.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.5,-0.02221,2007.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,19.57,-1.6263,1993.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.98208,1988.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,1.5,-0.35767,2020.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,12.56,-1.16032,2022.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.46432,2009.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,3.55,-1.03993,2009.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,5.56,-0.99636,2009.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,9.55,-1.79477,1991.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,2.55,-1.42853,1995.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,15.57,-0.98879,2021.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,4.55,-1.43428,2016.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.84295,1991.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.66317,1996.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,13.56,-1.69443,1993.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,4.55,-1.55241,2012.0,2670.2,CH 13
PERMOS,GEM_0106,46.6012,8.6104,1.5,0.9349,2009.0,2940.0,CH 06
PERMOS,GEM_0106,46.6012,8.6104,2.0,0.93316,2015.0,2940.0,CH 06
PERMOS,COR_0200,46.4285,9.822,5.0,-1.87327,2002.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,56.0,-0.02549,2003.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,62.0,-0.17073,2022.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,61.0,-0.10363,2007.0,2672.3,CH 14
PERMOS,COR_0287,46.4288,9.8218,3.55,-1.77667,1988.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,3.55,-1.39432,1991.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.23755,2019.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,18.57,-1.55107,2003.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,15.57,-1.04329,2020.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,14.56,-1.69481,1993.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,6.0,-0.31307,2017.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,14.56,-1.68072,2003.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,2.0,-0.50419,2017.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,7.55,0.25563,2021.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,15.57,-2.05049,1989.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,14.56,-2.10243,1989.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,7.55,-1.67446,2000.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,6.55,-1.45099,1997.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.93833,1992.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,3.5,-0.23052,2021.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,10.0,-0.09803,2021.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,15.0,0.4149,2004.0,2394.0,CH 05
PERMOS,COR_0200,46.4285,9.822,0.5,-1.80049,2011.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,1.5,-1.16759,2014.0,2672.3,CH 14
PERMOS,FLU_0102,46.7489,9.9436,2.0,-0.28108,2020.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,14.0,0.4375,2020.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,15.0,0.575,2003.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,16.0,0.56939,2021.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,6.0,-0.08687,2007.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,5.0,-0.15415,2022.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,14.0,0.29907,2019.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,10.0,-0.19574,2019.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,5.0,-0.3195,2017.0,2394.0,CH 05
PERMOS,GEM_0106,46.6012,8.6104,0.5,0.17856,2016.0,2940.0,CH 06
PERMOS,COR_0200,46.4285,9.822,7.5,-1.02362,2009.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,3.0,-2.44546,2008.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,7.5,-1.0554,2019.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,2.5,-1.72104,2011.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,61.0,-0.15601,2013.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,25.0,-0.14712,2011.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,25.0,-0.2007,2020.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,30.0,-0.0321,2001.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,58.0,-0.15562,2017.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,57.0,1.08415,2014.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,44.0,0.3117,2005.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,62.0,-0.02795,2002.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,52.0,0.18764,2015.0,2672.3,CH 14
PERMOS,GEM_0106,46.6012,8.6104,39.25,2.95869,2012.0,2940.0,CH 06
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.61276,1995.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,7.55,0.31849,2020.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,2.55,-0.63364,1993.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.43191,2018.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,2.0,0.1173,2022.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.74552,2007.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.34396,2017.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,15.0,0.47647,2013.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,8.55,-0.64096,2020.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,4.0,-0.55413,2009.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,12.0,0.11535,2020.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,2.55,-0.88317,1992.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.24713,2021.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,10.0,-0.13915,2020.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,4.0,-0.51054,2018.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,8.0,-0.14193,2022.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.36862,2010.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,4.55,-1.89727,2005.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.92979,1989.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,13.56,-1.78322,2002.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.55786,2018.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,14.56,-1.85891,2006.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,15.0,0.57473,2008.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,13.56,-2.13681,1989.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,12.0,0.12639,2021.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,8.0,-0.16337,2021.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,2.55,-1.09519,2000.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,15.57,-1.86386,1991.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,6.0,-0.40686,2019.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,5.0,-0.45033,2019.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.26183,2020.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,10.0,-0.07747,2022.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,2.0,-0.88461,2019.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,15.57,-1.83783,1992.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.21481,2013.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,6.0,-0.11636,2013.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,14.0,0.31794,2022.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,2.0,-0.13221,2006.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,14.0,0.36005,2021.0,2394.0,CH 05
PERMOS,COR_0200,46.4285,9.822,3.5,-2.29825,2006.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,3.0,-3.54256,2017.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,7.5,-1.22306,2004.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,15.0,-1.31432,2005.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,7.5,-1.45892,2012.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,7.5,-1.46435,2008.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,10.0,-1.67708,2018.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,2.5,-1.01191,2013.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,5.0,-1.76459,2006.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,2.0,-1.79892,2009.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,3.0,-2.02404,2018.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,60.0,-0.00233,2003.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,42.0,-0.14833,2014.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,60.0,0.09991,2015.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,48.0,-0.06096,2021.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,50.0,-0.07661,2010.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,25.0,-0.16354,2012.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,54.0,-0.03421,2021.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,59.0,0.22575,2008.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,48.0,-0.05268,2006.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,48.0,-0.05426,2020.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,60.0,0.11893,2014.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,56.0,0.00904,2014.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,57.0,0.81663,2006.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,30.0,-0.03337,2002.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,30.0,-0.36959,2014.0,2672.3,CH 14
PERMOS,GEM_0106,46.6012,8.6104,8.0,0.26351,2007.0,2940.0,CH 06
PERMOS,GEM_0106,46.6012,8.6104,8.0,0.60651,2013.0,2940.0,CH 06
PERMOS,GEM_0106,46.6012,8.6104,24.0,1.66572,2010.0,2940.0,CH 06
PERMOS,COR_0287,46.4288,9.8218,12.56,-1.89005,1999.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,15.0,0.5804,2007.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,6.0,-0.16453,2022.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,2.0,-1.14975,2009.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.22566,2005.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,4.0,-0.34962,2017.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.58839,2018.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.1708,2022.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,15.57,-2.09,1988.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,9.55,-1.91497,1999.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,3.55,-1.44561,2012.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,8.0,-0.30027,2019.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,10.56,-1.94983,1992.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,6.55,-1.35857,2004.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.51238,2002.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,5.56,-1.58386,1991.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,16.57,-1.04641,2016.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,2.55,-1.0927,2004.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,8.55,-1.00524,2013.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,8.0,-0.18702,2016.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,19.57,-1.89417,1988.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,10.0,-0.15983,2017.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,12.0,0.0102,2017.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.60181,2019.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.18362,2006.0,2394.0,CH 05
PERMOS,COR_0287,46.4288,9.8218,11.56,-0.84731,2020.0,2670.2,CH 13
PERMOS,FLU_0102,46.7489,9.9436,4.0,-0.12074,2003.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,2.0,-0.04933,2007.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,4.0,-0.52682,2019.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,2.0,-0.12152,2016.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.5,-0.25067,2020.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,4.0,-0.15465,2014.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.07235,2014.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,16.0,0.39311,2022.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,15.0,0.01401,2005.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,2.0,-1.33739,2004.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.10196,2007.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,4.0,-0.19206,2006.0,2394.0,CH 05
PERMOS,FLU_0102,46.7489,9.9436,3.0,-0.21464,2008.0,2394.0,CH 05
PERMOS,COR_0200,46.4285,9.822,1.5,-1.7877,2011.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,1.0,-1.61845,2011.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,4.0,-0.94761,2019.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,10.0,-1.67279,2017.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,5.0,-2.84769,2017.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,10.0,-1.20039,2004.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,2.0,-1.83208,2018.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,3.5,-1.53308,2011.0,2672.3,CH 14
PERMOS,COR_0200,46.4285,9.822,15.0,-0.64182,2009.0,2672.3,CH 14
