cv,method,rmse_boot,ci_lo,ci_hi,rmse_boot_ensemble
spatial_block_AK,MEAN,19.48620264987371,17.447372844690438,22.676359012346754,19.48620264987371
spatial_block_AK,IDW,16.029719042588752,12.604184860987838,23.025906919387275,16.029719042588752
spatial_block_AK,OK,16.01845945549845,12.171353944667251,23.16895887522514,16.01845945549845
spatial_block_AK,GBM,17.59428566315826,14.37834079129321,20.26320610550922,17.38238082860864
spatial_block_AK,RK,17.214009757834866,14.382716528496768,20.16671167723266,15.415289342217088
spatial_block_AK,STEF,14.698294033244206,12.474927096196891,19.099592720886516,14.698294033244206
