borehole_id,depth,magt,n_months,n_years,n_obs,amp,sampling,lat,lon,elev,site
88,0.08,-3.839777777777778,12,2,12,10.456451612903226,seasonal,70.161703,-148.465055,,Dead Horse
88,0.1,-3.4612588927291346,12,2,12,10.136274193548388,seasonal,70.161703,-148.465055,,Dead Horse
88,0.11,-2.3742520481310803,12,2,15,8.310677419354839,seasonal,70.161703,-148.465055,,Dead Horse
88,0.13,-4.353575190643925,12,2,12,9.648827956989248,seasonal,70.161703,-148.465055,,Dead Horse
88,0.15,-3.5399671964579347,12,5,48,8.897723381252922,seasonal,70.161703,-148.465055,,Dead Horse
88,0.16,-1.9243654633896572,12,2,12,12.524032258064517,seasonal,70.161703,-148.465055,,Dead Horse
88,0.17,-3.688075100486431,12,2,12,9.463819354838709,seasonal,70.161703,-148.465055,,Dead Horse
88,0.19,-2.598865783410138,12,2,15,7.647215053763441,seasonal,70.161703,-148.465055,,Dead Horse
88,0.2,-3.4322366891872806,12,4,24,8.851432795698924,seasonal,70.161703,-148.465055,,Dead Horse
88,0.23,-4.166098041033247,12,2,12,8.628387096774194,seasonal,70.161703,-148.465055,,Dead Horse
88,0.24,-3.8153279544290832,12,2,12,8.916598387096775,seasonal,70.161703,-148.465055,,Dead Horse
88,0.26,-2.7481847158218127,12,2,15,7.081005376344086,seasonal,70.161703,-148.465055,,Dead Horse
88,0.27,-4.5286661299592135,12,2,12,8.521478494623656,seasonal,70.161703,-148.465055,,Dead Horse
88,0.28,-2.6777371351766512,12,2,12,9.946129032258064,seasonal,70.161703,-148.465055,,Dead Horse
88,0.3,-3.746952087134012,12,5,48,7.316709595605422,seasonal,70.161703,-148.465055,,Dead Horse
88,0.33,-3.344415831733231,12,4,27,7.36789479390681,seasonal,70.161703,-148.465055,,Dead Horse
88,0.35,-2.7871334040161178,12,2,12,9.084521505376344,seasonal,70.161703,-148.465055,,Dead Horse
88,0.36,-4.5161939658262265,12,2,12,8.054155913978494,seasonal,70.161703,-148.465055,,Dead Horse
88,0.37,-4.250324461041369,12,2,12,7.585806451612903,seasonal,70.161703,-148.465055,,Dead Horse
88,0.4,-3.923558974654378,12,2,12,7.90727258064516,seasonal,70.161703,-148.465055,,Dead Horse
88,0.42,-2.9258527948455373,12,4,27,6.747227598566308,seasonal,70.161703,-148.465055,,Dead Horse
88,0.43,-4.57328888950686,12,2,12,7.660801075268818,seasonal,70.161703,-148.465055,,Dead Horse
88,0.46,-4.295753904249872,12,2,12,7.204354838709676,seasonal,70.161703,-148.465055,,Dead Horse
88,0.49,-3.0225336661546343,12,2,15,5.739736559139785,seasonal,70.161703,-148.465055,,Dead Horse
88,0.51,-3.0116446492575526,12,2,12,8.0117311827957,seasonal,70.161703,-148.465055,,Dead Horse
88,0.53,-4.334114887352791,12,2,12,6.738225806451613,seasonal,70.161703,-148.465055,,Dead Horse
88,0.56,-4.0939719015617,12,2,12,6.870373924731182,seasonal,70.161703,-148.465055,,Dead Horse
88,0.58,-3.1091074121157547,12,2,12,7.508870967741936,seasonal,70.161703,-148.465055,,Dead Horse
88,0.59,-4.649311984488938,12,2,12,6.596966000000001,seasonal,70.161703,-148.465055,,Dead Horse
88,0.6,-4.047553549246977,12,5,48,6.0025279453015425,seasonal,70.161703,-148.465055,,Dead Horse
88,0.65,-3.2406294162826423,12,2,15,4.801166666666666,seasonal,70.161703,-148.465055,,Dead Horse
88,0.69,-4.437223246287762,12,2,12,6.077043010752688,seasonal,70.161703,-148.465055,,Dead Horse
88,0.71,-4.244623425499232,12,2,12,6.13101,seasonal,70.161703,-148.465055,,Dead Horse
88,0.74,-4.036835270671117,12,4,24,5.8537983870967745,seasonal,70.161703,-148.465055,,Dead Horse
88,0.8,-3.3808121479774704,12,2,15,4.439833333333333,seasonal,70.161703,-148.465055,,Dead Horse
88,0.84,-4.510586021505376,12,2,12,5.707258064516129,seasonal,70.161703,-148.465055,,Dead Horse
88,0.89,-3.472903801843318,12,2,12,6.388774193548387,seasonal,70.161703,-148.465055,,Dead Horse
88,0.92,-4.335447281105991,12,2,12,5.710023225806451,seasonal,70.161703,-148.465055,,Dead Horse
88,0.95,-4.744792136324311,12,2,12,5.6872741935483875,seasonal,70.161703,-148.465055,,Dead Horse
88,1.01,-3.485986047107015,12,2,15,4.128182795698925,seasonal,70.161703,-148.465055,,Dead Horse
88,1.05,-4.560880952380952,12,2,12,5.2739677419354845,seasonal,70.161703,-148.465055,,Dead Horse
88,1.1,-3.590140681003584,12,2,12,5.889193548387096,seasonal,70.161703,-148.465055,,Dead Horse
95,0.01,-2.1675834189664,12,3,22,9.05015322580645,seasonal,69.14664,-148.848353,,Happy Valley
95,0.02,-1.995360642115578,12,3,22,10.848435483870968,seasonal,69.14664,-148.848353,,Happy Valley
95,0.03,-1.0846710701484894,12,3,27,7.465308870967743,seasonal,69.14664,-148.848353,,Happy Valley
95,0.09,-2.705028572090683,12,3,22,8.243403225806452,seasonal,69.14664,-148.848353,,Happy Valley
95,0.11,-1.4522004174812644,12,3,27,6.381540322580645,seasonal,69.14664,-148.848353,,Happy Valley
