cond,target,anchor,pseudo,r,resid,lam,rmse,bias,n,n_fold,n_seed
noinfo,Greenland,none,none,0.0,ridge,1.0,2607.7,-2131.832,3,1,3
noinfo,Greenland,stefan,none,0.0,catboost_lo,0.0,43.392,-42.462,3,1,3
noinfo,Greenland,stefan,none,0.0,catboost_lo,0.25,43.279333333333334,-42.37133333333333,3,1,3
noinfo,Greenland,stefan,none,0.0,catboost_lo,0.5,43.17033333333333,-42.28066666666667,3,1,3
noinfo,Greenland,stefan,none,0.0,catboost_lo,0.75,43.06466666666666,-42.19,3,1,3
noinfo,Greenland,stefan,none,0.0,catboost_lo,1.0,42.96233333333333,-42.099333333333334,3,1,3
noinfo,Greenland,stefan,none,0.0,mlp,0.0,43.392,-42.462,3,1,3
noinfo,Greenland,stefan,none,0.0,mlp,0.25,285.7896666666666,-242.58066666666664,3,1,3
noinfo,Greenland,stefan,none,0.0,mlp,0.5,531.364,-442.69866666666667,3,1,3
noinfo,Greenland,stefan,none,0.0,mlp,0.75,777.1163333333334,-642.8176666666667,3,1,3
noinfo,Greenland,stefan,none,0.0,mlp,1.0,1022.9183333333332,-842.936,3,1,3
noinfo,Greenland,stefan,none,0.0,ridge,0.0,43.392,-42.462,3,1,3
noinfo,Greenland,stefan,none,0.0,ridge,0.25,693.1910000000001,-574.486,3,1,3
noinfo,Greenland,stefan,none,0.0,ridge,0.5,1346.71,-1106.51,3,1,3
noinfo,Greenland,stefan,none,0.0,ridge,0.75,2000.307,-1638.5340000000003,3,1,3
noinfo,Greenland,stefan,none,0.0,ridge,1.0,2653.923,-2170.557,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,catboost_lo,0.0,38.734,-36.934,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,catboost_lo,0.25,37.71966666666666,-36.112,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,catboost_lo,0.5,36.717000000000006,-35.29066666666667,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,catboost_lo,0.75,35.72566666666666,-34.46866666666667,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,catboost_lo,1.0,34.74633333333333,-33.64666666666667,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,mlp,0.0,38.734,-36.934,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,mlp,0.25,322.6596666666667,-269.97066666666666,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,mlp,0.5,608.3483333333334,-503.00766666666664,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,mlp,0.75,894.1173333333332,-736.0443333333333,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,mlp,1.0,1179.9086666666665,-969.0816666666666,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,ridge,0.0,38.734,-36.934,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,ridge,0.25,688.696,-568.334,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,ridge,0.5,1340.667,-1099.735,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,ridge,0.75,1992.6760000000002,-1631.135,3,1,3
noinfo,Greenland,stefan_cci,none,0.0,ridge,1.0,2644.695,-2162.535,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,catboost_lo,0.0,39.088,-37.112,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,catboost_lo,0.25,39.356,-37.43866666666667,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,catboost_lo,0.5,39.628,-37.76566666666667,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,catboost_lo,0.75,39.904,-38.092999999999996,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,catboost_lo,1.0,40.184,-38.42,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,mlp,0.0,39.088,-37.112,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,mlp,0.25,267.66433333333333,-224.54133333333334,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,mlp,0.5,497.6333333333334,-411.97133333333335,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,mlp,0.75,727.7130000000001,-599.4006666666667,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,mlp,1.0,957.8303333333333,-786.8306666666667,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,ridge,0.0,39.088,-37.112,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,ridge,0.25,839.1529999999999,-691.663,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,ridge,0.5,1641.0999999999997,-1346.214,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,ridge,0.75,2443.077,-2000.765,3,1,3
noinfo,Greenland,stefan_ku,none,0.0,ridge,1.0,3245.061,-2655.316,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,catboost_lo,0.0,37.535,-35.21,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,catboost_lo,0.25,37.41466666666667,-35.226,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,catboost_lo,0.5,37.30233333333333,-35.24166666666667,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,catboost_lo,0.75,37.19833333333333,-35.257666666666665,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,catboost_lo,1.0,37.102666666666664,-35.274,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,mlp,0.0,37.535,-35.21,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,mlp,0.25,313.339,-260.9816666666667,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,mlp,0.5,590.1366666666667,-486.75399999999996,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,mlp,0.75,866.9979999999999,-712.5256666666668,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,mlp,1.0,1143.8860000000002,-938.2976666666667,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,ridge,0.0,37.535,-35.21,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,ridge,0.25,787.513,-648.505,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,ridge,0.5,1538.9489999999998,-1261.801,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,ridge,0.75,2290.409,-1875.0960000000002,3,1,3
noinfo,Greenland,stefan_ku_cci,none,0.0,ridge,1.0,3041.875,-2488.392,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,catboost_lo,0.0,59.93800000000001,-56.149,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,catboost_lo,0.25,59.782999999999994,-55.901,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,catboost_lo,0.5,59.63399999999999,-55.65266666666667,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,catboost_lo,0.75,59.49166666666667,-55.404333333333334,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,catboost_lo,1.0,59.35566666666667,-55.156,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,mlp,0.0,59.93800000000001,-56.149,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,mlp,0.25,206.226,-176.12,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,mlp,0.5,353.8446666666667,-296.09133333333335,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,mlp,0.75,501.633,-416.06199999999995,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,mlp,1.0,649.4783333333334,-536.033,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,ridge,0.0,59.93800000000001,-56.149,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,ridge,0.25,668.455,-552.982,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,ridge,0.5,1278.92,-1049.815,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,ridge,0.75,1889.447,-1546.648,3,1,3
noinfo,Greenland,stefan_soil,none,0.0,ridge,1.0,2499.989,-2043.481,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,catboost_lo,0.0,47.228,-43.778,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,catboost_lo,0.25,46.30633333333333,-43.032000000000004,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,catboost_lo,0.5,45.388666666666666,-42.287,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,catboost_lo,0.75,44.476333333333336,-41.542,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,catboost_lo,1.0,43.568999999999996,-40.79666666666666,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,mlp,0.0,47.228,-43.778,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,mlp,0.25,415.07233333333335,-345.20266666666674,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,mlp,0.5,784.1226666666666,-646.6276666666666,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,mlp,0.75,1153.2226666666666,-948.0523333333334,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,mlp,1.0,1522.336,-1249.4776666666667,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,ridge,0.0,47.228,-43.778,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,ridge,0.25,676.36,-557.605,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,ridge,0.5,1306.828,-1071.432,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,ridge,0.75,1937.3280000000002,-1585.259,3,1,3
noinfo,Greenland,stefan_soil_cci,none,0.0,ridge,1.0,2567.837,-2099.087,3,1,3
noinfo,Lena,cci_cal,none,0.0,catboost_lo,0.0,21.034,3.305,2958,1,3
noinfo,Lena,cci_cal,none,0.0,catboost_lo,0.25,21.28333333333333,4.707666666666667,2958,1,3
noinfo,Lena,cci_cal,none,0.0,catboost_lo,0.5,21.65233333333333,6.109666666666667,2958,1,3
noinfo,Lena,cci_cal,none,0.0,catboost_lo,0.75,22.133666666666667,7.512333333333333,2958,1,3
noinfo,Lena,cci_cal,none,0.0,catboost_lo,1.0,22.72,8.914666666666667,2958,1,3
noinfo,Lena,cci_cal,none,0.0,mlp,0.0,21.034,3.305,2958,1,3
noinfo,Lena,cci_cal,none,0.0,mlp,0.25,20.989333333333335,3.6633333333333336,2958,1,3
noinfo,Lena,cci_cal,none,0.0,mlp,0.5,21.081666666666667,4.021666666666667,2958,1,3
noinfo,Lena,cci_cal,none,0.0,mlp,0.75,21.308333333333334,4.379666666666666,2958,1,3
noinfo,Lena,cci_cal,none,0.0,mlp,1.0,21.665333333333333,4.737666666666667,2958,1,3
noinfo,Lena,cci_cal,none,0.0,ridge,0.0,21.034,3.305,2958,1,3
noinfo,Lena,cci_cal,none,0.0,ridge,0.25,21.34,-0.007,2958,1,3
noinfo,Lena,cci_cal,none,0.0,ridge,0.5,22.371,-3.3190000000000004,2958,1,3
noinfo,Lena,cci_cal,none,0.0,ridge,0.75,24.034000000000002,-6.632000000000001,2958,1,3
noinfo,Lena,cci_cal,none,0.0,ridge,1.0,26.209,-9.944,2958,1,3
noinfo,Lena,ku_cal,none,0.0,catboost_lo,0.0,22.846,7.624,2958,1,3
noinfo,Lena,ku_cal,none,0.0,catboost_lo,0.25,23.037333333333333,8.612,2958,1,3
noinfo,Lena,ku_cal,none,0.0,catboost_lo,0.5,23.323666666666668,9.600333333333333,2958,1,3
noinfo,Lena,ku_cal,none,0.0,catboost_lo,0.75,23.701666666666668,10.588,2958,1,3
noinfo,Lena,ku_cal,none,0.0,catboost_lo,1.0,24.166,11.576,2958,1,3
noinfo,Lena,ku_cal,none,0.0,mlp,0.0,22.846,7.624,2958,1,3
noinfo,Lena,ku_cal,none,0.0,mlp,0.25,22.842333333333332,7.9093333333333335,2958,1,3
noinfo,Lena,ku_cal,none,0.0,mlp,0.5,22.941333333333333,8.194333333333333,2958,1,3
noinfo,Lena,ku_cal,none,0.0,mlp,0.75,23.141666666666666,8.479333333333333,2958,1,3
noinfo,Lena,ku_cal,none,0.0,mlp,1.0,23.44033333333333,8.764333333333333,2958,1,3
noinfo,Lena,ku_cal,none,0.0,ridge,0.0,22.846,7.624,2958,1,3
noinfo,Lena,ku_cal,none,0.0,ridge,0.25,22.202,3.692,2958,1,3
noinfo,Lena,ku_cal,none,0.0,ridge,0.5,22.399,-0.24,2958,1,3
noinfo,Lena,ku_cal,none,0.0,ridge,0.75,23.414,-4.173,2958,1,3
noinfo,Lena,ku_cal,none,0.0,ridge,1.0,25.149,-8.105,2958,1,3
noinfo,Lena,none,none,0.0,catboost_lo,1.0,24.139666666666667,11.747666666666667,2958,1,3
noinfo,Lena,none,none,0.0,mlp,1.0,24.155333333333335,9.504,2958,1,3
noinfo,Lena,none,none,0.0,ridge,1.0,26.189000000000004,-9.875,2958,1,3
noinfo,Lena,stefan,none,0.0,catboost_lo,0.0,21.624,5.675999999999999,2958,1,3
noinfo,Lena,stefan,none,0.0,catboost_lo,0.25,22.084,7.200333333333333,2958,1,3
noinfo,Lena,stefan,none,0.0,catboost_lo,0.5,22.659666666666666,8.723999999999998,2958,1,3
noinfo,Lena,stefan,none,0.0,catboost_lo,0.75,23.342333333333332,10.248666666666667,2958,1,3
noinfo,Lena,stefan,none,0.0,catboost_lo,1.0,24.122333333333334,11.772333333333334,2958,1,3
noinfo,Lena,stefan,none,0.0,mlp,0.0,21.624,5.675999999999999,2958,1,3
noinfo,Lena,stefan,none,0.0,mlp,0.25,22.06566666666667,7.114999999999999,2958,1,3
noinfo,Lena,stefan,none,0.0,mlp,0.5,22.781666666666666,8.553333333333333,2958,1,3
noinfo,Lena,stefan,none,0.0,mlp,0.75,23.73466666666667,9.991333333333333,2958,1,3
noinfo,Lena,stefan,none,0.0,mlp,1.0,24.888,11.429666666666668,2958,1,3
noinfo,Lena,stefan,none,0.0,ridge,0.0,21.624,5.675999999999999,2958,1,3
noinfo,Lena,stefan,none,0.0,ridge,0.25,21.524999999999995,2.82,2958,1,3
noinfo,Lena,stefan,none,0.0,ridge,0.5,22.042,-0.036,2958,1,3
noinfo,Lena,stefan,none,0.0,ridge,0.75,23.132,-2.892,2958,1,3
noinfo,Lena,stefan,none,0.0,ridge,1.0,24.72,-5.748,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,catboost_lo,0.0,20.761,-1.5729999999999997,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,catboost_lo,0.25,20.790333333333333,1.9693333333333332,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,catboost_lo,0.5,21.459666666666667,5.5120000000000005,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,catboost_lo,0.75,22.711666666666662,9.055,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,catboost_lo,1.0,24.456333333333333,12.597666666666667,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,mlp,0.0,20.761,-1.5729999999999997,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,mlp,0.25,20.636666666666667,0.6503333333333333,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,mlp,0.5,21.000333333333334,2.873666666666667,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,mlp,0.75,21.816333333333333,5.0969999999999995,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,mlp,1.0,23.02333333333333,7.320333333333334,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,ridge,0.0,20.761,-1.5729999999999997,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,ridge,0.25,21.467,-3.1519999999999997,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,ridge,0.5,22.504,-4.73,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,ridge,0.75,23.827,-6.309,2958,1,3
noinfo,Lena,stefan_cci,none,0.0,ridge,1.0,25.393,-7.888000000000001,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,catboost_lo,0.0,22.133,6.650000000000001,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,catboost_lo,0.25,22.570999999999998,8.037333333333335,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,catboost_lo,0.5,23.108666666666664,9.424,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,catboost_lo,0.75,23.73866666666667,10.811,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,catboost_lo,1.0,24.453,12.198,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,mlp,0.0,22.133,6.650000000000001,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,mlp,0.25,22.091333333333335,6.918666666666667,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,mlp,0.5,22.21066666666667,7.1866666666666665,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,mlp,0.75,22.48933333333333,7.454999999999999,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,mlp,1.0,22.921666666666667,7.723333333333333,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,ridge,0.0,22.133,6.650000000000001,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,ridge,0.25,21.816999999999997,3.2580000000000005,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,ridge,0.5,22.2,-0.135,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,ridge,0.75,23.247,-3.5269999999999997,2958,1,3
noinfo,Lena,stefan_ku,none,0.0,ridge,1.0,24.875,-6.919999999999999,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,catboost_lo,0.0,20.963,1.492,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,catboost_lo,0.25,21.35366666666667,4.359333333333333,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,catboost_lo,0.5,22.15833333333333,7.225999999999999,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,catboost_lo,0.75,23.329666666666668,10.092666666666666,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,catboost_lo,1.0,24.81266666666667,12.959333333333333,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,mlp,0.0,20.963,1.492,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,mlp,0.25,21.151,3.4126666666666665,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,mlp,0.5,21.673333333333332,5.332999999999999,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,mlp,0.75,22.503,7.253333333333333,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,mlp,1.0,23.602999999999998,9.173333333333334,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,ridge,0.0,20.963,1.492,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,ridge,0.25,21.439000000000004,-0.87,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,ridge,0.5,22.352999999999998,-3.2320000000000007,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,ridge,0.75,23.652,-5.594,2958,1,3
noinfo,Lena,stefan_ku_cci,none,0.0,ridge,1.0,25.277,-7.956,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,catboost_lo,0.0,21.204,4.463,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,catboost_lo,0.25,21.519000000000002,5.869666666666667,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,catboost_lo,0.5,21.947000000000003,7.2763333333333335,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,catboost_lo,0.75,22.48,8.683333333333334,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,catboost_lo,1.0,23.111666666666668,10.089666666666666,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,mlp,0.0,21.204,4.463,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,mlp,0.25,21.685000000000002,6.202333333333333,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,mlp,0.5,22.45866666666667,7.942,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,mlp,0.75,23.492333333333335,9.681333333333333,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,mlp,1.0,24.75,11.420666666666667,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,ridge,0.0,21.204,4.463,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,ridge,0.25,21.229,1.251,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,ridge,0.5,21.974,-1.962,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,ridge,0.75,23.372,-5.175,2958,1,3
noinfo,Lena,stefan_soil,none,0.0,ridge,1.0,25.313,-8.387,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,catboost_lo,0.0,20.737,-2.18,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,catboost_lo,0.25,20.713666666666665,1.3673333333333335,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,catboost_lo,0.5,21.337333333333333,4.914666666666666,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,catboost_lo,0.75,22.55366666666667,8.462,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,catboost_lo,1.0,24.270666666666667,12.009666666666666,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,mlp,0.0,20.737,-2.18,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,mlp,0.25,20.618666666666666,-0.37266666666666665,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,mlp,0.5,20.851333333333333,1.4343333333333332,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,mlp,0.75,21.421666666666667,3.2416666666666667,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,mlp,1.0,22.300666666666668,5.049,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,ridge,0.0,20.737,-2.18,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,ridge,0.25,21.517,-3.937,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,ridge,0.5,22.647000000000002,-5.694,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,ridge,0.75,24.078,-7.451,2958,1,3
noinfo,Lena,stefan_soil_cci,none,0.0,ridge,1.0,25.76,-9.208,2958,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,catboost_lo,0.0,242.88700000000003,-212.74799999999996,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,catboost_lo,0.25,243.69333333333336,-213.72033333333334,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,catboost_lo,0.5,244.51733333333334,-214.69266666666667,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,catboost_lo,0.75,245.35933333333332,-215.66566666666668,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,catboost_lo,1.0,246.21966666666665,-216.63833333333332,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,mlp,0.0,242.88700000000003,-212.74799999999996,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,mlp,0.25,246.273,-216.2206666666667,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,mlp,0.5,249.771,-219.69366666666667,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,mlp,0.75,253.376,-223.16666666666666,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,mlp,1.0,257.084,-226.63899999999998,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,ridge,0.0,242.88700000000003,-212.74799999999996,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,ridge,0.25,251.593,-222.241,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,ridge,0.5,260.71,-231.73300000000003,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,ridge,0.75,270.197,-241.226,43,1,3
noinfo,Mongolia_CAsia,cci_cal,none,0.0,ridge,1.0,280.017,-250.71899999999997,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,catboost_lo,0.0,238.14700000000002,-204.808,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,catboost_lo,0.25,240.13933333333333,-207.125,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,catboost_lo,0.5,242.14133333333334,-209.442,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,catboost_lo,0.75,244.15133333333333,-211.75900000000001,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,catboost_lo,1.0,246.17100000000002,-214.07600000000002,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,mlp,0.0,238.14700000000002,-204.808,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,mlp,0.25,240.59400000000002,-207.49,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,mlp,0.5,243.115,-210.172,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,mlp,0.75,245.70766666666668,-212.85433333333333,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,mlp,1.0,248.36933333333332,-215.53666666666666,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,ridge,0.0,238.14700000000002,-204.808,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,ridge,0.25,246.443,-214.258,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,ridge,0.5,254.889,-223.708,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,ridge,0.75,263.47,-233.158,43,1,3
noinfo,Mongolia_CAsia,ku_cal,none,0.0,ridge,1.0,272.173,-242.60800000000003,43,1,3
noinfo,Mongolia_CAsia,none,none,0.0,catboost_lo,1.0,272.562,-243.31799999999998,43,1,3
noinfo,Mongolia_CAsia,none,none,0.0,mlp,1.0,268.66,-238.1933333333333,43,1,3
noinfo,Mongolia_CAsia,none,none,0.0,ridge,1.0,280.542,-251.218,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,catboost_lo,0.0,266.057,-236.227,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,catboost_lo,0.25,265.57166666666666,-235.69100000000003,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,catboost_lo,0.5,265.0926666666667,-235.1543333333333,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,catboost_lo,0.75,264.6193333333333,-234.61833333333334,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,catboost_lo,1.0,264.152,-234.08233333333337,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,mlp,0.0,266.057,-236.227,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,mlp,0.25,265.60566666666665,-235.59933333333333,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,mlp,0.5,265.2,-234.97199999999998,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,mlp,0.75,264.84133333333335,-234.34400000000002,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,mlp,1.0,264.529,-233.71666666666667,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,ridge,0.0,266.057,-236.227,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,ridge,0.25,269.172,-239.534,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,ridge,0.5,272.363,-242.842,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,ridge,0.75,275.627,-246.149,43,1,3
noinfo,Mongolia_CAsia,stefan,none,0.0,ridge,1.0,278.963,-249.457,43,1,3
noinfo,Mongolia_CAsia,stefan_cci,none,0.0,catboost_lo,0.0,232.75200000000004,-201.45400000000004,43,1,3
noinfo,Mongolia_CAsia,stefan_cci,none,0.0,catboost_lo,0.25,235.36333333333334,-204.60533333333333,43,1,3
noinfo,Mongolia_CAsia,stefan_cci,none,0.0,catboost_lo,0.5,238.01133333333334,-207.75666666666666,43,1,3
noinfo,Mongolia_CAsia,stefan_cci,none,0.0,catboost_lo,0.75,240.69566666666665,-210.90766666666664,43,1,3
noinfo,Mongolia_CAsia,stefan_cci,none,0.0,catboost_lo,1.0,243.41433333333336,-214.059,43,1,3
