setting,region,seed,lam,n,family,anchor,resid,pseudo,r,rmse_cm,bias_cm,ci_lo,ci_hi,error
indomain,Alaska,2,0.75,6803,model,cci,catboost,none,0.0,17.662,1.602,14.020475406714288,24.36142112290289,
indomain,Alaska,2,1.0,6803,model,cci,catboost,none,0.0,17.328,1.582,13.731527076352885,22.96988703197359,
indomain,Alaska,0,0.0,6803,model,stefan_cci,mlp,none,0.0,18.335,4.733,14.652187465093332,25.6578468471697,
indomain,Alaska,0,0.25,6803,model,stefan_cci,mlp,none,0.0,17.931,5.205,14.521934569078024,23.8307589997917,
indomain,Alaska,0,0.5,6803,model,stefan_cci,mlp,none,0.0,17.897,5.677,14.721546538715577,23.256541877262325,
indomain,Alaska,0,0.75,6803,model,stefan_cci,mlp,none,0.0,18.234,6.15,15.604912809561645,22.794875426414276,
indomain,Alaska,0,1.0,6803,model,stefan_cci,mlp,none,0.0,18.923,6.622,16.644408854268338,22.809633092423777,
indomain,Alaska,1,0.0,6803,model,stefan_cci,mlp,none,0.0,18.335,4.733,14.551537172075614,26.569713804307096,
indomain,Alaska,1,0.25,6803,model,stefan_cci,mlp,none,0.0,17.565,5.457,14.339300350914378,24.39004515018248,
indomain,Alaska,1,0.5,6803,model,stefan_cci,mlp,none,0.0,17.273,6.181,14.526429152467236,22.912996044850203,
indomain,Alaska,1,0.75,6803,model,stefan_cci,mlp,none,0.0,17.485,6.904,15.199532984493388,21.904784593969715,
indomain,Alaska,1,1.0,6803,model,stefan_cci,mlp,none,0.0,18.183,7.628,16.116212062796322,21.473771842908313,
indomain,Alaska,2,0.0,6803,model,stefan_cci,mlp,none,0.0,18.335,4.733,14.89583574995743,26.328262398153623,
indomain,Alaska,2,0.25,6803,model,stefan_cci,mlp,none,0.0,17.645,5.156,14.485951414982816,24.232006619486423,
indomain,Alaska,2,0.5,6803,model,stefan_cci,mlp,none,0.0,17.311,5.58,14.452544232823488,22.851220000925714,
indomain,Alaska,2,0.75,6803,model,stefan_cci,mlp,none,0.0,17.355,6.004,14.914985959194922,21.659554975810565,
indomain,Alaska,2,1.0,6803,model,stefan_cci,mlp,none,0.0,17.774,6.427,15.765146130465405,21.193417888636276,
pseudo,Lena,0,1.0,1518,model,none,ridge,stefan,10.0,19.12,12.642,17.078078430697502,26.43884298790811,
pseudo,Lena,1,1.0,1518,model,none,ridge,stefan,10.0,19.119,12.646,16.964970100247637,25.842127262324343,
pseudo,Lena,2,1.0,1518,model,none,ridge,stefan,10.0,19.122,12.646,17.12421557373901,25.45261958759496,
pseudo,Lena,0,1.0,1518,model,none,ridge,stefan_cci,1.0,,,,,Input y contains NaN.
pseudo,Lena,1,1.0,1518,model,none,ridge,stefan_cci,1.0,,,,,Input y contains NaN.
pseudo,Lena,2,1.0,1518,model,none,ridge,stefan_cci,1.0,,,,,Input y contains NaN.
pseudo,Lena,0,1.0,1518,model,none,ridge,const,5.0,14.819,3.848,12.587002339317385,27.145296628445212,
pseudo,Lena,1,1.0,1518,model,none,ridge,const,5.0,14.816,3.848,12.619852650310579,24.708691537976744,
pseudo,Lena,2,1.0,1518,model,none,ridge,const,5.0,14.83,3.882,12.761624730708677,24.624219482584746,
pseudo,Lena,0,1.0,1518,model,none,catboost,stefan,5.0,19.225,12.732,16.97956226457223,26.455745743778145,
pseudo,Lena,1,1.0,1518,model,none,catboost,stefan,5.0,19.003,12.532,16.684361050388144,25.646657977175796,
pseudo,Lena,2,1.0,1518,model,none,catboost,stefan,5.0,19.233,12.817,16.966271381592655,25.77220657773086,
pseudo,Lena,0,1.0,1518,model,none,catboost,cci,10.0,,,,,catboost/libs/metrics/metric.cpp:7032: metric/loss-function RMSE does not allow nan values in target data
pseudo,Lena,1,1.0,1518,model,none,catboost,cci,10.0,,,,,catboost/libs/metrics/metric.cpp:7032: metric/loss-function RMSE does not allow nan values in target data
pseudo,Lena,2,1.0,1518,model,none,catboost,cci,10.0,,,,,catboost/libs/metrics/metric.cpp:7032: metric/loss-function RMSE does not allow nan values in target data
pseudo,Lena,0,1.0,1518,model,none,catboost,const,1.0,14.542,3.17,12.13614437591419,26.856743241392287,
pseudo,Lena,1,1.0,1518,model,none,catboost,const,1.0,14.681,3.16,12.286260028209503,24.33515015726474,
pseudo,Lena,2,1.0,1518,model,none,catboost,const,1.0,14.671,3.155,12.40579008438901,24.490592235828604,
pseudo,Lena,0,1.0,1518,model,none,mlp,stefan,1.0,19.716,13.117,17.505407764994587,26.57022488743682,
pseudo,Lena,1,1.0,1518,model,none,mlp,stefan,1.0,19.057,12.323,16.264675289960497,25.95962700760701,
pseudo,Lena,2,1.0,1518,model,none,mlp,stefan,1.0,19.22,12.623,16.627828928385593,26.292512761171103,
pseudo,Lena,0,1.0,1518,model,none,mlp,cci,5.0,,,,,diverged
pseudo,Lena,1,1.0,1518,model,none,mlp,cci,5.0,,,,,diverged
pseudo,Lena,2,1.0,1518,model,none,mlp,cci,5.0,,,,,diverged
pseudo,Lena,0,1.0,1518,model,none,mlp,stefan_cci,10.0,,,,,diverged
pseudo,Lena,1,1.0,1518,model,none,mlp,stefan_cci,10.0,,,,,diverged
pseudo,Lena,2,1.0,1518,model,none,mlp,stefan_cci,10.0,,,,,diverged
pseudo,Lena,0,0.0,1518,model,stefan,ridge,cci,1.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,ridge,cci,1.0,16.585,8.006,14.571071333304518,26.396539195395256,
pseudo,Lena,0,0.5,1518,model,stefan,ridge,cci,1.0,15.375,4.306,13.307703615879252,27.22684968132673,
pseudo,Lena,0,0.75,1518,model,stefan,ridge,cci,1.0,15.1,0.607,12.515654263178607,28.705109266556466,
pseudo,Lena,0,1.0,1518,model,stefan,ridge,cci,1.0,15.808,-3.093,12.29389072439112,30.96722564743273,
pseudo,Lena,1,0.0,1518,model,stefan,ridge,cci,1.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,ridge,cci,1.0,16.579,8.002,14.481212577165003,24.82469239542638,
pseudo,Lena,1,0.5,1518,model,stefan,ridge,cci,1.0,15.363,4.298,13.289460399141262,24.858691674718,
pseudo,Lena,1,0.75,1518,model,stefan,ridge,cci,1.0,15.084,0.595,12.292444404529531,26.19838031511457,
pseudo,Lena,1,1.0,1518,model,stefan,ridge,cci,1.0,15.791,-3.109,11.75196184600686,28.712028627693066,
pseudo,Lena,2,0.0,1518,model,stefan,ridge,cci,1.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,ridge,cci,1.0,16.55,7.946,14.558004749826331,23.9023226175218,
pseudo,Lena,2,0.5,1518,model,stefan,ridge,cci,1.0,15.326,4.188,13.378420365700043,24.859940487707743,
pseudo,Lena,2,0.75,1518,model,stefan,ridge,cci,1.0,15.065,0.429,12.16017955389787,26.672679681200986,
pseudo,Lena,2,1.0,1518,model,stefan,ridge,cci,1.0,15.815,-3.33,11.864972980018615,29.250963968641308,
pseudo,Lena,0,0.0,1518,model,stefan,ridge,stefan_cci,5.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,ridge,stefan_cci,5.0,17.386,9.712,15.260615433601766,26.369184291050672,
pseudo,Lena,0,0.5,1518,model,stefan,ridge,stefan_cci,5.0,16.401,7.72,14.343671176906248,26.461093585468273,
pseudo,Lena,0,0.75,1518,model,stefan,ridge,stefan_cci,5.0,15.628,5.727,13.525780860780708,26.76906634725817,
pseudo,Lena,0,1.0,1518,model,stefan,ridge,stefan_cci,5.0,15.099,3.734,12.964678651129637,27.394325190126093,
pseudo,Lena,1,0.0,1518,model,stefan,ridge,stefan_cci,5.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,ridge,stefan_cci,5.0,17.387,9.715,15.100574183502356,25.330538828310782,
pseudo,Lena,1,0.5,1518,model,stefan,ridge,stefan_cci,5.0,16.403,7.725,14.279107960157129,24.835013286611414,
pseudo,Lena,1,0.75,1518,model,stefan,ridge,stefan_cci,5.0,15.629,5.735,13.569185495088925,24.64046699025971,
pseudo,Lena,1,1.0,1518,model,stefan,ridge,stefan_cci,5.0,15.098,3.746,12.916039006927798,25.0809947657613,
pseudo,Lena,2,0.0,1518,model,stefan,ridge,stefan_cci,5.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,ridge,stefan_cci,5.0,17.392,9.723,15.297340144895205,24.462598563095984,
pseudo,Lena,2,0.5,1518,model,stefan,ridge,stefan_cci,5.0,16.413,7.741,14.410426373660911,23.9990001221712,
pseudo,Lena,2,0.75,1518,model,stefan,ridge,stefan_cci,5.0,15.642,5.759,13.72024374165059,24.382663512516384,
pseudo,Lena,2,1.0,1518,model,stefan,ridge,stefan_cci,5.0,15.113,3.777,13.110668820031945,24.984050564505303,
pseudo,Lena,0,0.0,1518,model,stefan,ridge,const,10.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,ridge,const,10.0,17.329,9.705,15.121827374306967,26.3764625273488,
pseudo,Lena,0,0.5,1518,model,stefan,ridge,const,10.0,16.273,7.705,14.085026820908178,26.40296076218463,
pseudo,Lena,0,0.75,1518,model,stefan,ridge,const,10.0,15.415,5.706,13.16018308069213,26.64405662443273,
pseudo,Lena,0,1.0,1518,model,stefan,ridge,const,10.0,14.788,3.706,12.480757058954703,27.122142089770062,
pseudo,Lena,1,0.0,1518,model,stefan,ridge,const,10.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,ridge,const,10.0,17.326,9.702,14.951055976489158,25.342752655084702,
pseudo,Lena,1,0.5,1518,model,stefan,ridge,const,10.0,16.269,7.7,13.997999553093354,24.812410633128007,
pseudo,Lena,1,0.75,1518,model,stefan,ridge,const,10.0,15.409,5.697,13.183926298436837,24.4782731635426,
pseudo,Lena,1,1.0,1518,model,stefan,ridge,const,10.0,14.782,3.694,12.5404474313186,24.74210241916225,
pseudo,Lena,2,0.0,1518,model,stefan,ridge,const,10.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,ridge,const,10.0,17.329,9.707,15.162202862322925,24.48977603419768,
pseudo,Lena,2,0.5,1518,model,stefan,ridge,const,10.0,16.274,7.708,14.161357630147059,23.93061196763787,
pseudo,Lena,2,0.75,1518,model,stefan,ridge,const,10.0,15.416,5.71,13.33102433726986,24.19950046084958,
pseudo,Lena,2,1.0,1518,model,stefan,ridge,const,10.0,14.789,3.711,12.681583041561987,24.640439558741207,
pseudo,Lena,0,0.0,1518,model,stefan,catboost,stefan,10.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,catboost,stefan,10.0,18.548,11.717,16.264039070267938,26.427524411874362,
pseudo,Lena,0,0.5,1518,model,stefan,catboost,stefan,10.0,18.549,11.729,16.287432813078592,26.402874634831317,
pseudo,Lena,0,0.75,1518,model,stefan,catboost,stefan,10.0,18.551,11.741,16.31188386866733,26.381135856723493,
pseudo,Lena,0,1.0,1518,model,stefan,catboost,stefan,10.0,18.554,11.753,16.337387488532734,26.360106701904932,
pseudo,Lena,1,0.0,1518,model,stefan,catboost,stefan,10.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,catboost,stefan,10.0,18.555,11.712,16.098104598744943,25.819513102993344,
pseudo,Lena,1,0.5,1518,model,stefan,catboost,stefan,10.0,18.563,11.718,16.113909549372615,25.802744419412633,
pseudo,Lena,1,0.75,1518,model,stefan,catboost,stefan,10.0,18.572,11.725,16.131189101326274,25.786592257047452,
pseudo,Lena,1,1.0,1518,model,stefan,catboost,stefan,10.0,18.582,11.732,16.14993852502717,25.77261551569217,
pseudo,Lena,2,0.0,1518,model,stefan,catboost,stefan,10.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,catboost,stefan,10.0,18.552,11.726,16.294204735791702,25.38610932843532,
pseudo,Lena,2,0.5,1518,model,stefan,catboost,stefan,10.0,18.556,11.747,16.31188215990125,25.353145683082367,
pseudo,Lena,2,0.75,1518,model,stefan,catboost,stefan,10.0,18.562,11.768,16.3307889240831,25.319510150366842,
pseudo,Lena,2,1.0,1518,model,stefan,catboost,stefan,10.0,18.569,11.789,16.35092075938216,25.283362780608478,
pseudo,Lena,0,0.0,1518,model,stefan,catboost,stefan_cci,1.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,catboost,stefan_cci,1.0,17.139,9.391,14.93549113796612,26.336198028090507,
pseudo,Lena,0,0.5,1518,model,stefan,catboost,stefan_cci,1.0,15.954,7.078,13.769996158488505,26.35698445346535,
pseudo,Lena,0,0.75,1518,model,stefan,catboost,stefan_cci,1.0,15.046,4.764,12.805639121485795,26.67890121138706,
pseudo,Lena,0,1.0,1518,model,stefan,catboost,stefan_cci,1.0,14.468,2.45,12.156268715298875,27.280838236716452,
pseudo,Lena,1,0.0,1518,model,stefan,catboost,stefan_cci,1.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,catboost,stefan_cci,1.0,17.122,9.347,14.804120670685924,25.1263309665748,
pseudo,Lena,1,0.5,1518,model,stefan,catboost,stefan_cci,1.0,15.933,6.988,13.760695496559295,24.446684383242832,
pseudo,Lena,1,0.75,1518,model,stefan,catboost,stefan_cci,1.0,15.038,4.629,12.880993480612533,24.29922993428036,
pseudo,Lena,1,1.0,1518,model,stefan,catboost,stefan_cci,1.0,14.491,2.271,12.130946670581553,24.65402411289191,
pseudo,Lena,2,0.0,1518,model,stefan,catboost,stefan_cci,1.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,catboost,stefan_cci,1.0,17.165,9.436,15.02867866172801,24.23999945077656,
pseudo,Lena,2,0.5,1518,model,stefan,catboost,stefan_cci,1.0,15.999,7.167,13.960577225987644,23.885361164623152,
pseudo,Lena,2,0.75,1518,model,stefan,catboost,stefan_cci,1.0,15.1,4.898,13.093083116578311,24.203849277657017,
pseudo,Lena,2,1.0,1518,model,stefan,catboost,stefan_cci,1.0,14.516,2.629,12.403433535046943,24.730570550072176,
pseudo,Lena,0,0.0,1518,model,stefan,catboost,const,5.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,catboost,const,5.0,17.158,9.433,14.85002419433805,26.340846183588393,
pseudo,Lena,0,0.5,1518,model,stefan,catboost,const,5.0,15.982,7.16,13.603339158211554,26.226772080329397,
pseudo,Lena,0,0.75,1518,model,stefan,catboost,const,5.0,15.07,4.888,12.616451466364797,26.496129845316876,
pseudo,Lena,0,1.0,1518,model,stefan,catboost,const,5.0,14.472,2.615,12.02084460164771,26.97125650793804,
pseudo,Lena,1,0.0,1518,model,stefan,catboost,const,5.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,catboost,const,5.0,17.145,9.405,14.654749247287215,25.22791396853425,
pseudo,Lena,1,0.5,1518,model,stefan,catboost,const,5.0,15.965,7.105,13.496835270980958,24.571671779378306,
pseudo,Lena,1,0.75,1518,model,stefan,catboost,const,5.0,15.061,4.805,12.625438328239982,24.19688778310296,
pseudo,Lena,1,1.0,1518,model,stefan,catboost,const,5.0,14.484,2.504,12.041771765891855,24.4204203320041,
pseudo,Lena,2,0.0,1518,model,stefan,catboost,const,5.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,catboost,const,5.0,17.147,9.431,14.90776782674069,24.4075764346572,
pseudo,Lena,2,0.5,1518,model,stefan,catboost,const,5.0,15.962,7.157,13.702578504852779,23.81065870991175,
pseudo,Lena,2,0.75,1518,model,stefan,catboost,const,5.0,15.042,4.883,12.787295601249005,24.057641649407337,
pseudo,Lena,2,1.0,1518,model,stefan,catboost,const,5.0,14.438,2.609,12.168321377597623,24.495365637830915,
pseudo,Lena,0,0.0,1518,model,stefan,mlp,stefan,5.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,mlp,stefan,5.0,18.518,11.666,16.19522183653211,26.437269145100107,
pseudo,Lena,0,0.5,1518,model,stefan,mlp,stefan,5.0,18.489,11.628,16.14910521502326,26.42861425408608,
pseudo,Lena,0,0.75,1518,model,stefan,mlp,stefan,5.0,18.459,11.589,16.103360513169502,26.42022843491551,
pseudo,Lena,0,1.0,1518,model,stefan,mlp,stefan,5.0,18.43,11.55,16.057990910020806,26.412111945635054,
pseudo,Lena,1,0.0,1518,model,stefan,mlp,stefan,5.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,mlp,stefan,5.0,18.549,11.699,16.089780232167506,25.866192536740055,
pseudo,Lena,1,0.5,1518,model,stefan,mlp,stefan,5.0,18.551,11.692,16.09601627608439,25.860833571229946,
pseudo,Lena,1,0.75,1518,model,stefan,mlp,stefan,5.0,18.553,11.686,16.10248645302006,25.855858998250334,
pseudo,Lena,1,1.0,1518,model,stefan,mlp,stefan,5.0,18.556,11.679,16.109190482067504,25.852034680747717,
pseudo,Lena,2,0.0,1518,model,stefan,mlp,stefan,5.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,mlp,stefan,5.0,18.547,11.694,16.272759588435175,25.428586526513982,
pseudo,Lena,2,0.5,1518,model,stefan,mlp,stefan,5.0,18.547,11.684,16.267990047105673,25.43752310427856,
pseudo,Lena,2,0.75,1518,model,stefan,mlp,stefan,5.0,18.547,11.673,16.263452241489173,25.44670473457384,
pseudo,Lena,2,1.0,1518,model,stefan,mlp,stefan,5.0,18.547,11.662,16.259146364381657,25.45613115900985,
pseudo,Lena,0,0.0,1518,model,stefan,mlp,cci,10.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,mlp,cci,10.0,15.986,6.899,13.776319616098377,26.5727968548246,
pseudo,Lena,0,0.5,1518,model,stefan,mlp,cci,10.0,14.648,2.093,12.261343322633817,27.917616868350535,
pseudo,Lena,0,0.75,1518,model,stefan,mlp,cci,10.0,14.867,-2.713,11.772869498316007,30.20601637978698,
pseudo,Lena,0,1.0,1518,model,stefan,mlp,cci,10.0,16.582,-7.519,12.972057758297726,33.21667567532537,
pseudo,Lena,1,0.0,1518,model,stefan,mlp,cci,10.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,mlp,cci,10.0,16.009,6.936,13.83462805546065,24.87623282980733,
pseudo,Lena,1,0.5,1518,model,stefan,mlp,cci,10.0,14.683,2.166,12.285123942789722,25.764000160481213,
pseudo,Lena,1,0.75,1518,model,stefan,mlp,cci,10.0,14.896,-2.603,11.443019707840781,27.987061481691704,
pseudo,Lena,1,1.0,1518,model,stefan,mlp,cci,10.0,16.589,-7.372,12.21976895548578,31.090216011589465,
pseudo,Lena,2,0.0,1518,model,stefan,mlp,cci,10.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,mlp,cci,10.0,16.008,6.897,13.95195757183592,24.221862784036198,
pseudo,Lena,2,0.5,1518,model,stefan,mlp,cci,10.0,14.697,2.089,12.4645106055842,25.59996647648934,
pseudo,Lena,2,0.75,1518,model,stefan,mlp,cci,10.0,14.942,-2.719,11.538091340208009,27.882943667346066,
pseudo,Lena,2,1.0,1518,model,stefan,mlp,cci,10.0,16.675,-7.528,12.63758187926488,30.866320636663588,
pseudo,Lena,0,0.0,1518,model,stefan,mlp,const,1.0,18.548,11.705,16.241707210329377,26.44619284415228,
pseudo,Lena,0,0.25,1518,model,stefan,mlp,const,1.0,17.024,9.183,14.711301983340485,26.40051819549707,
pseudo,Lena,0,0.5,1518,model,stefan,mlp,const,1.0,15.76,6.66,13.373122305898166,26.574326257561975,
pseudo,Lena,0,0.75,1518,model,stefan,mlp,const,1.0,14.825,4.138,12.311827821846759,26.94386656260937,
pseudo,Lena,0,1.0,1518,model,stefan,mlp,const,1.0,14.281,1.615,11.741163651168531,27.615746073122974,
pseudo,Lena,1,0.0,1518,model,stefan,mlp,const,1.0,18.548,11.705,16.08377859260714,25.871935510091735,
pseudo,Lena,1,0.25,1518,model,stefan,mlp,const,1.0,17.023,9.17,14.566180313814382,25.348552277629516,
pseudo,Lena,1,0.5,1518,model,stefan,mlp,const,1.0,15.764,6.634,13.355623327625846,24.897827830560484,
pseudo,Lena,1,0.75,1518,model,stefan,mlp,const,1.0,14.837,4.098,12.422976527449219,24.92932423525277,
pseudo,Lena,1,1.0,1518,model,stefan,mlp,const,1.0,14.308,1.563,11.716701378637502,25.475394155126445,
pseudo,Lena,2,0.0,1518,model,stefan,mlp,const,1.0,18.548,11.705,16.277760661947624,25.419895252173298,
pseudo,Lena,2,0.25,1518,model,stefan,mlp,const,1.0,17.044,9.167,14.780670770736583,24.408601522481703,
pseudo,Lena,2,0.5,1518,model,stefan,mlp,const,1.0,15.81,6.63,13.503229728223646,24.198641059247198,
pseudo,Lena,2,0.75,1518,model,stefan,mlp,const,1.0,14.91,4.092,12.539507138018317,24.741536224425342,
pseudo,Lena,2,1.0,1518,model,stefan,mlp,const,1.0,14.409,1.554,11.976338604318737,25.536251397835642,
pseudo,Lena,0,0.0,1518,model,cci,ridge,stefan,1.0,16.485,-7.016,,,
pseudo,Lena,0,0.25,1518,model,cci,ridge,stefan,1.0,14.991,-1.424,,,
pseudo,Lena,0,0.5,1518,model,cci,ridge,stefan,1.0,15.551,4.169,,,
pseudo,Lena,0,0.75,1518,model,cci,ridge,stefan,1.0,17.975,9.761,,,
pseudo,Lena,0,1.0,1518,model,cci,ridge,stefan,1.0,21.644,15.353,,,
pseudo,Lena,1,0.0,1518,model,cci,ridge,stefan,1.0,16.485,-7.016,,,
pseudo,Lena,1,0.25,1518,model,cci,ridge,stefan,1.0,14.985,-1.426,,,
pseudo,Lena,1,0.5,1518,model,cci,ridge,stefan,1.0,15.538,4.164,,,
pseudo,Lena,1,0.75,1518,model,cci,ridge,stefan,1.0,17.954,9.755,,,
pseudo,Lena,1,1.0,1518,model,cci,ridge,stefan,1.0,21.619,15.345,,,
pseudo,Lena,2,0.0,1518,model,cci,ridge,stefan,1.0,16.485,-7.016,,,
pseudo,Lena,2,0.25,1518,model,cci,ridge,stefan,1.0,14.988,-1.504,,,
pseudo,Lena,2,0.5,1518,model,cci,ridge,stefan,1.0,15.488,4.008,,,
pseudo,Lena,2,0.75,1518,model,cci,ridge,stefan,1.0,17.816,9.519,,,
pseudo,Lena,2,1.0,1518,model,cci,ridge,stefan,1.0,21.385,15.031,,,
pseudo,Lena,0,0.0,1518,model,cci,ridge,cci,5.0,16.485,-7.016,,,
pseudo,Lena,0,0.25,1518,model,cci,ridge,cci,5.0,16.342,-6.611,,,
pseudo,Lena,0,0.5,1518,model,cci,ridge,cci,5.0,16.213,-6.206,,,
pseudo,Lena,0,0.75,1518,model,cci,ridge,cci,5.0,16.099,-5.8,,,
pseudo,Lena,0,1.0,1518,model,cci,ridge,cci,5.0,15.999,-5.395,,,
pseudo,Lena,1,0.0,1518,model,cci,ridge,cci,5.0,16.485,-7.016,,,
pseudo,Lena,1,0.25,1518,model,cci,ridge,cci,5.0,16.34,-6.608,,,
pseudo,Lena,1,0.5,1518,model,cci,ridge,cci,5.0,16.209,-6.201,,,
pseudo,Lena,1,0.75,1518,model,cci,ridge,cci,5.0,16.093,-5.793,,,
pseudo,Lena,1,1.0,1518,model,cci,ridge,cci,5.0,15.991,-5.386,,,
pseudo,Lena,2,0.0,1518,model,cci,ridge,cci,5.0,16.485,-7.016,,,
pseudo,Lena,2,0.25,1518,model,cci,ridge,cci,5.0,16.339,-6.597,,,
pseudo,Lena,2,0.5,1518,model,cci,ridge,cci,5.0,16.207,-6.178,,,
pseudo,Lena,2,0.75,1518,model,cci,ridge,cci,5.0,16.09,-5.759,,,
pseudo,Lena,2,1.0,1518,model,cci,ridge,cci,5.0,15.988,-5.34,,,
