site_name,year,lat,lon,alt_cm,n_pts
PT_824_1,2016,64.95098604326733,-147.61534447920792,68.75247524752476,404
Permafrost Tunnel,2014,64.95085903969485,-147.61685349393173,71.58415841584159,101
Permafrost Tunnel,2015,64.95085903969485,-147.61685349393173,69.39603960396039,101
Permafrost Tunnel,2016,64.95085903969485,-147.61685349393173,79.34653465346534,101
Permafrost Tunnel,2017,64.9508593981241,-147.61689060838256,77.34375,96
Permafrost Tunnel,2018,64.95086286833067,-147.61685896711694,80.88172043010752,93
Permafrost Tunnel,2019,64.95086829741567,-147.61674479143375,90.85714285714286,98
Permafrost Tunnel,2020,64.95086526430427,-147.61678095931998,96.91919191919192,99
Permafrost Tunnel,2021,64.95086526430427,-147.61678095931998,97.64646464646465,99
Permafrost Tunnel,2022,64.95086153520806,-147.61686298286492,94.3578947368421,95
Pipeline Pond,2016,68.95215,-148.8761,46.3,2
Polygons,2016,68.78868,-148.85028,60.3,1
Pump 3 Turnout,2016,68.85011499999999,-148.828895,54.5,2
Q1,2019,61.30999,-121.29482,86.0,1
Q2,2019,61.31018,-121.29482,77.6666666666667,1
Q3,2019,61.31034,-121.29481,57.0,1
Q5,2019,61.31067,-121.29474,53.5,1
Q6,2019,61.31085,-121.29476,157.0,1
R2,2019,61.31011,-121.29438,63.0,1
R3,2019,61.31033,-121.29448,55.3333333333333,1
Reed_1,2016,61.17192785097038,-162.77503483758937,68.66539936512054,9790
Reed_1_HR,2016,61.17036775409836,-162.77038021311475,66.1639344262295,61
Reed_2,2016,61.17987240250696,-162.77846486072423,72.74031297920148,4308
Reed_2_HR,2016,61.178017744455445,-162.778509519802,60.73267326732673,101
Reed_3,2016,61.182583742105265,-162.7858071086316,65.21384530061789,9500
Reed_3_HR,2016,61.1857405154,-162.789567807,70.73,100
Reed_4,2016,61.17377950736683,-162.78288143294296,64.95692669291273,5294
Reed_4_HR,2016,61.1726685819802,-162.7865624118812,60.960396039603964,101
Rolling Hills,2016,69.1231616,-148.83994205555555,40.74444444444444,9
Rolling_Hills,2016,69.1204877766035,-148.837460206414,27.75587463556851,686
Rolling_Hills,2017,69.12639264752602,-148.84324490584467,32.45955964771817,2498
S1,2019,61.30996,-121.29407,55.0,1
S2,2019,61.31032,-121.29406,58.6666666666667,1
SC2,2018,62.697240985321336,-141.14274408251927,56.287403155758355,389
SEWP,2017,65.41778114006514,-164.65042970032573,58.12312703583061,614
SG,2017,69.42357942474335,-148.68813199640937,45.875,160
SG,2018,69.42355306672265,-148.6880066847545,52.36082474226804,97
SG,2019,69.4235405034748,-148.68814921126298,54.88648648648649,185
SM_819_1,2018,68.71495909090909,-149.02959181818184,47.18181818181818,44
SS3-200,2008,60.95744,-117.34259,62.33333333,1
SS3-200,2009,60.95724,-117.34153,66.4583333325,4
SS3-29,2012,60.94967280000001,-117.3738926,66.133333334,5
SS3-64,2012,60.9209875,-117.0252475,115.0,4
SS3-65,2012,60.856563333333334,-117.02306166666666,96.89999999999999,6
SS3-Val205,2012,60.96918,-117.29615,59.0,1
SS50-200,2012,60.957764,-117.160314,93.066666668,5
SS50-200,2013,60.95797,-117.16102,100.0,1
Sedge-2A,2017,69.607993,-148.651133,60.75,8
Sedge-3A,2017,69.66303,-148.7127,53.625,8
Sev 1,2013,68.99675103,-150.2815055,57.64705882352941,102
Sev 1,2018,68.997172865,-150.281096011,57.64705882352941,51
Sev N,2013,69.0742031,-150.4039689,49.10204081632653,98
Sev N,2018,69.07437433932816,-150.40278664785305,49.10204081632653,49
Severe_Burn,2018,68.99551194921568,-150.28117764117647,72.49019607843137,204
Seward,2017,64.89609713318285,-165.12461243792325,50.390970654627544,1329
Seward Peninsula,2017,64.92686025770602,-164.89324940166665,34.46083333333333,360
Seward Peninsula,2019,64.93621454152117,-165.43486835190146,78.51934523809524,1008
Seward Peninsula,2022,64.91902579728668,-165.20754533585526,49.239234449760765,836
T1,2019,61.30997,-121.29371,102.0,1
T2,2019,61.31011,-121.2937,64.3333333333333,1
TL_MM27,2013,64.74302984202212,-165.96550794628752,65.26635071090047,633
Thermokarst,2018,68.967559015,-150.24913088461537,58.11538461538461,104
Thermokarst site,2018,68.9166384,-148.8478998,47.3,5
Tussock-1A,2017,69.353938,-148.749669,60.0,4
U1,2019,61.30995,-121.29335,88.0,1
U2,2019,61.3101,-121.29332,74.6666666666667,1
U3,2019,61.31031,-121.29332,66.3333333333333,1
U5,2019,61.31065,-121.29329,71.5,1
U6,2019,61.31084,-121.29329,62.3333333333333,1
UB2_814,2018,63.815722188019805,-144.95607697821782,54.722772277227726,404
UNB,2018,71.26311216730038,-156.82186881284326,33.26145979602873,2367
Unb,2013,68.9344853,-150.2728053,48.76470588235294,102
Unb,2018,68.9348938,-150.2722799025,48.76470588235294,51
Unb N,2013,69.04042677,-150.4120252,50.6078431372549,102
Unb N,2018,69.040544798,-150.4132236035,50.6078431372549,51
Unburn,2018,68.93369897588235,-150.2710844862745,55.98039215686274,204
Unburn,2023,61.29750630379747,-121.26211055696201,108.74683544303798,237
Unburn,2024,61.29750022040817,-121.26211523265306,103.43061224489796,245
V4,2019,61.31046,-121.29294,53.3333333333333,1
V5,2019,61.31065,-121.29295,60.3333333333333,1
V6,2019,61.31083,-121.29294,56.3333333333333,1
VALSS13013,2022,60.736161333333335,-116.49760750000002,74.5,90
VALSS1302,2022,60.86926266666667,-116.7283055,79.33333333333333,90
VALSS1303,2022,60.8661235,-116.716615,90.0,30
VALSS31,2022,60.94050466101695,-117.38706806779662,47.86440677966102,59
VALSS32,2022,60.969105666666664,-117.30966916666668,59.166666666666664,90
VALSS3205,2022,60.96910266666667,-117.29656633333333,98.88333333333334,90
VALSS32B1,2022,60.969114,-117.309858,55.0,1
VALSS33,2022,60.97780833333333,-117.21974283333333,47.0,90
VALSS504,2022,60.965642,-117.176757,52.5,15
VALZF20201,2022,61.58793783333333,-117.13963416666665,100.16666666666667,90
VALZF20202,2022,62.07368316666667,-116.32177916666666,83.0,90
VALZF2026,2022,61.769017833333336,-116.78778016666666,70.5,90
VALZF2047,2022,62.02870266666667,-116.31457016666667,51.666666666666664,90
VALZF4610,2022,62.55603899999999,-116.416319,90.0,30
VALZF463B1,2022,62.258838,-116.370837,82.375,4
VALZF463B2,2022,62.25871,-116.370991,72.66666666666667,6
VALZF466,2022,62.542645666666665,-116.44575283333333,105.0,90
W3,2019,61.3103,-121.29262,51.3333333333333,1
W5,2019,61.31069,-121.29258,93.0,1
W6,2019,61.31083,-121.29256,53.3333333333333,1
W7,2019,61.311,-121.29256,77.0,1
X1,2019,61.30995,-121.29225,112.333333333333,1
X2,2019,61.31009,-121.29222,103.666666666667,1
X3,2019,61.31028,-121.29221,150.0,1
X4,2019,61.31045,-121.2922,162.666666666667,1
X5,2019,61.31063,-121.29218,91.6666666666667,1
X6,2019,61.31079,-121.29216,95.6666666666667,1
X7,2019,61.31099,-121.29217,155.333333333333,1
Y1,2019,61.30987,-121.29182,135.666666666667,1
Y2,2019,61.31007,-121.29181,96.0,1
Y3,2019,61.31024,-121.29181,180.333333333333,1
Y4,2019,61.31044,-121.29178,104.333333333333,1
Y5,2019,61.3106,-121.29184,86.6666666666667,1
Y6,2019,61.31079,-121.29177,86.6666666666667,1
Y7,2019,61.31098,-121.2918,91.3333333333333,1
YK Delta Burned,2013,61.270038,-163.23564000000002,66.61538461538461,26
YK Delta Unburned,2013,61.270730500000006,-163.238583,60.76923076923077,26
ZF14-200,2013,62.50844833333333,-113.39508666666667,64.69444444666667,6
ZF14-203,2013,62.51531333333333,-113.39106500000001,60.02777777833333,6
ZF14-207,2013,62.434821666666664,-113.15369500000001,85.666666665,6
ZF14-208,2013,62.43049666666667,-113.15107333333333,80.11111111000001,3
ZF14-210,2013,62.38290333333333,-113.19345,70.777777775,6
ZF14-220,2013,62.42987333333334,-113.15150999999999,59.666666666666664,3
ZF14-3,2013,62.500802,-113.41396999999999,51.2,5
ZF14-Val200,2013,62.49374,-113.43828,54.5,1
ZF14-val2,2013,62.49567,-113.57888,50.0,1
ZF14-val6,2013,62.3272,-113.1178,55.33333333,1
ZF14-val7,2013,62.32266,-113.1125,59.66666667,1
ZF17-200,2013,62.418512,-113.00306599999999,72.633333334,5
ZF17-203,2013,62.392313333333334,-113.04256833333334,55.44444444333334,6
ZF17-206,2013,62.38301666666666,-113.07727666666666,54.75,6
ZF17-207,2013,62.381409999999995,-113.08011666666665,44.666666666666664,3
ZF17-40,2013,62.3942675,-113.131965,77.2083333325,4
ZF17-6,2013,62.365093333333334,-113.07494166666667,60.49999999833333,6
ZF17-7,2013,62.35041666666667,-113.08324,79.555555555,6
ZF17-9,2013,62.35456,-113.09421,54.916666667499996,4
ZF20-10,2013,61.715430000000005,-116.89058600000001,73.6,5
ZF20-26,2013,61.77001833333333,-116.78871333333335,81.5,6
ZF20-3,2013,61.619664799999995,-117.12878860000001,89.60799999999999,5
ZF20-47,2013,62.02930833333334,-116.311415,87.22222223,6
ZF20-Val202,2013,62.07367,-116.3219,60.17,1
ZF28-201,2013,62.490275,-113.50706833333334,39.833333333333336,6
ZF46-14,2013,62.56528,-116.37776,100.0,1
val-ss50-4,2013,60.96547,-117.17677,32.16666667,1
val-zf14-2,2013,62.49567,-113.5788,62.83333333,1
val-zf14-200,2013,62.49374,-113.43828,64.0,1
val-zf20-47,2013,62.02872,-116.31459,67.16666667,1
val-zf46-6,2013,62.54267,-116.4457,37.0,1
