proto,family,anchor,pseudo,resid,r,lam,rmse_mean,n_reg,name
half,anchored,stefan_cci,stefan,mlp,5.0,0.25,21.635333333333335,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,mlp,5.0,0.5,22.036499999999997,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,mlp,5.0,0.75,22.857999999999997,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,mlp,5.0,1.0,24.0575,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,mlp,10.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,mlp,10.0,0.25,21.654333333333334,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,mlp,10.0,0.5,22.075666666666667,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,mlp,10.0,0.75,22.917333333333332,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,mlp,10.0,1.0,24.13533333333333,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,ridge,0.5,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,ridge,0.5,0.25,21.705333333333336,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,ridge,0.5,0.5,22.325333333333333,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,ridge,0.5,0.75,23.4645,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,ridge,0.5,1.0,25.04,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,ridge,1.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,ridge,1.0,0.25,21.614333333333335,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,ridge,1.0,0.5,22.088833333333334,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,ridge,1.0,0.75,23.051666666666666,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,ridge,1.0,1.0,24.4385,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,ridge,2.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,ridge,2.0,0.25,21.467833333333335,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,ridge,2.0,0.5,21.7095,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,ridge,2.0,0.75,22.383833333333335,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,ridge,2.0,1.0,23.452166666666667,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,ridge,5.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,ridge,5.0,0.25,21.446,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,ridge,5.0,0.5,21.626333333333335,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · Stefan 증강(r=5)
