proto,family,anchor,pseudo,resid,r,lam,rmse_mean,n_reg,name
half,anchored,stefan,stefan,ridge,5.0,1.0,24.1015,2,Stefan 앵커 + 선형 잔차(λ=1) · Stefan 증강(r=5)
half,anchored,stefan,stefan,ridge,10.0,0.0,23.723,2,Stefan 앵커 + 선형 잔차(λ=0) · Stefan 증강(r=10)
half,anchored,stefan,stefan,ridge,10.0,0.25,23.788833333333336,2,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan 증강(r=10)
half,anchored,stefan,stefan,ridge,10.0,0.5,23.860999999999997,2,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan 증강(r=10)
half,anchored,stefan,stefan,ridge,10.0,0.75,23.940333333333335,2,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan 증강(r=10)
half,anchored,stefan,stefan,ridge,10.0,1.0,24.0255,2,Stefan 앵커 + 선형 잔차(λ=1) · Stefan 증강(r=10)
half,anchored,stefan,stefan_cci,catboost,0.5,0.0,23.723,2,Stefan 앵커 + 부스팅 잔차(λ=0) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,catboost,0.5,0.25,22.877166666666668,2,Stefan 앵커 + 부스팅 잔차(λ=0.25) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,catboost,0.5,0.5,22.232,2,Stefan 앵커 + 부스팅 잔차(λ=0.5) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,catboost,0.5,0.75,21.806,2,Stefan 앵커 + 부스팅 잔차(λ=0.75) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,catboost,0.5,1.0,21.6125,2,Stefan 앵커 + 부스팅 잔차(λ=1) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,catboost,1.0,0.0,23.723,2,Stefan 앵커 + 부스팅 잔차(λ=0) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,catboost,1.0,0.25,23.008499999999998,2,Stefan 앵커 + 부스팅 잔차(λ=0.25) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,catboost,1.0,0.5,22.491333333333333,2,Stefan 앵커 + 부스팅 잔차(λ=0.5) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,catboost,1.0,0.75,22.186666666666667,2,Stefan 앵커 + 부스팅 잔차(λ=0.75) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,catboost,1.0,1.0,22.104666666666667,2,Stefan 앵커 + 부스팅 잔차(λ=1) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,catboost,2.0,0.0,23.723,2,Stefan 앵커 + 부스팅 잔차(λ=0) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,catboost,2.0,0.25,23.011833333333332,2,Stefan 앵커 + 부스팅 잔차(λ=0.25) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,catboost,2.0,0.5,22.506333333333334,2,Stefan 앵커 + 부스팅 잔차(λ=0.5) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,catboost,2.0,0.75,22.222833333333334,2,Stefan 앵커 + 부스팅 잔차(λ=0.75) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,catboost,2.0,1.0,22.171666666666667,2,Stefan 앵커 + 부스팅 잔차(λ=1) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,catboost,5.0,0.0,23.723,2,Stefan 앵커 + 부스팅 잔차(λ=0) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,catboost,5.0,0.25,22.938666666666666,2,Stefan 앵커 + 부스팅 잔차(λ=0.25) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,catboost,5.0,0.5,22.371,2,Stefan 앵커 + 부스팅 잔차(λ=0.5) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,catboost,5.0,0.75,22.037333333333333,2,Stefan 앵커 + 부스팅 잔차(λ=0.75) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,catboost,5.0,1.0,21.950166666666668,2,Stefan 앵커 + 부스팅 잔차(λ=1) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,catboost,10.0,0.0,23.723,2,Stefan 앵커 + 부스팅 잔차(λ=0) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,catboost,10.0,0.25,22.983666666666664,2,Stefan 앵커 + 부스팅 잔차(λ=0.25) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,catboost,10.0,0.5,22.448833333333333,2,Stefan 앵커 + 부스팅 잔차(λ=0.5) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,catboost,10.0,0.75,22.134333333333334,2,Stefan 앵커 + 부스팅 잔차(λ=0.75) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,catboost,10.0,1.0,22.051166666666667,2,Stefan 앵커 + 부스팅 잔차(λ=1) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,mlp,5.0,0.0,23.723,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,mlp,5.0,0.25,31.819999999999997,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,mlp,5.0,0.5,42.527,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,mlp,5.0,0.75,53.8225,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,mlp,5.0,1.0,65.53483333333332,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,mlp,10.0,0.0,23.723,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,mlp,10.0,0.25,22.92283333333333,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,mlp,10.0,0.5,22.423,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,mlp,10.0,0.75,22.244,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,mlp,10.0,1.0,22.393666666666668,2,Stefan 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,ridge,0.5,0.0,23.723,2,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,ridge,0.5,0.25,23.361,2,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,ridge,0.5,0.5,23.212833333333336,2,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,ridge,0.5,0.75,23.283333333333335,2,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,ridge,0.5,1.0,23.57183333333333,2,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=0.5)
half,anchored,stefan,stefan_cci,ridge,1.0,0.0,23.723,2,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,ridge,1.0,0.25,23.242833333333337,2,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,ridge,1.0,0.5,22.98966666666667,2,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,ridge,1.0,0.75,22.972499999999997,2,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,ridge,1.0,1.0,23.192833333333333,2,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=1)
half,anchored,stefan,stefan_cci,ridge,2.0,0.0,23.723,2,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,ridge,2.0,0.25,23.0545,2,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,ridge,2.0,0.5,22.633166666666664,2,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,ridge,2.0,0.75,22.47233333333333,2,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,ridge,2.0,1.0,22.576,2,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=2)
half,anchored,stefan,stefan_cci,ridge,5.0,0.0,23.723,2,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,ridge,5.0,0.25,22.988333333333333,2,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,ridge,5.0,0.5,22.546666666666667,2,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,ridge,5.0,0.75,22.4145,2,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,ridge,5.0,1.0,22.595,2,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=5)
half,anchored,stefan,stefan_cci,ridge,10.0,0.0,23.723,2,Stefan 앵커 + 선형 잔차(λ=0) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,ridge,10.0,0.25,22.967,2,Stefan 앵커 + 선형 잔차(λ=0.25) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,ridge,10.0,0.5,22.526666666666667,2,Stefan 앵커 + 선형 잔차(λ=0.5) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,ridge,10.0,0.75,22.419166666666666,2,Stefan 앵커 + 선형 잔차(λ=0.75) · Stefan+위성 증강(r=10)
half,anchored,stefan,stefan_cci,ridge,10.0,1.0,22.647000000000002,2,Stefan 앵커 + 선형 잔차(λ=1) · Stefan+위성 증강(r=10)
half,anchored,stefan_cci,cci,catboost,0.5,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,catboost,0.5,0.25,21.8375,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,catboost,0.5,0.5,22.2135,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,catboost,0.5,0.75,22.79483333333333,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,catboost,0.5,1.0,23.566499999999998,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,catboost,1.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,catboost,1.0,0.25,21.796833333333332,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,catboost,1.0,0.5,22.158166666666666,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,catboost,1.0,0.75,22.750666666666667,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,catboost,1.0,1.0,23.55633333333333,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,catboost,2.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,catboost,2.0,0.25,21.830833333333334,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,catboost,2.0,0.5,22.310166666666667,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,catboost,2.0,0.75,23.095,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,catboost,2.0,1.0,24.1555,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,catboost,5.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,catboost,5.0,0.25,21.949,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,catboost,5.0,0.5,22.4925,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,catboost,5.0,0.75,23.289,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,catboost,5.0,1.0,24.314333333333337,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,catboost,10.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,catboost,10.0,0.25,21.970333333333333,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,catboost,10.0,0.5,22.532,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,catboost,10.0,0.75,23.344,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,catboost,10.0,1.0,24.381500000000003,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,mlp,5.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,mlp,5.0,0.25,22.112333333333332,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,mlp,5.0,0.5,22.853749999999998,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,mlp,5.0,0.75,23.87375,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,mlp,5.0,1.0,25.13925,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,mlp,10.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,mlp,10.0,0.25,22.103499999999997,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,mlp,10.0,0.5,22.859833333333334,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,mlp,10.0,0.75,23.915249999999997,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,mlp,10.0,1.0,25.231833333333334,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,ridge,0.5,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,ridge,0.5,0.25,21.965666666666667,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,ridge,0.5,0.5,22.394166666666667,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,ridge,0.5,0.75,22.954666666666665,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,ridge,0.5,1.0,23.637666666666668,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=0.5)
half,anchored,stefan_cci,cci,ridge,1.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,ridge,1.0,0.25,22.038333333333334,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,ridge,1.0,0.5,22.568666666666665,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,ridge,1.0,0.75,23.256666666666668,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,ridge,1.0,1.0,24.088833333333334,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=1)
half,anchored,stefan_cci,cci,ridge,2.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,ridge,2.0,0.25,22.067833333333333,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,ridge,2.0,0.5,22.671,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,ridge,2.0,0.75,23.4695,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,ridge,2.0,1.0,24.442833333333333,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=2)
half,anchored,stefan_cci,cci,ridge,5.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,ridge,5.0,0.25,22.175,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,ridge,5.0,0.5,22.953,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,ridge,5.0,0.75,23.982,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,ridge,5.0,1.0,25.23,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=5)
half,anchored,stefan_cci,cci,ridge,10.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,ridge,10.0,0.25,22.23,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,ridge,10.0,0.5,23.096333333333334,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,ridge,10.0,0.75,24.240166666666667,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75) · 위성제품 증강(r=10)
half,anchored,stefan_cci,cci,ridge,10.0,1.0,25.622500000000002,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1) · 위성제품 증강(r=10)
half,anchored,stefan_cci,none,catboost,0.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0)
half,anchored,stefan_cci,none,catboost,0.0,0.25,21.745333333333335,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25)
half,anchored,stefan_cci,none,catboost,0.0,0.5,22.328166666666664,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5)
half,anchored,stefan_cci,none,catboost,0.0,0.75,23.31066666666667,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75)
half,anchored,stefan_cci,none,catboost,0.0,1.0,24.584000000000003,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1)
half,anchored,stefan_cci,none,ridge,0.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0)
half,anchored,stefan_cci,none,ridge,0.0,0.25,22.241500000000002,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.25)
half,anchored,stefan_cci,none,ridge,0.0,0.5,24.201999999999998,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.5)
half,anchored,stefan_cci,none,ridge,0.0,0.75,27.242,2,Stefan+위성제품 앵커 + 선형 잔차(λ=0.75)
half,anchored,stefan_cci,none,ridge,0.0,1.0,31.018,2,Stefan+위성제품 앵커 + 선형 잔차(λ=1)
half,anchored,stefan_cci,stefan,catboost,0.5,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,catboost,0.5,0.25,21.770333333333333,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,catboost,0.5,0.5,22.240333333333332,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,catboost,0.5,0.75,23.064833333333336,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,catboost,0.5,1.0,24.20666666666667,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · Stefan 증강(r=0.5)
half,anchored,stefan_cci,stefan,catboost,1.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,catboost,1.0,0.25,21.800333333333334,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,catboost,1.0,0.5,22.3315,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,catboost,1.0,0.75,23.243,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,catboost,1.0,1.0,24.493166666666667,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,catboost,2.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,catboost,2.0,0.25,21.779333333333334,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,catboost,2.0,0.5,22.286166666666666,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,catboost,2.0,0.75,23.170333333333335,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,catboost,2.0,1.0,24.392166666666668,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,catboost,5.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,catboost,5.0,0.25,21.7625,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,catboost,5.0,0.5,22.218333333333334,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,catboost,5.0,0.75,23.02283333333333,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,catboost,5.0,1.0,24.141166666666667,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · Stefan 증강(r=5)
half,anchored,stefan_cci,stefan,catboost,10.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,catboost,10.0,0.25,21.754,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.25) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,catboost,10.0,0.5,22.173,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.5) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,catboost,10.0,0.75,22.91583333333333,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=0.75) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,catboost,10.0,1.0,23.9515,2,Stefan+위성제품 앵커 + 부스팅 잔차(λ=1) · Stefan 증강(r=10)
half,anchored,stefan_cci,stefan,mlp,1.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,mlp,1.0,0.25,21.684166666666666,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,mlp,1.0,0.5,22.126,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,mlp,1.0,0.75,22.977666666666668,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,mlp,1.0,1.0,24.195999999999998,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan 증강(r=1)
half,anchored,stefan_cci,stefan,mlp,2.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,mlp,2.0,0.25,21.5925,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.25) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,mlp,2.0,0.5,21.9015,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.5) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,mlp,2.0,0.75,22.588833333333334,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0.75) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,mlp,2.0,1.0,23.6215,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=1) · Stefan 증강(r=2)
half,anchored,stefan_cci,stefan,mlp,5.0,0.0,21.6775,2,Stefan+위성제품 앵커 + 다층퍼셉트론 잔차(λ=0) · Stefan 증강(r=5)
