proto,target,seed,lam,family,anchor,pseudo,resid,r,rmse_cm,bias_cm,n,ci_lo,ci_hi,error
half,Lena,1,1.0,direct,none,stefan,ftt,0.5,17.248,9.44,1518,14.890758734699794,26.19289049817666,
half,Lena,2,1.0,direct,none,stefan,ftt,0.5,17.157,8.954,1518,14.812064736908376,24.05598476457786,
half,Lena,0,1.0,direct,none,stefan,ftt,10.0,16.499,8.028,1518,14.101378731213945,26.145107843397874,
half,Lena,1,1.0,direct,none,stefan,ftt,10.0,16.468,7.941,1518,14.078174941614641,26.620542953508462,
half,Lena,2,1.0,direct,none,stefan,ftt,10.0,16.563,8.126,1518,14.239647616763719,23.9350735902194,
half,Lena,0,1.0,direct,none,cci,ftt,5.0,,,1518,,,diverged
half,Lena,1,1.0,direct,none,cci,ftt,5.0,,,1518,,,diverged
half,Lena,2,1.0,direct,none,cci,ftt,5.0,,,1518,,,diverged
half,Lena,0,1.0,direct,none,stefan_cci,ftt,2.0,,,1518,,,diverged
half,Lena,1,1.0,direct,none,stefan_cci,ftt,2.0,,,1518,,,diverged
half,Lena,2,1.0,direct,none,stefan_cci,ftt,2.0,,,1518,,,diverged
half,Lena,0,1.0,direct,none,const,ftt,1.0,18.248,11.222,1518,15.85859681773248,26.198478732421265,
half,Lena,1,1.0,direct,none,const,ftt,1.0,17.909,10.755,1518,15.48338834058792,26.08308347395235,
half,Lena,2,1.0,direct,none,const,ftt,1.0,18.323,11.335,1518,15.987743874161307,24.45808440928702,
half,Lena,0,1.0,direct,none,none,ridge,0.0,19.55,-3.312,1518,14.718890566964857,36.23938478057604,
half,Lena,1,1.0,direct,none,none,ridge,0.0,19.55,-3.312,1518,14.105808437396892,36.38168784229764,
half,Lena,2,1.0,direct,none,none,ridge,0.0,19.55,-3.312,1518,14.271677432194638,35.2712006121875,
half,Lena,0,1.0,direct,none,stefan,ridge,5.0,17.019,8.779,1518,14.86802193635231,26.624482394060852,
half,Lena,1,1.0,direct,none,stefan,ridge,5.0,17.007,8.763,1518,14.851698743447749,26.949763325749704,
half,Lena,2,1.0,direct,none,stefan,ridge,5.0,17.028,8.796,1518,14.96420246148859,24.242742287149355,
half,Lena,0,1.0,direct,none,cci,ridge,2.0,,,1518,,,Input y contains NaN.
half,Lena,1,1.0,direct,none,cci,ridge,2.0,,,1518,,,Input y contains NaN.
half,Lena,2,1.0,direct,none,cci,ridge,2.0,,,1518,,,Input y contains NaN.
half,Lena,0,1.0,direct,none,stefan_cci,ridge,1.0,,,1518,,,Input y contains NaN.
half,Lena,1,1.0,direct,none,stefan_cci,ridge,1.0,,,1518,,,Input y contains NaN.
half,Lena,2,1.0,direct,none,stefan_cci,ridge,1.0,,,1518,,,Input y contains NaN.
half,Lena,0,1.0,direct,none,const,ridge,0.5,22.43,15.028,1518,20.920966111571055,27.92184788951207,
half,Lena,1,1.0,direct,none,const,ridge,0.5,22.338,14.932,1518,20.88203245634188,28.132016168193072,
half,Lena,2,1.0,direct,none,const,ridge,0.5,22.272,14.822,1518,20.766246627669542,26.58149101911212,
half,Lena,0,1.0,direct,none,const,ridge,10.0,18.835,11.973,1518,17.063569271317725,26.54564812191969,
half,Lena,1,1.0,direct,none,const,ridge,10.0,18.842,11.983,1518,17.03906344776845,26.845937085867533,
half,Lena,2,1.0,direct,none,const,ridge,10.0,18.853,11.998,1518,17.188620396145094,24.60849087955972,
half,Lena,0,0.0,anchored,stefan,stefan,ridge,2.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,ridge,2.0,16.479,7.951,1518,14.103714029898347,26.306310415994147,
half,Lena,0,0.5,anchored,stefan,stefan,ridge,2.0,16.827,8.54,1518,14.584143977031857,26.469911146011405,
half,Lena,0,0.75,anchored,stefan,stefan,ridge,2.0,17.199,9.128,1518,15.099277196678722,26.645473612974016,
half,Lena,0,1.0,anchored,stefan,stefan,ridge,2.0,17.595,9.717,1518,15.59501872674016,26.86306716956279,
half,Lena,1,0.0,anchored,stefan,stefan,ridge,2.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,ridge,2.0,16.481,7.957,1518,14.150543172857978,26.84881213435063,
half,Lena,1,0.5,anchored,stefan,stefan,ridge,2.0,16.831,8.55,1518,14.59434650264002,26.758421625926143,
half,Lena,1,0.75,anchored,stefan,stefan,ridge,2.0,17.207,9.144,1518,15.074373371037243,26.80926891205305,
half,Lena,1,1.0,anchored,stefan,stefan,ridge,2.0,17.606,9.738,1518,15.587277516711357,27.04920081845298,
half,Lena,2,0.0,anchored,stefan,stefan,ridge,2.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,ridge,2.0,16.486,7.965,1518,14.239089691387939,23.929875513772966,
half,Lena,2,0.5,anchored,stefan,stefan,ridge,2.0,16.841,8.566,1518,14.686468264144821,24.129344545228296,
half,Lena,2,0.75,anchored,stefan,stefan,ridge,2.0,17.222,9.168,1518,15.177224318398284,24.16873972411746,
half,Lena,2,1.0,anchored,stefan,stefan,ridge,2.0,17.627,9.77,1518,15.708532550519442,24.285931901351898,
half,Lena,0,0.0,anchored,stefan,cci,ridge,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,ridge,1.0,15.422,4.992,1518,13.021047279749983,26.869836110102444,
half,Lena,0,0.5,anchored,stefan,cci,ridge,1.0,15.125,2.621,1518,12.63317058388788,27.79072055526049,
half,Lena,0,0.75,anchored,stefan,cci,ridge,1.0,15.294,0.25,1518,12.259999345889245,29.131083139846815,
half,Lena,0,1.0,anchored,stefan,cci,ridge,1.0,15.912,-2.121,1518,12.1252508169411,30.87463438843658,
half,Lena,1,0.0,anchored,stefan,cci,ridge,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,ridge,1.0,15.413,4.978,1518,13.160870257501111,27.262563763551466,
half,Lena,1,0.5,anchored,stefan,cci,ridge,1.0,15.112,2.593,1518,12.593015771705325,28.581811924188848,
half,Lena,1,0.75,anchored,stefan,cci,ridge,1.0,15.28,0.208,1518,12.18574713281146,30.373817344519235,
half,Lena,1,1.0,anchored,stefan,cci,ridge,1.0,15.901,-2.177,1518,11.759286284371084,32.54552194740012,
half,Lena,2,0.0,anchored,stefan,cci,ridge,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,ridge,1.0,15.425,4.997,1518,13.233388188720335,24.604735102488878,
half,Lena,2,0.5,anchored,stefan,cci,ridge,1.0,15.133,2.63,1518,12.853339417448339,25.638196635551925,
half,Lena,2,0.75,anchored,stefan,cci,ridge,1.0,15.304,0.264,1518,12.206595459290968,27.281272944684133,
half,Lena,2,1.0,anchored,stefan,cci,ridge,1.0,15.924,-2.103,1518,11.962886258174757,29.554586311064057,
half,Lena,0,0.0,anchored,stefan,stefan_cci,ridge,0.5,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,ridge,0.5,16.281,6.934,1518,13.951498200554079,26.590771184246183,
half,Lena,0,0.5,anchored,stefan,stefan_cci,ridge,0.5,16.544,6.505,1518,14.281800138254805,27.050881634994298,
half,Lena,0,0.75,anchored,stefan,stefan_cci,ridge,0.5,16.941,6.076,1518,14.698264025284965,27.629563325746826,
half,Lena,0,1.0,anchored,stefan,stefan_cci,ridge,0.5,17.461,5.647,1518,15.148604692090425,28.26080163989473,
half,Lena,1,0.0,anchored,stefan,stefan_cci,ridge,0.5,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,ridge,0.5,16.27,6.918,1518,14.065711658412836,27.07548256690802,
half,Lena,1,0.5,anchored,stefan,stefan_cci,ridge,0.5,16.521,6.473,1518,14.430510936468115,27.553682831008377,
half,Lena,1,0.75,anchored,stefan,stefan_cci,ridge,0.5,16.904,6.028,1518,14.761913368500174,28.502445139236897,
half,Lena,1,1.0,anchored,stefan,stefan_cci,ridge,0.5,17.41,5.583,1518,15.074108969537521,29.67874496327541,
half,Lena,2,0.0,anchored,stefan,stefan_cci,ridge,0.5,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,ridge,0.5,16.257,6.886,1518,14.093875515116183,24.37006038981197,
half,Lena,2,0.5,anchored,stefan,stefan_cci,ridge,0.5,16.497,6.41,1518,14.441714263462814,24.938916114882925,
half,Lena,2,0.75,anchored,stefan,stefan_cci,ridge,0.5,16.869,5.933,1518,14.833127359169444,25.81017012506069,
half,Lena,2,1.0,anchored,stefan,stefan_cci,ridge,0.5,17.367,5.457,1518,15.21654947947009,27.30443160240282,
half,Lena,0,0.0,anchored,stefan,stefan_cci,ridge,10.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,ridge,10.0,15.628,5.968,1518,13.229114666512285,26.601832485181166,
half,Lena,0,0.5,anchored,stefan,stefan_cci,ridge,10.0,15.231,4.573,1518,12.846673977080625,27.151485871783997,
half,Lena,0,0.75,anchored,stefan,stefan_cci,ridge,10.0,14.977,3.179,1518,12.572161480990019,27.819394234546124,
half,Lena,0,1.0,anchored,stefan,stefan_cci,ridge,10.0,14.872,1.784,1518,12.314534349186266,28.645135580102306,
half,Lena,1,0.0,anchored,stefan,stefan_cci,ridge,10.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,ridge,10.0,15.628,5.968,1518,13.34415477443086,27.091861283923105,
half,Lena,1,0.5,anchored,stefan,stefan_cci,ridge,10.0,15.23,4.572,1518,12.993473058809178,27.54809313429167,
half,Lena,1,0.75,anchored,stefan,stefan_cci,ridge,10.0,14.976,3.177,1518,12.612883817493499,28.265430126723082,
half,Lena,1,1.0,anchored,stefan,stefan_cci,ridge,10.0,14.871,1.781,1518,12.29457212221941,29.176553640920496,
half,Lena,2,0.0,anchored,stefan,stefan_cci,ridge,10.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,ridge,10.0,15.632,5.978,1518,13.397715446975143,24.333807981916316,
half,Lena,2,0.5,anchored,stefan,stefan_cci,ridge,10.0,15.238,4.592,1518,13.07914268897882,24.749365630080217,
half,Lena,2,0.75,anchored,stefan,stefan_cci,ridge,10.0,14.985,3.207,1518,12.792301780692915,25.273956069931852,
half,Lena,2,1.0,anchored,stefan,stefan_cci,ridge,10.0,14.88,1.821,1518,12.45369250611015,25.93170956124643,
half,Lena,0,0.0,anchored,stefan,stefan,catboost,2.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,catboost,2.0,16.165,7.47,1518,13.700126947949803,26.042556506057153,
half,Lena,0,0.5,anchored,stefan,stefan,catboost,2.0,16.183,7.577,1518,13.754274064316423,25.98718297241295,
half,Lena,0,0.75,anchored,stefan,stefan,catboost,2.0,16.21,7.685,1518,13.822969121685196,25.934238927547444,
half,Lena,0,1.0,anchored,stefan,stefan,catboost,2.0,16.245,7.792,1518,13.906140287917262,25.88106572911645,
half,Lena,1,0.0,anchored,stefan,stefan,catboost,2.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,catboost,2.0,16.172,7.473,1518,13.78935370239374,26.744391567591887,
half,Lena,1,0.5,anchored,stefan,stefan,catboost,2.0,16.2,7.583,1518,13.855145407007129,26.601837907726843,
half,Lena,1,0.75,anchored,stefan,stefan,catboost,2.0,16.241,7.694,1518,13.943523066522165,26.43909457663983,
half,Lena,1,1.0,anchored,stefan,stefan,catboost,2.0,16.295,7.804,1518,14.054060598335798,26.284105537916187,
half,Lena,2,0.0,anchored,stefan,stefan,catboost,2.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,catboost,2.0,16.152,7.453,1518,13.839999461542508,23.867519738934753,
half,Lena,2,0.5,anchored,stefan,stefan,catboost,2.0,16.158,7.544,1518,13.873217317402569,23.78612109379645,
half,Lena,2,0.75,anchored,stefan,stefan,catboost,2.0,16.173,7.634,1518,13.922912999290308,23.707876070279497,
half,Lena,2,1.0,anchored,stefan,stefan,catboost,2.0,16.199,7.724,1518,13.988910975554706,23.63281610851769,
half,Lena,0,0.0,anchored,stefan,cci,catboost,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,catboost,1.0,14.802,3.506,1518,12.31034092239432,26.841777804313733,
half,Lena,0,0.5,anchored,stefan,cci,catboost,1.0,14.406,-0.351,1518,11.700879256714389,28.02043565505534,
half,Lena,0,0.75,anchored,stefan,cci,catboost,1.0,15.044,-4.208,1518,11.609126196474264,30.01870669783193,
half,Lena,0,1.0,anchored,stefan,cci,catboost,1.0,16.599,-8.065,1518,12.808078168331733,32.28635849703134,
half,Lena,1,0.0,anchored,stefan,cci,catboost,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,catboost,1.0,14.801,3.531,1518,12.477529416567629,27.333554386110855,
half,Lena,1,0.5,anchored,stefan,cci,catboost,1.0,14.393,-0.301,1518,11.687417484361216,28.7987549632089,
half,Lena,1,0.75,anchored,stefan,cci,catboost,1.0,15.012,-4.133,1518,11.407913489029474,30.74639601658584,
half,Lena,1,1.0,anchored,stefan,cci,catboost,1.0,16.542,-7.964,1518,12.223206860180268,33.09141964278227,
half,Lena,2,0.0,anchored,stefan,cci,catboost,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,catboost,1.0,14.813,3.566,1518,12.562720112916878,24.722022997332072,
half,Lena,2,0.5,anchored,stefan,cci,catboost,1.0,14.399,-0.231,1518,11.78298440711514,25.99164665964098,
half,Lena,2,0.75,anchored,stefan,cci,catboost,1.0,14.991,-4.028,1518,11.583448349971258,27.836228978365106,
half,Lena,2,1.0,anchored,stefan,cci,catboost,1.0,16.482,-7.826,1518,12.484369748202603,30.150429973711965,
half,Lena,0,0.0,anchored,stefan,stefan_cci,catboost,0.5,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,catboost,0.5,15.422,5.802,1518,13.004071941718902,26.350350558950378,
half,Lena,0,0.5,anchored,stefan,stefan_cci,catboost,0.5,14.837,4.241,1518,12.442559741672193,26.495516068160406,
half,Lena,0,0.75,anchored,stefan,stefan_cci,catboost,0.5,14.419,2.679,1518,12.062209279795363,26.758981214097336,
half,Lena,0,1.0,anchored,stefan,stefan_cci,catboost,0.5,14.183,1.118,1518,11.763880100846595,27.143585472998677,
half,Lena,1,0.0,anchored,stefan,stefan_cci,catboost,0.5,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,catboost,0.5,15.422,5.735,1518,13.139261828834915,26.81249302230753,
half,Lena,1,0.5,anchored,stefan,stefan_cci,catboost,0.5,14.857,4.107,1518,12.614749625883078,27.01381303347385,
half,Lena,1,0.75,anchored,stefan,stefan_cci,catboost,0.5,14.481,2.479,1518,12.089348765190437,27.492666626759107,
half,Lena,1,1.0,anchored,stefan,stefan_cci,catboost,0.5,14.309,0.851,1518,11.697912784719708,28.08854642253288,
half,Lena,2,0.0,anchored,stefan,stefan_cci,catboost,0.5,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,catboost,0.5,15.412,5.687,1518,13.148101733287765,24.221205653400904,
half,Lena,2,0.5,anchored,stefan,stefan_cci,catboost,0.5,14.836,4.01,1518,12.621846351828617,24.442314383149323,
half,Lena,2,0.75,anchored,stefan,stefan_cci,catboost,0.5,14.45,2.334,1518,12.227897490878826,24.778071949378862,
half,Lena,2,1.0,anchored,stefan,stefan_cci,catboost,0.5,14.269,0.657,1518,11.842689224574455,25.229955315021503,
half,Lena,0,0.0,anchored,stefan,stefan_cci,catboost,10.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,catboost,10.0,15.428,5.682,1518,13.050722838720969,26.37399298792697,
half,Lena,0,0.5,anchored,stefan,stefan_cci,catboost,10.0,14.89,4.0,1518,12.542382107748152,26.587210167025866,
half,Lena,0,0.75,anchored,stefan,stefan_cci,catboost,10.0,14.562,2.319,1518,12.200905671205648,26.965830634685307,
half,Lena,0,1.0,anchored,stefan,stefan_cci,catboost,10.0,14.459,0.637,1518,11.842780625700001,27.522492808234716,
half,Lena,1,0.0,anchored,stefan,stefan_cci,catboost,10.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,catboost,10.0,15.42,5.711,1518,13.170394692165363,26.835462771651656,
half,Lena,1,0.5,anchored,stefan,stefan_cci,catboost,10.0,14.865,4.059,1518,12.679734578888802,27.095105249331453,
half,Lena,1,0.75,anchored,stefan,stefan_cci,catboost,10.0,14.512,2.408,1518,12.178387290040895,27.644184413201693,
half,Lena,1,1.0,anchored,stefan,stefan_cci,catboost,10.0,14.376,0.756,1518,11.746766283134699,28.327490794885563,
half,Lena,2,0.0,anchored,stefan,stefan_cci,catboost,10.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,catboost,10.0,15.417,5.73,1518,13.216491645292374,24.116283950048786,
half,Lena,2,0.5,anchored,stefan,stefan_cci,catboost,10.0,14.863,4.097,1518,12.762197178647359,24.259476524274916,
half,Lena,2,0.75,anchored,stefan,stefan_cci,catboost,10.0,14.517,2.464,1518,12.366446794721298,24.55887668259484,
half,Lena,2,1.0,anchored,stefan,stefan_cci,catboost,10.0,14.393,0.83,1518,11.79135977814686,25.010418934894386,
half,Lena,0,0.0,anchored,stefan,stefan,mlp,2.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan,mlp,2.0,16.139,7.357,1518,13.632415753707491,26.08004369907416,
half,Lena,0,0.5,anchored,stefan,stefan,mlp,2.0,16.122,7.351,1518,13.605211318944878,26.060283708071513,
half,Lena,0,0.75,anchored,stefan,stefan,mlp,2.0,16.107,7.344,1518,13.579040895760258,26.041161653144616,
half,Lena,0,1.0,anchored,stefan,stefan,mlp,2.0,16.093,7.338,1518,13.553910478205239,26.022678948277942,
half,Lena,1,0.0,anchored,stefan,stefan,mlp,2.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan,mlp,2.0,16.122,7.333,1518,13.704591209103933,26.779247567358833,
half,Lena,1,0.5,anchored,stefan,stefan,mlp,2.0,16.087,7.303,1518,13.663450526593591,26.7469515464508,
half,Lena,1,0.75,anchored,stefan,stefan,mlp,2.0,16.053,7.273,1518,13.623056910557663,26.715271820517042,
half,Lena,1,1.0,anchored,stefan,stefan,mlp,2.0,16.02,7.243,1518,13.583417027037903,26.684210600702368,
half,Lena,2,0.0,anchored,stefan,stefan,mlp,2.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan,mlp,2.0,16.117,7.329,1518,13.79405686529569,23.902413015633808,
half,Lena,2,0.5,anchored,stefan,stefan,mlp,2.0,16.078,7.296,1518,13.765657685948925,23.854483146583465,
half,Lena,2,0.75,anchored,stefan,stefan,mlp,2.0,16.04,7.262,1518,13.738660050061,23.80826040755571,
half,Lena,2,1.0,anchored,stefan,stefan,mlp,2.0,16.004,7.229,1518,13.71307223025069,23.76375479578092,
half,Lena,0,0.0,anchored,stefan,cci,mlp,1.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,cci,mlp,1.0,14.769,3.506,1518,12.33131111716251,26.868486014330028,
half,Lena,0,0.5,anchored,stefan,cci,mlp,1.0,14.378,-0.351,1518,11.64232747851414,28.139100051265533,
half,Lena,0,0.75,anchored,stefan,cci,mlp,1.0,15.061,-4.208,1518,11.584790754880224,30.11120113204915,
half,Lena,0,1.0,anchored,stefan,cci,mlp,1.0,16.687,-8.065,1518,12.796108163564336,32.54152787847956,
half,Lena,1,0.0,anchored,stefan,cci,mlp,1.0,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,cci,mlp,1.0,14.746,3.504,1518,12.39515273861608,27.394783056168333,
half,Lena,1,0.5,anchored,stefan,cci,mlp,1.0,14.314,-0.355,1518,11.562554344027546,28.92015553166537,
half,Lena,1,0.75,anchored,stefan,cci,mlp,1.0,14.947,-4.214,1518,11.395884035312529,30.924221848564798,
half,Lena,1,1.0,anchored,stefan,cci,mlp,1.0,16.523,-8.072,1518,12.453997314713062,33.32069692213321,
half,Lena,2,0.0,anchored,stefan,cci,mlp,1.0,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,cci,mlp,1.0,14.887,3.637,1518,12.593326130761378,24.799439174252345,
half,Lena,2,0.5,anchored,stefan,cci,mlp,1.0,14.523,-0.09,1518,11.927650409286827,26.120425804591687,
half,Lena,2,0.75,anchored,stefan,cci,mlp,1.0,15.13,-3.816,1518,11.689553362572141,27.99083771433578,
half,Lena,2,1.0,anchored,stefan,cci,mlp,1.0,16.602,-7.543,1518,12.483357283508319,30.309129469603306,
half,Lena,0,0.0,anchored,stefan,stefan_cci,mlp,0.5,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,mlp,0.5,15.344,5.442,1518,12.823149073326064,26.53549466265161,
half,Lena,0,0.5,anchored,stefan,stefan_cci,mlp,0.5,14.771,3.52,1518,12.139930435251918,26.93379474215917,
half,Lena,0,0.75,anchored,stefan,stefan_cci,mlp,0.5,14.468,1.598,1518,11.784359688343795,27.51781505622177,
half,Lena,0,1.0,anchored,stefan,stefan_cci,mlp,0.5,14.451,-0.323,1518,11.619142770182181,28.481339316040586,
half,Lena,1,0.0,anchored,stefan,stefan_cci,mlp,0.5,16.157,7.363,1518,13.746472251012738,26.812157640487214,
half,Lena,1,0.25,anchored,stefan,stefan_cci,mlp,0.5,15.319,5.402,1518,12.963906289182912,26.969323464123377,
half,Lena,1,0.5,anchored,stefan,stefan_cci,mlp,0.5,14.706,3.442,1518,12.329138534864004,27.351839178675764,
half,Lena,1,0.75,anchored,stefan,stefan_cci,mlp,0.5,14.346,1.481,1518,11.828150604183337,28.03126389380153,
half,Lena,1,1.0,anchored,stefan,stefan_cci,mlp,0.5,14.257,-0.48,1518,11.495927407585729,28.843711306855628,
half,Lena,2,0.0,anchored,stefan,stefan_cci,mlp,0.5,16.157,7.363,1518,13.823848949163905,23.95155084923662,
half,Lena,2,0.25,anchored,stefan,stefan_cci,mlp,0.5,15.289,5.349,1518,12.943737327749197,24.37217399437004,
half,Lena,2,0.5,anchored,stefan,stefan_cci,mlp,0.5,14.666,3.335,1518,12.315440303122713,24.805543604371717,
half,Lena,2,0.75,anchored,stefan,stefan_cci,mlp,0.5,14.32,1.321,1518,11.90581941438368,25.405970056267087,
half,Lena,2,1.0,anchored,stefan,stefan_cci,mlp,0.5,14.27,-0.694,1518,11.589858541999794,26.163015278734758,
half,Lena,0,0.0,anchored,stefan,stefan_cci,mlp,10.0,16.157,7.363,1518,13.660648018891463,26.100440164969392,
half,Lena,0,0.25,anchored,stefan,stefan_cci,mlp,10.0,15.426,5.515,1518,12.987060989547889,26.55674256400986,
half,Lena,0,0.5,anchored,stefan,stefan_cci,mlp,10.0,14.901,3.667,1518,12.432095842498113,26.998578847790323,
