lat,lon,alt_cm,alt_sd,alt_min,alt_max,n_obs,year_min,year_max,n_years,site,name,country,macro,region,qc,qc_flag,borehole_id,censor_flag,dem_elev,dem_slope,dem_aspect_sin,dem_aspect_cos,dem_tpi,dem_rough,e5_maat,e5_tdd,e5_fdd,e5_sqrt_tdd,e5_twarm,e5_tcold,e5_stl1,e5_swe,e5_fallback_deg,cci_alt,cci_valid,sg_clay_5_15,sg_sand_5_15,sg_silt_5_15,sg_bdod_5_15,sg_cfvo_5_15,sg_phh2o_5_15,sg_soc_0_5,sg_soc_5_15,sg_soc_15_30,block,loc_id,source_id,fidelity_level,spatial_support_m,sigma_prior_cm,right_censored,insar_alt,insar_alt_std,insar_sub,insar_dist,insar_n,polsar_alt,polsar_std,polsar_valid,insar_miss
69.7167,66.85,111.86206896551724,13.037649157977155,85.0,137.0,29,1995,2023,29,R3,"Marre Sale, Yamal Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,1.4273117780685425,0.20729145407676697,0.7214089632034302,0.6925092935562134,-3.297572135925293,5.402003288269043,-4.1975417137146,857.385498046875,2365.1444244384766,29.28114577756265,9.18994140625,-17.437515258789062,1.1444931030273438,0.09831241518259048,0.0,50.6,1,20.4,46.7,33.0,0.85,9.0,5.8,200.7,171.2,96.6,13900133,17540,F4_direct,4,100.0,13.037649157977155,0,,,,,,,,0.0,1
69.85,159.5,45.80952380952381,9.667569744351718,23.0,65.0,21,1999,2023,21,R25,Jakutskoe Lake,Russia,Russia_E,CALM_Russia_E,,,,0,1.1778857707977295,0.4796147346496582,-0.9135837554931641,0.4066506028175354,-0.2365015745162964,0.4711776077747345,-9.721461296081543,731.7162475585938,4248.44938659668,27.050254112643632,7.707183837890625,-29.045257568359375,-0.8757908940315247,0.05647775158286095,0.0,,0,23.9,47.0,29.2,1.17,12.1,6.4,87.5,55.3,55.9,13900319,17541,F4_direct,4,100.0,9.667569744351718,0,,,,,,,,0.0,1
69.9833,153.5833,52.5,2.1213203435596424,51.0,54.0,2,2005,2005,1,R37 A,Khomus-1,Russia,Russia_E,CALM_Russia_E,,,,0,59.227718353271484,4.783783912658691,0.7090287208557129,-0.7051795721054077,0.6968307495117188,7.918254375457764,-10.701305389404297,868.716552734375,4740.848922729492,29.47399790890905,9.28759765625,-31.593429565429688,-0.49813589453697205,0.06284204870462418,0.0,34.4,1,20.2,47.3,32.5,1.23,9.8,5.9,77.6,49.8,42.3,13900307,17542,F4_direct,4,100.0,3.0,0,,,,,,,,0.0,1
70.0833,159.5833,43.291666666666664,5.614261085506435,33.0,55.0,24,1997,2023,24,R13 A,"""Cape Chukochii; edoma,Kolyma""",Russia,Russia_E,CALM_Russia_E,,,,0,2.22221040725708,0.2373548299074173,-0.8130789995193481,-0.5821533203125,0.6843240261077881,0.9662209153175354,-9.901066780090332,677.7283020019531,4260.583190917969,26.03321536041895,7.15509033203125,-28.930999755859375,-0.8369725346565247,0.05397723615169525,0.0,26.0,1,23.1,41.1,36.0,1.2,9.5,6.5,89.0,59.6,52.4,14000319,17543,F4_direct,4,100.0,5.614261085506435,0,,,,,,,,0.0,1
70.0833,159.9167,40.09090909090909,7.615204658532954,25.0,56.0,22,2000,2023,22,R13 B,"Cape Chukochi, alas, Kolyma",Russia,Russia_E,CALM_Russia_E,,,,0,18.40062713623047,16.994787216186523,-0.9741513133049011,0.225896418094635,5.216177940368652,13.362143516540527,-9.767311096191406,662.3383483886719,4196.507553100586,25.735934962395906,6.929840087890625,-28.519210815429688,-0.9038365483283997,0.05616821348667145,0.2,,0,20.6,41.8,37.6,1.2,10.5,6.4,86.6,57.9,41.1,14000319,17544,F4_direct,4,100.0,7.615204658532954,0,,,,,,,,0.0,1
70.1167,75.5833,89.0,6.244997998398398,82.0,94.0,3,1992,1995,3,R4,"Parisento, Gydan Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,19.96627426147461,0.29467231035232544,0.026703091338276863,0.9996433854103088,-0.3927135467529297,1.0279234647750854,-6.428548336029053,1094.1791076660156,3410.775863647461,33.07837825024098,13.325347900390625,-22.678070068359375,1.3841882944107056,0.08530467748641968,0.0,47.2,1,21.1,45.7,33.2,0.88,9.5,5.8,229.9,174.3,94.7,14000151,17545,F4_direct,4,100.0,6.244997998398398,0,,,,,,,,0.0,1
70.2742,68.8908,46.666666666666664,5.522680508593631,39.0,54.0,9,2014,2022,9,R5d,"Vaskiny Dachi, Yamal Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,36.08930969238281,1.0559033155441284,0.44349637627601624,-0.8962761759757996,14.019681930541992,9.054256439208984,-5.5437912940979,1024.0408325195312,3018.870635986328,32.00063800175758,12.914215087890625,-20.853530883789062,0.9144668579101562,0.08553697913885117,0.0,52.8,1,19.1,47.1,33.7,0.82,8.6,5.9,228.9,188.5,111.7,14000137,17546,F4_direct,4,100.0,5.522680508593631,0,,,,,,,,0.0,1
70.2755,68.8916,72.0,8.733078876700167,47.0,87.0,16,2007,2022,16,R5a,"Vaskiny Dachi, Yamal Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,40.46235656738281,1.8020684719085693,0.6951432824134827,0.7188711762428284,17.421215057373047,8.467589378356934,-5.5437912940979,1024.0408325195312,3018.870635986328,32.00063800175758,12.914215087890625,-20.853530883789062,0.9144668579101562,0.08553697913885117,0.0,52.8,1,19.1,47.1,33.7,0.82,8.6,5.9,228.9,188.5,111.7,14000137,17547,F4_direct,4,100.0,8.733078876700167,0,,,,,,,,0.0,1
70.2833,68.9,93.82758620689656,7.928560333724982,76.0,114.0,29,1993,2022,29,R5,"Vaskiny Dachy, Yamal Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,28.616859436035156,3.7600510120391846,0.801681637763977,-0.597751259803772,5.088199615478516,5.838860511779785,-5.5437912940979,1024.0408325195312,3018.870635986328,32.00063800175758,12.914215087890625,-20.853530883789062,0.9144668579101562,0.08553697913885117,0.0,49.2,1,19.1,47.1,33.7,0.82,8.6,5.9,228.9,188.5,111.7,14000137,17548,F4_direct,4,100.0,7.928560333724982,0,,,,,,,,0.0,1
70.2955,68.8835,75.9375,7.028216938408581,65.0,91.0,16,2007,2022,16,R5b,"Vaskiny Dachi, Yamal Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,36.25218200683594,1.7771250009536743,0.623458743095398,0.7818562388420105,9.812681198120117,6.978517055511475,-5.5437912940979,1024.0408325195312,3018.870635986328,32.00063800175758,12.914215087890625,-20.853530883789062,0.9144668579101562,0.08553697913885117,0.0,49.6,1,22.3,42.9,34.9,0.87,8.3,5.8,246.9,207.2,112.5,14000137,17549,F4_direct,4,100.0,7.028216938408581,0,,,,,,,,0.0,1
70.3014,68.8413,118.5,13.918812209859476,82.0,144.0,16,2007,2022,16,R5c,"Vaskiny Dachi, Yamal Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,17.99345588684082,1.6645629405975342,-0.9289650917053223,0.3701672852039337,1.8974857330322266,4.129841327667236,-5.517148494720459,1025.0990295410156,3010.228225708008,32.01716773140647,12.92822265625,-20.812835693359375,0.8980484008789062,0.08538495749235153,0.0,54.0,1,22.3,42.9,34.9,0.87,8.3,5.8,246.9,207.2,112.5,14000137,17550,F4_direct,4,100.0,13.918812209859476,0,,,,,,,,0.0,1
70.55,147.4333,46.125,4.031128874149274,39.0,52.0,16,2004,2021,16,R31,Allaiha (Indigirka basin),Russia,Russia_E,CALM_Russia_E,,,,0,8.406506538391113,0.18225036561489105,0.7181848287582397,0.6958523392677307,-0.1697998046875,0.5616438984870911,-10.872451782226562,978.058349609375,4911.161865234375,31.273924435692027,10.102691650390625,-33.481781005859375,-0.28277587890625,0.0676635280251503,0.0,34.8,1,21.7,51.2,27.1,1.15,13.5,5.9,108.0,82.7,74.7,14100294,17551,F4_direct,4,100.0,4.031128874149274,0,,,,,,,,0.0,1
70.5667,147.4167,41.2,3.9623225512317903,37.0,47.0,5,2014,2018,5,R31 A,"Allaiha (Indigirka basin, alas)",Russia,Russia_E,CALM_Russia_E,,,,0,37.38188934326172,10.38694953918457,-0.9231308102607727,-0.38448601961135864,-2.0128173828125,7.700916767120361,-10.944226264953613,949.4281616210938,4909.095504760742,30.812792175021947,9.828277587890625,-33.44435119628906,-0.5292790532112122,0.06678902357816696,0.0,33.6,1,21.5,49.8,28.7,1.19,14.0,5.6,98.7,69.6,60.7,14100294,17552,F4_direct,4,100.0,3.9623225512317903,0,,,,,,,,0.0,1
70.8699,78.5478,70.33333333333333,4.082482904638631,66.0,77.0,6,2017,2022,6,R54c,"Gyda, Gydan Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,26.483699798583984,1.4168267250061035,0.6449141502380371,0.7642550468444824,3.8910694122314453,8.569295883178711,-7.064778804779053,1073.0362243652344,3622.153121948242,32.75723163463656,12.94970703125,-23.771163940429688,0.49608612060546875,0.07938019931316376,0.0,54.6,1,16.7,52.3,31.0,0.86,8.9,5.8,236.6,180.3,93.1,14100157,17553,F4_direct,4,100.0,4.082482904638631,0,,,,,,,,0.0,1
70.8893,78.4171,100.71428571428571,7.364651739090942,90.0,113.0,7,2016,2022,7,R54a,"Gyda, Gydan Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,7.971980571746826,0.5181883573532104,0.347744345664978,0.9375894069671631,4.217443466186523,3.1956140995025635,-7.053386688232422,1072.9711303710938,3617.924774169922,32.75623803752644,12.957183837890625,-23.751312255859375,0.44158935546875,0.079381562769413,0.0,50.8,1,20.0,49.1,30.9,0.84,9.8,5.8,232.0,183.9,94.1,14100156,17554,F4_direct,4,100.0,7.364651739090942,0,,,,,,,,0.0,1
70.8906,78.4308,65.14285714285714,4.810702354423641,60.0,73.0,7,2016,2022,7,R54b,"Gyda, Gydan Peninsula",Russia,Russia_W,CALM_Russia_W,,,,0,3.4019272327423096,0.5556222796440125,-0.787170946598053,0.6167348623275757,1.0794434547424316,2.4442641735076904,-7.053386688232422,1072.9711303710938,3617.924774169922,32.75623803752644,12.957183837890625,-23.751312255859375,0.44158935546875,0.079381562769413,0.0,50.6,1,20.0,49.1,30.9,0.84,9.8,5.8,232.0,183.9,94.1,14100156,17555,F4_direct,4,100.0,4.810702354423641,0,,,,,,,,0.0,1
70.9167,156.6333,29.666666666666668,6.429100507328637,25.0,37.0,3,1996,2023,2,R12 A,"""Kuropatochya River; Kolyma   """,Russia,Russia_E,CALM_Russia_E,,,,0,2.2947463989257812,0.2261246293783188,0.7793902158737183,0.6265388131141663,0.5534604787826538,1.1395267248153687,-10.309135437011719,675.6680603027344,4408.6094970703125,25.99361576046577,6.97314453125,-29.495773315429688,-1.4808019399642944,0.05225221440196037,0.0,21.2,1,23.4,45.4,31.2,1.16,10.5,6.4,91.0,60.5,49.2,14100313,17556,F4_direct,4,100.0,6.429100507328637,0,,,,,,,,0.0,1
71.5833,128.7833,42.25,3.3040379335998358,40.0,47.0,4,1997,2000,4,R8,"Tiksi (Game), Lena Delta",Russia,Russia_C,CALM_Russia_C,,,,0,25.375471115112305,0.7000399231910706,-0.5228456854820251,-0.8524273633956909,-2.2110366821289062,5.674835205078125,-11.135551452636719,832.9125671386719,4863.536315917969,28.860224655027753,8.723052978515625,-31.060882568359375,-1.7002843618392944,0.05269652232527733,0.0,33.2,1,24.2,49.2,26.6,1.0,11.6,5.6,102.4,70.5,48.1,14300257,17557,F4_direct,4,100.0,3.3040379335998358,0,,,,,,,,0.0,1
71.7855,71.4192,31.8,5.207282350102038,24.0,44.0,20,2004,2023,20,R29 B,Bykovsky (Lena delta) (alas),Russia,Russia_W,CALM_Russia_W,,,,0,7.263297080993652,1.9792650938034058,0.574570894241333,-0.8184548020362854,-2.757780075073242,3.8814198970794678,-6.458829402923584,881.8038330078125,3211.203826904297,29.695181983072818,10.69903564453125,-21.358078002929688,0.16774241626262665,0.08063092082738876,0.0,37.6,1,23.4,38.2,38.3,0.89,8.4,5.9,221.3,189.2,117.2,14300142,17558,F4_direct,4,100.0,5.207282350102038,0,,,,,,,,0.0,1
71.8617,141.0102,38.0,,38.0,38.0,1,2001,2001,1,R28,Svjatoy Nos cape (East Siberian sea),Russia,Russia_E,CALM_Russia_E,,,,0,5.583916664123535,0.18947608768939972,-0.9660886526107788,-0.2582106590270996,-0.24312400817871094,0.5771721005439758,-11.374079704284668,845.8851623535156,4964.283264160156,29.08410497769384,8.485137939453125,-33.29689025878906,-1.541887879371643,0.05233873054385185,0.0,27.2,1,24.0,48.4,27.7,1.16,12.0,6.0,112.2,80.9,56.2,14300282,17559,F4_direct,4,100.0,12.0,0,,,,,,,,0.0,1
72.3833,99.5,46.0,5.656854249492381,42.0,50.0,2,1994,1995,2,R6,"Labaz Lake, Taimyr",Russia,Russia_C,CALM_Russia_C,,,,0,57.5279655456543,9.408356666564941,-0.9365267753601074,-0.3505960702896118,6.0019378662109375,8.61678695678711,-10.160834312438965,954.3594665527344,4626.967727661133,30.89270895458562,10.34747314453125,-29.430938720703125,0.853485107421875,0.021547675132751465,0.0,43.6,1,,,,,,,,,,14400199,17560,F4_direct,4,100.0,5.656854249492381,0,,,,,,,,0.0,1
72.8107,-79.3293,47.55555555555556,5.294126724756198,35.0,53.0,9,2009,2018,9,C28,"Bylot Island, Sirmilik NP",Canada,Canada,CALM_Canada,,,,0,160.4610137939453,1.4741308689117432,0.058139096945524216,-0.9983084797859192,3.0459747314453125,2.070700168609619,-11.936823844909668,538.0728149414062,4854.829635620117,23.196396593898076,8.21856689453125,-29.801239013671875,-3.073979616165161,0.08504220843315125,0.0,26.8,1,27.9,32.2,40.0,1.16,11.3,6.3,82.4,62.2,52.0,14499841,17561,F4_direct,4,100.0,5.294126724756198,0,,,,,,,,0.0,1
73.0054,-80.6873,51.375,8.749489781042746,40.0,65.0,8,2011,2018,8,C26,"Borden Peninsula, Sirmilik NP",Canada,Canada,CALM_Canada,,,,0,48.33671569824219,4.118878364562988,0.7454226613044739,0.6665921211242676,9.952991485595703,12.601982116699219,-13.551868438720703,494.8934326171875,5400.26725769043,22.246200408545892,7.76904296875,-31.803848266601562,-3.5057804584503174,0.08638948947191238,0.0,27.6,1,29.7,29.4,41.0,1.19,15.0,6.5,77.8,58.9,45.6,14599838,17562,F4_direct,4,100.0,8.749489781042746,0,,,,,,,,0.0,1
73.3269,70.0853,55.733333333333334,6.250333324444918,41.0,68.0,15,2009,2023,15,R55,Bely Island (silt),Russia,Russia_W,CALM_Russia_W,,,,0,5.521975040435791,0.4775232672691345,-0.4700900614261627,0.8826184272766113,1.0988683700561523,0.9276307225227356,-6.008331298828125,685.402099609375,2852.8343353271484,26.18018524780478,7.99560546875,-19.206710815429688,-0.8899510502815247,0.08242062479257584,0.2,31.2,1,22.1,41.1,36.9,0.84,7.5,6.3,250.2,198.9,123.2,14600140,17563,F4_direct,4,100.0,6.250333324444918,0,,,,,,,,0.0,1
73.3286,70.0883,111.8,13.006591735402038,90.0,131.0,15,2009,2023,15,R55a,Bely Island (sand),Russia,Russia_W,CALM_Russia_W,,,,0,4.342193126678467,0.6994292736053467,-0.9967798590660095,-0.08018677681684494,-0.035555362701416016,0.986604630947113,-6.008331298828125,685.402099609375,2852.8343353271484,26.18018524780478,7.99560546875,-19.206710815429688,-0.8899510502815247,0.08242062479257584,0.2,31.2,1,22.1,41.1,36.9,0.84,7.5,6.3,250.2,198.9,123.2,14600140,17564,F4_direct,4,100.0,13.006591735402038,0,,,,,,,,0.0,1
74.466,-20.5643,66.34482758620689,8.710731731068314,44.0,78.0,29,1996,2024,29,G2,"""Zackenberg; ZEROCALM 2   """,Denmark (Greenland),Greenland,CALM_Greenland,,,,0,22.3215389251709,2.9473166465759277,0.9248624444007874,0.380301833152771,3.9089107513427734,10.156909942626953,-10.722793579101562,193.95205688476562,4083.8276977539062,13.92666711330337,3.664215087890625,-22.428436279296875,-17.834535598754883,10.0,0.0,29.2,1,18.0,48.7,33.3,0.87,13.7,6.4,195.7,153.9,119.8,14799958,17565,F4_direct,4,100.0,8.710731731068314,0,,,,,,,,0.0,1
74.473,-20.5528,75.17241379310344,9.892525914321237,50.0,89.0,29,1996,2024,29,G1,"""Zackenberg; ZEROCALM 1""",Denmark (Greenland),Greenland,CALM_Greenland,,,,0,37.8900146484375,0.049265824258327484,-0.5944747924804688,-0.8041142225265503,3.018402099609375,3.9616141319274902,-10.722793579101562,193.95205688476562,4083.8276977539062,13.92666711330337,3.664215087890625,-22.428436279296875,-17.834535598754883,10.0,0.0,29.6,1,19.8,45.2,35.0,0.89,10.9,6.3,205.7,168.4,112.6,14799958,17566,F4_direct,4,100.0,9.892525914321237,0,,,,,,,,0.0,1
74.5333,98.6,37.333333333333336,4.163331998932266,34.0,42.0,3,1994,1996,3,R7,"Levinson Lessing Lake, Taimyr",Russia,Russia_C,CALM_Russia_C,,,,0,43.75150680541992,0.47026970982551575,0.9874849915504456,-0.1577128767967224,-1.29461669921875,3.303941488265991,-12.170519828796387,603.3878173828125,5014.347137451172,24.56395361872377,7.135498046875,-29.499618530273438,-2.3848774433135986,0.06622820347547531,0.0,27.6,1,21.7,43.2,35.2,0.8,15.7,6.1,196.9,150.2,73.1,14900197,17567,F4_direct,4,100.0,4.163331998932266,0,,,,,,,,0.0,1
77.5667,14.5,154.73333333333332,25.451541257474993,131.0,197.0,15,1990,2009,15,P1,"Calypsos Tranda, Svalbard",Poland/Svalbard,Svalbard,CALM_Svalbard,,,,0,0.0,0.0,-0.0,1.0,-7.052075386047363,11.512025833129883,-3.3473892211914062,423.23712158203125,1630.677490234375,20.572727616483704,5.149566650390625,-10.94537353515625,-2.602656126022339,0.11343047022819519,0.0,38.4,1,15.8,48.5,35.7,0.82,20.3,6.0,233.1,186.8,133.7,15500029,17568,F4_direct,4,100.0,25.451541257474993,0,,,,,,,,0.0,1
78.05,13.6167,95.27777777777777,8.736707924583326,74.0,113.0,18,1990,2011,18,S1,"Kapp Linne, Svalbard",Sweden/Svalbard,Svalbard,CALM_Svalbard,,,,0,0.6739517450332642,0.625118613243103,0.9353146553039551,-0.3538169860839844,-2.55244779586792,2.7797622680664062,-4.279273986816406,539.4327087402344,2083.656005859375,23.22569070534253,7.134918212890625,-13.088623046875,-2.7670414447784424,0.09555675834417343,0.2,48.4,1,13.6,49.9,36.5,0.75,14.5,6.3,236.3,187.0,150.8,15600027,17569,F4_direct,4,100.0,8.736707924583326,0,,,,,,,,0.0,1
78.1793,16.467,178.4814814814815,14.887708844677013,152.0,218.0,27,1998,2024,27,N1,"Janssonhaugen, Svalbard",Norway/Svalbard,Svalbard,CALM_Svalbard,,,,0,252.35714721679688,4.829876899719238,0.7842811942100525,0.6204054951667786,45.92765808105469,33.51100540161133,-6.99194860458374,243.75054931640625,2776.1257934570312,15.612512588190482,4.42462158203125,-16.971405029296875,-4.03478479385376,1.2198320627212524,0.0,37.2,1,18.5,44.6,36.9,0.84,17.0,6.4,233.8,156.5,106.9,15600032,17570,F4_direct,4,100.0,14.887708844677013,0,,,,,,,,0.0,1
78.6833,11.8333,156.66666666666666,41.11366358442573,106.0,230.0,21,1999,2005,7,P2 A,"Kaffioyra Plain, Spitsbergen",Poland/Svalbard,Svalbard,CALM_Svalbard,,,,0,0.0,0.0,-0.0,1.0,-0.3120584487915039,0.7005842924118042,-5.47363805770874,160.67584228515625,2143.8291015625,12.675797500952603,2.82080078125,-13.404052734375,-8.472389221191406,10.0,0.0,,0,14.5,50.1,35.4,0.81,10.9,6.1,248.7,207.6,140.4,15700023,17571,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
78.8833,-75.9167,53.8,7.661592523751183,43.0,62.0,5,1995,2001,5,C1,Alexandria Fiord,Canada,Canada,CALM_Canada,,,,0,0.0,0.0,-0.0,1.0,-0.3340272009372711,1.6886534690856934,-15.717963218688965,197.0096435546875,5899.360107421875,14.036012380825527,4.72344970703125,-31.095504760742188,-23.80458641052246,10.0,0.0,,0,28.2,31.9,39.9,1.17,23.1,6.6,91.1,73.3,42.1,15699848,17572,F4_direct,4,100.0,7.661592523751183,0,,,,,,,,0.0,1
80.0167,-85.75,51.333333333333336,2.0816659994661335,49.0,53.0,3,1997,2000,3,C19,"""Eureka; Ellesmere Island   """,Canada,Canada,CALM_Canada,,,,0,114.6545181274414,0.20166751742362976,0.8641654253005981,0.5032078623771667,1.9841461181640625,3.660963296890259,-16.227025985717773,576.0630187988281,6458.904449462891,24.001312855734124,10.309722900390625,-34.26673889160156,-10.595170021057129,0.029360348358750343,0.0,25.2,1,27.8,32.4,39.9,1.19,14.5,6.5,135.6,87.4,58.2,15999828,17573,F4_direct,4,100.0,3.0,0,,,,,,,,0.0,1
81.4007,-76.7094,59.1,4.204008112566661,50.0,67.0,20,1999,2018,20,C18,"""Tanquary Fiord; Ellesmere Island   """,Canada,Canada,CALM_Canada,,,,0,62.73204803466797,12.368918418884277,-0.9489583969116211,0.3154013454914093,-7.596549987792969,30.41754150390625,-18.74004554748535,226.3465576171875,7029.146682739258,15.044818297911993,6.40997314453125,-34.47245788574219,-14.839686393737793,0.0428115539252758,0.0,18.4,1,27.1,30.5,42.4,1.08,18.5,6.6,159.1,111.3,60.4,16199846,17574,F4_direct,4,100.0,4.204008112566661,0,,,,,,,,0.0,1
81.4007,-71.3833,47.666666666666664,3.3266599866332407,43.0,52.0,6,1994,1999,6,C16,"""Lake Hazen; Ellesmere Island   """,Canada,Canada,CALM_Canada,,,,0,709.6847534179688,4.974011421203613,-0.999176561832428,0.0405738539993763,4.33050537109375,25.57100486755371,-16.67399024963379,593.1824645996094,6638.517791748047,24.355337497140322,10.56591796875,-34.60820007324219,-14.305614471435547,0.023669585585594177,0.0,14.4,1,29.3,32.1,38.6,1.01,20.5,6.5,191.6,151.7,79.9,16199857,17575,F4_direct,4,100.0,3.3266599866332407,0,,,,,,,,0.0,1
