lat,lon,alt_cm,alt_sd,alt_min,alt_max,n_obs,year_min,year_max,n_years,site,name,country,macro,region,qc,qc_flag,borehole_id,censor_flag,dem_elev,dem_slope,dem_aspect_sin,dem_aspect_cos,dem_tpi,dem_rough,e5_maat,e5_tdd,e5_fdd,e5_sqrt_tdd,e5_twarm,e5_tcold,e5_stl1,e5_swe,e5_fallback_deg,cci_alt,cci_valid,sg_clay_5_15,sg_sand_5_15,sg_silt_5_15,sg_bdod_5_15,sg_cfvo_5_15,sg_phh2o_5_15,sg_soc_0_5,sg_soc_5_15,sg_soc_15_30,block,loc_id,source_id,fidelity_level,spatial_support_m,sigma_prior_cm,right_censored,insar_alt,insar_alt_std,insar_sub,insar_dist,insar_n,polsar_alt,polsar_std,polsar_valid,insar_miss
61.6776,8.3693,228.48,15.108275877809483,198.0,246.0,25,1999,2024,25,N2,"Juvvassh�e, Norway",Norway/Svalbard,Svalbard,CALM_Svalbard,,,,0,1893.6932373046875,1.7867463827133179,0.9853094220161438,-0.17077870666980743,47.3846435546875,25.343290328979492,-2.767855405807495,693.6645202636719,1686.8633422851562,26.337511656640455,7.58349609375,-11.105804443359375,1.0739949941635132,0.23146241903305054,0.0,42.8,1,8.2,49.9,42.0,0.99,18.3,5.7,197.4,149.0,88.8,12300016,17493,F4_direct,4,100.0,15.108275877809483,0,,,,,,,,0.0,1
62.0133,129.6568,202.94117647058823,3.13190413796652,197.0,208.0,17,2008,2024,17,R42,Tuymada (Yakutsk region),Russia,Russia_C,CALM_Russia_C,,,,0,99.535888671875,0.7832642197608948,-0.5086565017700195,-0.8609695434570312,-0.8739395141601562,2.6624085903167725,-6.451929569244385,2094.6375122070312,4403.7537841796875,45.76721001117537,19.82373046875,-35.20567321777344,1.6307169198989868,0.0205765962600708,0.0,88.4,1,20.9,48.4,30.9,1.17,16.6,6.3,128.8,102.2,69.8,12400259,17494,F4_direct,4,100.0,3.13190413796652,0,,,,,,,,0.0,1
62.2958,9.352,519.4615384615385,26.694616762608987,486.0,552.0,13,2002,2020,13,N5,"Sn�heim DB2, Norway",Norway/Svalbard,Svalbard,CALM_Svalbard,,,,0,1480.9183349609375,1.4518364667892456,0.5385343432426453,-0.8426035642623901,9.0574951171875,12.006841659545898,-2.5261611938476562,798.5445251464844,1703.2703247070312,28.25853013067885,8.01055908203125,-12.40203857421875,1.4358927011489868,0.1613004058599472,0.0,57.6,1,7.7,47.1,45.3,0.94,17.0,5.7,193.0,147.6,85.7,12400018,17495,F4_direct,4,100.0,26.694616762608987,0,,,,,,,,0.0,1
62.3162,129.4995,124.05882352941177,3.716022541564,119.0,133.0,17,2008,2024,17,R43,Neleger (Yakutsk region),Russia,Russia_C,CALM_Russia_C,,,,0,231.0919647216797,3.208721399307251,-0.8505235910415649,0.5259368419647217,7.9240875244140625,4.138662815093994,-7.152048587799072,1958.7362365722656,4524.366775512695,44.25761218787414,18.913238525390625,-35.92182922363281,1.104321837425232,0.020327026024460793,0.0,60.0,1,23.8,47.9,28.3,1.14,14.5,6.6,143.7,105.9,88.1,12400258,17496,F4_direct,4,100.0,3.716022541564,0,,,,,,,,0.0,1
64.0833,177.0667,55.333333333333336,4.041451884327381,51.0,59.0,3,1992,1994,3,R10,"""Upper Kargoplgyno River; Chukotka""",Russia,Russia_E,CALM_Russia_E,,,,0,18.20417594909668,0.8092693090438843,0.874739944934845,0.4845926761627197,3.8968944549560547,4.173768520355225,-3.6334941387176514,1406.5372619628906,2707.042739868164,37.50382996392356,14.18017578125,-19.321884155273438,2.44940185546875,0.08387196063995361,0.0,73.4,1,21.2,39.1,39.7,0.85,10.3,5.9,142.1,117.9,119.9,12800354,17497,F4_direct,4,100.0,4.041451884327381,0,,,,,,,,0.0,1
64.2,-95.5,170.66666666666666,26.333755270881266,120.0,193.0,6,1997,2004,6,C20,Baker Lake,Canada,Canada,CALM_Canada,,,,0,0.0,0.0,-0.0,1.0,0.0,0.0,-10.269854545593262,951.355224609375,4651.90283203125,30.84404682607934,12.00787353515625,-31.385223388671875,2.3162333965301514,-7.345365413248392e-25,0.0,,0,,,,,,,,,,12799809,17498,F4_direct,4,100.0,26.333755270881266,0,,,,,,,,0.0,1
64.5667,177.2,56.142857142857146,6.144641060030585,45.0,67.0,28,1996,2024,28,R11,"Mt. Dionisy, Chukotka",Russia,Russia_E,CALM_Russia_E,,,,0,114.63888549804688,2.102444887161255,0.9187397956848145,0.3948635160923004,0.57781982421875,12.628135681152344,-4.14239501953125,1139.9184265136719,2627.3724060058594,33.762678011580654,11.25689697265625,-18.197906494140625,1.5958328247070312,0.07766539603471756,0.0,65.6,1,24.9,37.0,38.2,0.94,13.0,5.8,112.6,92.3,50.3,12900354,17499,F4_direct,4,100.0,6.144641060030585,0,,,,,,,,0.0,1
64.6333,176.9667,46.06666666666667,2.987274597992211,40.0,50.0,15,2010,2024,15,R45,Kruglaya (Anadyr),Russia,Russia_E,CALM_Russia_E,,,,0,16.42326545715332,0.8539902567863464,-0.8170499205589294,0.5765669345855713,-1.735076904296875,2.1947638988494873,-4.269344329833984,1196.9902954101562,2730.0487365722656,34.59754753461806,11.89337158203125,-18.918960571289062,1.7872390747070312,0.08061198145151138,0.0,55.8,1,25.6,38.7,35.7,1.01,11.8,6.1,121.7,108.4,77.2,12900353,17500,F4_direct,4,100.0,3.0,0,,,,,,,,0.0,1
64.7833,176.9667,50.83870967741935,5.983849230462213,38.0,60.0,31,1994,2024,31,R9,"""Cape Rogozhny; Chukotka""",Russia,Russia_E,CALM_Russia_E,,,,0,0.0,0.0,-0.0,1.0,-1.5837351083755493,3.154162883758545,-4.468372344970703,1230.4991760253906,2835.4010314941406,35.07847168884914,12.18896484375,-19.644866943359375,1.818926453590393,0.07056240737438202,0.2,52.4,1,24.6,39.7,35.7,0.92,11.0,5.7,147.2,122.0,91.5,12900353,17501,F4_direct,4,100.0,5.983849230462213,0,,,,,,,,0.0,1
65.2338,72.5184,118.33333333333333,24.21244358263792,95.0,160.0,12,2013,2024,12,R1b,"""Nadym WET; West Siberia """,Russia,Russia_W,CALM_Russia_W,,,,0,27.123422622680664,0.36299067735671997,-0.6410672068595886,-0.767484724521637,-0.4482917785644531,1.0240132808685303,-2.988774538040161,1537.3882446289062,2598.1319885253906,39.20954277505549,16.53594970703125,-20.638687133789062,2.710604429244995,0.06681986153125763,0.0,61.0,1,16.3,61.7,22.0,1.03,9.4,5.2,184.3,128.9,108.1,13000145,17502,F4_direct,4,100.0,24.21244358263792,0,,,,,,,,0.0,1
65.8781,-89.3672,48.333333333333336,4.72581562625261,43.0,52.0,3,2014,2017,3,C25,Ukkusiksalik National Park,Canada,Canada,CALM_Canada,,,,0,117.99951171875,2.103267192840576,-0.6596826910972595,-0.7515442371368408,0.05088043212890625,13.011550903320312,-12.143394470214844,858.7891845703125,5242.669372558594,29.30510509399877,11.587066650390625,-33.74882507324219,-2.232269287109375,0.07094725221395493,0.0,44.0,1,,,,,,,,,,13099821,17503,F4_direct,4,100.0,4.72581562625261,0,,,,,,,,0.0,1
66.05,76.6449,163.25,22.881943390659224,132.0,186.0,4,2020,2023,4,R61,Novyy Urengoy,Russia,Russia_W,CALM_Russia_W,,,,0,53.5157470703125,1.662981629371643,-0.36619219183921814,0.9305392503738403,-1.1207809448242188,1.790717363357544,-4.156416416168213,1442.6557006835938,2929.154541015625,37.98230773246399,16.46240234375,-22.189132690429688,2.631993532180786,0.07766600698232651,0.0,68.8,1,14.6,67.4,18.0,1.02,9.2,5.1,210.0,131.3,100.1,13200153,17504,F4_direct,4,100.0,22.881943390659224,0,,,,,,,,0.0,1
66.3132,76.9035,92.76470588235294,22.06107831613379,65.0,125.0,17,2008,2024,17,R50a,Urengoy Gas Field GP5,Russia,Russia_W,CALM_Russia_W,,,,0,60.078372955322266,0.13574501872062683,0.1366053819656372,-0.9906255602836609,-1.0734596252441406,2.2151613235473633,-4.370174407958984,1419.9848022460938,2984.444595336914,37.68268570903743,16.201324462890625,-22.401702880859375,2.1509780883789062,0.07684831321239471,0.0,66.6,1,14.4,66.7,19.0,1.0,8.5,5.2,217.1,143.6,101.9,13200153,17505,F4_direct,4,100.0,22.06107831613379,0,,,,,,,,0.0,1
66.5439,66.7313,65.33333333333333,6.506407098647713,59.0,72.0,3,2021,2023,3,R59,Salekhard,Russia,Russia_W,CALM_Russia_W,,,,0,29.93775749206543,1.6118654012680054,0.4226135015487671,0.9063100218772888,-1.7812252044677734,2.495307445526123,-3.5279159545898438,1442.61962890625,2698.6095275878906,37.981832879763054,16.71240234375,-21.050796508789062,2.3338699340820312,0.07412552088499069,0.0,105.6,1,22.5,49.4,28.1,0.93,7.6,5.2,208.9,143.9,106.5,13300133,17506,F4_direct,4,100.0,6.506407098647713,0,,,,,,,,0.0,1
66.5699,66.8809,79.66666666666667,5.507570547286104,74.0,85.0,3,2021,2023,3,R60,Gornoknyazevsk,Russia,Russia_W,CALM_Russia_W,,,,0,85.0639877319336,1.7491376399993896,-0.8121366500854492,0.5834673047065735,5.627967834472656,13.901124000549316,-3.6494991779327393,1417.8276672363281,2718.4606170654297,37.6540524676472,16.578277587890625,-21.037124633789062,2.2527873516082764,0.0750432014465332,0.0,80.4,1,22.7,47.3,30.0,0.97,7.5,5.2,210.8,124.4,80.0,13300133,17507,F4_direct,4,100.0,5.507570547286104,0,,,,,,,,0.0,1
66.6967,66.3589,48.55555555555556,6.424778422465461,37.0,57.0,9,2013,2021,9,R57,Labytnangy,Russia,Russia_W,CALM_Russia_W,,,,0,97.63904571533203,0.6787485480308533,-0.6739296913146973,0.7387955188751221,0.11278533935546875,1.819675087928772,-3.8684399127960205,1361.9454956054688,2743.018844604492,36.904545730918684,16.249176025390625,-20.869476318359375,1.6870321035385132,0.08552753925323486,0.0,66.2,1,22.1,47.5,30.5,0.93,9.3,5.0,230.6,170.9,108.2,13300132,17508,F4_direct,4,100.0,6.424778422465461,0,,,,,,,,0.0,1
66.7092,66.5678,84.11111111111111,15.711814379985245,64.0,111.0,9,2013,2021,9,R56,Oktyabrskyy,Russia,Russia_W,CALM_Russia_W,,,,0,99.5260238647461,2.0115652084350586,-0.992734432220459,0.12032615393400192,-0.467559814453125,4.587080001831055,-3.740372896194458,1399.6033935546875,2733.6878356933594,37.41127361577907,16.52197265625,-20.914398193359375,1.999071717262268,0.08119992166757584,0.0,49.2,1,21.1,45.5,33.3,0.92,9.4,5.5,193.2,135.5,73.9,13300133,17509,F4_direct,4,100.0,15.711814379985245,0,,,,,,,,0.0,1
66.7235,66.0805,107.57142857142857,16.52127056107916,90.0,134.0,7,2016,2023,7,R53,"Harp, Polar Urals",Russia,Russia_W,CALM_Russia_W,,,,0,114.30488586425781,0.1409035623073578,-0.10323680192232132,0.9946568012237549,1.309906005859375,1.0862622261047363,-3.8580219745635986,1344.2768859863281,2721.8387145996094,36.66438170740546,16.08544921875,-20.699234008789062,1.651873230934143,0.09119045734405518,0.0,57.0,1,19.9,50.9,29.2,0.99,8.5,5.2,244.5,169.4,100.0,13300132,17510,F4_direct,4,100.0,16.52127056107916,0,,,,,,,,0.0,1
66.8793,-64.6973,29.444444444444443,4.156654637779975,25.0,36.0,9,2009,2017,9,C27,"Owl River, Auyuittuq NP",Canada,Canada,CALM_Canada,,,,0,145.3776397705078,5.640628814697266,0.33296558260917664,0.9429389834403992,0.109619140625,5.785511493682861,-14.283554077148438,151.05120849609375,5329.490661621094,12.290289194973964,3.01220703125,-30.277481079101562,-10.808760643005371,2.8737194538116455,0.0,29.2,1,22.6,46.9,30.6,1.08,17.2,5.8,111.4,79.4,51.7,13299870,17511,F4_direct,4,100.0,4.156654637779975,0,,,,,,,,0.0,1
67.0656,62.9251,57.15384615384615,5.669305569558379,48.0,68.0,13,2012,2024,13,R52,Seida,Russia,Russia_W,CALM_Russia_W,,,,0,98.01277160644531,0.444602370262146,-0.49028193950653076,0.8715639114379883,0.27557373046875,2.4859273433685303,-3.0902278423309326,1302.3166198730469,2403.4930114746094,36.08762419269308,15.787261962890625,-19.106781005859375,2.295537233352661,0.11518751829862595,0.0,70.4,1,13.8,55.3,30.9,0.96,9.9,5.1,269.0,203.6,182.8,13400125,17512,F4_direct,4,100.0,5.669305569558379,0,,,,,,,,0.0,1
67.3333,63.7333,138.125,25.353693667958826,76.0,178.0,24,1998,2022,24,R23,Talnik,Russia,Russia_W,CALM_Russia_W,,,,0,124.54019165039062,1.6480602025985718,0.22184285521507263,-0.9750824570655823,3.0293731689453125,7.0104660987854,-3.5595486164093018,1257.5720520019531,2529.5897674560547,35.46226236440582,15.505035400390625,-19.509780883789062,2.085362672805786,0.12954387068748474,0.0,68.0,1,19.3,54.6,26.1,0.91,10.4,5.1,251.0,190.5,153.0,13400127,17513,F4_direct,4,100.0,25.353693667958826,0,,,,,,,,0.0,1
67.4779,76.6953,95.3125,14.902880034856794,65.0,125.0,16,2008,2024,16,R50b,Urengoy Gas Field GP15,Russia,Russia_W,CALM_Russia_W,,,,0,30.05416488647461,0.26250118017196655,0.5704954862594604,-0.821300745010376,8.57441520690918,8.790066719055176,-4.863503932952881,1349.0092163085938,3093.7762603759766,36.728860808750845,15.60595703125,-22.484710693359375,1.7750269174575806,0.07448040693998337,0.0,68.8,1,22.0,55.5,22.5,0.98,8.6,5.4,177.7,129.1,76.5,13400153,17514,F4_direct,4,100.0,14.902880034856794,0,,,,,,,,0.0,1
67.4814,86.4347,84.3125,16.168771340663668,62.0,108.0,16,2008,2024,16,R40,Igarka,Russia,Russia_W,CALM_Russia_W,,,,0,27.773021697998047,2.0362489223480225,-0.9925395250320435,0.12192327529191971,-2.234630584716797,2.0996253490448,-5.354166507720947,1454.3613891601562,3377.345474243164,38.13609037591762,16.263824462890625,-24.162445068359375,3.3362300395965576,0.13755197823047638,0.0,62.2,1,19.6,51.4,29.1,0.93,8.9,5.3,242.4,161.8,96.3,13400172,17515,F4_direct,4,100.0,16.168771340663668,0,,,,,,,,0.0,1
67.5833,64.1833,82.89655172413794,9.488131035239334,63.0,94.0,29,1996,2024,29,R2,"Ayach-Yakha, Vorkuta",Russia,Russia_W,CALM_Russia_W,,,,0,154.06210327148438,0.06648606806993484,0.521777868270874,-0.8530814051628113,0.287567138671875,5.576613903045654,-3.9314868450164795,1199.2595520019531,2606.8663482666016,34.63032705594842,15.001129150390625,-19.672531127929688,1.7286428213119507,0.13910265266895294,0.0,63.4,1,22.7,48.2,29.1,0.9,12.6,4.9,253.4,162.4,118.3,13500128,17516,F4_direct,4,100.0,9.488131035239334,0,,,,,,,,0.0,1
67.7724,34.182,161.66666666666666,2.065591117977289,160.0,165.0,6,2011,2016,6,R44,"""Umbozero; Kola Peninsula""",Russia,Russia_W,CALM_Russia_W,,,,0,151.8428192138672,0.5857638120651245,0.9921882152557373,-0.12475012242794037,-0.555023193359375,2.594475269317627,-0.093292236328125,1373.5178833007812,1386.5432434082031,37.06100218964378,13.67169189453125,-13.26171875,3.683560609817505,0.04451840743422508,0.0,,0,7.1,57.4,35.5,0.86,12.7,5.0,221.2,155.3,83.1,13500068,17517,F4_direct,4,100.0,3.0,0,,,,,,,,0.0,1
68.2253,69.1444,92.6,9.316651759081692,82.0,102.0,5,2017,2021,5,R58,Erkuta,Russia,Russia_W,CALM_Russia_W,,,,0,18.007871627807617,1.6890647411346436,-0.9991748332977295,-0.0406162291765213,4.295543670654297,5.970457077026367,-4.47008752822876,1215.7966918945312,2816.7044219970703,34.8682762965784,14.54736328125,-20.515640258789062,2.032437562942505,0.0781850591301918,0.0,61.4,1,20.4,56.7,22.9,0.89,8.6,5.4,223.5,141.5,84.0,13600138,17518,F4_direct,4,100.0,9.316651759081692,0,,,,,,,,0.0,1
68.2333,53.85,91.26666666666667,22.889382025817326,58.0,139.0,15,2010,2024,15,R24 A,Kashin Island,Russia,Russia_W,CALM_Russia_W,,,,0,0.0,0.0,-0.0,1.0,-0.0019395763520151377,0.03734015300869942,-1.3320642709732056,1282.6122131347656,1747.4757690429688,35.81357582167362,14.03887939453125,-15.7080078125,2.62152361869812,0.07619322836399078,0.2,,0,20.5,50.2,29.4,0.93,11.2,5.1,196.9,152.1,76.6,13600107,17519,F4_direct,4,100.0,22.889382025817326,0,,,,,,,,0.0,1
68.3,18.8333,74.58823529411765,14.24273902636925,51.0,98.0,34,1990,2023,34,S2,"Abisko area, Sweden",Sweden/Svalbard,Svalbard,CALM_Svalbard,,,,0,663.4014892578125,19.988418579101562,-0.07708287984132767,0.9970247149467468,-8.0966796875,33.85481262207031,-2.31182599067688,832.3031311035156,1656.5726013183594,28.84966431526571,9.869293212890625,-12.28875732421875,0.7843348383903503,0.22205959260463715,0.0,107.2,1,7.7,51.7,40.7,0.89,11.7,5.7,160.6,109.1,73.1,13600037,17520,F4_direct,4,100.0,14.24273902636925,0,,,,,,,,0.0,1
68.3,54.5,110.73913043478261,10.08697355866082,88.0,128.0,23,1999,2022,23,R24,Bolvansky,Russia,Russia_W,CALM_Russia_W,,,,0,0.0,0.0,-0.0,1.0,0.0,0.0,-1.4488931894302368,1230.6505432128906,1738.4338073730469,35.08062917356088,13.477691650390625,-15.459625244140625,2.444788694381714,0.08131708949804306,0.2,,0,23.8,48.6,27.6,0.94,11.8,5.3,218.6,161.9,89.6,13600109,17521,F4_direct,4,100.0,10.08697355866082,0,,,,,,,,0.0,1
68.4167,161.2167,45.0,,45.0,45.0,1,1996,1996,1,R26,"Panteleikha, Kolyma",Russia,Russia_E,CALM_Russia_E,,,,0,2.823632001876831,0.6117727160453796,-0.8807721138000488,0.47354042530059814,-1.071878433227539,2.5690505504608154,-8.844426155090332,1321.9344177246094,4511.094970703125,36.358416050821155,13.29931640625,-31.368820190429688,0.9037196040153503,0.04715340957045555,0.0,46.8,1,21.6,31.9,46.5,1.23,9.4,6.2,138.3,96.2,73.8,13600322,17522,F4_direct,4,100.0,12.0,0,,,,,,,,0.0,1
68.5167,161.4333,55.84615384615385,5.4235951743640145,46.0,65.0,26,1996,2023,26,R20,"Malchilovskaya Channel, Kolyma",Russia,Russia_E,CALM_Russia_E,,,,0,2.830995559692383,3.7653260231018066,-0.5193649530410767,0.8545525670051575,0.17832279205322266,1.7204396724700928,-8.892033576965332,1308.4246520996094,4515.018157958984,36.1721529923173,13.186676025390625,-31.260757446289062,1.0656102895736694,0.05021295323967934,0.0,60.8,1,19.9,29.7,50.4,1.22,10.1,6.2,138.6,99.7,82.1,13700322,17523,F4_direct,4,100.0,5.4235951743640145,0,,,,,,,,0.0,1
68.7,161.55,134.66666666666666,10.314114231525283,115.0,151.0,15,2003,2017,15,R38 A,Mt. Rodinka (Control),Russia,Russia_E,CALM_Russia_E,,,,0,80.32072448730469,1.86661696434021,-0.7155966758728027,0.6985137462615967,4.458946228027344,8.430273056030273,-8.570937156677246,1224.9071350097656,4315.751708984375,34.99867333213883,12.47833251953125,-29.966476440429688,0.6078770756721497,0.05445444583892822,0.0,64.0,1,19.0,26.3,54.7,1.33,8.8,5.9,134.0,84.0,64.3,13700323,17524,F4_direct,4,100.0,10.314114231525283,0,,,,,,,,0.0,1
68.7167,161.5333,152.63636363636363,7.01815826656434,139.0,167.0,11,2003,2016,11,R38 B,Mt. Rodinka (Burn),Russia,Russia_E,CALM_Russia_E,,,,0,64.3201904296875,4.052846908569336,0.21592742204666138,0.9764094352722168,-4.584678649902344,13.738367080688477,-8.594615936279297,1233.1652221679688,4332.526779174805,35.11645230042421,12.52978515625,-30.109054565429688,0.64251708984375,0.054184094071388245,0.0,67.2,1,16.4,24.5,59.2,1.31,10.6,5.7,142.1,86.5,37.6,13700323,17525,F4_direct,4,100.0,7.01815826656434,0,,,,,,,,0.0,1
68.7333,158.9,40.705882352941174,5.382433300589439,32.0,52.0,17,2007,2023,17,R35,Omolon,Russia,Russia_E,CALM_Russia_E,,,,0,0.0,0.0,-0.0,1.0,0.0,0.0,-9.36056900024414,1124.4552612304688,4504.731170654297,33.532898193124744,11.79669189453125,-31.251968383789062,0.4414215087890625,0.05270068719983101,0.0,,0,20.9,42.0,37.1,1.19,9.5,6.2,110.7,84.5,67.5,13700317,17526,F4_direct,4,100.0,5.382433300589439,0,,,,,,,,0.0,1
68.74,161.3928,73.2,8.599877600108169,51.0,84.0,20,2003,2022,20,R38 C,Mt. Rodinka (Station),Russia,Russia_E,CALM_Russia_E,,,,0,36.47157287597656,4.316349506378174,0.9107111692428589,-0.41304370760917664,3.95892333984375,23.473064422607422,-8.655353546142578,1238.1101989746094,4359.524490356445,35.186790120364904,12.56915283203125,-30.276382446289062,0.66693115234375,0.054085493087768555,0.0,64.8,1,19.6,28.4,52.0,1.24,11.8,6.2,106.4,78.0,70.4,13700322,17527,F4_direct,4,100.0,8.599877600108169,0,,,,,,,,0.0,1
68.7417,161.5042,101.6,10.530157193808448,72.0,119.0,20,2003,2022,20,R18 A,"""Mt. Rodinka; Kolyma ( 10 m grid)""",Russia,Russia_E,CALM_Russia_E,,,,0,85.68511199951172,2.378695249557495,-0.09150473028421402,0.9958046674728394,-0.3144683837890625,7.954233169555664,-8.594615936279297,1233.1652221679688,4332.526779174805,35.11645230042421,12.52978515625,-30.109054565429688,0.64251708984375,0.054184094071388245,0.0,65.6,1,17.2,22.8,60.1,1.31,8.1,5.9,120.3,69.9,49.5,13700323,17528,F4_direct,4,100.0,10.530157193808448,0,,,,,,,,0.0,1
68.8,160.95,88.4,13.671747023210546,56.0,112.0,25,1996,2023,25,R19,"Lake Glukhoe, Kolyma",Russia,Russia_E,CALM_Russia_E,,,,0,2.3000316619873047,0.31250035762786865,-0.2869579493999481,0.9579432010650635,-2.486074924468994,2.9704794883728027,-9.020668029785156,1205.6209106445312,4460.733932495117,34.722052223976206,12.29180908203125,-30.796890258789062,0.8286082148551941,0.0533062219619751,0.0,44.8,1,22.0,31.1,47.0,1.21,10.6,6.3,134.9,96.6,86.0,13700321,17529,F4_direct,4,100.0,13.671747023210546,0,,,,,,,,0.0,1
68.8167,161.0,55.19230769230769,7.467364894093392,43.0,73.0,26,1996,2023,26,R17,"""Akhmelo channel; Kolyma""",Russia,Russia_E,CALM_Russia_E,,,,0,0.5,0.6663088202476501,-1.0,-4.371138828673793e-08,-1.089435338973999,1.348535180091858,-9.020668029785156,1205.6209106445312,4460.733932495117,34.722052223976206,12.29180908203125,-30.796890258789062,0.8286082148551941,0.0533062219619751,0.0,43.6,1,23.3,32.8,44.0,1.21,10.9,6.3,128.0,94.0,85.0,13700322,17530,F4_direct,4,100.0,7.467364894093392,0,,,,,,,,0.0,1
68.8333,161.0333,97.5,11.247221879201994,70.0,117.0,26,1996,2023,26,R21,"Lake Akhmelo, Kolyma",Russia,Russia_E,CALM_Russia_E,,,,0,6.65487003326416,0.5831743478775024,0.0016612124163657427,-0.9999986290931702,1.0133295059204102,0.9570665955543518,-9.020668029785156,1205.6209106445312,4460.733932495117,34.722052223976206,12.29180908203125,-30.796890258789062,0.8286082148551941,0.0533062219619751,0.0,40.8,1,23.3,32.8,44.0,1.21,10.9,6.3,128.0,94.0,85.0,13700322,17531,F4_direct,4,100.0,11.247221879201994,0,,,,,,,,0.0,1
68.9255,161.5046,78.18518518518519,9.207175450271366,45.0,90.0,27,1996,2022,27,R18,"""Mt. Rodinka; Kolyma""",Russia,Russia_E,CALM_Russia_E,,,,0,5.556558609008789,2.1241042613983154,-0.15027570724487305,0.9886441230773926,1.781433343887329,1.7445436716079712,-8.691842079162598,1204.4839172363281,4340.22135925293,34.70567557671696,12.256988525390625,-29.916030883789062,0.5628509521484375,0.05823688209056854,0.0,65.2,1,21.8,30.7,47.5,1.17,10.4,6.3,124.8,100.3,72.4,13700323,17532,F4_direct,4,100.0,9.207175450271366,0,,,,,,,,0.0,1
69.0833,158.9,51.666666666666664,10.716031603785673,30.0,75.0,21,1996,2023,21,R16,"Segodnya Pingo, Kolyma",Russia,Russia_E,CALM_Russia_E,,,,0,29.87720489501953,0.7471075654029846,0.21862486004829407,-0.9758089780807495,1.752237319946289,1.9357595443725586,-9.655078887939453,1030.8757019042969,4519.93879699707,32.107253104311134,10.956207275390625,-31.139007568359375,0.29754638671875,0.05147824063897133,0.0,33.2,1,23.2,44.6,32.2,1.15,9.0,6.0,115.8,84.1,77.3,13800317,17533,F4_direct,4,100.0,10.716031603785673,0,,,,,,,,0.0,1
69.1667,154.4333,40.578947368421055,4.140796883500732,31.0,46.0,19,2005,2023,19,R36,Andryushkino,Russia,Russia_E,CALM_Russia_E,,,,0,12.890555381774902,3.6079704761505127,0.931050181388855,0.3648912012577057,1.2311935424804688,1.6710246801376343,-10.208847045898438,1028.0830993652344,4717.847473144531,32.06373495657102,10.964996337890625,-32.06608581542969,0.1402638703584671,0.054223086684942245,0.0,42.4,1,22.8,43.2,33.9,1.18,10.2,6.2,111.6,81.6,85.5,13800308,17534,F4_direct,4,100.0,4.140796883500732,0,,,,,,,,0.0,1
69.25,-53.5,67.5,7.416198487095665,57.0,74.0,4,1997,2000,4,G3,Disko Island,Denmark (Greenland),Greenland,CALM_Greenland,,,,0,0.0,0.0,-0.0,1.0,-5.598804473876953,10.190864562988281,-5.04741907119751,512.5443725585938,2327.9122314453125,22.639442850003924,6.59161376953125,-17.0802001953125,-0.41729736328125,0.15228278934955597,0.2,56.0,1,18.0,44.9,37.1,1.04,13.2,6.1,126.1,83.7,37.6,13799893,17535,F4_direct,4,100.0,7.416198487095665,0,,,,,,,,0.0,1
69.3167,154.9833,52.76190476190476,3.8846462117516154,45.0,58.0,21,1998,2023,21,R22,Alazeya River,Russia,Russia_E,CALM_Russia_E,,,,0,55.829376220703125,3.8475632667541504,0.4879886507987976,-0.8728499412536621,3.5658340454101562,4.649030685424805,-10.246826171875,993.4047546386719,4697.714996337891,31.518324108979396,10.64013671875,-31.921234130859375,0.29895782470703125,0.05524095892906189,0.0,28.0,1,23.3,39.6,37.1,1.21,9.4,6.1,117.8,79.5,80.5,13800309,17536,F4_direct,4,100.0,3.8846462117516154,0,,,,,,,,0.0,1
69.3833,158.4667,38.333333333333336,7.695977532155263,25.0,60.0,39,1996,2023,21,R15 A,"Konkovaya River, Kolyma",Russia,Russia_E,CALM_Russia_E,,,,0,9.463357925415039,0.723362386226654,0.905219316482544,0.4249446988105774,-2.0528697967529297,4.295677185058594,-9.857150077819824,929.0274353027344,4493.07829284668,30.479951366475873,9.98321533203125,-30.833023071289062,0.0911916121840477,0.052795130759477615,0.0,36.0,1,22.3,40.1,37.6,1.15,8.6,6.1,110.7,76.3,61.2,13800316,17537,F4_direct,4,100.0,7.695977532155263,0,,,,,,,,0.0,1
69.4333,88.4667,98.21052631578948,10.554509027837979,81.0,122.0,19,2005,2023,19,R32,Talnah (Norilsk Region),Russia,Russia_W,CALM_Russia_W,,,,0,50.524879455566406,9.97386646270752,0.3470478951931,-0.937847375869751,3.7583084106445312,3.388291835784912,-7.186252593994141,1275.4639587402344,3865.8866577148438,35.71363827363763,14.875152587890625,-24.754898071289062,1.4993184804916382,0.17807625234127045,0.0,143.8,1,20.6,51.3,28.2,0.96,9.2,5.6,251.5,174.5,114.3,13800176,17538,F4_direct,4,100.0,10.554509027837979,0,,,,,,,,0.0,1
69.4833,156.9833,44.8421052631579,3.65548534389282,38.0,49.0,19,1996,2021,19,R14,"Chukochya River, Kolyma",Russia,Russia_E,CALM_Russia_E,,,,0,30.471683502197266,0.9846225380897522,0.99253249168396,0.12198054045438766,3.0279388427734375,11.101198196411133,-10.019639015197754,935.234130859375,4558.344345092773,30.58159791213296,10.02294921875,-31.131515502929688,-0.03144581988453865,0.05641096830368042,0.0,34.4,1,22.7,39.8,37.6,1.2,9.4,6.2,117.6,76.1,71.0,13800313,17539,F4_direct,4,100.0,3.65548534389282,0,,,,,,,,0.0,1
