interval,n,coverage,cov_ci_lo,cov_ci_hi,width_mean,interval_score,is_ci_lo,is_ci_hi,is_width_part,is_under_part,is_over_part,width_median,width_p10,width_p90
raw,13606,0.4456122298985742,0.3228867637143551,0.6167405050109568,14.650121735257278,123.91063411551812,88.04456019403369,153.7775354751781,14.650121735257278,65.73739050397336,43.52312187628749,14.285199979095836,6.742132100711572,22.732096818152257
cqr,13606,0.9343671909451713,0.8941953733191725,0.9631884564310127,53.639716225041276,68.8521236161095,58.6440086409932,94.92015877266617,53.639716225041276,2.659636362919623,12.55277102814859,52.23825026352435,43.08728345834842,69.89401655058349
const_width,13606,0.8999706012053506,0.8498016591362175,0.9249591005661725,43.45700398396181,65.38963626029954,55.614271694314056,92.19092460913436,43.45700398396181,3.840030292085308,18.09260198425241,43.4570039839618,43.4570039839618,43.45700398396181
