scheme,seed,fold,model,n_test,E_train,nnd_median_km,rmse_cm,mae_cm,bias_cm,r2
block_0.5_canonical,2,5,ridge,1778,1.6208,27.384,21.269,14.103,-4.772,0.1659
block_0.5_canonical,2,5,catboost_lo,1778,1.6208,27.384,22.61,15.092,-6.999,0.0573
block_0.5_canonical,2,5,stefan_ridge_l075,1778,1.6208,27.384,21.14,14.093,-3.571,0.1759
block_1.0,0,0,stefan,4716,1.5734,72.128,11.048,8.924,-5.929,-0.3898
block_1.0,0,0,ridge,4716,1.5734,72.128,10.384,8.348,4.504,-0.2278
block_1.0,0,0,catboost_lo,4716,1.5734,72.128,17.742,15.203,14.767,-2.5841
block_1.0,0,0,stefan_ridge_l075,4716,1.5734,72.128,9.41,7.735,1.187,-0.0083
block_1.0,0,1,stefan,1586,1.6059,26.915,11.455,8.582,-3.441,-0.1196
block_1.0,0,1,ridge,1586,1.6059,26.915,11.827,9.145,-3.988,-0.1935
block_1.0,0,1,catboost_lo,1586,1.6059,26.915,12.535,9.508,-5.132,-0.3407
block_1.0,0,1,stefan_ridge_l075,1586,1.6059,26.915,11.662,8.979,-4.267,-0.1606
block_1.0,0,2,stefan,1516,1.6371,19.485,10.537,8.173,4.401,-0.2129
block_1.0,0,2,ridge,1516,1.6371,19.485,9.588,7.22,-1.453,-0.0041
block_1.0,0,2,catboost_lo,1516,1.6371,19.485,9.934,7.515,-3.072,-0.0778
block_1.0,0,2,stefan_ridge_l075,1516,1.6371,19.485,9.459,7.074,0.023,0.0227
block_1.0,0,3,stefan,2469,1.6183,25.769,15.255,10.68,-0.32,0.1145
block_1.0,0,3,ridge,2469,1.6183,25.769,13.633,9.706,0.405,0.2928
block_1.0,0,3,catboost_lo,2469,1.6183,25.769,14.437,9.722,-4.258,0.207
block_1.0,0,3,stefan_ridge_l075,2469,1.6183,25.769,13.65,9.502,0.339,0.291
block_1.0,0,4,stefan,1002,1.6286,33.845,22.267,16.623,4.608,0.1703
block_1.0,0,4,ridge,1002,1.6286,33.845,21.396,15.033,-3.643,0.234
block_1.0,0,4,catboost_lo,1002,1.6286,33.845,21.837,15.487,-2.793,0.2021
block_1.0,0,4,stefan_ridge_l075,1002,1.6286,33.845,21.24,15.075,-1.967,0.2451
block_1.0,0,5,stefan,2317,1.6388,14.825,18.722,14.944,3.89,-0.0265
block_1.0,0,5,ridge,2317,1.6388,14.825,19.35,15.754,5.094,-0.0965
block_1.0,0,5,catboost_lo,2317,1.6388,14.825,19.012,14.959,2.529,-0.0585
block_1.0,0,5,stefan_ridge_l075,2317,1.6388,14.825,18.896,15.389,4.916,-0.0456
block_1.0,1,0,stefan,4716,1.5734,72.128,11.048,8.924,-5.929,-0.3898
block_1.0,1,0,ridge,4716,1.5734,72.128,10.384,8.348,4.504,-0.2278
block_1.0,1,0,catboost_lo,4716,1.5734,72.128,15.567,12.542,11.512,-1.7591
block_1.0,1,0,stefan_ridge_l075,4716,1.5734,72.128,9.41,7.735,1.187,-0.0083
block_1.0,1,1,stefan,1607,1.6066,26.965,11.47,8.61,-3.234,-0.1179
block_1.0,1,1,ridge,1607,1.6066,26.965,11.747,9.062,-3.558,-0.1725
block_1.0,1,1,catboost_lo,1607,1.6066,26.965,12.282,9.466,-5.149,-0.2818
block_1.0,1,1,stefan_ridge_l075,1607,1.6066,26.965,11.557,8.892,-3.896,-0.1349
block_1.0,1,2,stefan,1687,1.6435,19.463,11.818,8.855,5.214,-0.1425
block_1.0,1,2,ridge,1687,1.6435,19.463,10.251,7.684,-1.026,0.1404
block_1.0,1,2,catboost_lo,1687,1.6435,19.463,10.643,7.949,-2.537,0.0732
block_1.0,1,2,stefan_ridge_l075,1687,1.6435,19.463,10.27,7.582,0.538,0.1371
block_1.0,1,3,stefan,1772,1.6152,51.398,23.076,16.822,-0.963,0.0441
block_1.0,1,3,ridge,1772,1.6152,51.398,22.267,14.899,-6.743,0.1099
block_1.0,1,3,catboost_lo,1772,1.6152,51.398,22.68,15.079,-6.112,0.0765
block_1.0,1,3,stefan_ridge_l075,1772,1.6152,51.398,22.031,14.923,-5.317,0.1287
block_1.0,1,4,stefan,2061,1.641,14.508,17.477,14.387,5.01,-0.1092
block_1.0,1,4,ridge,2061,1.641,14.508,16.821,13.894,6.106,-0.0274
block_1.0,1,4,catboost_lo,2061,1.641,14.508,16.122,12.629,2.216,0.0562
block_1.0,1,4,stefan_ridge_l075,2061,1.641,14.508,16.71,13.812,5.956,-0.0139
block_1.0,1,5,stefan,1763,1.6236,25.572,11.838,8.891,1.229,-0.0409
block_1.0,1,5,ridge,1763,1.6236,25.572,12.144,9.439,1.853,-0.0954
block_1.0,1,5,catboost_lo,1763,1.6236,25.572,11.745,8.72,-1.941,-0.0245
block_1.0,1,5,stefan_ridge_l075,1763,1.6236,25.572,12.031,9.279,1.749,-0.0751
block_1.0,2,0,stefan,4716,1.5734,72.128,11.048,8.924,-5.929,-0.3898
block_1.0,2,0,ridge,4716,1.5734,72.128,10.384,8.348,4.504,-0.2278
block_1.0,2,0,catboost_lo,4716,1.5734,72.128,18.565,16.193,15.9,-2.9239
block_1.0,2,0,stefan_ridge_l075,4716,1.5734,72.128,9.41,7.735,1.187,-0.0083
block_1.0,2,1,stefan,2334,1.6387,25.711,13.804,10.5,3.526,0.2556
block_1.0,2,1,ridge,2334,1.6387,25.711,12.754,9.679,1.769,0.3645
block_1.0,2,1,catboost_lo,2334,1.6387,25.711,12.844,9.479,-1.195,0.3555
block_1.0,2,1,stefan_ridge_l075,2334,1.6387,25.711,12.737,9.683,2.237,0.3662
block_1.0,2,2,stefan,1635,1.6399,19.536,11.241,8.64,4.686,-0.1598
block_1.0,2,2,ridge,1635,1.6399,19.536,10.272,7.625,-0.761,0.0315
block_1.0,2,2,catboost_lo,1635,1.6399,19.536,11.376,8.514,-5.324,-0.1879
block_1.0,2,2,stefan_ridge_l075,1635,1.6399,19.536,10.229,7.552,0.642,0.0396
block_1.0,2,3,stefan,1559,1.6149,37.898,23.035,16.52,-1.223,0.0414
block_1.0,2,3,ridge,1559,1.6149,37.898,21.901,14.532,-5.738,0.1335
block_1.0,2,3,catboost_lo,1559,1.6149,37.898,22.496,14.811,-6.808,0.0858
block_1.0,2,3,stefan_ridge_l075,1559,1.6149,37.898,21.852,14.663,-4.677,0.1374
block_1.0,2,4,stefan,1759,1.6301,10.259,17.758,14.304,3.221,-0.0361
block_1.0,2,4,ridge,1759,1.6301,10.259,17.51,14.945,6.679,-0.0074
block_1.0,2,4,catboost_lo,1759,1.6301,10.259,17.865,14.694,4.293,-0.0486
block_1.0,2,4,stefan_ridge_l075,1759,1.6301,10.259,17.494,14.791,5.977,-0.0056
block_1.0,2,5,stefan,1603,1.6081,26.952,11.944,8.876,-2.976,-0.1965
block_1.0,2,5,ridge,1603,1.6081,26.952,12.428,9.611,-5.021,-0.2953
block_1.0,2,5,catboost_lo,1603,1.6081,26.952,13.033,9.989,-5.279,-0.4246
block_1.0,2,5,stefan_ridge_l075,1603,1.6081,26.952,12.272,9.421,-4.927,-0.2631
block_2.0,0,0,stefan,4719,1.5734,119.046,11.045,8.92,-5.926,-0.3892
block_2.0,0,0,ridge,4719,1.5734,119.046,10.408,8.365,4.564,-0.2336
block_2.0,0,0,catboost_lo,4719,1.5734,119.046,17.195,14.17,13.537,-2.3668
block_2.0,0,0,stefan_ridge_l075,4719,1.5734,119.046,9.413,7.736,1.222,-0.0089
block_2.0,0,1,stefan,3308,1.615,47.605,14.636,11.177,-0.412,-0.0415
block_2.0,0,1,ridge,3308,1.615,47.605,15.85,12.792,4.893,-0.2214
block_2.0,0,1,catboost_lo,3308,1.615,47.605,14.837,11.751,2.188,-0.0703
block_2.0,0,1,stefan_ridge_l075,3308,1.615,47.605,15.271,12.157,3.515,-0.1338
block_2.0,0,2,stefan,3216,1.648,87.371,11.08,8.534,3.172,-0.0823
block_2.0,0,2,ridge,3216,1.648,87.371,10.9,8.341,1.745,-0.0475
block_2.0,0,2,catboost_lo,3216,1.648,87.371,12.468,9.608,-3.5,-0.3705
block_2.0,0,2,stefan_ridge_l075,3216,1.648,87.371,10.933,8.398,2.542,-0.0538
block_2.0,0,3,stefan,926,1.6123,202.454,23.864,17.197,-3.555,-0.2425
block_2.0,0,3,ridge,926,1.6123,202.454,22.645,15.135,-6.527,-0.1188
block_2.0,0,3,catboost_lo,926,1.6123,202.454,21.994,14.312,-4.787,-0.0553
block_2.0,0,3,stefan_ridge_l075,926,1.6123,202.454,22.379,15.064,-5.723,-0.0926
block_2.0,0,4,stefan,705,1.6284,130.824,24.357,18.366,6.39,0.1799
block_2.0,0,4,ridge,705,1.6284,130.824,22.299,15.248,-2.698,0.3127
block_2.0,0,4,catboost_lo,705,1.6284,130.824,21.8,15.131,-0.16,0.3431
block_2.0,0,4,stefan_ridge_l075,705,1.6284,130.824,22.484,15.665,-0.86,0.3013
block_2.0,0,5,stefan,732,1.6306,46.054,17.028,14.306,7.593,-0.1569
block_2.0,0,5,ridge,732,1.6306,46.054,13.541,10.406,-0.491,0.2684
block_2.0,0,5,catboost_lo,732,1.6306,46.054,14.563,11.265,0.121,0.1539
block_2.0,0,5,stefan_ridge_l075,732,1.6306,46.054,13.841,10.953,1.556,0.2356
block_2.0,1,0,stefan,4719,1.5734,119.046,11.045,8.92,-5.926,-0.3892
block_2.0,1,0,ridge,4719,1.5734,119.046,10.408,8.365,4.564,-0.2336
block_2.0,1,0,catboost_lo,4719,1.5734,119.046,15.592,12.706,11.69,-1.7685
block_2.0,1,0,stefan_ridge_l075,4719,1.5734,119.046,9.413,7.736,1.222,-0.0089
block_2.0,1,1,stefan,3308,1.615,47.605,14.636,11.177,-0.412,-0.0415
block_2.0,1,1,ridge,3308,1.615,47.605,15.85,12.792,4.893,-0.2214
block_2.0,1,1,catboost_lo,3308,1.615,47.605,14.827,11.906,3.639,-0.0689
block_2.0,1,1,stefan_ridge_l075,3308,1.615,47.605,15.271,12.157,3.515,-0.1338
block_2.0,1,2,stefan,3216,1.648,87.371,11.08,8.534,3.172,-0.0823
block_2.0,1,2,ridge,3216,1.648,87.371,10.9,8.341,1.745,-0.0475
block_2.0,1,2,catboost_lo,3216,1.648,87.371,12.467,9.56,-4.599,-0.3702
block_2.0,1,2,stefan_ridge_l075,3216,1.648,87.371,10.933,8.398,2.542,-0.0538
block_2.0,1,3,stefan,813,1.6296,32.974,23.377,17.532,6.379,0.202
block_2.0,1,3,ridge,813,1.6296,32.974,22.762,15.824,-2.713,0.2435
block_2.0,1,3,catboost_lo,813,1.6296,32.974,22.705,15.486,-1.997,0.2472
block_2.0,1,3,stefan_ridge_l075,813,1.6296,32.974,22.612,15.936,-0.676,0.2534
block_2.0,1,4,stefan,799,1.6178,51.42,21.743,16.202,-0.916,-0.2637
block_2.0,1,4,ridge,799,1.6178,51.42,16.69,10.682,-1.156,0.2555
block_2.0,1,4,catboost_lo,799,1.6178,51.42,17.593,10.883,-1.626,0.1727
block_2.0,1,4,stefan_ridge_l075,799,1.6178,51.42,17.309,11.143,-0.916,0.1991
block_2.0,1,5,stefan,751,1.6242,65.133,21.039,16.072,3.209,-0.1483
block_2.0,1,5,ridge,751,1.6242,65.133,20.398,14.514,-4.905,-0.0794
block_2.0,1,5,catboost_lo,751,1.6242,65.133,22.641,16.656,-6.973,-0.3299
block_2.0,1,5,stefan_ridge_l075,751,1.6242,65.133,20.006,14.443,-2.93,-0.0384
block_2.0,2,0,stefan,4719,1.5734,119.046,11.045,8.92,-5.926,-0.3892
block_2.0,2,0,ridge,4719,1.5734,119.046,10.408,8.365,4.564,-0.2336
block_2.0,2,0,catboost_lo,4719,1.5734,119.046,16.219,13.587,12.91,-1.9955
block_2.0,2,0,stefan_ridge_l075,4719,1.5734,119.046,9.413,7.736,1.222,-0.0089
block_2.0,2,1,stefan,3308,1.615,47.605,14.636,11.177,-0.412,-0.0415
block_2.0,2,1,ridge,3308,1.615,47.605,15.85,12.792,4.893,-0.2214
block_2.0,2,1,catboost_lo,3308,1.615,47.605,14.537,11.262,0.039,-0.0274
block_2.0,2,1,stefan_ridge_l075,3308,1.615,47.605,15.271,12.157,3.515,-0.1338
block_2.0,2,2,stefan,3216,1.648,87.371,11.08,8.534,3.172,-0.0823
block_2.0,2,2,ridge,3216,1.648,87.371,10.9,8.341,1.745,-0.0475
block_2.0,2,2,catboost_lo,3216,1.648,87.371,14.74,11.617,-9.339,-0.9154
block_2.0,2,2,stefan_ridge_l075,3216,1.648,87.371,10.933,8.398,2.542,-0.0538
block_2.0,2,3,stefan,767,1.6126,51.419,22.006,15.329,-4.546,-0.5242
block_2.0,2,3,ridge,767,1.6126,51.419,18.982,12.455,-3.82,-0.134
block_2.0,2,3,catboost_lo,767,1.6126,51.419,21.056,14.224,-6.978,-0.3954
block_2.0,2,3,stefan_ridge_l075,767,1.6126,51.419,19.401,12.809,-3.955,-0.1847
block_2.0,2,4,stefan,693,1.6272,69.549,22.311,17.925,6.086,-0.0275
block_2.0,2,4,ridge,693,1.6272,69.549,22.128,16.118,-4.611,-0.0107
block_2.0,2,4,catboost_lo,693,1.6272,69.549,22.442,16.148,-6.049,-0.0395
block_2.0,2,4,stefan_ridge_l075,693,1.6272,69.549,21.475,15.998,-1.928,0.0481
block_2.0,2,5,stefan,903,1.632,31.563,22.117,16.883,6.866,0.2218
block_2.0,2,5,ridge,903,1.632,31.563,20.606,13.619,-2.541,0.3245
block_2.0,2,5,catboost_lo,903,1.632,31.563,20.981,13.951,-2.182,0.2996
block_2.0,2,5,stefan_ridge_l075,903,1.632,31.563,20.533,13.935,-0.336,0.3292
knndm,0,0,stefan,4723,1.5732,195.28,11.094,8.936,-5.937,-0.3802
knndm,0,0,ridge,4723,1.5732,195.28,10.833,8.649,5.377,-0.316
knndm,0,0,catboost_lo,4723,1.5732,195.28,20.036,17.259,16.986,-3.5018
knndm,0,0,stefan_ridge_l075,4723,1.5732,195.28,9.56,7.804,1.825,-0.0248
knndm,0,1,stefan,3483,1.6308,26.435,14.613,11.257,1.659,0.3317
knndm,0,1,ridge,3483,1.6308,26.435,14.572,11.602,2.613,0.3355
knndm,0,1,catboost_lo,3483,1.6308,26.435,14.701,11.215,-1.163,0.3236
knndm,0,1,stefan_ridge_l075,3483,1.6308,26.435,14.506,11.471,2.477,0.3415
knndm,0,2,stefan,1965,1.6238,19.606,14.376,9.545,0.128,-0.273
knndm,0,2,ridge,1965,1.6238,19.606,12.44,8.285,-1.306,0.0468
knndm,0,2,catboost_lo,1965,1.6238,19.606,13.79,8.939,-5.438,-0.1714
knndm,0,2,stefan_ridge_l075,1965,1.6238,19.606,12.567,8.107,-0.9,0.0272
knndm,0,3,stefan,573,1.6188,75.541,27.681,20.371,1.174,0.0407
knndm,0,3,ridge,573,1.6188,75.541,28.005,19.896,-5.955,0.0181
knndm,0,3,catboost_lo,573,1.6188,75.541,27.671,19.447,-4.991,0.0414
knndm,0,3,stefan_ridge_l075,573,1.6188,75.541,27.713,19.727,-4.713,0.0385
knndm,0,4,stefan,952,1.6478,234.743,20.407,17.533,13.047,-0.5683
knndm,0,4,ridge,952,1.6478,234.743,17.401,14.353,8.695,-0.1403
knndm,0,4,catboost_lo,952,1.6478,234.743,18.626,15.56,9.675,-0.3065
knndm,0,4,stefan_ridge_l075,952,1.6478,234.743,18.006,15.065,9.885,-0.221
knndm,0,5,stefan,1910,1.6071,31.952,11.972,8.964,-2.732,-0.0757
knndm,0,5,ridge,1910,1.6071,31.952,12.587,9.637,-4.825,-0.1891
knndm,0,5,catboost_lo,1910,1.6071,31.952,14.22,10.892,-7.103,-0.5176
knndm,0,5,stefan_ridge_l075,1910,1.6071,31.952,12.407,9.473,-4.939,-0.1554
knndm,1,0,stefan,4722,1.5734,186.669,11.044,8.921,-5.919,-0.3886
knndm,1,0,ridge,4722,1.5734,186.669,10.822,8.659,5.459,-0.3331
knndm,1,0,catboost_lo,4722,1.5734,186.669,21.368,18.834,18.709,-4.1975
knndm,1,0,stefan_ridge_l075,4722,1.5734,186.669,9.517,7.795,1.89,-0.0311
knndm,1,1,stefan,2207,1.6072,25.782,15.438,10.401,-2.349,-0.084
knndm,1,1,ridge,2207,1.6072,25.782,14.06,9.882,0.474,0.1009
knndm,1,1,catboost_lo,2207,1.6072,25.782,15.016,10.036,-5.307,-0.0255
knndm,1,1,stefan_ridge_l075,2207,1.6072,25.782,14.232,9.812,-0.112,0.0788
knndm,1,2,stefan,1567,1.6397,19.508,10.787,8.41,4.81,-0.2228
knndm,1,2,ridge,1567,1.6397,19.508,9.798,7.383,-1.189,-0.009
knndm,1,2,catboost_lo,1567,1.6397,19.508,10.218,7.785,-3.141,-0.0973
knndm,1,2,stefan_ridge_l075,1567,1.6397,19.508,9.642,7.228,0.329,0.0229
knndm,1,3,stefan,2118,1.6032,35.741,16.833,11.308,-3.063,0.2309
knndm,1,3,ridge,2118,1.6032,35.741,19.228,13.659,-9.785,-0.0036
knndm,1,3,catboost_lo,2118,1.6032,35.741,18.305,12.258,-6.966,0.0904
knndm,1,3,stefan_ridge_l075,2118,1.6032,35.741,18.343,12.81,-8.366,0.0867
knndm,1,4,stefan,733,1.6304,65.883,18.392,14.602,7.078,-0.2937
knndm,1,4,ridge,733,1.6304,65.883,16.069,12.447,0.966,0.0124
knndm,1,4,catboost_lo,733,1.6304,65.883,16.745,12.881,1.342,-0.0724
knndm,1,4,stefan_ridge_l075,733,1.6304,65.883,16.303,12.704,2.373,-0.0165
knndm,1,5,stefan,2259,1.6451,31.536,17.843,14.702,5.339,-0.1195
knndm,1,5,ridge,2259,1.6451,31.536,16.986,13.758,4.304,-0.0145
knndm,1,5,catboost_lo,2259,1.6451,31.536,16.521,12.982,2.51,0.0403
knndm,1,5,stefan_ridge_l075,2259,1.6451,31.536,16.923,13.789,4.74,-0.007
knndm,2,0,stefan,4722,1.5734,186.669,11.044,8.921,-5.919,-0.3886
knndm,2,0,ridge,4722,1.5734,186.669,10.822,8.659,5.459,-0.3331
knndm,2,0,catboost_lo,4722,1.5734,186.669,22.373,19.661,19.534,-4.698
knndm,2,0,stefan_ridge_l075,4722,1.5734,186.669,9.517,7.795,1.89,-0.0311
knndm,2,1,stefan,3348,1.6046,26.564,11.496,8.629,-1.767,0.4356
knndm,2,1,ridge,3348,1.6046,26.564,11.843,9.301,0.476,0.4009
knndm,2,1,catboost_lo,3348,1.6046,26.564,12.327,9.204,-4.369,0.3509
knndm,2,1,stefan_ridge_l075,3348,1.6046,26.564,11.6,9.03,-0.261,0.4252
knndm,2,2,stefan,1743,1.6355,19.563,10.708,8.238,3.384,-0.1152
knndm,2,2,ridge,1743,1.6355,19.563,10.694,7.97,-2.283,-0.1122
knndm,2,2,catboost_lo,1743,1.6355,19.563,11.688,8.88,-5.703,-0.3286
knndm,2,2,stefan_ridge_l075,1743,1.6355,19.563,10.371,7.679,-0.878,-0.0461
knndm,2,3,stefan,2260,1.6287,35.579,20.435,15.545,2.247,0.1545
knndm,2,3,ridge,2260,1.6287,35.579,20.313,15.859,3.512,0.1645
knndm,2,3,catboost_lo,2260,1.6287,35.579,20.216,14.926,0.006,0.1725
knndm,2,3,stefan_ridge_l075,2260,1.6287,35.579,20.187,15.685,3.18,0.1748
knndm,2,4,stefan,1378,1.6356,99.256,21.28,16.538,4.609,-0.326
knndm,2,4,ridge,1378,1.6356,99.256,19.586,14.835,4.981,-0.1232
knndm,2,4,catboost_lo,1378,1.6356,99.256,19.041,13.905,4.117,-0.0616
knndm,2,4,stefan_ridge_l075,1378,1.6356,99.256,19.829,15.082,4.987,-0.1513
knndm,2,5,stefan,155,1.6201,101.256,17.102,13.783,7.797,-0.2768
knndm,2,5,ridge,155,1.6201,101.256,15.587,11.988,4.362,-0.0605
knndm,2,5,catboost_lo,155,1.6201,101.256,15.76,10.866,-0.763,-0.0842
knndm,2,5,stefan_ridge_l075,155,1.6201,101.256,15.711,12.184,5.357,-0.0775
