table,region,subset,n,n_eval,n_blocks,frac,alt_mean,alt_sd,sqrt_tdd_mean,mid_year_mean,year_gap_mean,n_years_median,frac_multi_year,train_set,method,n_seed,primary,rmse,rmse_seed_sd,rmse_ens,bias,mae,r2,n_folds,rmse_fold_sd,n_a,n_b,nboot,d_rmse,d_rmse_lo,d_rmse_hi,d_bias,d_bias_lo,d_bias_hi,rmse_a,rmse_b,d_bias_expected_lit,year_gap_a,year_gap_b,n_train_a,n_train_b,slope_cm_yr,slope_se_ols,slope_lo,slope_hi,lit_trend_cm_yr,mid_year_sd,year_min,year_max,resid_mean,n_blocks_with_year_var
transfer,Greenland,overlap,0,,0.0,,,,,,,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Greenland,inside,0,,0.0,,,,,,,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Greenland,before,1,,1.0,,67.5,,,,19.0,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Greenland,after,0,,0.0,,,,,,,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,all,3768,,99.0,,46.64335859561523,,,,3.351380042462845,,,alaska_all,stefan,1.0,1.0,23.045,,23.045,4.561,16.85,0.1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,overlap,1715,,58.0,,44.374456683000695,,,,0.8731778425655977,,,alaska_all,stefan,1.0,1.0,26.045,,26.045,5.224,17.985,0.0541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,inside,1459,,11.0,,43.58339045007997,,,,1.0462645647703908,,,alaska_all,stefan,1.0,1.0,25.581,,25.581,4.661,17.206,0.0885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,before,1556,,44.0,,44.08357499435584,,,,8.589331619537274,,,alaska_all,stefan,1.0,1.0,18.754,,18.754,6.197,15.111,0.0589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,after,497,,19.0,,62.48679936763438,,,,-4.4959758551307845,,,alaska_all,stefan,1.0,1.0,24.174,,24.174,-2.845,18.379,0.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_subset,MAIN6,overlap-before,3271,,99.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,1715.0,1556.0,400.0,7.291258731583969,-1.2961621775329333,26.792291919539664,-0.9732461994419888,-18.844172982719062,9.526228270798557,26.045345410551114,18.754086678967145,-6.172923021577342,0.8731778425655977,8.589331619537274,,,,,,,,,,,,
delta_subset,MAIN6,inside-before,3015,,99.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,1459.0,1556.0,400.0,6.826714601257478,-4.1574929207533735,29.9513666645108,-1.5354874734422577,-25.659391101303935,9.364457250374247,25.580801280224623,18.754086678967145,-6.034453643813507,1.0462645647703908,8.589331619537274,,,,,,,,,,,,
delta_subset,MAIN6,after-before,2053,,99.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,497.0,1556.0,400.0,5.420170390512322,-3.6600954576073046,16.208345034421633,-9.041724946712458,-24.042133995613074,5.5678294806952895,24.174257069479467,18.754086678967145,-10.468245979734448,-4.4959758551307845,8.589331619537274,,,,,,,,,,,,
delta_subset,MAIN6,inside-overlap,3174,,99.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,1459.0,1715.0,400.0,-0.464544130326491,-3.4129611812329568,5.200317791240631,-0.5622412740002689,-11.24910851329165,2.396055053182717,25.580801280224623,26.045345410551114,0.13846937776383444,1.0462645647703908,0.8731778425655977,,,,,,,,,,,,
transfer,MAIN6,all,3768,,99.0,,46.64335859561523,,,,3.351380042462845,,,alaska_all,stefan_cci,1.0,1.0,22.21,,22.21,-0.323,14.649,0.2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,overlap,1715,,58.0,,44.374456683000695,,,,0.8731778425655977,,,alaska_all,stefan_cci,1.0,1.0,25.261,,25.261,-0.189,15.129,0.1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,inside,1459,,11.0,,43.58339045007997,,,,1.0462645647703908,,,alaska_all,stefan_cci,1.0,1.0,24.84,,24.84,-1.303,14.013,0.1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,before,1556,,44.0,,44.08357499435584,,,,8.589331619537274,,,alaska_all,stefan_cci,1.0,1.0,17.887,,17.887,-0.215,13.124,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,MAIN6,after,497,,19.0,,62.48679936763438,,,,-4.4959758551307845,,,alaska_all,stefan_cci,1.0,1.0,23.155,,23.155,-1.125,17.769,0.3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_subset,MAIN6,overlap-before,3271,,99.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,1715.0,1556.0,400.0,7.374753405498041,-6.766069524865705,28.457481968243016,0.026492495058110854,-20.16511562616379,10.497840227519916,25.261290580259388,17.886537174761347,-6.172923021577342,0.8731778425655977,8.589331619537274,,,,,,,,,,,,
delta_subset,MAIN6,inside-before,3015,,99.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,1459.0,1556.0,400.0,6.953173925067528,-9.599168572218227,35.42051235380336,-1.087678563469456,-29.390466419708076,8.9295495079968,24.839711099828875,17.886537174761347,-6.034453643813507,1.0462645647703908,8.589331619537274,,,,,,,,,,,,
delta_subset,MAIN6,after-before,2053,,99.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,497.0,1556.0,400.0,5.268669058389261,-3.2050956653980536,10.720565943485898,-0.9095774825865687,-9.339231728987482,11.850755354926047,23.155206233150608,17.886537174761347,-10.468245979734448,-4.4959758551307845,8.589331619537274,,,,,,,,,,,,
delta_subset,MAIN6,inside-overlap,3174,,99.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,1459.0,1715.0,400.0,-0.42157948043051263,-4.570049970472825,6.837641589189438,-1.1141710585275668,-14.9878717240178,2.1028511017408236,24.839711099828875,25.261290580259388,0.13846937776383444,1.0462645647703908,0.8731778425655977,,,,,,,,,,,,
trend,Alaska,,13606,,74.0,,,,,2014.8818535940027,,,,,ols,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,-0.694104793547364,0.07169791167914046,-1.8410579892856953,0.9140040119643251,0.8,1.7187462325239642,2000.5,2022.0,0.9932706583650721,
trend,Alaska,,13606,,74.0,,,,,2014.8818535940027,,,,,block_fe,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,-0.6399304519773783,0.09061640399238367,-1.5876794724717895,0.5994358533869885,0.8,1.203749967838209,2000.5,2022.0,0.9932706583650721,24.0
trend,Alaska_single_year,,12853,,40.0,,,,,2014.825955029954,,,,,ols,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,-0.7080200652070398,0.075739855363614,-2.1113228009488565,1.3977958617916946,0.8,1.6013119330076688,2013.0,2022.0,1.03663583602116,
trend,Alaska_single_year,,12853,,40.0,,,,,2014.825955029954,,,,,block_fe,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,-0.8905732163092454,0.09866471264722607,-1.7616870695298816,0.9006698203242917,0.8,1.0724093139709183,2013.0,2022.0,1.03663583602116,17.0
trend,MAIN6,,3768,,99.0,,,,,2014.1486199575372,,,,,ols,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,0.3878868947759948,0.06529508049793156,-0.6059220923682319,1.3678443058162393,0.8,5.611192012619883,1993.0,2023.5,-4.561287814919979,
trend,MAIN6,,3768,,99.0,,,,,2014.1486199575372,,,,,block_fe,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,0.4002766393643168,0.07545122070359131,-0.09822938818866041,2.2649778985300495,0.8,4.032730813045897,1993.0,2023.5,-4.561287814919979,29.0
trend,Alaska+MAIN6,,17374,,173.0,,,,,2014.722832968804,,,,,ols,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,0.18786965114593163,0.041667274173283905,-0.9035120715673914,0.8870939317675275,0.8,3.038612759292762,1993.0,2023.5,-0.21137860647538345,
trend,Alaska+MAIN6,,17374,,173.0,,,,,2014.722832968804,,,,,block_fe,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,0.1470728341226222,0.05002517186708926,-0.5173179868391602,0.9681886952684156,0.8,2.159118130421841,1993.0,2023.5,-0.21137860647538345,53.0
