table,region,subset,n,n_eval,n_blocks,frac,alt_mean,alt_sd,sqrt_tdd_mean,mid_year_mean,year_gap_mean,n_years_median,frac_multi_year,train_set,method,n_seed,primary,rmse,rmse_seed_sd,rmse_ens,bias,mae,r2,n_folds,rmse_fold_sd,n_a,n_b,nboot,d_rmse,d_rmse_lo,d_rmse_hi,d_bias,d_bias_lo,d_bias_hi,rmse_a,rmse_b,d_bias_expected_lit,year_gap_a,year_gap_b,n_train_a,n_train_b,slope_cm_yr,slope_se_ols,slope_lo,slope_hi,lit_trend_cm_yr,mid_year_sd,year_min,year_max,resid_mean,n_blocks_with_year_var
delta_subset,Alaska,overlap-before,13487,,74.0,,,,,,,,,overlap,catboost_lo,,,,,,,,,,,4689.0,8798.0,400.0,5.552298927796647,2.1470766135416617,10.778912645742011,-7.951226998054802,-11.573305613296887,-2.264644982142002,19.47457128015661,13.922272352359963,-2.1947240767170615,0.8913414374066965,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,inside-before,12917,,74.0,,,,,,,,,overlap,catboost_lo,,,,,,,,,,,4119.0,8798.0,400.0,3.9676929372728242,0.8165216409126442,9.090465277148843,-7.008632713838686,-10.679691337980609,-1.0701381261729588,17.889965289632787,13.922272352359963,-2.332123519431931,0.71959213401311,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,after-before,8917,,74.0,,,,,,,,,overlap,catboost_lo,,,,,,,,,,,119.0,8798.0,400.0,7.022222581897418,2.3396915794828432,10.854783874958812,-16.91916870708884,-22.619634387140135,12.380403680925506,20.94449493425738,13.922272352359963,-6.507797226642419,-4.5,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,inside-overlap,8808,,74.0,,,,,,,,,overlap,catboost_lo,,,,,,,,,,,4119.0,4689.0,400.0,-1.5846059905238228,-4.313693873778448,-0.027369052743854032,0.942594284216115,-0.6563775469645219,4.233664574622118,17.889965289632787,19.47457128015661,-0.13739944271486923,0.71959213401311,0.8913414374066965,,,,,,,,,,,,
delta_subset,Alaska,overlap-before,13487,,74.0,,,,,,,,,before,stefan,,,,,,,,,,,4689.0,8798.0,400.0,5.12574376340649,1.2481663760645465,8.56971103435372,3.5926323961648636,-4.905391632757309,9.196331688811126,17.770953123173133,12.645209359766643,-2.1947240767170615,0.8913414374066965,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,inside-before,12917,,74.0,,,,,,,,,before,stefan,,,,,,,,,,,4119.0,8798.0,400.0,3.973218961598473,0.34772824914612094,7.19648029970595,3.821003928392654,-4.66303045392763,9.733444769287193,16.618428321365116,12.645209359766643,-2.332123519431931,0.71959213401311,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,after-before,8917,,74.0,,,,,,,,,before,stefan,,,,,,,,,,,119.0,8798.0,400.0,7.060845458082969,1.5205564586314022,21.761071097168987,8.853852766257672,-0.31289106271949574,36.45170653672204,19.706054817849612,12.645209359766643,-6.507797226642419,-4.5,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,inside-overlap,8808,,74.0,,,,,,,,,before,stefan,,,,,,,,,,,4119.0,4689.0,400.0,-1.152524801808017,-2.995462237958077,-0.12225067764809573,0.22837153222779039,-0.73417515000711,1.9950312613320804,16.618428321365116,17.770953123173133,-0.13739944271486923,0.71959213401311,0.8913414374066965,,,,,,,,,,,,
delta_subset,Alaska,overlap-before,13487,,74.0,,,,,,,,,before,stefan_ridge,,,,,,,,,,,4689.0,8798.0,400.0,-3.4963446370888747,-7.2075857657979805,5.908805265837263,-11.780671099234162,-17.80498428296978,5.551959131000557,20.35421465640445,23.850559293493326,-2.1947240767170615,0.8913414374066965,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,inside-before,12917,,74.0,,,,,,,,,before,stefan_ridge,,,,,,,,,,,4119.0,8798.0,400.0,-4.622241803814514,-8.135723241903865,4.735730154910519,-11.875758305179092,-17.862113559581353,5.953700959386815,19.228317489678812,23.850559293493326,-2.332123519431931,0.71959213401311,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,after-before,8917,,74.0,,,,,,,,,before,stefan_ridge,,,,,,,,,,,119.0,8798.0,400.0,-5.435368812675328,-10.637960079829114,10.00210682357983,-6.5880032988044075,-17.00617170533671,20.440769003430415,18.415190480817998,23.850559293493326,-6.507797226642419,-4.5,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,inside-overlap,8808,,74.0,,,,,,,,,before,stefan_ridge,,,,,,,,,,,4119.0,4689.0,400.0,-1.1258971667256397,-2.4489226492437455,-0.06258602568207478,-0.09508720594493081,-1.106389855966611,1.6561703753043158,19.228317489678812,20.35421465640445,-0.13739944271486923,0.71959213401311,0.8913414374066965,,,,,,,,,,,,
delta_subset,Alaska,overlap-before,13487,,74.0,,,,,,,,,before,catboost_lo,,,,,,,,,,,4689.0,8798.0,400.0,2.248129800382296,-0.8320446966282268,8.985953655160074,-6.37398008438092,-10.361247283577029,2.355583001942715,18.00489196318146,15.756762162799165,-2.1947240767170615,0.8913414374066965,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,inside-before,12917,,74.0,,,,,,,,,before,catboost_lo,,,,,,,,,,,4119.0,8798.0,400.0,0.6756197481380237,-1.5843932457725391,6.124714243232355,-5.808794394153507,-9.321643748984492,2.888649533099998,16.43238191093719,15.756762162799165,-2.332123519431931,0.71959213401311,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,after-before,8917,,74.0,,,,,,,,,before,catboost_lo,,,,,,,,,,,119.0,8798.0,400.0,3.6460182351199517,1.2249572589560067,11.811358397798223,-12.326267799560036,-20.197899537212137,21.67782636950197,19.402780397919116,15.756762162799165,-6.507797226642419,-4.5,3.6347465333030233,,,,,,,,,,,,
delta_subset,Alaska,inside-overlap,8808,,74.0,,,,,,,,,before,catboost_lo,,,,,,,,,,,4119.0,4689.0,400.0,-1.5725100522442723,-3.6915103539128267,-0.005434047542243196,0.5651856902274119,-0.7979782972566338,2.8015642879370275,16.43238191093719,18.00489196318146,-0.13739944271486923,0.71959213401311,0.8913414374066965,,,,,,,,,,,,
delta_trainset,Alaska,overlap,4689,,53.0,,,,,,,,,overlap-all,stefan,,1.0,,,,,,,,,,,400.0,-0.017522842453587373,-0.40958373675397935,0.2889520227264599,,,,17.60373840517877,17.621261247632358,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,inside,4119,,24.0,,,,,,,,,overlap-all,stefan,,1.0,,,,,,,,,,,400.0,-0.08955347805430236,-0.5408643518062415,0.28916144737479066,,,,16.35324741227933,16.442800890333633,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,before,8798,,34.0,,,,,,,,,overlap-all,stefan,,0.0,,,,,,,,,,,400.0,-0.19332126507623215,-0.47635221881575945,0.04150573772059336,,,,12.163378099779933,12.356699364856166,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,overlap,4689,,53.0,,,,,,,,,before-all,stefan,,0.0,,,,,,,,,,,400.0,0.1496918755407748,-0.041161004090111745,0.40549064199339646,,,,17.770953123173133,17.621261247632358,,,,7331.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,inside,4119,,24.0,,,,,,,,,before-all,stefan,,0.0,,,,,,,,,,,400.0,0.17562743103148293,-0.08235638543317839,0.43182916942695215,,,,16.618428321365116,16.442800890333633,,,,7331.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,before,8798,,34.0,,,,,,,,,before-all,stefan,,1.0,,,,,,,,,,,400.0,0.288509994910477,0.005034280872537955,0.8087387609453383,,,,12.645209359766643,12.356699364856166,,,,7331.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,overlap,4689,,53.0,,,,,,,,,overlap-all,stefan_ridge,,1.0,,,,,,,,,,,400.0,0.5798885426232587,-0.7287056600081364,2.167876110687165,,,,17.325138603856335,16.745250061233076,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,inside,4119,,24.0,,,,,,,,,overlap-all,stefan_ridge,,1.0,,,,,,,,,,,400.0,-0.03776295979144173,-0.8237812337722995,0.49242076870309665,,,,15.128272922358233,15.166035882149675,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,before,8798,,34.0,,,,,,,,,overlap-all,stefan_ridge,,0.0,,,,,,,,,,,400.0,1.1677159843025215,0.25931960433026247,1.9769100236093393,,,,12.174844861623509,11.007128877320987,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,overlap,4689,,53.0,,,,,,,,,before-all,stefan_ridge,,0.0,,,,,,,,,,,400.0,3.6089645951713756,-0.21317412496634172,9.782518395290383,,,,20.35421465640445,16.745250061233076,,,,7331.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,inside,4119,,24.0,,,,,,,,,before-all,stefan_ridge,,0.0,,,,,,,,,,,400.0,4.062281607529137,0.12795626595148793,10.151124062090812,,,,19.228317489678812,15.166035882149675,,,,7331.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,before,8798,,34.0,,,,,,,,,before-all,stefan_ridge,,1.0,,,,,,,,,,,400.0,12.843430416172339,0.8641917102530329,18.73207490701606,,,,23.850559293493326,11.007128877320987,,,,7331.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,overlap,4689,,53.0,,,,,,,,,overlap-all,catboost_lo,,1.0,,,,,,,,,,,400.0,0.6679149325516924,-0.3371829388973142,1.5477201444433892,,,,19.47457128015661,18.806656347604918,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,inside,4119,,24.0,,,,,,,,,overlap-all,catboost_lo,,1.0,,,,,,,,,,,400.0,0.44842474321293224,-0.5924054256404251,1.3285999274071258,,,,17.889965289632787,17.441540546419855,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,before,8798,,34.0,,,,,,,,,overlap-all,catboost_lo,,0.0,,,,,,,,,,,400.0,-0.35099147505615846,-0.69654255874025,0.3988769938076835,,,,13.922272352359963,14.273263827416121,,,,3907.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,overlap,4689,,53.0,,,,,,,,,before-all,catboost_lo,,0.0,,,,,,,,,,,400.0,-0.801764384423457,-2.0756463373750926,0.36131131043482534,,,,18.00489196318146,18.806656347604918,,,,7331.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,inside,4119,,24.0,,,,,,,,,before-all,catboost_lo,,0.0,,,,,,,,,,,400.0,-1.0091586354826667,-2.839668673828355,0.37468839398160225,,,,16.43238191093719,17.441540546419855,,,,7331.0,11338.0,,,,,,,,,,
delta_trainset,Alaska,before,8798,,34.0,,,,,,,,,before-all,catboost_lo,,1.0,,,,,,,,,,,400.0,1.483498335383043,0.15033480827464835,1.9805031464863172,,,,15.756762162799165,14.273263827416121,,,,7331.0,11338.0,,,,,,,,,,
transfer,Lena,all,2958,,20.0,,41.97654552625648,,,,4.577924273157539,,,alaska_all,stefan,1.0,1.0,21.624,,21.624,5.676,15.517,-0.0633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Lena,overlap,1441,,10.0,,41.76502197547999,,,,1.112768910478834,,,alaska_all,stefan,1.0,1.0,24.845,,24.845,5.332,16.558,-0.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Lena,inside,1394,,10.0,,41.685796269727405,,,,1.1649928263988523,,,alaska_all,stefan,1.0,1.0,25.207,,25.207,5.376,16.886,-0.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Lena,before,1398,,17.0,,41.26296494992847,,,,8.837267525035765,,,alaska_all,stefan,1.0,1.0,18.252,,18.252,6.977,14.8,-0.2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Lena,after,119,,5.0,,52.92100840336135,,,,-3.5,,,alaska_all,stefan,1.0,1.0,15.331,,15.331,-5.427,11.343,-0.1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_subset,Lena,overlap-before,2839,,20.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,1441.0,1398.0,400.0,6.592681451670611,-5.22091244099519,39.79817522621797,-1.6453957987742784,-34.420388593372515,12.356824588096856,24.84459361590444,18.25191216423383,-6.179598891645544,1.112768910478834,8.837267525035765,,,,,,,,,,,,
delta_subset,Lena,inside-before,2792,,20.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,1394.0,1398.0,400.0,6.955255301454184,-5.217483801237586,39.79817522621797,-1.6012589799567811,-34.420388593372515,12.45531755573774,25.207167465688013,18.25191216423383,-6.13781975890953,1.1649928263988523,8.837267525035765,,,,,,,,,,,,
delta_subset,Lena,after-before,1517,,20.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,119.0,1398.0,400.0,-2.921380585315042,-11.735956873367838,1.4078790880129686,-12.404350805973841,-14.75157395461176,14.646191856583712,15.330531578918787,18.25191216423383,-9.869814020028613,-3.5,8.837267525035765,,,,,,,,,,,,
delta_subset,Lena,inside-overlap,2835,,20.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,1394.0,1441.0,400.0,0.36257384978357265,0.0,1.2564618774696976,0.044136818817497314,-0.8045387358708266,0.2581653792683226,25.207167465688013,24.84459361590444,0.04177913273601455,1.1649928263988523,1.112768910478834,,,,,,,,,,,,
transfer,Lena,all,2958,,20.0,,41.97654552625648,,,,4.577924273157539,,,alaska_all,stefan_cci,1.0,1.0,20.761,,20.761,-1.573,12.914,0.0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Lena,overlap,1441,,10.0,,41.76502197547999,,,,1.112768910478834,,,alaska_all,stefan_cci,1.0,1.0,24.06,,24.06,-1.491,13.255,0.0483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Lena,inside,1394,,10.0,,41.685796269727405,,,,1.1649928263988523,,,alaska_all,stefan_cci,1.0,1.0,24.415,,24.415,-1.446,13.474,0.0484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Lena,before,1398,,17.0,,41.26296494992847,,,,8.837267525035765,,,alaska_all,stefan_cci,1.0,1.0,16.82,,16.82,-0.694,12.37,-0.0265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Lena,after,119,,5.0,,52.92100840336135,,,,-3.5,,,alaska_all,stefan_cci,1.0,1.0,19.505,,19.505,-12.907,15.164,-0.8903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_subset,Lena,overlap-before,2839,,20.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,1441.0,1398.0,400.0,7.240171274245629,-10.852087277672227,39.188145930295,-0.7971978331181861,-26.067389194129557,13.100149356051741,24.060010578002807,16.819839303757178,-6.179598891645544,1.112768910478834,8.837267525035765,,,,,,,,,,,,
delta_subset,Lena,inside-before,2792,,20.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,1394.0,1398.0,400.0,7.594974223005238,-10.765369345596499,39.21774854525717,-0.7523626356076261,-26.067389194129557,13.182232300531258,24.414813526762416,16.819839303757178,-6.13781975890953,1.1649928263988523,8.837267525035765,,,,,,,,,,,,
delta_subset,Lena,after-before,1517,,20.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,119.0,1398.0,400.0,2.684799541171273,-14.218570776617607,4.959542459997419,-12.213326462123021,-14.462412496610083,11.794905518823073,19.50463884492845,16.819839303757178,-9.869814020028613,-3.5,8.837267525035765,,,,,,,,,,,,
delta_subset,Lena,inside-overlap,2835,,20.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,1394.0,1441.0,400.0,0.35480294875960894,0.0,1.270865914281669,0.04483519751056009,-0.6461318202321472,0.24203391411943417,24.414813526762416,24.060010578002807,0.04177913273601455,1.1649928263988523,1.112768910478834,,,,,,,,,,,,
transfer,Canada,all,747,,36.0,,62.69947141459237,,,,-1.7248995983935742,,,alaska_all,stefan,1.0,1.0,26.504,,26.504,2.307,21.303,0.2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Canada,overlap,223,,14.0,,53.11110290379504,,,,-1.336322869955157,,,alaska_all,stefan,1.0,1.0,28.701,,28.701,11.395,24.421,0.0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Canada,inside,65,,1.0,,84.27948717948719,,,,-1.5,,,alaska_all,stefan,1.0,1.0,32.578,,32.578,-10.658,24.059,-0.1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Canada,before,148,,18.0,,70.13101292864808,,,,5.530405405405405,,,alaska_all,stefan,1.0,1.0,23.093,,23.093,-0.488,18.279,0.0339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Canada,after,376,,13.0,,65.46100873860182,,,,-4.8111702127659575,,,alaska_all,stefan,1.0,1.0,26.403,,26.403,-1.982,20.644,0.2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_subset,Canada,overlap-before,371,,36.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,223.0,148.0,400.0,5.60845672381015,-4.306571931536984,14.882524425339719,11.882980334883015,-21.778118614086495,26.14487816136004,28.701257253552015,23.092800529741865,-5.49338262028845,-1.336322869955157,5.530405405405405,,,,,,,,,,,,
delta_subset,Canada,inside-before,213,,36.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,65.0,148.0,400.0,9.485440792476204,,,-10.169479417440353,,,32.57824132221807,23.092800529741865,-5.624324324324324,-1.5,5.530405405405405,,,,,,,,,,,,
delta_subset,Canada,after-before,524,,36.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,376.0,148.0,400.0,3.3097503756719178,-10.437882640854761,16.58258821057749,-1.4941330731804559,-24.469302643480297,13.660298195882179,26.402550905413783,23.092800529741865,-8.27326049453709,-4.8111702127659575,5.530405405405405,,,,,,,,,,,,
delta_subset,Canada,inside-overlap,288,,36.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,65.0,223.0,400.0,3.8769840686660544,,,-22.05245975232337,,,32.57824132221807,28.701257253552015,-0.13094170403587438,-1.5,-1.336322869955157,,,,,,,,,,,,
transfer,Canada,all,747,,36.0,,62.69947141459237,,,,-1.7248995983935742,,,alaska_all,stefan_cci,1.0,1.0,25.719,,25.719,6.336,20.539,0.2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Canada,overlap,223,,14.0,,53.11110290379504,,,,-1.336322869955157,,,alaska_all,stefan_cci,1.0,1.0,27.882,,27.882,13.75,23.86,0.1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Canada,inside,65,,1.0,,84.27948717948719,,,,-1.5,,,alaska_all,stefan_cci,1.0,1.0,32.647,,32.647,1.767,25.557,-0.1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Canada,before,148,,18.0,,70.13101292864808,,,,5.530405405405405,,,alaska_all,stefan_cci,1.0,1.0,25.99,,25.99,4.723,20.42,-0.2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Canada,after,376,,13.0,,65.46100873860182,,,,-4.8111702127659575,,,alaska_all,stefan_cci,1.0,1.0,24.232,,24.232,2.574,18.616,0.3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_subset,Canada,overlap-before,371,,36.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,223.0,148.0,400.0,1.891735832411257,-8.344262724040025,14.629805864034632,9.027084496314515,-25.185974632442242,16.926365433255324,27.882047745065496,25.99031191265424,-5.49338262028845,-1.336322869955157,5.530405405405405,,,,,,,,,,,,
delta_subset,Canada,inside-before,213,,36.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,65.0,148.0,400.0,6.656879387922,,,-2.956024651187546,,,32.64719130057624,25.99031191265424,-5.624324324324324,-1.5,5.530405405405405,,,,,,,,,,,,
delta_subset,Canada,after-before,524,,36.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,376.0,148.0,400.0,-1.7579277765225285,-10.638477777516187,7.961953474089807,-2.1490181505952846,-14.134260194044066,9.472941069115265,24.23238413613171,25.99031191265424,-8.27326049453709,-4.8111702127659575,5.530405405405405,,,,,,,,,,,,
delta_subset,Canada,inside-overlap,288,,36.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,65.0,223.0,400.0,4.765143555510743,,,-11.983109147502061,,,32.64719130057624,27.882047745065496,-0.13094170403587438,-1.5,-1.336322869955157,,,,,,,,,,,,
transfer,Russia_W,all,28,,18.0,,87.55409607180162,,,,2.107142857142857,,,alaska_all,stefan,1.0,1.0,42.456,,42.456,-32.366,34.764,-1.2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,overlap,25,,17.0,,88.70058760041782,,,,1.76,,,alaska_all,stefan,1.0,1.0,44.199,,44.199,-33.92,36.606,-1.2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,inside,0,,0.0,,,,,,,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,before,1,,1.0,,89.0,,,,24.0,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,after,2,,1.0,,72.5,,,,-4.5,,,alaska_all,stefan,1.0,1.0,13.575,,13.575,-11.36,11.36,-2.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,all,28,,18.0,,87.55409607180162,,,,2.107142857142857,,,alaska_all,stefan_cci,1.0,1.0,41.444,,41.444,-29.514,33.723,-1.1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,overlap,25,,17.0,,88.70058760041782,,,,1.76,,,alaska_all,stefan_cci,1.0,1.0,42.982,,42.982,-31.874,35.135,-1.1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,inside,0,,0.0,,,,,,,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,before,1,,1.0,,89.0,,,,24.0,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_W,after,2,,1.0,,72.5,,,,-4.5,,,alaska_all,stefan_cci,1.0,1.0,14.346,,14.346,4.57,13.599,-3.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,all,7,,6.0,,79.36904761904762,,,,9.928571428571429,,,alaska_all,stefan,1.0,1.0,53.386,,53.386,-19.904,31.941,0.1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,overlap,4,,3.0,,107.5,,,,1.25,,,alaska_all,stefan,1.0,1.0,70.551,,70.551,-37.515,53.214,-0.2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,inside,0,,0.0,,,,,,,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,before,3,,3.0,,41.861111111111114,,,,21.5,,,alaska_all,stefan,1.0,1.0,3.681,,3.681,3.577,3.577,-0.0757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,after,0,,0.0,,,,,,,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,all,7,,6.0,,79.36904761904762,,,,9.928571428571429,,,alaska_all,stefan_cci,1.0,1.0,54.0,,54.0,-17.065,36.086,0.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,overlap,4,,3.0,,107.5,,,,1.25,,,alaska_all,stefan_cci,1.0,1.0,71.401,,71.401,-28.557,61.457,-0.3022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,inside,0,,0.0,,,,,,,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,before,3,,3.0,,41.861111111111114,,,,21.5,,,alaska_all,stefan_cci,1.0,1.0,2.55,,2.55,-1.742,2.257,0.4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_C,after,0,,0.0,,,,,,,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,all,27,,19.0,,62.016679687675364,,,,8.425925925925926,,,alaska_all,stefan,1.0,1.0,28.444,,28.444,-9.287,16.684,0.0377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,overlap,22,,14.0,,64.88663214194501,,,,6.5,,,alaska_all,stefan,1.0,1.0,31.244,,31.244,-12.147,18.671,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,inside,0,,0.0,,,,,,,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,before,5,,5.0,,49.38888888888889,,,,16.9,,,alaska_all,stefan,1.0,1.0,8.585,,8.585,3.299,7.941,-0.5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,after,0,,0.0,,,,,,,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_subset,Russia_E,overlap-before,27,,19.0,,,,,,,,,alaska_all,stefan,,,,,,,,,,,22.0,5.0,400.0,22.65980075860049,,,-15.446197837966064,,,31.244346812371212,8.584546053770724,-8.319999999999999,6.5,16.9,,,,,,,,,,,,
transfer,Russia_E,all,27,,19.0,,62.016679687675364,,,,8.425925925925926,,,alaska_all,stefan_cci,1.0,1.0,27.657,,27.657,-12.204,16.25,0.0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,overlap,22,,14.0,,64.88663214194501,,,,6.5,,,alaska_all,stefan_cci,1.0,1.0,30.365,,30.365,-15.021,18.218,0.0557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,inside,0,,0.0,,,,,,,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,before,5,,5.0,,49.38888888888889,,,,16.9,,,alaska_all,stefan_cci,1.0,1.0,8.57,,8.57,0.195,7.594,-0.5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Russia_E,after,0,,0.0,,,,,,,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_subset,Russia_E,overlap-before,27,,19.0,,,,,,,,,alaska_all,stefan_cci,,,,,,,,,,,22.0,5.0,400.0,21.79489476305927,,,-15.216516000056544,,,30.365147323919942,8.570252560860673,-8.319999999999999,6.5,16.9,,,,,,,,,,,,
transfer,Greenland,all,1,,1.0,,67.5,,,,19.0,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Greenland,overlap,0,,0.0,,,,,,,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Greenland,inside,0,,0.0,,,,,,,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Greenland,before,1,,1.0,,67.5,,,,19.0,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Greenland,after,0,,0.0,,,,,,,,,alaska_all,stefan,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfer,Greenland,all,1,,1.0,,67.5,,,,19.0,,,alaska_all,stefan_cci,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
