cond,target,split,seed,dset,xset,anchor,pseudo,r,resid,iw,n,n_blocks,n_train,n_train_real,lam,rmse_cm,bias_cm,mae_cm,r2,fit_s
covonly,Lena,0,2,alaska,x25,none,none,0.0,catboost_lo,0,1496,11,13606,13606,1.0,19.976,14.026,17.467,-0.9341,0.4
covonly,Lena,0,0,alaska,x25,none,stefan,10.0,catboost,0,1496,11,149666,13606,1.0,16.525,8.236,13.538,-0.3236,3.6
covonly,Lena,0,1,alaska,x25,none,stefan,10.0,catboost,0,1496,11,149666,13606,1.0,16.579,8.353,13.599,-0.3322,3.1
covonly,Lena,0,2,alaska,x25,none,stefan,10.0,catboost,0,1496,11,149666,13606,1.0,16.468,8.185,13.469,-0.3144,3.1
covonly,Lena,0,0,alaska,x25,none,stefan,10.0,catboost_lo,0,1496,11,149666,13606,1.0,16.48,8.128,13.499,-0.3164,0.8
covonly,Lena,0,1,alaska,x25,none,stefan,10.0,catboost_lo,0,1496,11,149666,13606,1.0,16.488,8.164,13.525,-0.3177,0.9
covonly,Lena,0,2,alaska,x25,none,stefan,10.0,catboost_lo,0,1496,11,149666,13606,1.0,16.477,8.141,13.495,-0.3159,0.8
covonly,Lena,0,0,alaska,x25,none,const,10.0,catboost,0,1496,11,149666,13606,1.0,18.171,11.198,15.468,-0.6004,3.3
covonly,Lena,0,1,alaska,x25,none,const,10.0,catboost,0,1496,11,149666,13606,1.0,18.243,11.287,15.542,-0.6131,2.8
covonly,Lena,0,2,alaska,x25,none,const,10.0,catboost,0,1496,11,149666,13606,1.0,18.182,11.241,15.498,-0.6023,3.4
covonly,Lena,0,0,alaska,x25,none,ku_cal,10.0,catboost,0,1496,11,149666,13606,1.0,18.5,10.075,15.826,-0.6589,3.3
covonly,Lena,0,1,alaska,x25,none,ku_cal,10.0,catboost,0,1496,11,149666,13606,1.0,18.434,10.026,15.753,-0.647,3.4
covonly,Lena,0,2,alaska,x25,none,ku_cal,10.0,catboost,0,1496,11,149666,13606,1.0,18.491,10.127,15.823,-0.6572,3.0
covonly,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.0,16.114,7.264,12.999,-0.2585,0.3
covonly,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.25,16.768,8.51,13.803,-0.3627,0.3
covonly,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.5,17.512,9.756,14.696,-0.4865,0.3
covonly,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.75,18.337,11.003,15.645,-0.6296,0.3
covonly,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,1.0,19.23,12.249,16.625,-0.7923,0.3
covonly,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.0,16.114,7.264,12.999,-0.2585,0.3
covonly,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.25,16.246,7.504,13.137,-0.2792,0.3
covonly,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.5,16.406,7.744,13.306,-0.3046,0.3
covonly,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.75,16.594,7.984,13.494,-0.3347,0.3
covonly,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,1.0,16.809,8.224,13.7,-0.3694,0.3
covonly,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.0,16.114,7.264,12.999,-0.2585,0.3
covonly,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.25,16.619,8.449,13.658,-0.3387,0.3
covonly,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.5,17.209,9.634,14.411,-0.4354,0.3
covonly,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,0.75,17.875,10.819,15.213,-0.5486,0.3
covonly,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,13606,13606,1.0,18.609,12.004,16.059,-0.6784,0.3
noinfo,Lena,0,0,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.0,21.624,5.676,15.517,-0.0633,0.0
noinfo,Lena,0,0,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.525,2.82,14.828,-0.0536,0.0
noinfo,Lena,0,0,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.042,-0.036,14.661,-0.1048,0.0
noinfo,Lena,0,0,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.132,-2.892,15.046,-0.2167,0.0
noinfo,Lena,0,0,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,1.0,24.72,-5.748,15.951,-0.3895,0.0
noinfo,Lena,0,1,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.0,21.624,5.676,15.517,-0.0633,0.0
noinfo,Lena,0,1,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.525,2.82,14.828,-0.0536,0.0
noinfo,Lena,0,1,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.042,-0.036,14.661,-0.1048,0.0
noinfo,Lena,0,1,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.132,-2.892,15.046,-0.2167,0.0
noinfo,Lena,0,1,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,1.0,24.72,-5.748,15.951,-0.3895,0.0
noinfo,Lena,0,2,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.0,21.624,5.676,15.517,-0.0633,0.0
noinfo,Lena,0,2,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.525,2.82,14.828,-0.0536,0.0
noinfo,Lena,0,2,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.042,-0.036,14.661,-0.1048,0.0
noinfo,Lena,0,2,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.132,-2.892,15.046,-0.2167,0.0
noinfo,Lena,0,2,alaska,x25,stefan,none,0.0,ridge,0,2958,20,13606,13606,1.0,24.72,-5.748,15.951,-0.3895,0.0
noinfo,Lena,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.0,21.65,5.775,15.566,-0.0659,0.0
noinfo,Lena,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.535,2.897,14.858,-0.0546,0.0
noinfo,Lena,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.041,0.019,14.676,-0.1047,0.0
noinfo,Lena,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.127,-2.86,15.05,-0.2163,0.0
noinfo,Lena,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,1.0,24.717,-5.738,15.951,-0.3892,0.0
noinfo,Lena,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.0,21.65,5.775,15.566,-0.0659,0.0
noinfo,Lena,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.535,2.897,14.858,-0.0546,0.0
noinfo,Lena,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.041,0.019,14.676,-0.1047,0.0
noinfo,Lena,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.127,-2.86,15.05,-0.2163,0.0
noinfo,Lena,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,1.0,24.717,-5.738,15.951,-0.3892,0.0
noinfo,Lena,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.0,21.65,5.775,15.566,-0.0659,0.0
noinfo,Lena,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.535,2.897,14.858,-0.0546,0.0
noinfo,Lena,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.041,0.019,14.676,-0.1047,0.0
noinfo,Lena,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.127,-2.86,15.05,-0.2163,0.0
noinfo,Lena,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,2958,20,13606,13606,1.0,24.717,-5.738,15.951,-0.3892,0.0
noinfo,Lena,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.0,20.761,-1.573,12.914,0.0199,0.0
noinfo,Lena,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.467,-3.152,13.238,-0.0479,0.0
noinfo,Lena,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.504,-4.73,13.909,-0.1516,0.0
noinfo,Lena,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.827,-6.309,14.889,-0.291,0.0
noinfo,Lena,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,1.0,25.393,-7.888,16.12,-0.4662,0.0
noinfo,Lena,0,1,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.0,20.761,-1.573,12.914,0.0199,0.0
noinfo,Lena,0,1,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.467,-3.152,13.238,-0.0479,0.0
noinfo,Lena,0,1,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.504,-4.73,13.909,-0.1516,0.0
noinfo,Lena,0,1,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.827,-6.309,14.889,-0.291,0.0
noinfo,Lena,0,1,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,1.0,25.393,-7.888,16.12,-0.4662,0.0
noinfo,Lena,0,2,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.0,20.761,-1.573,12.914,0.0199,0.0
noinfo,Lena,0,2,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.25,21.467,-3.152,13.238,-0.0479,0.0
noinfo,Lena,0,2,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.5,22.504,-4.73,13.909,-0.1516,0.0
noinfo,Lena,0,2,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,0.75,23.827,-6.309,14.889,-0.291,0.0
noinfo,Lena,0,2,alaska,x25,stefan_cci,none,0.0,ridge,0,2958,20,13606,13606,1.0,25.393,-7.888,16.12,-0.4662,0.0
noinfo,Lena,0,0,alaska,x25,none,none,0.0,ridge,0,2958,20,13606,13606,1.0,26.189,-9.875,16.539,-0.5597,0.0
noinfo,Lena,0,1,alaska,x25,none,none,0.0,ridge,0,2958,20,13606,13606,1.0,26.189,-9.875,16.539,-0.5597,0.0
noinfo,Lena,0,2,alaska,x25,none,none,0.0,ridge,0,2958,20,13606,13606,1.0,26.189,-9.875,16.539,-0.5597,0.0
noinfo,Lena,0,0,alaska,x25,none,none,0.0,catboost,0,2958,20,13606,13606,1.0,25.338,14.049,20.798,-0.4599,1.2
noinfo,Lena,0,1,alaska,x25,none,none,0.0,catboost,0,2958,20,13606,13606,1.0,26.167,15.166,21.656,-0.557,1.3
noinfo,Lena,0,2,alaska,x25,none,none,0.0,catboost,0,2958,20,13606,13606,1.0,25.136,13.585,20.4,-0.4368,1.1
noinfo,Lena,0,0,alaska,x25,none,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,24.301,12.197,19.474,-0.3428,0.3
noinfo,Lena,0,1,alaska,x25,none,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,24.013,11.509,19.074,-0.3113,0.2
noinfo,Lena,0,2,alaska,x25,none,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,24.105,11.537,19.173,-0.3213,0.3
noinfo,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.0,21.624,5.676,15.517,-0.0633,0.3
noinfo,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.25,22.091,7.17,16.326,-0.1097,0.3
noinfo,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.5,22.681,8.663,17.247,-0.1698,0.3
noinfo,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.75,23.386,10.156,18.258,-0.2436,0.3
noinfo,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,24.194,11.649,19.323,-0.3311,0.3
noinfo,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.0,21.624,5.676,15.517,-0.0633,0.3
noinfo,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.25,21.771,6.242,15.796,-0.0778,0.3
noinfo,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.5,21.965,6.808,16.114,-0.0971,0.3
noinfo,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.75,22.207,7.374,16.46,-0.1214,0.3
noinfo,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,22.494,7.939,16.833,-0.1505,0.3
noinfo,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.0,21.624,5.676,15.517,-0.0633,0.3
noinfo,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.25,21.977,7.125,16.211,-0.0983,0.3
noinfo,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.5,22.446,8.574,17.023,-0.1457,0.3
noinfo,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.75,23.025,10.023,17.914,-0.2056,0.3
noinfo,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,23.706,11.472,18.864,-0.2779,0.3
covonly,Canada,0,0,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.0,29.709,-8.146,22.945,0.1469,0.0
covonly,Canada,0,0,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.25,32.019,-13.758,23.741,0.009,0.0
covonly,Canada,0,0,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.5,35.172,-19.371,25.624,-0.1958,0.0
covonly,Canada,0,0,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.75,38.963,-24.983,28.602,-0.4674,0.0
covonly,Canada,0,0,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,1.0,43.224,-30.595,32.675,-0.8059,0.0
covonly,Canada,0,1,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.0,29.709,-8.146,22.945,0.1469,0.0
covonly,Canada,0,1,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.25,32.019,-13.758,23.741,0.009,0.0
covonly,Canada,0,1,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.5,35.172,-19.371,25.624,-0.1958,0.0
covonly,Canada,0,1,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.75,38.963,-24.983,28.602,-0.4674,0.0
covonly,Canada,0,1,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,1.0,43.224,-30.595,32.675,-0.8059,0.0
covonly,Canada,0,2,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.0,29.709,-8.146,22.945,0.1469,0.0
covonly,Canada,0,2,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.25,32.019,-13.758,23.741,0.009,0.0
covonly,Canada,0,2,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.5,35.172,-19.371,25.624,-0.1958,0.0
covonly,Canada,0,2,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,0.75,38.963,-24.983,28.602,-0.4674,0.0
covonly,Canada,0,2,alaska,x25,stefan,none,0.0,ridge,0,370,15,13606,13606,1.0,43.224,-30.595,32.675,-0.8059,0.0
covonly,Canada,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.0,29.665,-8.005,22.932,0.1494,0.0
covonly,Canada,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.25,31.97,-13.653,23.714,0.012,0.0
covonly,Canada,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.5,35.131,-19.3,25.596,-0.193,0.0
covonly,Canada,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.75,38.939,-24.948,28.582,-0.4656,0.0
covonly,Canada,0,0,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,1.0,43.224,-30.595,32.675,-0.8059,0.0
covonly,Canada,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.0,29.665,-8.005,22.932,0.1494,0.0
covonly,Canada,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.25,31.97,-13.653,23.714,0.012,0.0
covonly,Canada,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.5,35.131,-19.3,25.596,-0.193,0.0
covonly,Canada,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.75,38.939,-24.948,28.582,-0.4656,0.0
covonly,Canada,0,1,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,1.0,43.224,-30.595,32.675,-0.8059,0.0
covonly,Canada,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.0,29.665,-8.005,22.932,0.1494,0.0
covonly,Canada,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.25,31.97,-13.653,23.714,0.012,0.0
covonly,Canada,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.5,35.131,-19.3,25.596,-0.193,0.0
covonly,Canada,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,0.75,38.939,-24.948,28.582,-0.4656,0.0
covonly,Canada,0,2,alaska,x25,stefan_med,none,0.0,ridge,0,370,15,13606,13606,1.0,43.224,-30.595,32.675,-0.8059,0.0
covonly,Canada,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,370,15,13606,13606,0.0,28.785,1.049,22.121,0.1991,0.0
covonly,Canada,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,370,15,13606,13606,0.25,29.173,-6.791,22.059,0.1773,0.0
covonly,Canada,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,370,15,13606,13606,0.5,32.049,-14.632,23.815,0.0071,0.0
covonly,Canada,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,370,15,13606,13606,0.75,36.835,-22.472,27.242,-0.3115,0.0
covonly,Canada,0,0,alaska,x25,stefan_cci,none,0.0,ridge,0,370,15,13606,13606,1.0,42.896,-30.313,32.469,-0.7787,0.0
covonly,Canada,0,1,alaska,x25,stefan_cci,none,0.0,ridge,0,370,15,13606,13606,0.0,28.785,1.049,22.121,0.1991,0.0
covonly,Canada,0,1,alaska,x25,stefan_cci,none,0.0,ridge,0,370,15,13606,13606,0.25,29.173,-6.791,22.059,0.1773,0.0
