table,region,version,ref,n,n_blocks,d_median,d_q25,d_q75,d_mean,d_sd,rel_median,rel_q25,rel_q75,corr_tdd,sqrt_ratio_mean,tdd_ref_mean,tdd_ref_sd,interannual_sd_mean,frac_pre2010,frac_partial,n_years_matched_median,year_min_median,year_max_median,single_year_frac,E,E_med,st_a,st_E,tdd_a,tdd_b,cci_a,cci_b,ymean,n_train_real,sqrt_tdd_mean_alaska,method,rmse,bias,mae,r2,alt_mean,sqrt_tdd_mean,label,d_rmse,d_rmse_lo,d_rmse_hi,d_bias,d_bias_lo,d_bias_hi,ci_flag,rmse_a,rmse_b,sig,split,pseudo,seed,n_train,rmse_split_sd,n_split,n_seed,ctrl,n_splits,d_split_mean,d_split_sd,cond
tdd_diff,Russia_E,clim_re,clim,30.0,21.0,-0.0001690387725830078,-0.0004892349243164062,0.00015079975145226854,-0.00016197537382822702,0.00046961240006401187,-1.4555645743856912e-05,-5.5076622232924256e-05,1.5211606045947175e-05,0.9999999999976676,0.9999999355645675,1049.8978474934895,208.5216164777172,118.00566589228221,0.13333333333333333,0.8,14.0,1998.5,2023.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Russia_E,clim_yr,clim,30.0,21.0,10.533411661783703,5.162480672200559,12.73621622721356,9.615994940863713,6.251116226217249,0.903464045040351,0.5392247666787173,1.0758607367789936,0.9998198136681112,1.0042191888380128,1049.8978474934895,208.5216164777172,118.00566589228221,0.13333333333333333,0.8,14.0,1998.5,2023.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Russia_E,matched,clim,30.0,21.0,-23.36300023396808,-62.58674131120958,-11.188249860491169,-30.233821083413538,43.601230056189806,-2.091186962504551,-7.180021942718808,-0.9280072833598972,0.9781596335292965,0.9846150867693216,1049.8978474934895,208.5216164777172,118.00566589228221,0.13333333333333333,0.8,14.0,1998.5,2023.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Russia_E,full,clim,30.0,21.0,-14.615157063802087,-40.339693196614604,2.7257456461587424,-20.690481228298623,39.52889737206998,-1.3111180502830884,-5.709370262275331,0.2792566731173618,0.9819076747484455,0.9895043286275388,1049.8978474934895,208.5216164777172,118.00566589228221,0.13333333333333333,0.8,14.0,1998.5,2023.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Russia_E,matched,clim_yr,30.0,21.0,-32.73073196411133,-62.76982262021025,-23.040075840094175,-39.84981602427725,43.53391318590647,-2.945223174658871,-7.9861650559499715,-1.8466415922898456,0.978955252203099,0.9804652967519384,1059.5138424343531,213.3222672348755,118.00566589228221,0.13333333333333333,0.8,14.0,1998.5,2023.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Russia_E,full,clim_yr,30.0,21.0,-28.180918375651117,-42.7396044413249,-12.871866099039664,-30.306476169162337,40.25920471692012,-2.3693172058584944,-5.9579310286017915,-1.3204954601135417,0.9821249446109828,0.9853418707234081,1059.5138424343531,213.3222672348755,118.00566589228221,0.13333333333333333,0.8,14.0,1998.5,2023.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Greenland,clim_re,clim,3.0,2.0,0.0007686614990518592,0.0004550218582295429,0.0007686614990518592,0.000559568405170315,0.00029570228916583067,0.00039631520871601306,0.00021194979728575777,0.00039631520871601306,1.0,1.00000136702336,300.1494954427083,150.18585789792607,71.83759421769484,0.3333333333333333,0.6666666666666666,15.0,1996.0,2024.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Greenland,clim_yr,clim,3.0,2.0,6.362309773763059,6.362309773763059,9.311836242675781,8.328660753038207,2.7808402232765315,3.28035179206331,2.836302843088009,3.28035179206331,1.0,1.0148098002387946,300.1494954427083,150.18585789792607,71.83759421769484,0.3333333333333333,0.6666666666666666,15.0,1996.0,2024.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Greenland,matched,clim,3.0,2.0,-3.2670043945312273,-3.2670043945312273,45.30958251953126,29.11738688151043,45.79844535177505,-1.6844391583185327,-1.6844391583185327,8.31661372974227,1.0,1.0236077722483252,300.1494954427083,150.18585789792607,71.83759421769484,0.3333333333333333,0.6666666666666666,15.0,1996.0,2024.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Greenland,full,clim,3.0,2.0,-3.2670043945312273,-3.2670043945312273,6.668041992187511,3.356359863281265,9.366851561935636,-1.6844391583185327,-1.6844391583185327,0.7774536889350192,1.0,0.9997172397599723,300.1494954427083,150.18585789792607,71.83759421769484,0.3333333333333333,0.6666666666666666,15.0,1996.0,2024.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Greenland,matched,clim_yr,3.0,2.0,-9.629314168294286,-9.629314168294286,35.99774627685548,20.788726128472224,43.01760512849852,-4.807101122561598,-4.807101122561598,5.373118140708796,0.9999999999999999,1.008764782828594,308.4781561957465,152.96669812120257,71.83759421769484,0.3333333333333333,0.6666666666666666,15.0,1996.0,2024.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,Greenland,full,clim_yr,3.0,2.0,-9.629314168294286,-9.629314168294286,-2.64379425048827,-4.972300889756942,6.586011338659104,-4.807101122561598,-4.807101122561598,-1.9898998162977506,0.9999999999999999,0.9851549844554816,308.4781561957465,152.96669812120257,71.83759421769484,0.3333333333333333,0.6666666666666666,15.0,1996.0,2024.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
