cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,family_tag,n_cells,n_seed,range_viol,mono_viol,mono_viol_obs,n_pairs,E_iqr_pred,E_iqr_obs,E_iqr_ratio,E_med_pred,E_med_obs
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp,0,0.0,analytic,374,3,0.0,0.31924019607843135,0.522671568627451,1632,0.4061983475693065,0.9419817575258502,0.4312167877180567,1.7403409199068445,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp,0,0.25,residual,374,3,0.0,0.31270424836601307,0.522671568627451,1632,0.3437911827305755,0.9419817575258502,0.36496586052107394,1.7230438323881583,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp,0,0.5,residual,374,3,0.0,0.4129901960784313,0.522671568627451,1632,0.32248524393430616,0.9419817575258502,0.342347653081229,1.7185024861796698,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp,0,0.75,residual,374,3,0.0,0.5110294117647058,0.522671568627451,1632,0.3340885227071537,0.9419817575258502,0.3546655973303024,1.63916145300182,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp,0,1.0,residual,374,3,0.0,0.5598447712418301,0.522671568627451,1632,0.3247404475731545,0.9419817575258502,0.3447417585093126,1.5319271771851535,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp_cfm,0,0.0,analytic,374,3,0.0,0.31924019607843135,0.522671568627451,1632,0.4061983475693065,0.9419817575258502,0.4312167877180567,1.7403409199068445,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp_cfm,0,0.25,residual,374,3,0.0,0.3235294117647059,0.522671568627451,1632,0.3191618829689263,0.9419817575258502,0.33881960071840106,1.6973973254398596,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp_cfm,0,0.5,residual,374,3,0.0,0.42524509803921573,0.522671568627451,1632,0.30255801617597,0.9419817575258502,0.3211930738134991,1.6551038159787488,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp_cfm,0,0.75,residual,374,3,0.0,0.5077614379084967,0.522671568627451,1632,0.2718253467695644,0.9419817575258502,0.2885675275533187,1.560235993096702,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ens_cb_mlp_cfm,0,1.0,residual,374,3,0.0,0.539828431372549,0.522671568627451,1632,0.22206555480168153,0.9419817575258502,0.23574294621686187,1.4672600262584197,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ftt,0,0.0,analytic,374,3,0.0,0.31924019607843135,0.522671568627451,1632,0.4061983475693065,0.9419817575258502,0.4312167877180567,1.7403409199068445,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ftt,0,0.25,residual,374,3,0.0,0.31597222222222227,0.522671568627451,1632,0.4458439236780897,0.9419817575258502,0.47330420161120235,1.7384023653305338,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ftt,0,0.5,residual,374,3,0.0,0.33946078431372545,0.522671568627451,1632,0.48206578134963696,0.9419817575258502,0.5117570244839991,1.7384038129501063,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ftt,0,0.75,residual,374,3,0.0,0.40114379084967317,0.522671568627451,1632,0.5105251267099356,0.9419817575258502,0.5419692288424445,1.7324595167468624,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,ftt,0,1.0,residual,374,3,0.0,0.47610294117647056,0.522671568627451,1632,0.5403664614732259,0.9419817575258502,0.5736485416580872,1.7339871308790265,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,mlp,0,0.0,analytic,374,3,0.0,0.31924019607843135,0.522671568627451,1632,0.4061983475693065,0.9419817575258502,0.4312167877180567,1.7403409199068445,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,mlp,0,0.25,residual,374,3,0.0,0.3368055555555556,0.522671568627451,1632,0.3447991937491064,0.9419817575258502,0.36603595663543864,1.7212371625865461,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,mlp,0,0.5,residual,374,3,0.0,0.4589460784313726,0.522671568627451,1632,0.3269339120924201,0.9419817575258502,0.3470703222014873,1.6927693415023966,1.6417616325197302
