axis,region,method,bin,n,coverage,width_mean,pred_lo,pred_hi,y_mean
pred_quintile,Lena,raw,P3,591,0.3790186125211506,31.678229875478007,44.71459443380097,46.84366347167831,37.963443316412864
pred_quintile,Lena,raw,P4,591,0.4754653130287648,35.6678426645356,46.847447174919054,51.42660381632063,44.068770445572476
pred_quintile,Lena,raw,P5,592,0.41216216216216217,39.56454869445054,51.42971658820917,58.53474416424157,46.780320945945945
pred_quintile,Canada,raw,P1,150,0.62,30.12781130335682,41.48056923708535,49.44333562766194,52.629356955297894
pred_quintile,Canada,raw,P2,149,0.5570469798657718,32.65067617759072,49.45275390240724,50.86171771597,50.17120317759612
pred_quintile,Canada,raw,P3,149,0.6040268456375839,35.50157933370558,50.862243005806704,54.00921820358255,52.09575151689714
pred_quintile,Canada,raw,P4,149,0.3691275167785235,36.4671377070959,54.016350097365276,57.055748349001625,73.44349968045381
pred_quintile,Canada,raw,P5,150,0.2866666666666667,34.69307118221714,57.11163489518755,64.03140228998502,85.0749593435913
aoa_di,pooled_main6,cqr_ak,inside,2271,0.5182738881549978,41.060604920929435,,,
aoa_di,pooled_main6,cqr_ak,outside,1497,0.7361389445557782,38.94536334301232,,,
pred_quintile,pooled_main6,cqr_ak,P1,760,0.7868421052631579,36.754248865686705,41.48056923708535,43.650403712010274,40.38730733082706
pred_quintile,pooled_main6,cqr_ak,P2,749,0.5887850467289719,37.62661359385616,43.65174044493418,45.70871334725138,40.50472612404359
pred_quintile,pooled_main6,cqr_ak,P3,752,0.5638297872340425,38.83647893317577,45.737600969874805,49.61559315605623,42.29488742055668
pred_quintile,pooled_main6,cqr_ak,P4,753,0.5949535192563081,43.51084233627226,49.61641581097244,52.3071275836871,49.63361015229434
pred_quintile,pooled_main6,cqr_ak,P5,754,0.4880636604774536,44.38406305469341,52.31202662962612,64.03140228998502,60.39776918435635
pred_quintile,Lena,cqr_ak,P1,594,0.8148148148148148,36.58907218565735,41.93637362639141,43.29844373153273,40.76307519640853
pred_quintile,Lena,cqr_ak,P2,590,0.6576271186440678,37.471081395414494,43.298463026505765,44.71393986378369,40.30231638418079
pred_quintile,Lena,cqr_ak,P3,591,0.49915397631133673,38.23309178985025,44.71459443380097,46.84366347167831,37.963443316412864
pred_quintile,Lena,cqr_ak,P4,591,0.5668358714043993,42.222704578907845,46.847447174919054,51.42660381632063,44.068770445572476
pred_quintile,Lena,cqr_ak,P5,592,0.5135135135135135,46.1194106088228,51.42971658820917,58.53474416424157,46.780320945945945
pred_quintile,Canada,cqr_ak,P1,150,0.7333333333333333,36.682673217729075,41.48056923708535,49.44333562766194,52.629356955297894
pred_quintile,Canada,cqr_ak,P2,149,0.6577181208053692,39.205538091962964,49.45275390240724,50.86171771597,50.17120317759612
pred_quintile,Canada,cqr_ak,P3,149,0.7181208053691275,42.05644124807783,50.862243005806704,54.00921820358255,52.09575151689714
pred_quintile,Canada,cqr_ak,P4,149,0.4697986577181208,43.021999621468154,54.016350097365276,57.055748349001625,73.44349968045381
pred_quintile,Canada,cqr_ak,P5,150,0.36,41.24793309658939,57.11163489518755,64.03140228998502,85.0749593435913
aoa_di,pooled_main6,cqr_iw,inside,2271,0.52443857331572,41.3130903554256,,,
aoa_di,pooled_main6,cqr_iw,outside,1497,0.7361389445557782,39.059422101811315,,,
pred_quintile,pooled_main6,cqr_iw,P1,760,0.7881578947368421,37.10084853566597,41.48056923708535,43.650403712010274,40.38730733082706
pred_quintile,pooled_main6,cqr_iw,P2,749,0.5941255006675568,37.968424264457084,43.65174044493418,45.70871334725138,40.50472612404359
pred_quintile,pooled_main6,cqr_iw,P3,752,0.5704787234042553,39.08675230141377,45.737600969874805,49.61559315605623,42.29488742055668
pred_quintile,pooled_main6,cqr_iw,P4,753,0.5922974767596282,43.62481413919985,49.61641581097244,52.3071275836871,49.63361015229434
pred_quintile,pooled_main6,cqr_iw,P5,754,0.4960212201591512,44.31865470148271,52.31202662962612,64.03140228998502,60.39776918435635
pred_quintile,Lena,cqr_iw,P1,594,0.8164983164983165,36.928577737418344,41.93637362639141,43.29844373153273,40.76307519640853
pred_quintile,Lena,cqr_iw,P2,590,0.6627118644067796,37.81058694717549,43.298463026505765,44.71393986378369,40.30231638418079
pred_quintile,Lena,cqr_iw,P3,591,0.5126903553299492,38.57259734161125,44.71459443380097,46.84366347167831,37.963443316412864
pred_quintile,Lena,cqr_iw,P4,591,0.5668358714043993,42.56221013066884,46.847447174919054,51.42660381632063,44.068770445572476
pred_quintile,Lena,cqr_iw,P5,592,0.5304054054054054,46.45891616058378,51.42971658820917,58.53474416424157,46.780320945945945
pred_quintile,Canada,cqr_iw,P1,150,0.7266666666666667,36.01589813830603,41.48056923708535,49.44333562766194,52.629356955297894
