cond,target,split,seed,dset,xset,anchor,pseudo,r,resid,iw,n,n_blocks,n_train,n_train_real,lam,rmse_cm,bias_cm,mae_cm,r2,fit_s,error
covonly,Lena,2,2,alaska,x25,none,stefan_k2,10.0,catboost_lo,0,1687,5,149666,13606,1.0,20.529,10.122,16.668,-0.3052,1.2,
covonly,Lena,2,0,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.443,7.861,15.291,-0.1707,1.5,
covonly,Lena,2,1,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.341,7.637,15.175,-0.1584,1.5,
covonly,Lena,2,2,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.4,7.772,15.246,-0.1655,1.2,
covonly,Lena,2,0,alaska,x25,none,ku_cal,10.0,catboost_lo,0,1687,5,149666,13606,1.0,20.458,9.623,16.559,-0.2961,1.4,
covonly,Lena,2,1,alaska,x25,none,ku_cal,10.0,catboost_lo,0,1687,5,149666,13606,1.0,20.504,9.701,16.618,-0.302,1.6,
covonly,Lena,2,2,alaska,x25,none,ku_cal,10.0,catboost_lo,0,1687,5,149666,13606,1.0,20.447,9.63,16.555,-0.2947,1.7,
covonly,Lena,2,0,alaska,x25,none,ku_k2,10.0,catboost_lo,0,1687,5,149666,13606,1.0,21.091,11.037,17.332,-0.3776,1.7,
covonly,Lena,2,1,alaska,x25,none,ku_k2,10.0,catboost_lo,0,1687,5,149666,13606,1.0,21.043,10.959,17.28,-0.3713,1.6,
covonly,Lena,2,2,alaska,x25,none,ku_k2,10.0,catboost_lo,0,1687,5,149666,13606,1.0,21.083,11.025,17.319,-0.3765,1.6,
covonly,Lena,2,0,alaska,x25,none,edaphic_k2,10.0,catboost_lo,0,1687,5,149666,13606,1.0,24.753,16.998,21.534,-0.8976,1.4,
covonly,Lena,2,1,alaska,x25,none,edaphic_k2,10.0,catboost_lo,0,1687,5,149666,13606,1.0,24.725,16.959,21.505,-0.8932,1.7,
covonly,Lena,2,2,alaska,x25,none,edaphic_k2,10.0,catboost_lo,0,1687,5,149666,13606,1.0,24.684,16.913,21.462,-0.8869,1.6,
covonly,Lena,2,0,alaska,x25,none,tddlin,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.937,8.843,15.923,-0.231,1.5,
covonly,Lena,2,1,alaska,x25,none,tddlin,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.909,8.775,15.883,-0.2275,1.3,
covonly,Lena,2,2,alaska,x25,none,tddlin,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.928,8.812,15.907,-0.2298,1.3,
covonly,Lena,2,0,alaska,x25,none,const,10.0,catboost_lo,0,1687,5,149666,13606,1.0,21.265,11.362,17.523,-0.4004,1.3,
covonly,Lena,2,1,alaska,x25,none,const,10.0,catboost_lo,0,1687,5,149666,13606,1.0,21.274,11.38,17.534,-0.4016,1.4,
covonly,Lena,2,2,alaska,x25,none,const,10.0,catboost_lo,0,1687,5,149666,13606,1.0,21.272,11.37,17.529,-0.4014,1.4,
covonly,Lena,2,0,alaska,x25,none,const_t,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.561,7.738,15.399,-0.185,1.6,
