cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,rmse,rmse_split_sd,rmse_ens,bias,n,n_blocks,n_split,n_seed,fit_s,regime
covonly,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.25,16.54433333333333,,16.53637575649459,8.154333333333334,1496,11,1,3,0.3,main
covonly,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.5,17.042333333333332,,17.01227784037909,9.044666666666666,1496,11,1,3,0.3,main
covonly,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.75,17.602,,17.53730965150892,9.935333333333334,1496,11,1,3,0.3,main
covonly,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,1.0,18.216,,18.1071980340401,10.825666666666669,1496,11,1,3,0.3,main
covonly,Lena,alaska,x25,none,const,10.0,catboost,0,1.0,18.198666666666664,,18.197620070119747,11.241999999999999,1496,11,1,3,3.1666666666666665,main
covonly,Lena,alaska,x25,none,ku_cal,10.0,catboost,0,1.0,18.474999999999998,,18.474165839901808,10.076,1496,11,1,3,3.233333333333333,main
covonly,Lena,alaska,x25,none,none,0.0,catboost,0,1.0,21.874,,21.826652105058116,16.152666666666665,1496,11,1,3,1.8666666666666665,main
covonly,Lena,alaska,x25,none,none,0.0,catboost_lo,0,1.0,19.80966666666667,,19.770968950156167,13.779000000000002,1496,11,1,3,0.4000000000000001,main
covonly,Lena,alaska,x25,none,none,0.0,ridge,0,1.0,19.353,,19.35296562123451,-3.0400000000000005,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,none,stefan,10.0,catboost,0,1.0,16.524,,16.522151612595135,8.258000000000001,1496,11,1,3,3.266666666666667,main
covonly,Lena,alaska,x25,none,stefan,10.0,catboost_lo,0,1.0,16.481666666666666,,16.481750555889644,8.144333333333334,1496,11,1,3,0.8333333333333334,main
covonly,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.0,16.114,,16.11395691126464,7.264,1496,11,1,3,0.03333333333333333,main
