block,region,n,lat,lon,E,E_med,alt_mean,sg_clay_5_15,sg_sand_5_15,sg_silt_5_15,sg_bdod_5_15,sg_cfvo_5_15,sg_phh2o_5_15,sg_soc_0_5,sg_soc_5_15,sg_soc_15_30,e5_maat,e5_tdd,e5_fdd,e5_sqrt_tdd,e5_twarm,e5_tcold,e5_stl1,e5_swe
13599700,Alaska,93,68.47218581699958,-149.5027990618615,1.9607874446391191,1.9295096321290268,51.558517216786164,17.852688172043013,35.81505376344086,46.33225806451615,0.7406451612903224,15.929032258064517,5.501075268817204,273.36989247311817,175.18924731182796,94.07849462365594,-8.52379398961221,691.6551553049395,3777.660131474977,26.298671199784348,10.033345540364584,-22.98231457125756,-0.6409019199750756,0.08979719468662806
13599701,Alaska,26,68.47698765140484,-149.49980861131795,1.859671382514768,1.7532983107845563,48.943183717387086,17.800000000000004,35.89999999999999,46.29999999999999,0.7399999999999998,16.0,5.5,273.1,175.0,94.09999999999998,-8.520755767822266,692.6470947265625,3777.546676635742,26.31818942721103,10.04376220703125,-22.983413696289062,-0.6407114863395691,0.0898978412151336
13599732,Canada,121,68.31994184315708,-133.5186593536942,1.398508607314467,1.3539785232278059,50.353305785123965,32.39999999999999,27.5,40.10000000000001,1.0500000000000003,10.400000000000002,5.5,101.0,93.5,109.5,-6.2012810707092285,1296.3601989746094,3525.231948852539,36.005002415978375,13.667144775390623,-23.429367065429688,1.3035659790039062,0.04218928143382071
13699698,Alaska,6,68.94284233333333,-150.66085383333333,1.889783739635473,1.9344384529654381,58.958333333333336,23.066666666666663,32.31666666666667,44.633333333333326,0.67,6.316666666666666,5.95,327.03333333333336,251.3166666666667,135.66666666666666,-7.240178267161052,973.5343729654948,3590.054730733236,31.201188522285765,12.592600504557291,-23.309850056966145,0.6951921284198761,0.057465381299455914
13699699,Alaska,101,68.95691605954036,-150.25749329368378,1.864114490703404,1.8261425287915953,57.72714675415315,20.688118811881196,35.16336633663366,44.21287128712874,0.6400990099009901,4.942574257425742,5.762376237623765,308.30792079207924,253.22079207920794,152.1,-7.08837609715981,960.5421393366144,3522.225149928933,30.990225782568782,12.415791124400526,-22.816840294564123,0.5834993742185064,0.055531976615438315
13699700,Alaska,129,68.61070007561005,-149.5221286454367,1.8161766956913945,1.9013899035438335,49.98662752331096,19.930232558139537,39.925581395348836,40.14418604651163,0.6418604651162789,11.790697674418604,5.699999999999999,338.3139534883721,265.3302325581395,140.89767441860465,-8.367101292277491,756.9722403592841,3785.0691155721975,27.51206851450046,10.67374863735465,-23.0792736674464,-0.3337747241088817,0.08883385689452629
13699701,Alaska,1330,68.64345618443062,-149.36780597447557,1.7054969555472002,1.6585986669755197,47.01916718115436,18.890375939849626,38.29962406015038,42.81022556390977,0.5480751879699247,11.037518796992483,5.472406015037595,353.8633834586466,276.73511278195485,140.25842105263158,-8.366947105235623,759.7165392882841,3787.7105014657614,27.559464245469492,10.696751162880345,-23.032190010242893,-0.3446717905538871,0.088160667019455
13699702,Alaska,56,68.91352256016066,-148.84716776487488,1.7059801194140976,1.483085832023262,51.879781460029356,20.526785714285715,36.82142857142857,42.651785714285715,0.6439285714285715,8.744642857142855,6.105357142857143,290.46785714285716,209.2464285714286,125.09285714285714,-8.051733825887952,924.909215109689,3835.923011234828,30.41214957059079,12.096927642822266,-23.945793424333846,-0.07901654698486833,0.07598049818937268
13699732,Canada,68,68.74974860376476,-133.51722095248527,1.3282138338734026,1.2499379646584892,45.4254679144385,40.023529411764706,20.20441176470588,39.77205882352941,1.0698529411764703,11.101470588235296,5.6573529411764705,133.83676470588236,99.79264705882352,84.11764705882352,-6.871257270083708,1169.039535522461,3642.2136427935434,34.19110327252556,12.771358714384192,-23.62577528112075,0.7469433813410646,0.04051058470983713
13699733,Canada,7,68.74153764471434,-133.49636739214284,1.351212612644924,1.3668758191284431,46.214285714285715,38.199999999999996,20.900000000000002,40.9,1.07,11.900000000000002,5.6000000000000005,131.5,97.29999999999998,83.60000000000001,-6.8673248291015625,1169.782470703125,3641.533462524414,34.202082841592045,12.77813720703125,-23.630538940429688,0.838836669921875,0.0406197793781757
13700322,Russia_E,4,68.726675,161.21485,1.9963664347430266,1.8349362023102365,70.43461538461538,21.525,30.924999999999997,47.6,1.22,10.924999999999999,6.25,125.25,91.425,80.625,-8.897180795669556,1239.4441680908203,4449.002628326416,35.20076189015865,12.584861755371094,-30.782730102539062,0.8474394679069519,0.0527277225628495
13700323,Russia_E,4,68.77097499999999,161.523025,3.340570638142897,3.370497828499398,116.77205387205387,18.599999999999998,26.075,55.375,1.28,9.475,5.95,130.3,85.175,55.95,-8.61300277709961,1223.9303741455078,4330.2566566467285,34.984313377426055,12.448722839355469,-30.02515411376953,0.6139405518770218,0.05526487901806827
13799698,Alaska,35,69.23587366498657,-150.77653144308223,1.8201361946935812,1.8346792834595012,57.31329004329004,26.337142857142855,18.279999999999994,55.42,0.6380000000000001,3.3685714285714297,5.948571428571428,325.70571428571424,248.42000000000002,128.32571428571433,-7.6642250742231095,991.4895682198661,3760.6786006382536,31.48756733547229,12.760607038225446,-24.877986798967633,0.5588075918810708,0.05262629017233845
13799699,Alaska,59,69.06141378115085,-150.3997532756094,1.595564365124065,1.5664336885668144,50.09935665690973,23.88305084745763,30.249152542372876,45.91525423728812,0.650677966101695,4.2406779661016945,5.84406779661017,336.9677966101695,263.6983050847457,150.435593220339,-7.315990795523433,985.8092030670683,3629.4618920794987,31.39734111971762,12.659807625463454,-23.70848109358448,0.6699264882984808,0.05540428487426138
13799702,Alaska,1644,69.11166930619298,-148.81398035275245,1.5380271930592364,1.4173399688359498,47.27972902629655,23.537834549878344,31.822323600973238,44.601216545012164,0.6351703163017033,5.307238442822383,6.045863746958639,307.67639902676393,201.38978102189785,93.71520681265206,-7.950473713758798,944.9484857897979,3819.304112074729,30.739963980172032,12.220325219370153,-24.43670993071693,0.5194753647539447,0.06365568007041134
13899702,Alaska,29,69.63386811764705,-148.68300154335697,1.659329958007739,1.633694734598486,49.663764646762395,22.986206896551717,21.651724137931037,55.45862068965518,0.863793103448276,0.9758620689655172,7.179310344827585,289.5103448275862,165.62068965517236,104.83103448275865,-7.87636633577018,897.0643079034213,3743.979485347353,29.949020201643435,11.753892569706357,-24.449666516534208,0.050030766633050214,0.04818656950675202
13999702,Alaska,287,70.13808010578396,-148.65554647795173,2.205238057735757,1.9674595380735307,60.675653624633476,17.318118466898955,37.84982578397213,44.83170731707318,0.7036585365853658,1.7895470383275267,7.088153310104531,291.70278745644606,207.17874564459927,129.36933797909407,-7.917711359283235,757.2059120949137,3619.600299104165,27.516618775349656,9.872120289021668,-23.806884021293826,-0.7018795594936464,0.040006100638195194
13999703,Alaska,115,70.18151847826087,-148.45773926086954,2.036956103788981,2.04688772970602,52.98754268663988,18.77739130434783,35.79130434782609,45.5295652173913,0.6696521739130437,1.991304347826087,7.003478260869566,280.22869565217394,180.17043478260868,135.05217391304345,-7.958390522003174,676.5436767578125,3554.370709228516,26.010305141355612,8.701513671875,-23.32428894042969,-0.767877721786499,0.040404843538999514
14000137,Russia_W,5,70.28598,68.88144,2.5431297155921415,2.3729995631908736,81.38635057471264,20.380000000000003,45.42,34.18,0.8400000000000001,8.479999999999999,5.860000000000001,236.1,195.98000000000002,112.02000000000001,-5.538462734222412,1024.2524719238281,3017.142153930664,32.003943947687354,12.9170166015625,-20.845391845703126,0.9111831665039063,0.08550657480955118
14199686,Alaska,4716,71.28453622218579,-156.61286839876618,1.85213488724529,1.8582357592482686,39.44746235785541,20.40803647158609,43.17856234096692,36.448006785411366,0.487970737913486,3.719274809160305,5.464758269720102,399.7090542832909,283.4325699745547,189.737786259542,-7.727041475139906,453.9233110215929,3249.850394752897,21.303696821306055,5.721559273782072,-21.00445039278375,-1.7723925864929058,0.04515550709136009
14300257,Lena,29,71.63472068965517,128.7862827586207,1.5803888252291318,1.6570369002517171,45.40862068965518,22.770370370370372,49.077777777777776,28.19629629629629,1.025185185185185,11.125925925925923,5.844444444444446,117.4148148148148,74.26666666666667,42.89259259259258,-11.083702547796841,825.345090668777,4837.256226112103,28.727627955740886,8.69817483836207,-30.89818651922818,-1.6751463577665133,0.05301184708188313
14300258,Lena,893,71.81643303471444,129.3236830907055,1.3874752362652967,1.3122105031647757,39.98844718178425,21.64575242718447,51.88944174757281,26.53337378640777,1.066601941747573,12.483616504854364,6.087864077669902,98.36007281553398,63.51686893203884,35.89320388349514,-10.697426888870632,831.0689944003491,4702.381835356538,28.815918087387054,8.88629970571896,-30.14065772181529,-1.9255964124589857,0.050553403790593775
