scope,model,features,n_blocks,E_sd,E_iqr_lo,E_iqr_hi,r2_insample,r2_cv,r2_cv_weighted,rmse_E_cv,rmse_E_const,rmse_E_cv_weighted
alaska_blocks_LOBO,ridge,soil9+climate8,38,0.3580375587314794,1.2325589117468092,1.7939743186058492,0.7196414260650711,0.39163134347167283,0.23632278628064685,0.2792621020383624,0.3580375587314794,0.25989452866124757
alaska_blocks_LOBO,catboost_lo,soil9+climate8,38,0.3580375587314794,1.2325589117468092,1.7939743186058492,0.8453415113153228,0.33735063622118056,0.42432048145680823,0.2914543085890071,0.3580375587314794,0.22564858253512424
alaska_blocks_LOBO,ridge,climate8,38,0.3580375587314794,1.2325589117468092,1.7939743186058492,0.4973451790807516,0.3143186046236479,-0.21133237617317202,0.2964761553714532,0.3580375587314794,0.32732101035279443
alaska_blocks_LOBO,ridge,soil9,38,0.3580375587314794,1.2325589117468092,1.7939743186058492,0.17311572531076302,-0.5330452318237331,-0.8203227232494179,0.4433085133242455,0.3580375587314794,0.40125126606773404
main_regions_blocks_LORO,ridge,soil9+climate8,72,0.4850448499789741,1.3045397039865994,1.8540190110626595,,-3.086602539915069,-5.794196454311572,0.9805349948822114,0.4850448499789741,0.9571593690078543
LORO_Canada,ridge,soil9+climate8,16,0.3453379091463798,,,,-0.3627444167888092,-0.37007369956721337,0.40313588730572997,0.3508852152086423,
LORO_Alaska,ridge,soil9+climate8,38,0.3580375587314794,,,,-9.769417121480027,-12.1989562011318,1.1749643411064723,0.4392063613495759,
LORO_Lena,ridge,soil9+climate8,14,0.6089547962432199,,,,-0.15037296456583715,-1.168876032147724,0.6531371528131901,0.6320858621015547,
