cond,target,anchor,model,variant,lam,n,n_blocks,rmse_anchor,rmse_standard,rmse_centered,d_vs_anchor,ci_lo,ci_hi,d_vs_standard,ci2_lo,ci2_hi
noinfo,Canada,stefan,ridge,resid_centered,0.5,747,36,26.50381072868332,32.56645112656752,30.815163054763772,4.311352326080453,-1.1885850463658807,16.843764964804752,-1.7512880718037493,-6.235541798857148,3.720851404416659
noinfo,Canada,stefan,ridge,resid_centered,1.0,747,36,26.50381072868332,48.08770545678943,41.8042883425668,15.30047761388348,-1.3487873379362303,47.59026338489755,-6.28341711422263,-14.967795923403237,-0.7640448796062906
noinfo,Canada,stefan,ridge,direct_structure,1.0,747,36,26.50381072868332,47.62674321436951,41.10583421151695,14.60202348283363,-1.6716357971861524,44.38024006995156,-6.520909002852562,,
noinfo,Canada,stefan,catboost_lo,resid_centered,0.25,747,36,26.50381072868332,26.303739431557112,26.337311875312214,-0.16649885337110604,-0.6414644614878571,0.17494570857779246,0.03357244375510149,-0.13940531554311952,0.22797976048989063
noinfo,Canada,stefan,catboost_lo,resid_centered,0.5,747,36,26.50381072868332,26.15701727117764,26.217719800988824,-0.2860909276944952,-1.1940978397503934,0.42058037291346345,0.06070252981118429,-0.2801659453141263,0.4503537356194872
noinfo,Canada,stefan,catboost_lo,resid_centered,1.0,747,36,26.50381072868332,26.026901465746892,26.121580431989234,-0.38223029669408604,-2.3956411926473287,0.9950057955047414,0.09467896624234129,-0.6231309793549064,0.8734535806742476
noinfo,Canada,stefan,catboost_lo,direct_structure,1.0,747,36,26.50381072868332,28.518664978199865,27.733685747682333,1.2298750189990137,-0.5851405653564495,2.704103298966867,-0.784979230517532,,
noinfo,Canada,stefan,catboost,resid_centered,0.25,747,36,26.50381072868332,25.778816975461954,25.745112221093024,-0.7586985075902959,-1.3837252589223765,-0.09534370806151844,-0.03370475436893017,-0.19071256655504207,0.11156714715728931
noinfo,Canada,stefan,catboost,resid_centered,0.5,747,36,26.50381072868332,25.174891201168702,25.100940223899894,-1.4028705047834258,-2.6113422517792118,-0.12684162111401295,-0.07395097726880806,-0.39246929829837346,0.20196647849537203
noinfo,Canada,stefan,catboost,resid_centered,1.0,747,36,26.50381072868332,24.36447401719913,24.191170371749138,-2.312640356934182,-4.244884343430445,-0.09066414997457499,-0.173303645449991,-0.693506781157345,0.2735722382740596
noinfo,Canada,stefan,catboost,direct_structure,1.0,747,36,26.50381072868332,26.62470431681297,26.293206932927067,-0.21060379575625277,-1.7095181779697106,1.1130483202142727,-0.3314973838859032,,
noinfo,Canada,stefan,mlp,resid_centered,0.25,747,36,26.50381072868332,26.897770351099336,26.987274654694758,0.4834639260114386,0.0214142429350245,1.1982144175094729,0.08950430359542239,-0.5596448646610923,0.852525410096959
noinfo,Canada,stefan,mlp,resid_centered,0.5,747,36,26.50381072868332,27.76820697922948,27.84960187061218,1.34579114192886,0.05122743588886181,3.6943967216045017,0.08139489138270051,-1.2384915390760662,1.6470127555653333
noinfo,Canada,stefan,mlp,resid_centered,1.0,747,36,26.50381072868332,30.75508841784969,30.568839513985456,4.065028785302136,0.4454236851442968,12.1972405091331,-0.18624890386423587,-2.5825620608254547,2.9116573707883844
noinfo,Canada,stefan,mlp,direct_structure,1.0,747,36,26.50381072868332,27.64508833579862,27.39060622026158,0.8867954915782619,-0.2784100950025385,1.6654840111957814,-0.25448211553703715,,
noinfo,Canada,stefan,ftt,resid_centered,0.25,747,36,26.50381072868332,26.82525545192917,26.88036142765439,0.3765506989710694,-0.015267844269980001,0.6664976704096824,0.055105975725219025,-0.2797033761636566,0.4397908501903987
noinfo,Canada,stefan,ftt,resid_centered,0.5,747,36,26.50381072868332,27.22388846455851,27.31069507094484,0.8068843422615188,-0.009531791562037383,1.3803045397962201,0.08680660638632887,-0.5936825672414343,0.8578749783056016
noinfo,Canada,stefan,ftt,resid_centered,1.0,747,36,26.50381072868332,28.239014283786364,28.322600465418976,1.8187897367356562,0.22524526360833372,3.0447022809231767,0.08358618163261156,-1.3459918063811764,1.7152625099368184
noinfo,Canada,stefan,ftt,direct_structure,1.0,747,36,26.50381072868332,27.278736817069852,26.5909947298866,0.08718400120327985,-1.440396927209105,2.0077732844552223,-0.6877420871832527,,
noinfo,Canada,stefan,tabm,resid_centered,0.25,747,36,26.50381072868332,27.014922959850562,27.084567190037028,0.5807564613537082,-0.01871780429890748,1.517877995995563,0.0696442301864657,-0.39475533260773404,0.577473154444813
noinfo,Canada,stefan,tabm,resid_centered,0.5,747,36,26.50381072868332,28.02745285072543,28.121636279348394,1.6178255506650743,0.10592460930496553,5.445966534540884,0.09418342862296214,-0.9263009909968621,1.066597427249247
