H,label,cond,target,split,delta_rmse,delta_per_seed,delta_ensemble,delta_blockeq,delta_cap100,n_cells,n_blocks,block_majority,n_splits,delta_split_mean,delta_split_sd,family,family_tag
X-anchor,noinfo: cci_raw − stefan (λ=0),noinfo,Lena,0,0.8241221704280122,0.8241221704280122,0.8241221704280122,7.203625330156225,3.460730516804155,2958,20,0.15,1,0.8241221704280122,,exploratory,analytic
X-anchor,noinfo: cci_raw − stefan (λ=0),noinfo,Canada,0,3.5442239003557106,3.5442239003557106,3.5442239003557106,13.817303211491808,5.044277676685084,747,36,0.3055555555555556,1,3.5442239003557106,,exploratory,analytic
X-anchor,noinfo: cci_raw − stefan (λ=0),noinfo,Russia_W,0,0.28654263144056813,0.28654263144056813,0.28654263144056813,-0.06724997966829704,0.28654263144056813,28,18,0.5,1,0.28654263144056813,,exploratory,analytic
X-anchor,noinfo: cci_raw − stefan (λ=0),noinfo,Russia_C,0,3.3802616947065047,3.3802616947065047,3.3802616947065047,7.024792614895482,3.3802616947065047,7,6,0.3333333333333333,1,3.3802616947065047,,exploratory,analytic
X-anchor,noinfo: cci_raw − stefan (λ=0),noinfo,Russia_E,0,-0.06455781664911342,-0.06455781664911342,-0.06455781664911342,4.045438138298151,-0.06455781664911342,27,19,0.3684210526315789,1,-0.06455781664911342,,exploratory,analytic
X-anchor,noinfo: cci_raw − stefan (λ=0),noinfo,Greenland,0,-19.399070739746094,-19.399070739746094,-19.399070739746094,-19.399070739746094,-19.399070739746094,1,1,1.0,1,-19.399070739746094,,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Lena,0,-0.3146593530239823,-0.3146593530239823,-0.3146593530239823,0.0040275838264562935,-0.21133217700964835,1496,11,0.45454545454545453,3,-0.47410243071418573,0.17937409727937487,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Lena,1,-0.3829555146160395,-0.3829555146160395,-0.3829555146160395,-0.22526033491856978,-0.36015642848613894,1478,11,0.6363636363636364,3,-0.47410243071418573,0.17937409727937487,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Lena,2,-0.7246924245025355,-0.7246924245025355,-0.7246924245025355,-0.4169271063606885,-0.4838332194903536,1687,5,0.8,3,-0.47410243071418573,0.17937409727937487,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Canada,0,-0.04467952788931484,-0.04467952788931484,-0.04467952788931484,-0.6147680959902218,0.08231267515676066,374,19,0.631578947368421,3,-0.3924392148391694,0.2671443390348913,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Canada,1,-0.4384654431247412,-0.4384654431247412,-0.4384654431247412,-0.3684492070809995,-0.4076056605519085,393,20,0.55,3,-0.3924392148391694,0.2671443390348913,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Canada,2,-0.6941726735034521,-0.6941726735034521,-0.6941726735034521,-1.0760801216862141,-0.43543458916486344,385,12,0.5833333333333334,3,-0.3924392148391694,0.2671443390348913,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_W,0,-1.1895647741720836,-1.1895647741720836,-1.1895647741720836,-1.7551251173725326,-1.1895647741720836,12,8,0.5,3,-0.8035948133838412,0.5767564610571697,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_W,1,0.01167821533165636,0.01167821533165636,0.01167821533165636,-0.018063389041607536,0.01167821533165636,12,7,0.42857142857142855,3,-0.8035948133838412,0.5767564610571697,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_W,2,-1.2328978813110965,-1.2328978813110965,-1.2328978813110965,-1.7131727542261785,-1.2328978813110965,17,12,0.75,3,-0.8035948133838412,0.5767564610571697,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_C,0,1.539689873422546,1.539689873422546,1.539689873422546,1.374969482421875,1.539689873422546,3,3,0.3333333333333333,3,3.168616010939779,1.3946866512397276,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_C,1,4.946238470248225,4.946238470248225,4.946238470248225,5.2589607034688015,4.946238470248225,3,2,0.0,3,3.168616010939779,1.3946866512397276,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_C,2,3.0199196891485656,3.0199196891485656,3.0199196891485656,4.383649176661493,3.0199196891485656,4,3,0.0,3,3.168616010939779,1.3946866512397276,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_E,0,1.101984641089519,1.101984641089519,1.101984641089519,0.5718808252564997,1.101984641089519,12,9,0.4444444444444444,3,0.02607915443970062,0.7630093503814608,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_E,1,-0.58325594666303,-0.58325594666303,-0.58325594666303,-0.7015973484214619,-0.58325594666303,14,10,0.7,3,0.02607915443970062,0.7630093503814608,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Russia_E,2,-0.4404912311073872,-0.4404912311073872,-0.4404912311073872,0.07398304299938196,-0.4404912311073872,11,8,0.5,3,0.02607915443970062,0.7630093503814608,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Greenland,0,-9.187816619873047,-9.187816619873047,-9.187816619873047,-9.187816619873047,-9.187816619873047,1,1,1.0,3,,,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Greenland,1,,,,,,0,0,,3,,,exploratory,analytic
X-anchor,covonly: stefan_cci_cal − stefan (λ=0),covonly,Greenland,2,-9.187816619873047,-9.187816619873047,-9.187816619873047,-9.187816619873047,-9.187816619873047,1,1,1.0,3,,,exploratory,analytic
X-anchor,noinfo: stefan_cci_cal − stefan (λ=0),noinfo,Lena,0,-0.34049502388290875,-0.34049502388290875,-0.34049502388290875,0.056072907383150294,-0.01739192237059939,2958,20,0.5,1,-0.34049502388290875,,exploratory,analytic
X-anchor,noinfo: stefan_cci_cal − stefan (λ=0),noinfo,Canada,0,-0.6276915112567281,-0.6276915112567281,-0.6276915112567281,-0.2567781490592296,-0.4686176293830968,747,36,0.5833333333333334,1,-0.6276915112567281,,exploratory,analytic
X-anchor,noinfo: stefan_cci_cal − stefan (λ=0),noinfo,Russia_W,0,-0.5017393274867246,-0.5017393274867246,-0.5017393274867246,-0.8399914913862219,-0.5017393274867246,28,18,0.5555555555555556,1,-0.5017393274867246,,exploratory,analytic
X-anchor,noinfo: stefan_cci_cal − stefan (λ=0),noinfo,Russia_C,0,2.2855073937233357,2.2855073937233357,2.2855073937233357,2.3274332614264495,2.2855073937233357,7,6,0.3333333333333333,1,2.2855073937233357,,exploratory,analytic
X-anchor,noinfo: stefan_cci_cal − stefan (λ=0),noinfo,Russia_E,0,-0.2264814236985977,-0.2264814236985977,-0.2264814236985977,-0.4098849123675432,-0.2264814236985977,27,19,0.6842105263157895,1,-0.2264814236985977,,exploratory,analytic
X-anchor,noinfo: stefan_cci_cal − stefan (λ=0),noinfo,Greenland,0,-9.187816619873047,-9.187816619873047,-9.187816619873047,-9.187816619873047,-9.187816619873047,1,1,1.0,1,-9.187816619873047,,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Lena,0,-0.8437790242858618,-0.8437790242858618,-0.8437790242858618,-0.4697459274337632,-0.5407201434246041,1496,11,0.7272727272727273,3,-0.7658300048883012,0.10785743088902841,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Lena,1,-0.8404019653160351,-0.8404019653160351,-0.8404019653160351,-0.5847567383683412,-0.4928300016762712,1478,11,0.7272727272727273,3,-0.7658300048883012,0.10785743088902841,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Lena,2,-0.6133090250630069,-0.6133090250630069,-0.6133090250630069,-0.24243709682231795,-0.3674248783478191,1687,5,0.4,3,-0.7658300048883012,0.10785743088902841,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Canada,0,1.155169448584175,1.155169448584175,1.155169448584175,-0.20785531749731945,1.0061710660267877,374,19,0.47368421052631576,3,0.7796035443273913,0.6161911999951883,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Canada,1,1.2728125753361752,1.2728125753361752,1.2728125753361752,1.2395204505281683,1.1551198025758822,393,20,0.35,3,0.7796035443273913,0.6161911999951883,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Canada,2,-0.08917139093817639,-0.08917139093817639,-0.08917139093817639,0.4146688049711251,0.07034197478754578,385,12,0.3333333333333333,3,0.7796035443273913,0.6161911999951883,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_W,0,1.8238618953328967,1.8238618953328967,1.8238618953328967,1.7299616028130025,1.8238618953328967,12,8,0.125,3,1.7317822688235534,0.37582538066242627,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_W,1,1.2324124632768303,1.2324124632768303,1.2324124632768303,1.6835752662816077,1.2324124632768303,12,7,0.14285714285714285,3,1.7317822688235534,0.37582538066242627,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_W,2,2.139072447860933,2.139072447860933,2.139072447860933,2.22177187608132,2.139072447860933,17,12,0.16666666666666666,3,1.7317822688235534,0.37582538066242627,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_C,0,3.0662809858048945,3.0662809858048945,3.0662809858048945,-0.026433308919273202,3.0662809858048945,3,3,0.6666666666666666,3,2.492612518133619,0.7445084275809971,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_C,1,1.4411754037067155,1.4411754037067155,1.4411754037067155,-1.7174111493726727,1.4411754037067155,3,2,0.5,3,2.492612518133619,0.7445084275809971,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_C,2,2.970381164889247,2.970381164889247,2.970381164889247,0.6522750133739379,2.970381164889247,4,3,0.3333333333333333,3,2.492612518133619,0.7445084275809971,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_E,0,0.7524168621286833,0.7524168621286833,0.7524168621286833,0.11573607601548375,0.7524168621286833,12,9,0.4444444444444444,3,1.743771726351305,0.7155019214750808,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_E,1,2.0638753866787596,2.0638753866787596,2.0638753866787596,0.19556424678093265,2.0638753866787596,14,10,0.4,3,1.743771726351305,0.7155019214750808,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Russia_E,2,2.4150229302464723,2.4150229302464723,2.4150229302464723,0.6039109301825736,2.4150229302464723,11,8,0.375,3,1.743771726351305,0.7155019214750808,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Greenland,0,-3.968006134033203,-3.968006134033203,-3.968006134033203,-3.968006134033203,-3.968006134033203,1,1,1.0,3,,,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Greenland,1,,,,,,0,0,,3,,,exploratory,analytic
X-anchor,covonly: stefan_soil − stefan (λ=0),covonly,Greenland,2,-3.968006134033203,-3.968006134033203,-3.968006134033203,-3.968006134033203,-3.968006134033203,1,1,1.0,3,,,exploratory,analytic
X-anchor,noinfo: stefan_soil − stefan (λ=0),noinfo,Lena,0,-0.4203770457052869,-0.4203770457052869,-0.4203770457052869,-0.20076540767557205,-0.030883080902686544,2958,20,0.6,1,-0.4203770457052869,,exploratory,analytic
X-anchor,noinfo: stefan_soil − stefan (λ=0),noinfo,Canada,0,-0.2585843538211847,-0.2585843538211847,-0.2585843538211847,-0.47573970426093126,-0.18702412489227882,747,36,0.5277777777777778,1,-0.2585843538211847,,exploratory,analytic
X-anchor,noinfo: stefan_soil − stefan (λ=0),noinfo,Russia_W,0,1.9518529528197135,1.9518529528197135,1.9518529528197135,2.1329364401400994,1.9518529528197135,28,18,0.1111111111111111,1,1.9518529528197135,,exploratory,analytic
X-anchor,noinfo: stefan_soil − stefan (λ=0),noinfo,Russia_C,0,2.2110652977192373,2.2110652977192373,2.2110652977192373,-0.6703332625594527,2.2110652977192373,7,6,0.6666666666666666,1,2.2110652977192373,,exploratory,analytic
X-anchor,noinfo: stefan_soil − stefan (λ=0),noinfo,Russia_E,0,1.563138749982592,1.563138749982592,1.563138749982592,0.18605586121099726,1.563138749982592,27,19,0.47368421052631576,1,1.563138749982592,,exploratory,analytic
X-anchor,noinfo: stefan_soil − stefan (λ=0),noinfo,Greenland,0,-3.968006134033203,-3.968006134033203,-3.968006134033203,-3.968006134033203,-3.968006134033203,1,1,1.0,1,-3.968006134033203,,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Lena,0,-1.726780331188138,-1.726780331188138,-1.726780331188138,3.1563911713524107,-0.08931108866799775,1496,11,0.36363636363636365,3,-2.1343906493829308,0.2979945430265913,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Lena,1,-2.2455055021570907,-2.2455055021570907,-2.2455055021570907,1.6122654800863216,-1.053942840467819,1478,11,0.5454545454545454,3,-2.1343906493829308,0.2979945430265913,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Lena,2,-2.430886114803563,-2.430886114803563,-2.430886114803563,-0.40855916991493757,-1.5318764276599879,1687,5,0.6,3,-2.1343906493829308,0.2979945430265913,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Canada,0,-0.9481261111436012,-0.9481261111436012,-0.9481261111436012,2.9533608788076435,-0.00930381940387548,374,19,0.3157894736842105,3,-1.9508846170364567,0.9545246802415155,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Canada,1,-3.2349084776624473,-3.2349084776624473,-3.2349084776624473,3.3031795225563094,-2.79025476365776,393,20,0.4,3,-1.9508846170364567,0.9545246802415155,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Canada,2,-1.6696192623033212,-1.6696192623033212,-1.6696192623033212,4.082214464178179,-0.5182235429601363,385,12,0.25,3,-1.9508846170364567,0.9545246802415155,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_W,0,0.13901684475568743,0.13901684475568743,0.13901684475568743,-3.7837009536358543,0.13901684475568743,12,8,0.375,3,-0.06603282269747505,1.0327303904011151,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_W,1,1.0837458468430512,1.0837458468430512,1.0837458468430512,1.6774927870665977,1.0837458468430512,12,7,0.2857142857142857,3,-0.06603282269747505,1.0327303904011151,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_W,2,-1.4208611596911638,-1.4208611596911638,-1.4208611596911638,-4.123091881359329,-1.4208611596911638,17,12,0.5833333333333334,3,-0.06603282269747505,1.0327303904011151,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_C,0,-2.5993007996336672,-2.5993007996336672,-2.5993007996336672,-1.7302034166124045,-2.5993007996336672,3,3,0.6666666666666666,3,2.7061551612556918,4.845084170029573,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_C,1,9.114061394101235,9.114061394101235,9.114061394101235,10.344514424917811,9.114061394101235,3,2,0.0,3,2.7061551612556918,4.845084170029573,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_C,2,1.6037048892995074,1.6037048892995074,1.6037048892995074,5.393504815179583,1.6037048892995074,4,3,0.3333333333333333,3,2.7061551612556918,4.845084170029573,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_E,0,2.7683526471700404,2.7683526471700404,2.7683526471700404,2.0724819456976604,2.7683526471700404,12,9,0.3333333333333333,3,0.42144807578256166,1.6692844050130595,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_E,1,-0.9728997436598803,-0.9728997436598803,-0.9728997436598803,-1.5362591091441953,-0.9728997436598803,14,10,0.7,3,0.42144807578256166,1.6692844050130595,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Russia_E,2,-0.531108676162475,-0.531108676162475,-0.531108676162475,1.7245361697573625,-0.531108676162475,11,8,0.375,3,0.42144807578256166,1.6692844050130595,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Greenland,0,-11.683536529541016,-11.683536529541016,-11.683536529541016,-11.683536529541016,-11.683536529541016,1,1,1.0,3,,,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Greenland,1,,,,,,0,0,,3,,,exploratory,analytic
X-anchor,covonly: stefan_soil_cci − stefan (λ=0),covonly,Greenland,2,-11.683536529541016,-11.683536529541016,-11.683536529541016,-11.683536529541016,-11.683536529541016,1,1,1.0,3,,,exploratory,analytic
X-anchor,noinfo: stefan_soil_cci − stefan (λ=0),noinfo,Lena,0,-0.8866498162290846,-0.8866498162290846,-0.8866498162290846,2.49208202846226,0.9183265924317467,2958,20,0.4,1,-0.8866498162290846,,exploratory,analytic
X-anchor,noinfo: stefan_soil_cci − stefan (λ=0),noinfo,Canada,0,-1.2948346339745385,-1.2948346339745385,-1.2948346339745385,4.1412172326926004,-0.580316848407147,747,36,0.3333333333333333,1,-1.2948346339745385,,exploratory,analytic
X-anchor,noinfo: stefan_soil_cci − stefan (λ=0),noinfo,Russia_W,0,-0.17356227966418913,-0.17356227966418913,-0.17356227966418913,-1.8462088338118505,-0.17356227966418913,28,18,0.4444444444444444,1,-0.17356227966418913,,exploratory,analytic
X-anchor,noinfo: stefan_soil_cci − stefan (λ=0),noinfo,Russia_C,0,1.1954435349585921,1.1954435349585921,1.1954435349585921,2.277560199405656,1.1954435349585921,7,6,0.5,1,1.1954435349585921,,exploratory,analytic
X-anchor,noinfo: stefan_soil_cci − stefan (λ=0),noinfo,Russia_E,0,-0.0816492639852946,-0.0816492639852946,-0.0816492639852946,0.018515425782981154,-0.0816492639852946,27,19,0.5789473684210527,1,-0.0816492639852946,,exploratory,analytic
X-anchor,noinfo: stefan_soil_cci − stefan (λ=0),noinfo,Greenland,0,-11.683536529541016,-11.683536529541016,-11.683536529541016,-11.683536529541016,-11.683536529541016,1,1,1.0,1,-11.683536529541016,,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Lena,0,2.895269473212867,2.895269473212867,2.895269473212867,-0.34133128908754173,1.1805296402538659,1496,11,0.5454545454545454,3,2.0648609283896455,1.1117000597347708,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Lena,1,2.8057845774187697,2.8057845774187697,2.8057845774187697,-0.1377346594739599,0.7899778932388166,1478,11,0.5454545454545454,3,2.0648609283896455,1.1117000597347708,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Lena,2,0.49352873453729984,0.49352873453729984,0.49352873453729984,0.15481873342442753,0.11433315739020244,1687,5,0.4,3,2.0648609283896455,1.1117000597347708,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Canada,0,3.9548171916204886,3.9548171916204886,3.9548171916204886,8.485618829431814,5.619921373612186,374,19,0.3157894736842105,3,2.1609489986834127,1.3802407469709992,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Canada,1,0.5975882677117994,0.5975882677117994,0.5975882677117994,4.652679602701202,1.6404207247721025,393,20,0.5,3,2.1609489986834127,1.3802407469709992,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Canada,2,1.9304415367179502,1.9304415367179502,1.9304415367179502,7.917098708345055,3.389453232877571,385,12,0.3333333333333333,3,2.1609489986834127,1.3802407469709992,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_W,0,-4.370271109310401,-4.370271109310401,-4.370271109310401,-4.624049581081291,-4.370271109310401,12,8,0.75,3,-9.949837327393098,3.9932738240862244,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_W,1,-11.984183897259186,-11.984183897259186,-11.984183897259186,-11.548387790571947,-11.984183897259186,12,7,1.0,3,-9.949837327393098,3.9932738240862244,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_W,2,-13.495056975609707,-13.495056975609707,-13.495056975609707,-16.10289766318548,-13.495056975609707,17,12,0.9166666666666666,3,-9.949837327393098,3.9932738240862244,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_C,0,-22.04995908396208,-22.04995908396208,-22.04995908396208,-11.634743160671654,-22.04995908396208,3,3,0.3333333333333333,3,-8.77121751099189,12.773322525349103,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_C,1,8.474421195152367,8.474421195152367,8.474421195152367,0.1336621684925916,8.474421195152367,3,2,0.5,3,-8.77121751099189,12.773322525349103,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_C,2,-12.738114644165961,-12.738114644165961,-12.738114644165961,-12.727163351701556,-12.738114644165961,4,3,0.6666666666666666,3,-8.77121751099189,12.773322525349103,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_E,0,2.069071234975503,2.069071234975503,2.069071234975503,7.077046727848705,2.069071234975503,12,9,0.2222222222222222,3,-5.4144725404094665,5.8757469012710715,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_E,1,-6.028300711677765,-6.028300711677765,-6.028300711677765,9.080868380140178,-6.028300711677765,14,10,0.2,3,-5.4144725404094665,5.8757469012710715,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Russia_E,2,-12.284188144526137,-12.284188144526137,-12.284188144526137,3.4416174400493755,-12.284188144526137,11,8,0.25,3,-5.4144725404094665,5.8757469012710715,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Greenland,0,-20.769466400146484,-20.769466400146484,-20.769466400146484,-20.769466400146484,-20.769466400146484,1,1,1.0,3,,,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Greenland,1,,,,,,0,0,,3,,,exploratory,analytic
X-anchor,covonly: ku_cal − stefan (λ=0),covonly,Greenland,2,-20.769466400146484,-20.769466400146484,-20.769466400146484,-20.769466400146484,-20.769466400146484,1,1,1.0,3,,,exploratory,analytic
X-anchor,noinfo: ku_cal − stefan (λ=0),noinfo,Lena,0,1.2219615719506614,1.2219615719506614,1.2219615719506614,0.03610922222853219,0.2399452428027118,2958,20,0.5,1,1.2219615719506614,,exploratory,analytic
X-anchor,noinfo: ku_cal − stefan (λ=0),noinfo,Canada,0,6.533077496628064,6.533077496628064,6.533077496628064,10.587789108633917,8.08967147339715,747,36,0.2777777777777778,1,6.533077496628064,,exploratory,analytic
X-anchor,noinfo: ku_cal − stefan (λ=0),noinfo,Russia_W,0,-12.714180589261566,-12.714180589261566,-12.714180589261566,-13.06029469619548,-12.714180589261566,28,18,0.8888888888888888,1,-12.714180589261566,,exploratory,analytic
X-anchor,noinfo: ku_cal − stefan (λ=0),noinfo,Russia_C,0,-9.499352205088698,-9.499352205088698,-9.499352205088698,-5.3129360595313315,-9.499352205088698,7,6,0.3333333333333333,1,-9.499352205088698,,exploratory,analytic
X-anchor,noinfo: ku_cal − stefan (λ=0),noinfo,Russia_E,0,-2.3331505959326684,-2.3331505959326684,-2.3331505959326684,9.827008927453594,-2.3331505959326684,27,19,0.15789473684210525,1,-2.3331505959326684,,exploratory,analytic
X-anchor,noinfo: ku_cal − stefan (λ=0),noinfo,Greenland,0,-20.769466400146484,-20.769466400146484,-20.769466400146484,-20.769466400146484,-20.769466400146484,1,1,1.0,1,-20.769466400146484,,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Lena,0,1.2748866243350676,1.2748866243350676,1.2748866243350676,-0.21722090709151587,0.4860317758547126,1496,11,0.5454545454545454,3,0.8981609230555291,0.48347161061378996,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Lena,1,1.2039392535581719,1.2039392535581719,1.2039392535581719,-0.1512008846050108,0.2335475238113176,1478,11,0.5454545454545454,3,0.8981609230555291,0.48347161061378996,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Lena,2,0.21565689127334764,0.21565689127334764,0.21565689127334764,-0.03349079931662047,-0.04452722482502125,1687,5,0.4,3,0.8981609230555291,0.48347161061378996,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Canada,0,-1.747626996302305,-1.747626996302305,-1.747626996302305,1.3492700434467473,-0.8702543067305157,374,19,0.42105263157894735,3,-2.3087104472758626,0.5041017723366745,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Canada,1,-2.9701286830545826,-2.9701286830545826,-2.9701286830545826,-0.9519563057928515,-2.3483282862078276,393,20,0.6,3,-2.3087104472758626,0.5041017723366745,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Canada,2,-2.2083756624707007,-2.2083756624707007,-2.2083756624707007,0.0982938992118072,-1.7652156374609582,385,12,0.4166666666666667,3,-2.3087104472758626,0.5041017723366745,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Russia_W,0,-4.9666460050872345,-4.9666460050872345,-4.9666460050872345,-3.6290381990549037,-4.9666460050872345,12,8,0.75,3,-6.838794806914095,1.353536596396153,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Russia_W,1,-7.4293462353073,-7.4293462353073,-7.4293462353073,-7.408210703797401,-7.4293462353073,12,7,1.0,3,-6.838794806914095,1.353536596396153,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Russia_W,2,-8.12039218034775,-8.12039218034775,-8.12039218034775,-9.744418487031233,-8.12039218034775,17,12,0.9166666666666666,3,-6.838794806914095,1.353536596396153,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Russia_C,0,-11.138513059826074,-11.138513059826074,-11.138513059826074,-7.924979315863709,-11.138513059826074,3,3,1.0,3,-6.271490068475084,5.057957294794676,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Russia_C,1,0.7016759729996451,0.7016759729996451,0.7016759729996451,0.020334226309586256,0.7016759729996451,3,2,0.5,3,-6.271490068475084,5.057957294794676,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Russia_C,2,-8.377633118598823,-8.377633118598823,-8.377633118598823,-6.394578309576161,-8.377633118598823,4,3,0.6666666666666666,3,-6.271490068475084,5.057957294794676,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Russia_E,0,-1.8652860585869302,-1.8652860585869302,-1.8652860585869302,1.7648353379676056,-1.8652860585869302,12,9,0.3333333333333333,3,-4.46337158701471,2.130851582396437,exploratory,analytic
X-anchor,covonly: stefan_ku − stefan (λ=0),covonly,Russia_E,1,-4.440197882743689,-4.440197882743689,-4.440197882743689,4.510943729009281,-4.440197882743689,14,10,0.2,3,-4.46337158701471,2.130851582396437,exploratory,analytic
