cond,target,split,seed,dset,xset,anchor,pseudo,r,resid,iw,n,n_blocks,n_train,n_train_real,lam,rmse_cm,bias_cm,mae_cm,r2,fit_s,error
noinfo,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.5,22.446,8.574,17.023,-0.1457,0.4,
noinfo,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,0.75,23.025,10.023,17.914,-0.2056,0.4,
noinfo,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,23.706,11.472,18.864,-0.2779,0.4,
noinfo,Lena,0,0,alaska,x14,none,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,21.293,2.975,14.405,-0.031,0.4,
noinfo,Lena,0,1,alaska,x14,none,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,21.928,3.339,15.025,-0.0934,0.4,
noinfo,Lena,0,2,alaska,x14,none,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,21.74,2.072,14.608,-0.0747,0.4,
labels,Lena,0,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.0,15.976,6.953,12.822,-0.2371,0.5,
labels,Lena,0,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.25,15.063,5.612,11.724,-0.0997,0.5,
labels,Lena,0,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.5,14.605,4.272,10.955,-0.0339,0.5,
labels,Lena,0,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.75,14.646,2.931,10.513,-0.0397,0.5,
labels,Lena,0,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,15.182,1.59,10.579,-0.1171,0.5,
labels,Lena,0,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.0,15.976,6.953,12.822,-0.2371,0.5,
labels,Lena,0,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.25,15.08,5.321,11.66,-0.1022,0.5,
labels,Lena,0,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.5,14.716,3.688,10.943,-0.0497,0.5,
labels,Lena,0,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.75,14.923,2.056,10.738,-0.0794,0.5,
labels,Lena,0,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,15.678,0.423,11.237,-0.1913,0.5,
labels,Lena,0,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.0,15.976,6.953,12.822,-0.2371,0.4,
labels,Lena,0,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.25,15.166,5.83,11.852,-0.1148,0.4,
labels,Lena,0,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.5,14.837,4.706,11.222,-0.067,0.4,
labels,Lena,0,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.75,15.021,3.582,10.939,-0.0936,0.4,
labels,Lena,0,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,15.7,2.458,11.075,-0.1947,0.4,
labels,Lena,0,0,alaska,x25,none,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,17.048,4.54,12.133,-0.4086,0.4,
labels,Lena,0,1,alaska,x25,none,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,16.078,2.305,11.284,-0.2529,0.5,
labels,Lena,0,2,alaska,x25,none,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,15.405,3.406,10.852,-0.1502,0.5,
