scope,method,group,n_features,delta_sum_cm,delta_joint_cm,delta_joint_sd,rmse_base
alaska_oof,catboost_lo,지형,6,0.10505765637734257,0.04221018455782684,0.015024294810674037,16.038445856947924
alaska_oof,catboost_lo,기후,8,0.2450391713180885,0.6099524995161509,0.04142865364518745,16.038445856947924
alaska_oof,catboost_lo,토양,9,0.13958050813800327,0.2749177076063528,0.03722071487236452,16.038445856947924
alaska_oof,catboost_lo,CCI,2,0.016267081303769616,0.01638366869223269,0.006790375915245394,16.038445856947924
alaska_oof,stefan_cb1,지형,6,-0.11213224024604677,0.05099760973928032,0.02478187971427482,14.293500625267564
alaska_oof,stefan_cb1,기후,8,1.099556419608087,1.0049568062416794,0.04341545104476067,14.293500625267564
alaska_oof,stefan_cb1,토양,9,0.13074649539557903,0.20842964769510938,0.023746435857624475,14.293500625267564
alaska_oof,stefan_cb1,CCI,2,0.030425119743454763,0.03191441963617496,0.005196505544969037,14.293500625267564
