cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,rmse,rmse_split_sd,rmse_ens,bias,n,n_blocks,n_split,n_seed,fit_s,regime
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.25,21.94633333333333,,21.939939903369268,6.845666666666666,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.5,22.364,,22.340475623094033,8.015,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,0.75,22.872666666666664,,22.821129160456827,9.184333333333333,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x14,stefan,none,0.0,catboost_lo,0,1.0,23.46466666666667,,23.376959131590194,10.353333333333333,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x25,none,none,0.0,catboost,0,1.0,25.547,,25.49919456771272,14.266666666666666,2958,20,1,3,1.3,main
noinfo,Lena,alaska,x25,none,none,0.0,catboost_lo,0,1.0,24.139666666666667,,24.10332518100045,11.747666666666667,2958,20,1,3,0.3,main
noinfo,Lena,alaska,x25,none,none,0.0,ridge,0,1.0,26.189000000000004,,26.18948154070811,-9.875,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.0,21.624,,21.623974469334783,5.675999999999999,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.25,21.524999999999995,,21.52537385176596,2.82,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.5,22.042,,22.041684682220133,-0.036,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.75,23.132,,23.13176829312507,-2.892,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan,none,0.0,ridge,0,1.0,24.72,,24.719834984633614,-5.748,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.0,20.761,,20.760940506871332,-1.5729999999999997,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.25,21.467,,21.467151049912612,-3.1519999999999997,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.5,22.504,,22.50354705962068,-4.73,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.75,23.827,,23.827081628354033,-6.309,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,1.0,25.393,,25.392895466622452,-7.888000000000001,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.0,21.649999999999995,,21.649996308432662,5.775000000000001,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.25,21.535,,21.535288923617163,2.897,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.5,22.041,,22.041300848569097,0.019,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.75,23.127,,23.127325015564217,-2.86,2958,20,1,3,0.0,main
noinfo,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,1.0,24.717,,24.717025040625266,-5.738,2958,20,1,3,0.0,main
