cond,target,split,seed,dset,xset,anchor,pseudo,r,resid,iw,n,n_blocks,n_train,n_train_real,lam,rmse_cm,bias_cm,mae_cm,r2,fit_s,error
noinfo,Lena,0,1,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,0.25,21.833,6.531,16.007,-0.0839,0.3,
noinfo,Lena,0,1,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,0.5,22.587,8.571,17.252,-0.1601,0.3,
noinfo,Lena,0,1,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,0.75,23.526,10.61,18.616,-0.2586,0.3,
noinfo,Lena,0,1,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,24.63,12.65,20.074,-0.3795,0.3,
noinfo,Lena,0,2,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,0.0,21.283,4.491,14.935,-0.0301,0.3,
noinfo,Lena,0,2,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,0.25,21.938,6.995,16.243,-0.0944,0.3,
noinfo,Lena,0,2,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,0.5,22.909,9.499,17.827,-0.1934,0.3,
noinfo,Lena,0,2,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,0.75,24.159,12.003,19.587,-0.3272,0.3,
noinfo,Lena,0,2,alaska,x25,stefan_cci_cal,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,25.647,14.508,21.466,-0.4957,0.3,
noinfo,Lena,0,0,alaska,x25,stefan_soil_cci,none,0.0,catboost_lo,0,2958,20,13606,13606,0.0,20.737,-2.18,12.723,0.0221,0.4,
noinfo,Lena,0,0,alaska,x25,stefan_soil_cci,none,0.0,catboost_lo,0,2958,20,13606,13606,0.25,20.642,1.202,13.609,0.0311,0.4,
noinfo,Lena,0,0,alaska,x25,stefan_soil_cci,none,0.0,catboost_lo,0,2958,20,13606,13606,0.5,21.143,4.584,15.02,-0.0165,0.4,
noinfo,Lena,0,0,alaska,x25,stefan_soil_cci,none,0.0,catboost_lo,0,2958,20,13606,13606,0.75,22.202,7.966,16.909,-0.1209,0.4,
noinfo,Lena,0,0,alaska,x25,stefan_soil_cci,none,0.0,catboost_lo,0,2958,20,13606,13606,1.0,23.743,11.349,19.119,-0.2819,0.4,
noinfo,Lena,0,1,alaska,x25,stefan_soil_cci,none,0.0,catboost_lo,0,2958,20,13606,13606,0.0,20.737,-2.18,12.723,0.0221,0.3,
