target,anchor,method,lam,scope,n,rmse_mean,rmse_sd,rmse_med,rmse_p10,rmse_p90,rmse_beq_mean,bias_mean,delta_mean,win_frac,n_runs,n_splits,E_mean,E_sd
Canada,stefan,both,0.25,allA,360,27.42716963502984,0.06352301129613402,27.4459193736332,27.37428960078218,27.472549773836153,23.66146522029842,19.87857519712021,4.487262081858602,0.0,3,1,1.8499464199264068,0.0
Canada,stefan,both,0.25,allA,363,33.379508922911256,0.03258411305762183,33.36248845362819,33.3596654497686,33.40616058376714,24.42607206540001,-3.888232845703836,1.3324424031419468,0.0,3,1,1.4802276790410644,0.0
Canada,stefan,both,0.25,allA,375,32.570229923695116,0.13655101121185542,32.4963960417654,32.48847280601167,32.68152059415044,21.843852989297858,-15.674593556490146,3.1082825578268554,0.0,3,1,1.3295791248076483,0.0
Canada,stefan,both,0.25,allA,396,20.786023134839212,0.06303314295931577,20.803923594183416,20.733565352172022,20.831320733768717,20.68057523578266,8.001084389545788,1.328312922677404,0.0,3,1,1.647596022697632,0.0
Canada,stefan,both,0.25,allA,404,26.492096507472837,0.49058735372285556,26.735913007429826,26.089075820921366,26.797590594041516,19.391332673247366,20.42980305073375,5.01467919105247,0.0,3,1,1.8199157746853853,0.0
Canada,stefan,both,0.25,allA,406,34.31258755333581,0.1509139219067085,34.30037814996381,34.19459499461087,34.43546387340954,20.940049710736783,-19.081504208834932,4.014642814512981,0.0,3,1,1.3141833829575624,0.0
Canada,stefan,both,0.25,allA,420,20.4463061161796,0.16456775729592366,20.390764744919416,20.331509248232436,20.58331953263084,22.099452256497425,5.330702262634959,-0.08911020971027976,0.6666666666666666,3,1,1.6368919191106324,0.0
Canada,stefan,both,0.25,n,3,29.898629064853274,6.001743723120062,31.191553938663848,20.51370300394167,37.5588882362712,23.81211041822468,0.2435601927981286,4.5301059936333505,0.22666666666666666,300,10,1.5965067896183558,0.3047920094707326
Canada,stefan,both,0.25,n,5,28.891455434759987,6.8334753476651,30.097545864928883,20.054398367757322,37.666170130170684,23.33291084360055,-1.0961636723851083,3.5229323635400616,0.2866666666666667,300,10,1.5605091224121959,0.2766866623075257
Canada,stefan,both,0.25,n,10,29.241627423457214,6.352097527659617,29.880867225714347,20.384645670105566,37.46506315478576,23.29607720464069,-1.0324004909264162,3.8731043522372866,0.15666666666666668,300,10,1.5602248082882004,0.2620297221848552
Canada,stefan,both,0.25,n,20,28.9565768123851,5.830419740792028,30.16787108800063,20.253968038001556,36.001389040162884,22.97856424183779,-0.604088968494062,3.5880537411651754,0.19,300,10,1.5682340132195927,0.24529040749462888
Canada,stefan,both,0.25,n,40,29.395578670640226,6.155043143749614,30.411329520148485,20.18966328071915,36.1775276975461,23.44714097691209,-1.615084513557651,4.027055599420303,0.11,300,10,1.5396252392809497,0.2541797284779606
Canada,stefan,both,0.25,n,80,29.00582389161478,5.065705410702544,30.186258605149604,20.455298404379523,34.334450078166,22.88025638161067,0.2375162904777804,3.6373008203948554,0.09666666666666666,300,10,1.5788131760345077,0.23039928595220935
Canada,stefan,both,0.5,allA,319,27.257309652006185,0.36841441970219635,27.289552819243795,26.9569772665539,27.54474477056343,21.579611293636315,19.646164959923016,4.742884864511912,0.0,3,1,1.8860046320495023,0.0
Canada,stefan,both,0.5,allA,325,29.984544813701856,0.3539428285433796,29.955498552909116,29.70791581130949,30.272792320411313,21.96808530262095,-14.162340841883426,2.727733216704235,0.0,3,1,1.2978429886087222,0.0
Canada,stefan,both,0.5,allA,355,30.595932527526912,0.5618859908191851,30.617613933992978,30.142338508794463,31.040853983672935,25.32824843150223,-14.228452540998946,2.8993482319232413,0.0,3,1,1.3361356206680728,0.0
Canada,stefan,both,0.5,allA,360,26.18874192969068,0.12437294317704632,26.227955658043808,26.085181794583004,26.276616573457108,22.95651276979828,18.386378082509,3.2488343765194423,0.0,3,1,1.8499464199264068,0.0
Canada,stefan,both,0.5,allA,363,34.05585161614038,0.10621075627560599,34.03290609076089,33.976972492444155,34.1439089499884,23.462431748240196,-0.9761654017195524,2.0087850963710707,0.0,3,1,1.4802276790410644,0.0
Canada,stefan,both,0.5,allA,375,30.66588397497905,0.26428378435732086,30.530720658088004,30.5033587071603,30.882474569554216,20.428156952776977,-12.060992990411478,1.2039366091107884,0.0,3,1,1.3295791248076483,0.0
Canada,stefan,both,0.5,allA,396,22.20659534427094,0.14317497116156744,22.256938808756537,22.08742640666706,22.30562689608059,20.668740659933693,10.616473639198682,2.748885132109136,0.0,3,1,1.647596022697632,0.0
Canada,stefan,both,0.5,allA,404,26.08723416188795,0.9770932171783344,26.56650317589904,25.283736577868073,26.699024140303386,18.81078026822797,19.852804863962064,4.609816845467581,0.0,3,1,1.8199157746853853,0.0
Canada,stefan,both,0.5,allA,406,32.19251986675511,0.2766925414414017,32.17358750145617,31.975341275937456,32.41727140369235,19.51083889321478,-16.062957488907468,1.8945751279322873,0.0,3,1,1.3141833829575624,0.0
Canada,stefan,both,0.5,allA,420,20.39409697284519,0.35764896893273174,20.260512024209977,20.15007679869288,20.691551126451582,21.620967852922103,6.0701754798038605,-0.14131935304469087,0.6666666666666666,3,1,1.6368919191106324,0.0
Canada,stefan,both,0.5,n,3,29.807052906887723,6.184175634999287,31.147973653916388,20.253482648575506,37.55432983229072,23.54375502892782,0.08028579750901452,4.438529835667797,0.23666666666666666,300,10,1.5965067896183558,0.3047920094707326
Canada,stefan,both,0.5,n,5,28.769530725777884,7.015692440664346,30.013342391903894,19.72415542694127,37.704485441126124,22.9800890338988,-1.2125362647145526,3.401007654557958,0.31333333333333335,300,10,1.5605091224121959,0.2766866623075257
Canada,stefan,both,0.5,n,10,29.011955351391723,6.486547574559591,29.612830169018117,20.06172892107163,37.56132808478334,22.86377735761134,-0.9865805186517512,3.643432280171798,0.22333333333333333,300,10,1.5602248082882004,0.2620297221848552
Canada,stefan,both,0.5,n,20,28.556637855524624,5.870854769235864,29.72816842275018,19.948480094768026,35.63898463466137,22.501419748078156,-0.4571819995256217,3.1881147843046955,0.21666666666666667,300,10,1.5682340132195927,0.24529040749462888
Canada,stefan,both,0.5,n,40,28.86120744157821,6.176323776038705,29.706103158375363,20.030970755637167,36.055357819037425,22.857953604398624,-1.2690948868936744,3.4926843703582837,0.14666666666666667,300,10,1.5396252392809497,0.2541797284779606
Canada,stefan,both,0.5,n,80,28.577644973502338,4.928390628345114,29.788963030455108,20.595743822986663,33.992374324754394,22.31638309480696,0.8175948120943077,3.2091219022824156,0.10666666666666667,300,10,1.5788131760345077,0.23039928595220935
Canada,stefan,both_ls,0.25,allA,319,28.168986178445635,0.18690714586424598,28.177285733808866,28.017911153362235,28.316741381383743,22.194106734490177,20.791603661121858,5.65456139095136,0.0,3,1,1.8872500442399174,0.0
Canada,stefan,both_ls,0.25,allA,325,31.59824739305887,0.186046167835571,31.585433468423577,31.452238247247163,31.749382108724696,23.008303214266903,-16.868306512125685,4.341435796061252,0.0,3,1,1.296395754229437,0.0
Canada,stefan,both_ls,0.25,allA,355,31.712799273544324,0.286574164703481,31.72865974651222,31.48063133839684,31.938623019504657,26.744149794969985,-16.037047339827037,4.016214977940656,0.0,3,1,1.3349698091750242,0.0
