cond,target,split,seed,dset,xset,anchor,pseudo,r,resid,iw,n,n_blocks,n_train,n_train_real,lam,rmse_cm,bias_cm,mae_cm,r2,fit_s,error
covonly,Lena,0,0,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.0,16.158,7.361,13.054,-0.2654,0.4,
covonly,Lena,0,0,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.25,16.586,8.224,13.602,-0.3333,0.4,
covonly,Lena,0,0,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.5,17.075,9.087,14.218,-0.4132,0.4,
covonly,Lena,0,0,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.75,17.621,9.951,14.873,-0.505,0.4,
covonly,Lena,0,0,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,1.0,18.218,10.814,15.56,-0.6087,0.4,
covonly,Lena,0,1,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.0,16.158,7.361,13.054,-0.2654,0.4,
covonly,Lena,0,1,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.25,16.473,7.945,13.433,-0.3153,0.4,
covonly,Lena,0,1,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.5,16.831,8.53,13.86,-0.3731,0.4,
covonly,Lena,0,1,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.75,17.229,9.115,14.32,-0.4387,0.4,
covonly,Lena,0,1,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,1.0,17.663,9.7,14.809,-0.5121,0.4,
covonly,Lena,0,2,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.0,16.158,7.361,13.054,-0.2654,0.4,
covonly,Lena,0,2,alaska,x25,stefan_med,none,0.0,catboost_lo,0,1496,11,13606,13606,0.25,16.993,8.937,14.047,-0.3995,0.4,
