target,covariate,smd,mean_target,mean_alaska,sd_alaska,frac_out_of_range
Tibet,e5_stl1,-0.9633,-1.5791008472442627,0.44564474153580336,2.101854007035509,0.2857
Tibet,e5_swe,-2.2374,0.009114960075489056,0.05161559994971947,0.018995700845967762,0.8571
Tibet,sg_clay_5_15,0.4714,20.085714285714285,18.191628693222906,4.0182277671951185,0.0
Tibet,sg_sand_5_15,0.8048,42.98571428571429,36.78630016169372,7.702784395513122,0.0
Tibet,sg_silt_5_15,-0.905,36.957142857142856,45.04264295163955,8.934304706476668,0.0
Tibet,sg_bdod_5_15,3.6164,1.2028571428571428,0.643704983095651,0.15461396499699573,1.0
Tibet,sg_cfvo_5_15,4.885,22.157142857142855,5.171666911656869,3.4770637952541827,0.7143
Tibet,sg_phh2o_5_15,4.7567,7.457142857142856,5.563236807291503,0.39815197289552556,0.8571
Tibet,sg_soc_0_5,-5.1786,42.17142857142857,336.8058430104586,56.89505731772616,0.8571
Tibet,sg_soc_5_15,-5.0611,28.47142857142857,251.40138174330676,44.04752716178568,1.0
Tibet,sg_soc_15_30,-3.5111,18.400000000000002,154.47353373512777,38.75503132975286,1.0
Tibet,cci_alt,1.695,81.34285714285714,45.384409819195696,21.213805096647707,0.0
Tibet,cci_valid,0.0,1.0,1.0,1e-09,0.0
Scandinavia,dem_elev,4.2349,1346.0043538411458,181.84215300820202,274.8946117111606,0.6667
Scandinavia,dem_slope,4.0332,7.742333809534707,1.399505900963838,1.572642073879445,0.3333
Scandinavia,dem_aspect_sin,0.7931,0.48225362847248715,-0.06264024185136277,0.6870525248719316,0.0
Scandinavia,dem_aspect_cos,0.0724,-0.005452518661816915,-0.05768227067336716,0.7216008500482517,0.0
Scandinavia,dem_tpi,4.2595,16.115152994791668,0.3322139534199569,3.705335767769674,0.3333
Scandinavia,dem_rough,3.298,23.734981536865234,4.604529477617556,5.800575893471224,0.0
Scandinavia,e5_maat,0.6953,-2.5352808634440103,-5.218376572696868,3.8589574458878384,0.0
Scandinavia,e5_tdd,-0.431,774.837392171224,1012.6724253705928,551.8497866823501,0.0
Scandinavia,e5_fdd,-1.3208,1682.2354227701824,2893.492136062427,917.0311714112186,0.0
Scandinavia,e5_sqrt_tdd,-0.3297,27.815235367528334,30.643929961919227,8.580325278019894,0.0
Scandinavia,e5_twarm,-0.514,8.487782796223959,10.372708037024681,3.6668200134168116,0.0
Scandinavia,e5_tcold,1.9456,-11.932200113932291,-19.876627891638094,4.083319849518482,0.3333
Scandinavia,e5_stl1,0.3104,1.0980741779009502,0.44564474153580336,2.101854007035509,0.0
Scandinavia,e5_swe,8.0716,0.20494080583254495,0.05161559994971947,0.018995700845967762,1.0
Scandinavia,sg_clay_5_15,-2.5695,7.866666666666666,18.191628693222906,4.0182277671951185,0.0
Scandinavia,sg_sand_5_15,1.6592,49.56666666666666,36.78630016169372,7.702784395513122,0.0
Scandinavia,sg_silt_5_15,-0.2659,42.666666666666664,45.04264295163955,8.934304706476668,0.0
Scandinavia,sg_bdod_5_15,1.9164,0.94,0.643704983095651,0.15461396499699573,0.0
Scandinavia,sg_cfvo_5_15,3.0184,15.666666666666666,5.171666911656869,3.4770637952541827,0.0
Scandinavia,sg_phh2o_5_15,0.3435,5.7,5.563236807291503,0.39815197289552556,0.0
Scandinavia,sg_soc_0_5,-2.6916,183.66666666666666,336.8058430104586,56.89505731772616,0.0
Scandinavia,sg_soc_5_15,-2.6373,135.23333333333335,251.40138174330676,44.04752716178568,0.0
Scandinavia,sg_soc_15_30,-1.8563,82.53333333333333,154.47353373512777,38.75503132975286,0.0
Scandinavia,cci_alt,1.1226,69.2,45.384409819195696,21.213805096647707,0.0
Scandinavia,cci_valid,0.0,1.0,1.0,1e-09,0.0
