cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,seed,n_splits,n_cells,n_blocks,coverage,cov_ci_lo,cov_ci_hi,width_mean,width_median,interval_score,is_ci_lo,is_ci_hi,is_width_part,is_under_part,is_over_part,rmse_point,n_seed,family_tag,note
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.5,0,1,12.0,9.0,0.5,0.2222222222222222,0.7777777777777778,16.274631867806118,15.104678392410278,152.5805705002061,74.39587748301803,211.9529855372729,16.274631867806118,29.646352926890046,106.65958570550993,18.04711912207069,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.5,1,1,12.0,9.0,0.4166666666666667,0.1111111111111111,0.6666666666666666,62.93389727485677,50.72254042699933,138.3664947856918,73.89992646428833,250.8303373610532,62.93389727485677,75.43259751083507,0.0,19.26296905156774,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.5,2,1,12.0,9.0,0.6666666666666666,0.4166666666666667,0.8888888888888888,50.254109720389046,29.09117841720581,92.59432468811671,54.86278000120763,123.53563735556817,50.254109720389046,16.718904972076412,25.62130999565125,16.609998897028596,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.5,mean,1,12.0,9.0,0.5277777777777778,0.25,0.7777777777777777,43.15421295435064,31.639465745538473,127.8471299913382,67.71952798283799,195.43965341796476,43.15421295435064,40.59928513660051,44.09363190038706,17.97336235688901,3.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.75,0,1,12.0,9.0,0.6666666666666666,0.3333333333333333,0.8888888888888888,24.411947801709175,22.657017588615417,135.90692955862593,51.42783447962116,212.52898856378263,24.411947801709175,25.052717129389436,86.44226462752732,19.302248132267277,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.75,1,1,12.0,9.0,0.4166666666666667,0.16666666666666666,0.6666666666666666,94.40084591228515,76.083810640499,189.99761368831795,111.92640660517436,328.7897127743948,94.40084591228515,95.59676777603282,0.0,24.15569551791119,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.75,2,1,12.0,9.0,0.6666666666666666,0.4166666666666667,0.8888888888888888,75.38116458058357,43.636767625808716,101.83831269542377,55.49351950387158,146.1683684281177,75.38116458058357,5.66154519716898,20.795602917671207,16.882782235841272,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.75,mean,1,12.0,9.0,0.5833333333333334,0.3055555555555556,0.8148148148148148,64.73131943152596,47.45919861830771,142.58095198078922,72.94925352955569,229.16235658876505,64.73131943152596,42.103676700863744,35.74595584839951,20.113575295339913,3.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,1.0,0,1,12.0,9.0,0.5833333333333334,0.2222222222222222,0.8333333333333334,32.549263735612236,30.209356784820557,141.6058339123373,48.190563821351105,246.08137240575425,32.549263735612236,20.45908133188883,88.59748884483622,20.89281346543399,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,1.0,1,1,12.0,9.0,0.5,0.1111111111111111,0.75,125.86779454971354,101.44508085399866,242.1403684996578,140.9329686060287,409.3713683692393,125.86779454971354,116.27257394994429,0.0,30.136992213374203,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,1.0,2,1,12.0,9.0,0.8333333333333334,0.6666666666666666,1.0,100.50821944077809,58.18235683441162,116.47811528046925,54.84450307422214,182.76676128208635,100.50821944077809,0.0,15.969895839691167,17.397126769398312,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,1.0,mean,1,12.0,9.0,0.638888888888889,0.3333333333333333,0.8611111111111112,86.30842590870128,63.278931491076946,166.74143923082144,81.32267850053398,279.4065006856933,86.30842590870128,45.57721842727771,34.85579489484246,22.8089774827355,3.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.25,0,1,12.0,9.0,0.3333333333333333,0.1111111111111111,0.5854166666666648,8.997334637989601,8.722252488136292,179.63454115635946,57.001925544827074,263.84945177161575,8.997334637989601,48.073430581607376,122.5637759367625,17.219928141227875,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.25,1,1,12.0,9.0,0.3333333333333333,0.0,0.5555555555555556,9.094695460051298,10.096058815717697,190.95129713319523,94.95931340879137,255.35657471504499,9.094695460051298,60.57338393396804,121.2832177391759,16.7866753982293,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.25,2,1,12.0,9.0,0.3333333333333333,0.0,0.5555555555555556,8.754932021101316,8.376186847686768,196.61986362658163,75.11574593767713,303.1521371760624,8.754932021101316,47.418128870151655,140.44680273532867,18.316996473507995,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.25,mean,1,12.0,9.0,0.3333333333333333,0.037037037037037035,0.5655092592592587,8.948987373047407,9.064832717180252,189.06856730537876,75.69232829709853,274.11938788757436,8.948987373047407,52.02164779524236,128.09793213708903,17.441200004321725,3.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.5,0,1,12.0,9.0,0.5,0.2222222222222222,0.7777777777777778,17.994669275979202,17.444504976272583,166.1198761471444,61.7237317720773,240.5981646128827,17.994669275979202,58.066973769002495,90.0582331021627,18.179948900953377,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.5,1,1,12.0,9.0,0.3333333333333333,0.0,0.5555555555555556,18.189390920102596,20.192117631435394,183.50975688326142,115.15466469292888,283.2848495882234,18.189390920102596,83.91863710350462,81.40172885965421,18.55261790267362,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.5,2,1,12.0,9.0,0.3333333333333333,0.1111111111111111,0.6666666666666666,17.509864042202633,16.752373695373535,213.11726772471033,110.04328665321256,302.2401925650694,17.509864042202633,69.26674109918099,126.3406625833267,21.511069016622752,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.5,mean,1,12.0,9.0,0.38888888888888884,0.1111111111111111,0.6666666666666666,17.897974746094814,18.129665434360504,187.5823002517054,95.64056103940625,275.37440225539183,17.897974746094814,70.41745065722937,99.26687484838122,19.414545273416582,3.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.75,0,1,12.0,9.0,0.5833333333333334,0.3333333333333333,0.8888888888888888,26.9920039139688,26.166757464408875,155.90937909939223,39.16226442318276,246.3083495073745,26.9920039139688,68.6870335125261,60.23034167289734,19.622935611708673,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.75,1,1,12.0,9.0,0.4166666666666667,0.1111111111111111,0.6666666666666666,27.284086380153894,30.28817644715309,186.37566470258216,106.082711884315,348.67305659221273,27.284086380153894,107.26389027304121,51.82768804938706,21.687029114561977,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.75,2,1,12.0,9.0,0.3333333333333333,0.1111111111111111,0.6666666666666666,26.264796063303947,25.128560543060303,234.13158950392167,130.25242800460518,340.9716023016123,26.264796063303947,91.11535332821033,116.75144011240741,25.782686879896776,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.75,mean,1,12.0,9.0,0.4444444444444444,0.1851851851851852,0.7407407407407406,26.846962119142216,27.194498151540756,192.13887776863203,91.83246810403432,311.98433613373317,26.846962119142216,89.0220923712592,76.2698232782306,22.36421720205581,3.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,1.0,0,1,12.0,9.0,0.5833333333333334,0.3333333333333333,0.8333333333333334,35.989338551958404,34.889009952545166,163.55957185063096,65.2872675774826,285.3116926040913,35.989338551958404,79.30709325604968,48.26314004262289,21.45164574406862,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,1.0,1,1,12.0,9.0,0.5,0.1111111111111111,0.75,36.37878184020519,40.38423526287079,205.15980575758,96.63083272622694,395.460836839308,36.37878184020519,130.6091434425778,38.17188047479702,25.693876181792344,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,1.0,2,1,12.0,9.0,0.3333333333333333,0.1111111111111111,0.6666666666666666,35.019728084405266,33.50474739074707,255.14591128313305,144.52856822676125,385.4898407070726,35.019728084405266,112.96396555723966,107.16221764148811,30.685092754254242,1.0,residual,
covonly,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,1.0,mean,1,12.0,9.0,0.47222222222222227,0.1851851851851852,0.75,35.79594949218963,36.25933086872101,207.95509629711466,102.14888951015693,355.42079005015734,35.79594949218963,107.62673408528904,64.532412719636,25.94353822670507,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.25,0,1,27.0,19.0,0.25925925925925924,0.1,0.4583333333333333,7.101721284566103,6.233341813087463,294.0407817207711,123.83442380900277,516.8834482612529,7.101721284566103,66.73374527120838,220.20531516499668,27.22397597124185,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.25,1,1,27.0,19.0,0.25925925925925924,0.11103603603603604,0.4583333333333333,7.8777975039901555,6.765614032745361,294.31730438115613,95.1530502021289,544.838020749596,7.8777975039901555,62.158861652367925,224.28064522479804,28.51048602544558,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.25,2,1,27.0,19.0,0.37037037037037035,0.1904017857142857,0.5715659340659339,9.769319778515232,7.135291576385498,274.2345773668129,76.54980854377892,538.0803115435325,9.769319778515232,34.900516150675294,229.5647414376224,28.684667974193957,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.25,mean,1,27.0,19.0,0.2962962962962963,0.13381260725010724,0.49607753357753354,8.249612855690497,6.711415807406108,287.53088782291337,98.51242751830353,533.2672601847938,8.249612855690497,54.59770769141719,224.6835672758057,28.139709990293795,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.5,0,1,27.0,19.0,0.25925925925925924,0.08695652173913043,0.47619047619047616,14.203442569132205,12.466683626174927,269.31955079917816,123.9795895206719,429.5724643645815,14.203442569132205,67.43611373627215,187.67999449377385,26.919629065056004,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.5,1,1,27.0,19.0,0.4074074074074074,0.22213541666666667,0.6316228070175438,15.755595007980311,13.531228065490723,275.1291710060527,90.32430917268287,504.65867908380557,15.755595007980311,55.8475942760028,203.52598172206956,28.78181632820274,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.5,2,1,27.0,19.0,0.4074074074074074,0.20829741379310346,0.6363636363636364,19.538639557030464,14.270583152770996,249.83853226652104,59.18539869296698,477.0745044223262,19.538639557030464,17.435137900434466,212.8647548090561,29.437319721639064,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.5,mean,1,27.0,19.0,0.35802469135802467,0.17246311739963352,0.5813923065238854,16.499225711380994,13.422831614812216,264.7624180239173,91.16309912877392,470.43521595690436,16.499225711380994,46.90628197090314,201.35691034163315,28.379588371632604,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.75,0,1,27.0,19.0,0.3333333333333333,0.14814814814814814,0.5,21.305163853698307,18.70002543926239,255.1351425273422,135.5206909102978,394.2155564313366,21.305163853698307,73.51361286101104,160.31636581263285,27.56159547255003,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.75,1,1,27.0,19.0,0.4444444444444444,0.2413793103448276,0.6670454545454542,23.633392511970467,20.296842098236084,258.94860129485386,95.73429303098334,470.8790279451439,23.633392511970467,52.54389056354238,182.77131821934103,29.252560131891645,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.75,2,1,27.0,19.0,0.5925925925925926,0.3998484848484849,0.7932758620689654,29.3079593355457,21.405874729156494,239.5114185821507,72.66447636427283,466.29298109459,29.3079593355457,11.728031577396775,198.4754276692082,30.664535017718467,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.75,mean,1,27.0,19.0,0.4567901234567901,0.26312531444715354,0.6534404388714732,24.74883856707149,20.134247422218323,251.19838746811558,101.30648676851798,443.7958551570235,24.74883856707149,45.928511667316734,180.52103723372736,29.159563540720047,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,1.0,0,1,27.0,19.0,0.2962962962962963,0.13029891304347826,0.4583333333333333,28.40688513826441,24.933367252349854,247.166754091325,143.74696680746567,372.94525988455456,28.40688513826441,79.76904324151438,138.9908257115462,29.08728615150614,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,1.0,1,1,27.0,19.0,0.5185185185185185,0.3142857142857143,0.75,31.511190015960622,27.062456130981445,246.36417551935622,92.47293453881804,448.6868136767167,31.511190015960622,52.83633078678309,162.01665471661252,29.913304444105535,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,1.0,2,1,27.0,19.0,0.5925925925925926,0.4072222222222222,0.8181818181818182,39.07727911406093,28.541166305541992,243.69503989736728,82.74623506145447,454.4495742240047,39.07727911406093,15.17804435839868,189.43971642490763,32.312287495106155,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,1.0,mean,1,27.0,19.0,0.46913580246913583,0.2839356165171383,0.6755050505050505,32.99845142276199,26.84566322962443,245.7419898360162,106.32204546924606,425.36054926175865,32.99845142276199,49.26113946223205,163.4823989510221,30.437626030239276,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.25,0,1,27.0,19.0,0.2962962962962963,0.14273399014778326,0.52,12.003932046669501,7.788957357406616,282.87891097010964,98.2851560132924,508.6956594657347,12.003932046669501,48.937649109648596,221.9373298137915,28.68122833923927,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.25,1,1,27.0,19.0,0.2222222222222222,0.08325,0.40920846394984317,31.060105792074292,24.56437587738037,215.96369877758153,121.6788354872755,334.54074194034683,31.060105792074292,81.31521602632743,103.5883769591798,28.19800636307476,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.25,2,1,27.0,19.0,0.37037037037037035,0.20573529411764707,0.5517241379310345,25.07684203651216,11.081733465194702,261.43451184247186,78.56261177564834,509.3396151820788,25.07684203651216,30.902428485109393,205.45524132085026,28.087504337135886,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.25,mean,1,27.0,19.0,0.2962962962962963,0.14390642808847678,0.49364420062695924,22.713626625085322,14.478355566660563,253.425707196721,99.50886775873875,450.8586721960534,22.713626625085322,53.71843120702848,176.9936493646072,28.322246346483308,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.5,0,1,27.0,19.0,0.4444444444444444,0.27024428274428275,0.6538461538461539,24.007864093339002,15.577914714813232,251.58831547110827,88.94135526670122,449.17883812155526,24.007864093339002,33.74436165141625,193.836089726353,29.72725117933933,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.5,1,1,27.0,19.0,0.37037037037037035,0.2,0.5357142857142857,62.120211584148585,49.12875175476074,193.26984457135134,130.13625951829943,256.57185702802394,62.120211584148585,95.359070620926,35.79056236627676,30.84986502653999,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.5,2,1,27.0,19.0,0.5925925925925926,0.37920258620689656,0.8261244377811094,50.15368407302432,22.163466930389404,223.77246148499455,66.13237710906112,442.6248898186356,50.15368407302432,12.180852536801936,161.43792487516828,27.896886024022308,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.5,mean,1,27.0,19.0,0.46913580246913583,0.2831489563170598,0.6718949591138497,45.427253250170644,28.956711133321125,222.87687384248474,95.0699972980206,382.7918616560716,45.427253250170644,47.09476160304806,130.35485898926603,29.491334076633876,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.75,0,1,27.0,19.0,0.48148148148148145,0.28560267857142857,0.6956521739130435,36.0117961400085,23.36687207221985,225.9524993315368,82.22527085246314,379.71746612401745,36.0117961400085,24.2058535526138,165.73484963891448,31.501851881055746,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.75,1,1,27.0,19.0,0.48148148148148145,0.28,0.6451612903225806,93.18031737622287,73.69312763214111,216.6602669615236,159.904774542947,288.0078015911467,93.18031737622287,111.40728777123724,12.072661814063478,35.76082617825429,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.75,2,1,27.0,19.0,0.7407407407407407,0.5554597701149425,0.92,75.23052610953648,33.245200395584106,213.8212738742866,70.79664167172234,413.50209034707603,75.23052610953648,5.552922001591433,133.03782576315865,27.875830227746004,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,0.75,mean,1,27.0,19.0,0.5679012345679012,0.373687482895457,0.7536044880785413,68.14087987525595,43.43506669998169,218.811346722449,104.30889568904416,360.4091193540801,68.14087987525595,47.05535444181416,103.61511240537887,31.712836095685347,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,1.0,0,1,27.0,19.0,0.5555555555555556,0.3197586206896552,0.7826863354037267,48.015728186678004,31.155829429626465,202.87317796366372,82.21952487412774,352.2766816401955,48.015728186678004,17.108586353168146,137.74886342381757,33.890772886095625,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,1.0,1,1,27.0,19.0,0.48148148148148145,0.2306818181818182,0.6765231092436975,124.24042316829717,98.25750350952148,253.31804664783002,181.42619768973003,355.03949976436144,124.24042316829717,129.07762347953283,0.0,42.14848886067865,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,1.0,2,1,27.0,19.0,0.7407407407407407,0.5714285714285714,0.9130434782608695,100.30736814604865,44.32693386077881,221.6712615629104,86.20197692752569,386.1403494929632,100.30736814604865,1.740724540051117,119.62316887681062,28.024719142840798,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,ddpm,0,1.0,mean,1,27.0,19.0,0.5925925925925926,0.3739563367666816,0.7907509743027646,90.85450650034129,57.91342226664225,225.9541620581347,116.61589983046115,364.4855102991734,90.85450650034129,49.30897812425069,85.79067743354273,34.68799362987169,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.25,0,1,27.0,19.0,0.25925925925925924,0.08686594202898551,0.45011363636363627,8.49414161482343,7.11258602142334,290.5200226487379,102.29604899998466,537.6503773298684,8.49414161482343,57.1424446867547,224.88343634715972,28.331549273349985,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.25,1,1,27.0,19.0,0.18518518518518517,0.05555555555555555,0.375,9.837643031444815,8.65316104888916,308.88643025177817,121.69931674623791,542.6754291815907,9.837643031444815,69.61054577492652,229.43824144540687,29.33539488053233,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.25,2,1,27.0,19.0,0.2962962962962963,0.13043478260869565,0.4642857142857143,9.363052605064931,7.370214462280273,292.85851060178777,87.89765702830702,543.7475745228886,9.363052605064931,44.82539614077792,238.6700618559449,29.517105621066452,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.25,mean,1,27.0,19.0,0.24691358024691357,0.09095209339774557,0.4297997835497835,9.231612417111059,7.711987177530925,297.42165450076794,103.9643409248432,541.3577936781159,9.231612417111059,57.19279553415305,230.99724654950384,29.06134992498292,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.5,0,1,27.0,19.0,0.4074074074074074,0.20689655172413793,0.6154761904761904,16.98828322964686,14.22517204284668,271.0736735369765,96.27513823383798,488.5542286471628,16.98828322964686,54.214258036611916,199.8711322707177,28.569378616393127,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.5,1,1,27.0,19.0,0.2962962962962963,0.10521778584392014,0.5185555555555555,19.67528606288963,17.30632209777832,304.07677312175224,130.10952907513933,529.3881177131002,19.67528606288963,78.25564000426833,206.14584705459424,31.25314859288427,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.5,2,1,27.0,19.0,0.4074074074074074,0.2,0.6190476190476191,18.726105210129862,14.740428924560547,288.183586940195,92.6274219350343,546.0516932025935,18.726105210129862,42.083264013996406,227.37421771606873,31.445815082217646,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.5,mean,1,27.0,19.0,0.3703703703703704,0.1707047791893527,0.5843597883597883,18.463224834222117,15.42397435506185,287.77801119964124,106.33736308133722,521.3313465209521,18.463224834222117,58.18438735162555,211.13039901379355,30.422780763831682,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.75,0,1,27.0,19.0,0.4444444444444444,0.21875,0.6786071428571429,25.482424844470287,21.33775806427002,259.03864567289787,96.64257919981972,464.6575431443221,25.482424844470287,57.61320975360892,175.9430110748186,29.14918509900089,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.75,1,1,27.0,19.0,0.4074074074074074,0.2306818181818182,0.5925925925925926,29.512929094334442,25.95948314666748,310.61376060855315,141.10076506835173,518.2108648849958,29.512929094334442,93.5548534394251,187.54597807479354,34.02438204518269,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.75,2,1,27.0,19.0,0.4444444444444444,0.2498310810810811,0.6666666666666666,28.089157815194792,22.11064338684082,292.33600878400745,100.09004313889781,527.0162833588345,28.089157815194792,46.74175624359936,217.50509472521324,34.08542425817273,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,0.75,mean,1,27.0,19.0,0.43209876543209874,0.2330876330876331,0.645955467372134,27.694837251333173,23.135961532592773,287.32947168848614,112.61112913568975,503.2948971293841,27.694837251333173,65.96993981221112,193.6646946249418,32.419663800785436,3.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,1.0,0,1,27.0,19.0,0.5185185185185185,0.31244612068965516,0.7727272727272727,33.97656645929372,28.45034408569336,254.7046442085171,101.80304369473666,422.9277993625166,33.97656645929372,63.78079730407847,156.94728044514488,30.051180949427618,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,1.0,1,1,27.0,19.0,0.4444444444444444,0.25,0.6400714285714285,39.35057212577926,34.61264419555664,330.4243915677703,155.22838480504566,539.8373469220705,39.35057212577926,111.44146895638795,179.6323504856031,37.4601551326166,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,1.0,2,1,27.0,19.0,0.48148148148148145,0.29411764705882354,0.7084821428571427,37.452210420259725,29.480857849121094,297.43567669598986,105.84867759678349,530.8403333593277,37.452210420259725,52.1011802453563,207.88228603037376,37.28525320108474,1.0,residual,
noinfo,Russia_E,alaska,x25,stefan,none,0.0,nflow,0,1.0,mean,1,27.0,19.0,0.48148148148148145,0.28552125591615957,0.7070936147186146,36.926449668444235,30.8479487101237,294.18823749075904,120.96003536552195,497.86849321463825,36.926449668444235,75.77448216860758,181.48730565370724,34.93219642770965,3.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.25,0,1,12.0,9.0,0.4166666666666667,0.2,0.7777777777777778,7.630476118996739,4.464055359363556,180.22323784704963,53.09639973200305,272.34082203596233,7.630476118996739,38.93640662519595,133.65635510285696,16.406324429668835,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.25,1,1,12.0,9.0,0.4166666666666667,0.2,0.7777777777777778,11.145474615196386,11.642806112766266,134.7729521935694,47.35027822752795,200.08631497067836,11.145474615196386,43.09229685073223,80.5351807276408,15.63310562374043,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.25,2,1,12.0,9.0,0.5833333333333334,0.3333333333333333,0.8888888888888888,11.478345264991125,11.620649218559265,143.10421628753343,46.016219737573905,227.1902759642513,11.478345264991125,28.50260019302367,103.12327082951863,16.435036657825776,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.25,mean,1,12.0,9.0,0.47222222222222227,0.24444444444444446,0.8148148148148149,10.084765333061418,9.242503563563028,152.70013544271748,48.82096589903497,233.20580432363067,10.084765333061418,36.843767889650614,105.77160222000548,16.15815557041168,3.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.5,0,1,12.0,9.0,0.3333333333333333,0.1111111111111111,0.6666666666666666,15.260952237993479,8.928110718727112,159.49182161768405,58.1420640162571,238.9551762349386,15.260952237993479,34.578899433597535,109.65196994609302,16.255828598394668,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.5,1,1,12.0,9.0,0.6666666666666666,0.3333333333333333,0.8888888888888888,22.290949230392773,23.28561222553253,86.95556058983009,30.413961115148357,145.73387052346433,22.290949230392773,39.205686748027794,25.458924611409515,15.251976617032556,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.5,2,1,12.0,9.0,0.6666666666666666,0.3333333333333333,0.8888888888888888,22.95669052998225,23.24129843711853,114.74232870340347,44.27769260296114,168.25000868721614,22.95669052998225,18.12766869862874,73.6579694747925,16.43092255899639,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.5,mean,1,12.0,9.0,0.5555555555555555,0.25925925925925924,0.8148148148148148,20.169530666122835,18.485007127126057,120.3965703036392,44.27790591145553,184.313018481873,20.169530666122835,30.637418293418023,69.58962134409835,15.97957592480787,3.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.75,0,1,12.0,9.0,0.4166666666666667,0.1111111111111111,0.6666666666666666,22.891428356990218,13.392166078090668,152.1380578430258,63.59161007448475,225.68697256130088,22.891428356990218,30.221392241999116,99.02523724403646,16.37569438768047,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.75,1,1,12.0,9.0,0.8333333333333334,0.5555555555555556,1.0,33.43642384558916,34.9284183382988,72.80618812392154,32.700302499532704,138.13309742904917,33.43642384558916,39.36976427833238,0.0,15.73519361630629,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.75,2,1,12.0,9.0,0.6666666666666666,0.4166666666666667,0.8888888888888888,34.43503579497337,34.861947655677795,91.34296680490178,40.67510534701523,124.56158634915396,34.43503579497337,7.752737204233799,49.15519380569459,16.807863602468185,1.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,0.75,mean,1,12.0,9.0,0.6388888888888888,0.36111111111111116,0.8518518518518517,30.25429599918425,27.727510690689087,105.42907092394971,45.65567264034423,162.79388544650132,30.25429599918425,25.78129790818843,49.393477016577016,16.30625053548498,3.0,residual,
labels,Russia_E,alaska,x25,stefan,none,0.0,cfm,0,1.0,0,1,12.0,9.0,0.5,0.2222222222222222,0.7777777777777778,30.521904475986958,17.856221437454224,145.4670091664307,56.553207889199186,203.29483261626754,30.521904475986958,25.8638850504007,89.08121964004305,16.760122048079452,1.0,residual,
