cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,rmse,rmse_split_sd,rmse_ens,bias,n,n_blocks,n_split,n_seed,fit_s,rmse_cc,n_cc,regime,family_tag
covonly,Canada,alaska,x25,ku_cal,none,0.0,catboost_lo,0,0.75,28.128777777777774,2.5320786659127283,28.10886351732331,11.735,374,19,3,3,0.4444444444444444,28.151433651527256,373,main,residual
covonly,Canada,alaska,x25,ku_cal,none,0.0,catboost_lo,0,1.0,27.235888888888883,2.3259584961744113,27.198157778835533,9.336777777777778,374,19,3,3,0.4444444444444444,27.25608408099377,373,main,residual
covonly,Canada,alaska,x25,none,cci,10.0,catboost_lo,0,1.0,28.51077777777778,2.3370734865385545,28.47105546135424,5.247222222222223,374,19,3,3,1.1777777777777778,28.518446169109865,373,main,augment_direct
covonly,Canada,alaska,x25,none,const,10.0,catboost_lo,0,1.0,37.06655555555555,3.156026797755075,37.05462932082528,-18.561,374,19,3,3,1.1333333333333335,37.09877246965855,373,main,augment_direct
covonly,Canada,alaska,x25,none,const_t,10.0,catboost_lo,0,1.0,33.80511111111111,1.442612303863817,33.796450231970056,-8.174111111111111,374,19,3,3,1.1444444444444446,33.83079538954493,373,main,augment_direct
covonly,Canada,alaska,x25,none,edaphic_k2,10.0,catboost_lo,0,1.0,27.82788888888889,1.8913752883765507,27.820905997289476,-2.0203333333333333,374,19,3,3,1.3,27.849201510830255,373,main,augment_direct
covonly,Canada,alaska,x25,none,ku_cal,10.0,catboost_lo,0,1.0,30.017555555555557,4.071776152619032,29.964714870052664,12.491555555555557,374,19,3,3,1.4000000000000001,30.03108669587742,373,main,augment_direct
covonly,Canada,alaska,x25,none,ku_k2,10.0,catboost_lo,0,1.0,29.287111111111113,1.6173677288639015,29.268217948223494,-6.777777777777778,374,19,3,3,1.3111111111111111,29.310014833219938,373,main,augment_direct
covonly,Canada,alaska,x25,none,none,0.0,catboost,0,1.0,31.951333333333334,,31.903908298216553,-13.501666666666665,374,19,1,3,1.7,31.99078015631601,373,main,direct
covonly,Canada,alaska,x25,none,none,0.0,catboost_lo,0,1.0,34.60355555555555,1.105229806839253,34.56644973019567,-15.043000000000001,374,19,3,3,0.3881481481481482,34.63024836061145,373,main,direct
covonly,Canada,alaska,x25,none,none,0.0,catboost_lo,1,1.0,28.054333333333332,,27.9280247877938,-9.03,374,19,1,3,0.4666666666666666,28.083027396992524,373,main,direct
covonly,Canada,alaska,x25,none,none,0.0,cfm,0,1.0,42.44433333333333,,41.4200233085403,-11.754,374,19,1,3,1.2333333333333334,42.474315342479485,373,main,direct
covonly,Canada,alaska,x25,none,none,0.0,ddpm,0,1.0,38.95133333333334,,38.52304279527388,-18.50466666666667,374,19,1,3,1.5666666666666667,38.99215434604762,373,main,direct
